@T,climate
name,tmin
descr,min temperature

missing_val,-9999
date_start,01.01.2008
date_end,31.12.2014
date_format,dd.MM.yyyy

tres,d
unit,C

@H,date,tmin[0]
name,-,Greeley LIRF
ID,-,1
elevation,-,1427
x,-,530809
y,-,4477675
,01.01.2008,-14.9
,02.01.2008,-14.0
,03.01.2008,-11.8
,04.01.2008,-14.7
,05.01.2008,-13.6
,06.01.2008,-16.9
,07.01.2008,-13.2
,08.01.2008,-13.8
,09.01.2008,-13.4
,10.01.2008,-12.9
,11.01.2008,-16.3
,12.01.2008,-16.5
,13.01.2008,-12.9
,14.01.2008,-10.3
,15.01.2008,-12.0
,16.01.2008,-7.7
,17.01.2008,-8.1
,18.01.2008,-8.0
,19.01.2008,-6.8
,20.01.2008,-8.0
,21.01.2008,-9.0
,22.01.2008,-7.7
,23.01.2008,-10.7
,24.01.2008,-10.6
,25.01.2008,-8.9
,26.01.2008,-7.8
,27.01.2008,-9.7
,28.01.2008,-11.3
,29.01.2008,-11.3
,30.01.2008,-8.9
,31.01.2008,-9.7
,01.02.2008,-13.5
,02.02.2008,-14.8
,03.02.2008,-12.8
,04.02.2008,-11.8
,05.02.2008,-13.0
,06.02.2008,-12.6
,07.02.2008,-12.9
,08.02.2008,-15.3
,09.02.2008,-14.5
,10.02.2008,-14.5
,11.02.2008,-14.8
,12.02.2008,-12.1
,13.02.2008,-8.0
,14.02.2008,-6.3
,15.02.2008,-8.4
,16.02.2008,-8.9
,17.02.2008,-6.8
,18.02.2008,-5.9
,19.02.2008,-7.7
,20.02.2008,-6.7
,21.02.2008,-9.8
,22.02.2008,-10.5
,23.02.2008,-11.6
,24.02.2008,-10.9
,25.02.2008,-13.1
,26.02.2008,-11.1
,27.02.2008,-7.9
,28.02.2008,-8.5
,29.02.2008,-4.9
,01.03.2008,-6.4
,02.03.2008,-9.1
,03.03.2008,-5.2
,04.03.2008,-5.8
,05.03.2008,-7.9
,06.03.2008,-5.2
,07.03.2008,-5.4
,08.03.2008,-4.9
,09.03.2008,-5.8
,10.03.2008,-6.7
,11.03.2008,-3.4
,12.03.2008,-4.8
,13.03.2008,-4.3
,14.03.2008,-2.8
,15.03.2008,0.0
,16.03.2008,-3.0
,17.03.2008,-2.4
,18.03.2008,-2.1
,19.03.2008,-5.3
,20.03.2008,-6.4
,21.03.2008,-5.2
,22.03.2008,-1.3
,23.03.2008,-5.8
,24.03.2008,-6.2
,25.03.2008,-6.0
,26.03.2008,-3.1
,27.03.2008,-1.7
,28.03.2008,-2.8
,29.03.2008,-0.6
,30.03.2008,0.5
,31.03.2008,1.1
,01.04.2008,0.2
,02.04.2008,0.2
,03.04.2008,-1.7
,04.04.2008,-1.4
,05.04.2008,-0.2
,06.04.2008,3.4
,07.04.2008,-0.2
,08.04.2008,-2.9
,09.04.2008,-3.7
,10.04.2008,-3.0
,11.04.2008,-1.0
,12.04.2008,1.8
,13.04.2008,1.0
,14.04.2008,0.2
,15.04.2008,-0.3
,16.04.2008,-1.2
,17.04.2008,-1.5
,18.04.2008,-1.1
,19.04.2008,0.7
,20.04.2008,0.9
,21.04.2008,3.4
,22.04.2008,1.4
,23.04.2008,-0.5
,24.04.2008,1.2
,25.04.2008,1.9
,26.04.2008,2.9
,27.04.2008,1.7
,28.04.2008,0.9
,29.04.2008,2.8
,30.04.2008,0.6
,01.05.2008,0.4
,02.05.2008,-0.1
,03.05.2008,-0.4
,04.05.2008,3.5
,05.05.2008,1.4
,06.05.2008,2.3
,07.05.2008,2.6
,08.05.2008,1.8
,09.05.2008,3.5
,10.05.2008,3.9
,11.05.2008,2.8
,12.05.2008,2.9
,13.05.2008,3.4
,14.05.2008,5.0
,15.05.2008,5.6
,16.05.2008,5.8
,17.05.2008,7.2
,18.05.2008,8.1
,19.05.2008,7.4
,20.05.2008,5.9
,21.05.2008,6.5
,22.05.2008,7.8
,23.05.2008,8.9
,24.05.2008,8.3
,25.05.2008,8.0
,26.05.2008,9.7
,27.05.2008,8.6
,28.05.2008,7.9
,29.05.2008,8.5
,30.05.2008,8.0
,31.05.2008,6.3
,01.06.2008,8.5
,02.06.2008,8.4
,03.06.2008,8.7
,04.06.2008,9.7
,05.06.2008,11.4
,06.06.2008,10.0
,07.06.2008,10.4
,08.06.2008,10.4
,09.06.2008,10.4
,10.06.2008,10.3
,11.06.2008,9.7
,12.06.2008,10.2
,13.06.2008,9.6
,14.06.2008,10.3
,15.06.2008,10.2
,16.06.2008,12.0
,17.06.2008,11.0
,18.06.2008,10.8
,19.06.2008,12.9
,20.06.2008,13.6
,21.06.2008,12.8
,22.06.2008,10.4
,23.06.2008,11.1
,24.06.2008,13.6
,25.06.2008,15.0
,26.06.2008,13.8
,27.06.2008,13.1
,28.06.2008,12.8
,29.06.2008,11.9
,30.06.2008,12.9
,01.07.2008,13.0
,02.07.2008,14.7
,03.07.2008,14.2
,04.07.2008,12.2
,05.07.2008,14.5
,06.07.2008,14.1
,07.07.2008,13.8
,08.07.2008,13.6
,09.07.2008,13.0
,10.07.2008,13.4
,11.07.2008,13.1
,12.07.2008,13.2
,13.07.2008,13.4
,14.07.2008,14.7
,15.07.2008,15.0
,16.07.2008,13.3
,17.07.2008,15.1
,18.07.2008,14.5
,19.07.2008,13.9
,20.07.2008,14.1
,21.07.2008,14.6
,22.07.2008,14.7
,23.07.2008,14.2
,24.07.2008,14.8
,25.07.2008,14.2
,26.07.2008,14.5
,27.07.2008,13.6
,28.07.2008,14.5
,29.07.2008,13.7
,30.07.2008,13.3
,31.07.2008,13.0
,01.08.2008,14.4
,02.08.2008,14.2
,03.08.2008,14.9
,04.08.2008,13.7
,05.08.2008,12.9
,06.08.2008,13.6
,07.08.2008,13.7
,08.08.2008,12.7
,09.08.2008,12.6
,10.08.2008,13.6
,11.08.2008,13.1
,12.08.2008,11.5
,13.08.2008,11.6
,14.08.2008,12.5
,15.08.2008,10.9
,16.08.2008,11.2
,17.08.2008,10.2
,18.08.2008,10.9
,19.08.2008,11.0
,20.08.2008,10.9
,21.08.2008,11.1
,22.08.2008,11.9
,23.08.2008,13.6
,24.08.2008,12.7
,25.08.2008,11.6
,26.08.2008,11.8
,27.08.2008,11.8
,28.08.2008,12.3
,29.08.2008,11.5
,30.08.2008,13.5
,31.08.2008,11.4
,01.09.2008,12.0
,02.09.2008,11.4
,03.09.2008,9.0
,04.09.2008,8.2
,05.09.2008,9.2
,06.09.2008,9.8
,07.09.2008,8.5
,08.09.2008,8.8
,09.09.2008,8.2
,10.09.2008,8.7
,11.09.2008,8.9
,12.09.2008,9.2
,13.09.2008,9.0
,14.09.2008,8.2
,15.09.2008,7.6
,16.09.2008,8.5
,17.09.2008,7.5
,18.09.2008,6.6
,19.09.2008,6.0
,20.09.2008,5.8
,21.09.2008,6.5
,22.09.2008,6.1
,23.09.2008,4.8
,24.09.2008,4.8
,25.09.2008,5.3
,26.09.2008,6.1
,27.09.2008,6.4
,28.09.2008,3.8
,29.09.2008,4.0
,30.09.2008,5.3
,01.10.2008,4.7
,02.10.2008,3.9
,03.10.2008,3.0
,04.10.2008,3.7
,05.10.2008,3.9
,06.10.2008,2.8
,07.10.2008,-0.3
,08.10.2008,1.6
,09.10.2008,1.1
,10.10.2008,0.3
,11.10.2008,1.9
,12.10.2008,1.9
,13.10.2008,1.5
,14.10.2008,0.7
,15.10.2008,0.6
,16.10.2008,0.4
,17.10.2008,-0.2
,18.10.2008,-1.1
,19.10.2008,-0.9
,20.10.2008,0.4
,21.10.2008,0.0
,22.10.2008,0.2
,23.10.2008,-0.6
,24.10.2008,-1.0
,25.10.2008,-2.0
,26.10.2008,-4.9
,27.10.2008,-5.3
,28.10.2008,-5.3
,29.10.2008,-2.6
,30.10.2008,-2.3
,31.10.2008,-2.7
,01.11.2008,-1.5
,02.11.2008,-4.1
,03.11.2008,-2.8
,04.11.2008,-4.5
,05.11.2008,-3.7
,06.11.2008,-3.4
,07.11.2008,-3.6
,08.11.2008,-2.6
,09.11.2008,-3.1
,10.11.2008,-5.8
,11.11.2008,-7.0
,12.11.2008,-6.9
,13.11.2008,-3.6
,14.11.2008,-4.7
,15.11.2008,-7.0
,16.11.2008,-8.3
,17.11.2008,-6.9
,18.11.2008,-7.0
,19.11.2008,-5.2
,20.11.2008,-5.6
,21.11.2008,-7.5
,22.11.2008,-7.8
,23.11.2008,-8.4
,24.11.2008,-9.5
,25.11.2008,-8.0
,26.11.2008,-9.0
,27.11.2008,-8.8
,28.11.2008,-6.9
,29.11.2008,-7.3
,30.11.2008,-7.8
,01.12.2008,-7.7
,02.12.2008,-7.3
,03.12.2008,-10.1
,04.12.2008,-15.1
,05.12.2008,-14.6
,06.12.2008,-15.0
,07.12.2008,-12.5
,08.12.2008,-12.9
,09.12.2008,-15.5
,10.12.2008,-15.3
,11.12.2008,-12.9
,12.12.2008,-12.0
,13.12.2008,-10.1
,14.12.2008,-10.9
,15.12.2008,-11.6
,16.12.2008,-10.1
,17.12.2008,-10.5
,18.12.2008,-8.2
,19.12.2008,-10.0
,20.12.2008,-11.6
,21.12.2008,-11.6
,22.12.2008,-12.2
,23.12.2008,-14.1
,24.12.2008,-15.7
,25.12.2008,-16.8
,26.12.2008,-12.6
,27.12.2008,-13.1
,28.12.2008,-12.9
,29.12.2008,-11.0
,30.12.2008,-10.8
,31.12.2008,-13.2
,01.01.2009,-14.9
,02.01.2009,-14.0
,03.01.2009,-11.8
,04.01.2009,-14.7
,05.01.2009,-13.6
,06.01.2009,-16.9
,07.01.2009,-13.2
,08.01.2009,-13.8
,09.01.2009,-13.4
,10.01.2009,-12.9
,11.01.2009,-16.3
,12.01.2009,-16.5
,13.01.2009,-12.9
,14.01.2009,-10.3
,15.01.2009,-12.0
,16.01.2009,-7.7
,17.01.2009,-8.1
,18.01.2009,-8.0
,19.01.2009,-6.8
,20.01.2009,-8.0
,21.01.2009,-9.0
,22.01.2009,-7.7
,23.01.2009,-10.7
,24.01.2009,-10.6
,25.01.2009,-8.9
,26.01.2009,-7.8
,27.01.2009,-9.7
,28.01.2009,-11.3
,29.01.2009,-11.3
,30.01.2009,-8.9
,31.01.2009,-9.7
,01.02.2009,-13.5
,02.02.2009,-14.8
,03.02.2009,-12.8
,04.02.2009,-11.8
,05.02.2009,-13.0
,06.02.2009,-12.6
,07.02.2009,-12.9
,08.02.2009,-15.3
,09.02.2009,-14.5
,10.02.2009,-14.5
,11.02.2009,-14.8
,12.02.2009,-12.1
,13.02.2009,-8.0
,14.02.2009,-6.3
,15.02.2009,-8.4
,16.02.2009,-8.9
,17.02.2009,-6.8
,18.02.2009,-5.9
,19.02.2009,-7.7
,20.02.2009,-6.7
,21.02.2009,-9.8
,22.02.2009,-10.5
,23.02.2009,-11.6
,24.02.2009,-10.9
,25.02.2009,-13.1
,26.02.2009,-11.1
,27.02.2009,-7.9
,28.02.2009,-8.5
,01.03.2009,-6.4
,02.03.2009,-9.1
,03.03.2009,-5.2
,04.03.2009,-5.8
,05.03.2009,-7.9
,06.03.2009,-5.2
,07.03.2009,-5.4
,08.03.2009,-4.9
,09.03.2009,-5.8
,10.03.2009,-6.7
,11.03.2009,-3.4
,12.03.2009,-4.8
,13.03.2009,-4.3
,14.03.2009,-2.8
,15.03.2009,0.0
,16.03.2009,-3.0
,17.03.2009,-2.4
,18.03.2009,-2.1
,19.03.2009,-5.3
,20.03.2009,-6.4
,21.03.2009,-5.2
,22.03.2009,-1.3
,23.03.2009,-5.8
,24.03.2009,-6.2
,25.03.2009,-6.0
,26.03.2009,-3.1
,27.03.2009,-1.7
,28.03.2009,-2.8
,29.03.2009,-0.6
,30.03.2009,0.5
,31.03.2009,1.1
,01.04.2009,0.2
,02.04.2009,0.2
,03.04.2009,-1.7
,04.04.2009,-1.4
,05.04.2009,-0.2
,06.04.2009,3.4
,07.04.2009,-0.2
,08.04.2009,-2.9
,09.04.2009,-3.7
,10.04.2009,-3.0
,11.04.2009,-1.0
,12.04.2009,1.8
,13.04.2009,1.0
,14.04.2009,0.2
,15.04.2009,-0.3
,16.04.2009,-1.2
,17.04.2009,-1.5
,18.04.2009,-1.1
,19.04.2009,0.7
,20.04.2009,0.9
,21.04.2009,3.4
,22.04.2009,1.4
,23.04.2009,-0.5
,24.04.2009,1.2
,25.04.2009,1.9
,26.04.2009,2.9
,27.04.2009,1.7
,28.04.2009,0.9
,29.04.2009,2.8
,30.04.2009,0.6
,01.05.2009,0.4
,02.05.2009,-0.1
,03.05.2009,-0.4
,04.05.2009,3.5
,05.05.2009,1.4
,06.05.2009,2.3
,07.05.2009,2.6
,08.05.2009,1.8
,09.05.2009,3.5
,10.05.2009,3.9
,11.05.2009,2.8
,12.05.2009,2.9
,13.05.2009,3.4
,14.05.2009,5.0
,15.05.2009,5.6
,16.05.2009,5.8
,17.05.2009,7.2
,18.05.2009,8.1
,19.05.2009,7.4
,20.05.2009,5.9
,21.05.2009,6.5
,22.05.2009,7.8
,23.05.2009,8.9
,24.05.2009,8.3
,25.05.2009,8.0
,26.05.2009,9.7
,27.05.2009,8.6
,28.05.2009,7.9
,29.05.2009,8.5
,30.05.2009,8.0
,31.05.2009,6.3
,01.06.2009,8.5
,02.06.2009,8.4
,03.06.2009,8.7
,04.06.2009,9.7
,05.06.2009,11.4
,06.06.2009,10.0
,07.06.2009,10.4
,08.06.2009,10.4
,09.06.2009,10.4
,10.06.2009,10.3
,11.06.2009,9.7
,12.06.2009,10.2
,13.06.2009,9.6
,14.06.2009,10.3
,15.06.2009,10.2
,16.06.2009,12.0
,17.06.2009,11.0
,18.06.2009,10.8
,19.06.2009,12.9
,20.06.2009,13.6
,21.06.2009,12.8
,22.06.2009,10.4
,23.06.2009,11.1
,24.06.2009,13.6
,25.06.2009,15.0
,26.06.2009,13.8
,27.06.2009,13.1
,28.06.2009,12.8
,29.06.2009,11.9
,30.06.2009,12.9
,01.07.2009,13.0
,02.07.2009,14.7
,03.07.2009,14.2
,04.07.2009,12.2
,05.07.2009,14.5
,06.07.2009,14.1
,07.07.2009,13.8
,08.07.2009,13.6
,09.07.2009,13.0
,10.07.2009,13.4
,11.07.2009,13.1
,12.07.2009,13.2
,13.07.2009,13.4
,14.07.2009,14.7
,15.07.2009,15.0
,16.07.2009,13.3
,17.07.2009,15.1
,18.07.2009,14.5
,19.07.2009,13.9
,20.07.2009,14.1
,21.07.2009,14.6
,22.07.2009,14.7
,23.07.2009,14.2
,24.07.2009,14.8
,25.07.2009,14.2
,26.07.2009,14.5
,27.07.2009,13.6
,28.07.2009,14.5
,29.07.2009,13.7
,30.07.2009,13.3
,31.07.2009,13.0
,01.08.2009,14.4
,02.08.2009,14.2
,03.08.2009,14.9
,04.08.2009,13.7
,05.08.2009,12.9
,06.08.2009,13.6
,07.08.2009,13.7
,08.08.2009,12.7
,09.08.2009,12.6
,10.08.2009,13.6
,11.08.2009,13.1
,12.08.2009,11.5
,13.08.2009,11.6
,14.08.2009,12.5
,15.08.2009,10.9
,16.08.2009,11.2
,17.08.2009,10.2
,18.08.2009,10.9
,19.08.2009,11.0
,20.08.2009,10.9
,21.08.2009,11.1
,22.08.2009,11.9
,23.08.2009,13.6
,24.08.2009,12.7
,25.08.2009,11.6
,26.08.2009,11.8
,27.08.2009,11.8
,28.08.2009,12.3
,29.08.2009,11.5
,30.08.2009,13.5
,31.08.2009,11.4
,01.09.2009,12.0
,02.09.2009,11.4
,03.09.2009,9.0
,04.09.2009,8.2
,05.09.2009,9.2
,06.09.2009,9.8
,07.09.2009,8.5
,08.09.2009,8.8
,09.09.2009,8.2
,10.09.2009,8.7
,11.09.2009,8.9
,12.09.2009,9.2
,13.09.2009,9.0
,14.09.2009,8.2
,15.09.2009,7.6
,16.09.2009,8.5
,17.09.2009,7.5
,18.09.2009,6.6
,19.09.2009,6.0
,20.09.2009,5.8
,21.09.2009,6.5
,22.09.2009,6.1
,23.09.2009,4.8
,24.09.2009,4.8
,25.09.2009,5.3
,26.09.2009,6.1
,27.09.2009,6.4
,28.09.2009,3.8
,29.09.2009,4.0
,30.09.2009,5.3
,01.10.2009,4.7
,02.10.2009,3.9
,03.10.2009,3.0
,04.10.2009,3.7
,05.10.2009,3.9
,06.10.2009,2.8
,07.10.2009,-0.3
,08.10.2009,1.6
,09.10.2009,1.1
,10.10.2009,0.3
,11.10.2009,1.9
,12.10.2009,1.9
,13.10.2009,1.5
,14.10.2009,0.7
,15.10.2009,0.6
,16.10.2009,0.4
,17.10.2009,-0.2
,18.10.2009,-1.1
,19.10.2009,-0.9
,20.10.2009,0.4
,21.10.2009,0.0
,22.10.2009,0.2
,23.10.2009,-0.6
,24.10.2009,-1.0
,25.10.2009,-2.0
,26.10.2009,-4.9
,27.10.2009,-5.3
,28.10.2009,-5.3
,29.10.2009,-2.6
,30.10.2009,-2.3
,31.10.2009,-2.7
,01.11.2009,-1.5
,02.11.2009,-4.1
,03.11.2009,-2.8
,04.11.2009,-4.5
,05.11.2009,-3.7
,06.11.2009,-3.4
,07.11.2009,-3.6
,08.11.2009,-2.6
,09.11.2009,-3.1
,10.11.2009,-5.8
,11.11.2009,-7.0
,12.11.2009,-6.9
,13.11.2009,-3.6
,14.11.2009,-4.7
,15.11.2009,-7.0
,16.11.2009,-8.3
,17.11.2009,-6.9
,18.11.2009,-7.0
,19.11.2009,-5.2
,20.11.2009,-5.6
,21.11.2009,-7.5
,22.11.2009,-7.8
,23.11.2009,-8.4
,24.11.2009,-9.5
,25.11.2009,-8.0
,26.11.2009,-9.0
,27.11.2009,-8.8
,28.11.2009,-6.9
,29.11.2009,-7.3
,30.11.2009,-7.8
,01.12.2009,-7.7
,02.12.2009,-7.3
,03.12.2009,-10.1
,04.12.2009,-15.1
,05.12.2008,-14.6
,06.12.2009,-15.0
,07.12.2009,-12.5
,08.12.2009,-12.9
,09.12.2009,-15.5
,10.12.2009,-15.3
,11.12.2009,-12.9
,12.12.2009,-12.0
,13.12.2009,-10.1
,14.12.2009,-10.9
,15.12.2009,-11.6
,16.12.2009,-10.1
,17.12.2009,-10.5
,18.12.2009,-8.2
,19.12.2009,-10.0
,20.12.2009,-11.6
,21.12.2009,-11.6
,22.12.2009,-12.2
,23.12.2009,-14.1
,24.12.2009,-15.7
,25.12.2009,-16.8
,26.12.2009,-12.6
,27.12.2009,-13.1
,28.12.2009,-12.9
,29.12.2009,-11.0
,30.12.2009,-10.8
,31.12.2009,-13.2
,01.01.2010,-14.9
,02.01.2010,-14.0
,03.01.2010,-11.8
,04.01.2010,-14.7
,05.01.2010,-13.6
,06.01.2010,-16.9
,07.01.2010,-13.2
,08.01.2010,-13.8
,09.01.2010,-13.4
,10.01.2010,-12.9
,11.01.2010,-16.3
,12.01.2010,-16.5
,13.01.2010,-12.9
,14.01.2010,-10.3
,15.01.2010,-12.0
,16.01.2010,-7.7
,17.01.2010,-8.1
,18.01.2010,-8.0
,19.01.2010,-6.8
,20.01.2010,-8.0
,21.01.2010,-9.0
,22.01.2010,-7.7
,23.01.2010,-10.7
,24.01.2010,-10.6
,25.01.2010,-8.9
,26.01.2010,-7.8
,27.01.2010,-9.7
,28.01.2010,-11.3
,29.01.2010,-11.3
,30.01.2010,-8.9
,31.01.2010,-9.7
,01.02.2010,-13.5
,02.02.2010,-14.8
,03.02.2010,-12.8
,04.02.2010,-11.8
,05.02.2010,-13.0
,06.02.2010,-12.6
,07.02.2010,-12.9
,08.02.2010,-15.3
,09.02.2010,-14.5
,10.02.2010,-14.5
,11.02.2010,-14.8
,12.02.2010,-12.1
,13.02.2010,-8.0
,14.02.2010,-6.3
,15.02.2010,-8.4
,16.02.2010,-8.9
,17.02.2010,-6.8
,18.02.2010,-5.9
,19.02.2010,-7.7
,20.02.2010,-6.7
,21.02.2010,-9.8
,22.02.2010,-10.5
,23.02.2010,-11.6
,24.02.2010,-10.9
,25.02.2010,-13.1
,26.02.2010,-11.1
,27.02.2010,-7.9
,28.02.2010,-8.5
,01.03.2010,-6.4
,02.03.2010,-9.1
,03.03.2010,-5.2
,04.03.2010,-5.8
,05.03.2010,-7.9
,06.03.2010,-5.2
,07.03.2010,-5.4
,08.03.2010,-4.9
,09.03.2010,-5.8
,10.03.2010,-6.7
,11.03.2010,-3.4
,12.03.2010,-4.8
,13.03.2010,-4.3
,14.03.2010,-2.8
,15.03.2010,0.0
,16.03.2010,-3.0
,17.03.2010,-2.4
,18.03.2010,-2.1
,19.03.2010,-5.3
,20.03.2010,-6.4
,21.03.2010,-5.2
,22.03.2010,-1.3
,23.03.2010,-5.8
,24.03.2010,-6.2
,25.03.2010,-6.0
,26.03.2010,-3.1
,27.03.2010,-1.7
,28.03.2010,-2.8
,29.03.2010,-0.6
,30.03.2010,0.5
,31.03.2010,1.1
,01.04.2010,0.2
,02.04.2010,0.2
,03.04.2010,-1.7
,04.04.2010,-1.4
,05.04.2010,-0.2
,06.04.2010,3.4
,07.04.2010,-0.2
,08.04.2010,-2.9
,09.04.2010,-3.7
,10.04.2010,-3.0
,11.04.2010,-1.0
,12.04.2010,1.8
,13.04.2010,1.0
,14.04.2010,0.2
,15.04.2010,-0.3
,16.04.2010,-1.2
,17.04.2010,-1.5
,18.04.2010,-1.1
,19.04.2010,0.7
,20.04.2010,0.9
,21.04.2010,3.4
,22.04.2010,1.4
,23.04.2010,-0.5
,24.04.2010,1.2
,25.04.2010,1.9
,26.04.2010,2.9
,27.04.2010,1.7
,28.04.2010,0.9
,29.04.2010,2.8
,30.04.2010,0.6
,01.05.2010,0.4
,02.05.2010,-0.1
,03.05.2010,-0.4
,04.05.2010,3.5
,05.05.2010,1.4
,06.05.2010,2.3
,07.05.2010,2.6
,08.05.2010,1.8
,09.05.2010,3.5
,10.05.2010,3.9
,11.05.2010,2.8
,12.05.2010,2.9
,13.05.2010,3.4
,14.05.2010,5.0
,15.05.2010,5.6
,16.05.2010,5.8
,17.05.2010,7.2
,18.05.2010,8.1
,19.05.2010,7.4
,20.05.2010,5.9
,21.05.2010,6.5
,22.05.2010,7.8
,23.05.2010,8.9
,24.05.2010,8.3
,25.05.2010,8.0
,26.05.2010,9.7
,27.05.2010,8.6
,28.05.2010,7.9
,29.05.2010,8.5
,30.05.2010,8.0
,31.05.2010,6.3
,01.06.2010,8.5
,02.06.2010,8.4
,03.06.2010,8.7
,04.06.2010,9.7
,05.06.2010,11.4
,06.06.2010,10.0
,07.06.2010,10.4
,08.06.2010,10.4
,09.06.2010,10.4
,10.06.2010,10.3
,11.06.2010,9.7
,12.06.2010,10.2
,13.06.2010,9.6
,14.06.2010,10.3
,15.06.2010,10.2
,16.06.2010,12.0
,17.06.2010,11.0
,18.06.2010,10.8
,19.06.2010,12.9
,20.06.2010,13.6
,21.06.2010,12.8
,22.06.2010,10.4
,23.06.2010,11.1
,24.06.2010,13.6
,25.06.2010,15.0
,26.06.2010,13.8
,27.06.2010,13.1
,28.06.2010,12.8
,29.06.2010,11.9
,30.06.2010,12.9
,01.07.2010,13.0
,02.07.2010,14.7
,03.07.2010,14.2
,04.07.2010,12.2
,05.07.2010,14.5
,06.07.2010,14.1
,07.07.2010,13.8
,08.07.2010,13.6
,09.07.2010,13.0
,10.07.2010,13.4
,11.07.2010,13.1
,12.07.2010,13.2
,13.07.2010,13.4
,14.07.2010,14.7
,15.07.2010,15.0
,16.07.2010,13.3
,17.07.2010,15.1
,18.07.2010,14.5
,19.07.2010,13.9
,20.07.2010,14.1
,21.07.2010,14.6
,22.07.2010,14.7
,23.07.2010,14.2
,24.07.2010,14.8
,25.07.2010,14.2
,26.07.2010,14.5
,27.07.2010,13.6
,28.07.2010,14.5
,29.07.2010,13.7
,30.07.2010,13.3
,31.07.2010,13.0
,01.08.2010,14.4
,02.08.2010,14.2
,03.08.2010,14.9
,04.08.2010,13.7
,05.08.2010,12.9
,06.08.2010,13.6
,07.08.2010,13.7
,08.08.2010,12.7
,09.08.2010,12.6
,10.08.2010,13.6
,11.08.2010,13.1
,12.08.2010,11.5
,13.08.2010,11.6
,14.08.2010,12.5
,15.08.2010,10.9
,16.08.2010,11.2
,17.08.2010,10.2
,18.08.2010,10.9
,19.08.2010,11.0
,20.08.2010,10.9
,21.08.2010,11.1
,22.08.2010,11.9
,23.08.2010,13.6
,24.08.2010,12.7
,25.08.2010,11.6
,26.08.2010,11.8
,27.08.2010,11.8
,28.08.2010,12.3
,29.08.2010,11.5
,30.08.2010,13.5
,31.08.2010,11.4
,01.09.2010,12.0
,02.09.2010,11.4
,03.09.2010,9.0
,04.09.2010,8.2
,05.09.2010,9.2
,06.09.2010,9.8
,07.09.2010,8.5
,08.09.2010,8.8
,09.09.2010,8.2
,10.09.2010,8.7
,11.09.2010,8.9
,12.09.2010,9.2
,13.09.2010,9.0
,14.09.2010,8.2
,15.09.2010,7.6
,16.09.2010,8.5
,17.09.2010,7.5
,18.09.2010,6.6
,19.09.2010,6.0
,20.09.2010,5.8
,21.09.2010,6.5
,22.09.2010,6.1
,23.09.2010,4.8
,24.09.2010,4.8
,25.09.2010,5.3
,26.09.2010,6.1
,27.09.2010,6.4
,28.09.2010,3.8
,29.09.2010,4.0
,30.09.2010,5.3
,01.10.2010,4.7
,02.10.2010,3.9
,03.10.2010,3.0
,04.10.2010,3.7
,05.10.2010,3.9
,06.10.2010,2.8
,07.10.2010,-0.3
,08.10.2010,1.6
,09.10.2010,1.1
,10.10.2010,0.3
,11.10.2010,1.9
,12.10.2010,1.9
,13.10.2010,1.5
,14.10.2010,0.7
,15.10.2010,0.6
,16.10.2010,0.4
,17.10.2010,-0.2
,18.10.2010,-1.1
,19.10.2010,-0.9
,20.10.2010,0.4
,21.10.2010,0.0
,22.10.2010,0.2
,23.10.2010,-0.6
,24.10.2010,-1.0
,25.10.2010,-2.0
,26.10.2010,-4.9
,27.10.2010,-5.3
,28.10.2010,-5.3
,29.10.2010,-2.6
,30.10.2010,-2.3
,31.10.2010,-2.7
,01.11.2010,-1.5
,02.11.2010,-4.1
,03.11.2010,-2.8
,04.11.2010,-4.5
,05.11.2010,-3.7
,06.11.2010,-3.4
,07.11.2010,-3.6
,08.11.2010,-2.6
,09.11.2010,-3.1
,10.11.2010,-5.8
,11.11.2010,-7.0
,12.11.2010,-6.9
,13.11.2010,-3.6
,14.11.2010,-4.7
,15.11.2010,-7.0
,16.11.2010,-8.3
,17.11.2010,-6.9
,18.11.2010,-7.0
,19.11.2010,-5.2
,20.11.2010,-5.6
,21.11.2010,-7.5
,22.11.2010,-7.8
,23.11.2010,-8.4
,24.11.2010,-9.5
,25.11.2010,-8.0
,26.11.2010,-9.0
,27.11.2010,-8.8
,28.11.2010,-6.9
,29.11.2010,-7.3
,30.11.2010,-7.8
,01.12.2010,-7.7
,02.12.2010,-7.3
,03.12.2010,-10.1
,04.12.2010,-15.1
,05.12.2008,-14.6
,06.12.2010,-15.0
,07.12.2010,-12.5
,08.12.2010,-12.9
,09.12.2010,-15.5
,10.12.2010,-15.3
,11.12.2010,-12.9
,12.12.2010,-12.0
,13.12.2010,-10.1
,14.12.2010,-10.9
,15.12.2010,-11.6
,16.12.2010,-10.1
,17.12.2010,-10.5
,18.12.2010,-8.2
,19.12.2010,-10.0
,20.12.2010,-11.6
,21.12.2010,-11.6
,22.12.2010,-12.2
,23.12.2010,-14.1
,24.12.2010,-15.7
,25.12.2010,-16.8
,26.12.2010,-12.6
,27.12.2010,-13.1
,28.12.2010,-12.9
,29.12.2010,-11.0
,30.12.2010,-10.8
,31.12.2010,-13.2
,01.01.2011,-14.9
,02.01.2011,-14.0
,03.01.2011,-11.8
,04.01.2011,-14.7
,05.01.2011,-13.6
,06.01.2011,-16.9
,07.01.2011,-13.2
,08.01.2011,-13.8
,09.01.2011,-13.4
,10.01.2011,-12.9
,11.01.2011,-16.3
,12.01.2011,-16.5
,13.01.2011,-12.9
,14.01.2011,-10.3
