@T,climate
name,rainfall
desc,measured rainfall

missing_val,-9999
date_start,01.01.1980
date_end,13.08.2013
date_format,dd.MM.yyyy

tres,d
unit,mm

@H,date,Alperstedt,Artern,Arnstadt,Boesleben,Crawinkel,Dachwig,Dienstedt,Dosdorf,Eichelborn-ILMS,Elgersburg,Erfurt (Flugwewa),Erfurt-Egstedt,Erfurt-Frienstedt,Erfurt-Weimar,Finsterbergen,Floh,Frankenhain,Gehlberg,Geraberg-ILMS,Gossel-ILMS,Graefenroda,Graefinau-Angstedt,Herrenhof,Ilmenau,Kirchheim-ILMS,Kleiner Inselsberg,Luisenthal,Luisenthal Talsperre,Martinroda,Moenchenholzhausen,Molschleben,Muehlberg,Oberhof,Oberhof (Forsth. Sattelbach,Oberhof-ILMS,Oberschoenau,Ohrdruf-ILMS,Riechheim-ILMS,Schmuecke (WST),Sondershausen,Stadtilm,Stuetzerbach,Tambach-Dietharz,Tambach-Dietharz (Forsthaus,Tambach-Dietharz (Talsperre,Tuettleben,Waltershausen,Wandersleben-ILMS,Wipfra-ILMS
,24.04.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,25.04.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,26.04.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,27.04.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,28.04.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.1,0,0,0,0,0,0,-9999,-9999
,29.04.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,7.8,0,0,0,0,0,0,-9999,-9999
,30.04.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,2.5,0,0,0,0,0,0,-9999,-9999
,01.05.1993,1.8,2.2,0,0,0,1.1,0,0,-9999,0,0,0.2,0,-9999,0,1.1,0,0.4,-9999,-9999,0,0.1,0,0.2,-9999,0,0,0,0.2,15.1,1.8,0,0,0,-9999,0.2,-9999,-9999,1.7,0.2,0,0.6,0,0,0,0,0.5,-9999,-9999
,02.05.1993,0,0,0.25,0.3,14.4,3,0.9,7,-9999,1.9,0.4,0.4,1.3,-9999,0.9,2.4,6.97,6.4,-9999,-9999,6,8.2,0.2,5.8,-9999,1.8,6.43,6.2,33.6,0,2.4,19.8,5.2,5.08,-9999,0.4,-9999,-9999,7.5,2.1,6.3,8.9,1.1,1.5,1.2,4.5,11.9,-9999,-9999
,03.05.1993,0,0,0,0,0.1,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0.21,0.2,0.2,0,0,0,0,0,-9999,0,-9999,-9999,0.1,0,3.7,0,0,0,0,0,0,-9999,-9999
,04.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,05.05.1993,0,0.1,0,0,0,0,0,0,-9999,0.4,0,0,0,-9999,0,0.4,0,0.6,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0.3,0.29,-9999,0.5,-9999,-9999,0.4,0,0.4,0,0,0,0,0,0,-9999,-9999
,06.05.1993,0.4,0,0.67,0.8,2.8,0.8,0.6,1.8,-9999,3,0.9,0.7,2,-9999,1.1,1.2,1.86,4.6,-9999,-9999,1.6,1.3,2.8,2.8,-9999,3.8,3.21,3.1,2.8,0.8,0.5,0.8,4.6,4.49,-9999,1.7,-9999,-9999,2.7,0,23.7,4.1,3.8,4.1,3.8,0.8,2.6,-9999,-9999
,07.05.1993,0.2,0.4,0.17,0.2,0.5,0.1,0,0,-9999,0.4,0.2,0.4,0.5,-9999,0,0,0.46,0.4,-9999,-9999,0.4,0.2,0,0,-9999,0.2,0.31,0.3,0.3,0.3,0,0,0.3,0.29,-9999,0,-9999,-9999,0,0,0,0,0.3,0.2,0.8,0,0.2,-9999,-9999
,08.05.1993,0,0,0,0,0,0,0.7,0.7,-9999,0.5,0,0.8,0,-9999,3,1.4,0.35,0.6,-9999,-9999,0.3,0.6,0.6,2.8,-9999,0.9,0.31,0.3,0.8,0.3,0,0.4,2,1.95,-9999,0,-9999,-9999,0.1,0,0,0,1.9,0.7,2,0.8,1.4,-9999,-9999
,09.05.1993,1.4,0,5.48,6.5,1.8,0.1,3.1,0,-9999,2.5,1.1,6,3.8,-9999,0,0.4,3.37,6.8,-9999,-9999,2.9,1.7,1,4.7,-9999,2.3,2.8,2.7,4.8,1.3,2.8,2.1,5.7,5.57,-9999,1.8,-9999,-9999,6.3,2.7,4.9,6.9,1.6,3,2.2,1.8,0.4,-9999,-9999
,10.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0.2,0,0,0,0,0,0,0,0,-9999,-9999
,11.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,12.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,13.05.1993,3,3.1,0,0,0,4.3,0,0,-9999,0,2,0,3.3,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0.3,0,0,0,1.2,7.2,0,1.1,1.07,-9999,3.8,-9999,-9999,0,0,5.7,0,0.9,0.4,0.8,12.6,0,-9999,-9999
,14.05.1993,0,0.9,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,1.2,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0.1,13.2,0,0.3,0,1.2,0.6,0,-9999,-9999
,15.05.1993,1.4,3.5,0.42,0.5,0,1.2,0.3,0.5,-9999,0.7,0.2,0,3.2,-9999,4.8,2.9,0.12,0.4,-9999,-9999,0.1,0.3,0.2,0.2,-9999,12.6,0.31,0.3,0,0,3.5,0.4,0.6,0.59,-9999,0.7,-9999,-9999,0.2,1.8,0,1.2,0.9,0.6,0.7,1.2,3.1,-9999,-9999
,16.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,17.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,5.7,0,0,0,0,0,0,-9999,-9999
,18.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1.5,0,0,0,0,0,0,-9999,-9999
,19.05.1993,0,0,0,0,4.1,0,0,2.5,-9999,0.3,0,0,0,-9999,0,0,2.09,0,-9999,-9999,1.8,1.3,0,0.8,-9999,0,0,0,0.3,0,0,0,0,0,-9999,0.1,-9999,-9999,0,0,12.6,5.1,0.1,0,0.2,0,0,-9999,-9999
,20.05.1993,9.9,1.6,13.06,15.5,19.3,9,16.7,17.2,-9999,14.7,12.2,9.5,7.2,-9999,24.8,18.1,17.9,33.7,-9999,-9999,15.4,5.6,34.6,5.6,-9999,19.4,25.91,25,15.8,3.5,25.2,17.5,16.8,16.42,-9999,22.6,-9999,-9999,20.4,7.8,1.9,49,21.1,21.2,21.5,15.2,22.3,-9999,-9999
,21.05.1993,31.4,36.3,23.76,28.2,20.7,18.8,23.4,22.8,-9999,24.9,24.7,30,22.1,-9999,23.6,22.8,23.24,24.7,-9999,-9999,20,23,22.4,20,-9999,22.1,25.6,24.7,33.3,34.9,25.7,31.5,29.5,28.82,-9999,25.2,-9999,-9999,30.8,20.1,2.7,40,23.8,22.1,23.6,24.6,21.2,-9999,-9999
,22.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0.1,-9999,-9999,0,0,0,0.3,0,0,0,0,0,-9999,-9999
,23.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,24.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,25.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,26.05.1993,7.8,22.3,0,0,4.5,9.5,7.2,4.5,-9999,12.2,31.6,9.2,21.4,-9999,13.3,4.3,6.62,21.7,-9999,-9999,5.7,10.9,6.5,9.8,-9999,13.6,5.18,5,9.1,12.4,7.2,6.2,9.4,9.18,-9999,5.9,-9999,-9999,7.6,9.2,2.4,2.9,5.2,9.4,1.6,11.4,13.9,-9999,-9999
,27.05.1993,1.8,3.7,5.98,7.1,0.7,0.4,1.6,0.1,-9999,1.2,1,1.2,5.2,-9999,2.9,2.2,0.58,4,-9999,-9999,0.5,0.3,0.8,0.2,-9999,4.8,1.24,1.2,0.3,1.8,4.5,1.8,5.2,5.08,-9999,2.5,-9999,-9999,4.5,9.9,1,3.1,2.3,1.9,4.4,3.6,1,-9999,-9999
,28.05.1993,0,0.5,1.35,1.6,2.5,0.5,1.7,2.4,-9999,0,1,1.2,2.5,-9999,1.5,1.8,5,8.1,-9999,-9999,4.3,3.5,1.2,0,-9999,3.4,4.15,4,3.1,0.5,2.3,0.5,6.7,6.55,-9999,4.2,-9999,-9999,7.8,1.2,0,16.5,3.8,1.9,3.2,2.2,3.5,-9999,-9999
,29.05.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,5.8,0,0,0,0,0,0,-9999,-9999
,30.05.1993,4.6,9.1,6.15,7.3,8.3,14.3,3.6,5.8,-9999,6.9,6.5,8,9.4,-9999,13.8,9.8,9.3,7.2,-9999,-9999,8,4.1,8.2,2.4,-9999,14.3,7.67,7.4,8.3,10.5,6.5,6.8,3.6,3.52,-9999,8.6,-9999,-9999,4.5,5.6,0,10.1,13,17.8,13.2,10.8,9,-9999,-9999
,31.05.1993,2,0.3,2.11,2.5,1.1,2.7,2.2,1.3,-9999,0.9,0.4,0.4,0.4,-9999,2.7,0.8,0.46,0.1,-9999,-9999,0.4,0.5,4,0.2,-9999,5,2.07,2,0.9,1,1.5,3.1,0.2,0.2,-9999,1.1,-9999,-9999,0.3,1.2,0,0,0.8,3.4,0.5,0.5,2.3,-9999,-9999
,01.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,02.06.1993,4.5,5.1,2.19,2.6,4.6,1.5,1.5,2,-9999,1.6,11.5,3,7.4,-9999,29.9,11.8,3.95,10.2,-9999,-9999,3.4,6.8,7.6,4.3,-9999,23.2,5.7,5.5,7.9,8.2,3.1,2.4,16,15.63,-9999,7.5,-9999,-9999,16.5,3.4,0,10,8.4,17.7,6.2,1.6,11.4,-9999,-9999
,03.06.1993,10.1,14.7,16.1,19.1,8,5.5,15.1,11,-9999,12.9,15.8,32.2,10.6,-9999,7.4,11.4,7.09,14.4,-9999,-9999,6.1,17.6,10.7,15.4,-9999,30.6,13.26,12.8,7.1,31.9,9.1,8.8,19.9,19.44,-9999,13.5,-9999,-9999,12.9,15.8,0,15.1,14.2,12,18.4,3.8,12.2,-9999,-9999
,04.06.1993,0,0,0,0,0,0,0,0,-9999,0.8,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,05.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,06.06.1993,6.2,22.1,3.79,4.5,4.6,12.9,3.6,6.8,-9999,0.3,8.6,12.2,6.8,-9999,5.5,1.4,5.35,0,-9999,-9999,4.6,2.9,5.5,0,-9999,9.6,1.87,1.8,5.6,10.9,21.5,10,0,0,-9999,0.2,-9999,-9999,0,8.8,0,0.2,1.9,4.2,1.8,7.2,17.2,-9999,-9999
,07.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,41.4,0,0,0,0,0,0,-9999,-9999
,08.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,09.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,10.06.1993,1.4,0.6,0.93,1.1,0.3,19.7,2,2,-9999,8.8,0,0,0.3,-9999,0,1.4,1.63,11.7,-9999,-9999,1.4,3.1,1,6.4,-9999,2.1,0.52,0.5,12.2,0.3,7.2,0.3,5.1,4.98,-9999,1.2,-9999,-9999,12.7,20.5,0,10.2,0.4,5.1,0,0.6,10.1,-9999,-9999
,11.06.1993,7.2,8.8,18.62,22.1,12.3,9.5,13.1,14.4,-9999,12.5,9.5,9.5,10.8,-9999,11.2,12.1,13.6,11.5,-9999,-9999,11.7,14.2,12,13.4,-9999,14.7,14.3,13.8,5.5,8.2,16.3,11.2,13.9,13.58,-9999,12.5,-9999,-9999,14.9,9.2,0,12.8,11.3,12.7,11.6,13.1,11.5,-9999,-9999
,12.06.1993,1,3,0,0,0.1,0.1,0,0,-9999,0,0,0,0,-9999,0.4,0.2,0.12,0.1,-9999,-9999,0.1,0,0,1.2,-9999,0.7,0.21,0.2,0,0.5,0.3,0,0,0,-9999,0.3,-9999,-9999,0.2,1,6.8,0,0.1,0,0,0,0.1,-9999,-9999
,13.06.1993,0,0,0,0,0.9,0.1,0.5,1,-9999,0.7,0,0.5,0.4,-9999,4.5,0.4,0.81,1.8,-9999,-9999,0.7,0.9,0.5,2.1,-9999,1.9,1.24,1.2,1.2,0.2,0,0,3.7,3.62,-9999,3.8,-9999,-9999,5.2,0,0.4,2.8,0.8,0.8,0.8,0,0.2,-9999,-9999
,14.06.1993,3.3,3.9,1.77,2.1,3.3,3.8,4.6,3.6,-9999,4.8,3.9,4.1,1.5,-9999,0,4.7,3.14,5.3,-9999,-9999,2.7,4.9,4.6,7.6,-9999,5.7,3.52,3.4,6.1,3.6,1.1,7.7,8.8,8.6,-9999,9.1,-9999,-9999,12,2.2,2.1,8.7,4.8,5.1,1.8,1.5,5.7,-9999,-9999
,15.06.1993,0,0,3.2,3.8,3.1,0.4,0.7,3,-9999,2.3,0.6,0.6,3.9,-9999,3.2,4.6,3.37,10.3,-9999,-9999,2.9,1.1,1.5,1.6,-9999,1.6,3.73,3.6,0,2.2,2.6,0,5.9,5.76,-9999,3.2,-9999,-9999,2.4,0.6,1.1,1.6,2.4,0.8,3.8,2.8,0.5,-9999,-9999
,16.06.1993,4.2,3.1,9.35,11.1,14.9,4.9,12.6,13.8,-9999,12.1,6,6.3,5.4,-9999,23.4,18.7,17.2,20.6,-9999,-9999,14.8,12.1,12.4,13.4,-9999,22.7,17.41,16.8,11.1,4.6,6,8.9,24.9,24.33,-9999,23.1,-9999,-9999,21.8,2.4,0.8,13.4,21.6,21.4,19.6,6.8,6.2,-9999,-9999
,17.06.1993,0,0,0,0,0,0,0.8,0.5,-9999,0,0.1,0,0,-9999,0,2.9,1.28,0.6,-9999,-9999,1.1,0.3,0,3.1,-9999,0.9,0,0,0.7,0,0.6,0.4,1,0.98,-9999,0.4,-9999,-9999,0.2,0.2,4.1,0.8,0,0,1.5,0,0.5,-9999,-9999
,18.06.1993,0,0,0,0,0,0,0.3,0,-9999,0,0,0.2,0.2,-9999,0,0.1,0,0,-9999,-9999,0,0,0,0,-9999,0.5,0,0,0,0.3,0,0,0,0,-9999,0.3,-9999,-9999,0.1,0.1,15,0,0,0,0.3,0,0.2,-9999,-9999
,19.06.1993,0,0.2,0,0,0,0.3,4.6,0,-9999,0,0,2,2.1,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0.4,2.9,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,20.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.8,0,0,0,0,0,0,-9999,-9999
,21.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.6,0,0,0,0,0,0,-9999,-9999
,22.06.1993,0.8,0,0,0,0,0,0,0.9,-9999,0,0,0,0,-9999,0,0,0.35,0.5,-9999,-9999,0.3,4.6,0,1.1,-9999,0,0,0,0.3,0,0,0,1.1,1.07,-9999,0,-9999,-9999,1.1,0,2.5,0.1,0,0,0,0,0,-9999,-9999
,23.06.1993,0,0.2,3.46,4.1,2.4,2.7,4.2,2.5,-9999,2.2,0,0,0,-9999,0,0,2.09,0.3,-9999,-9999,1.8,1.5,0.4,0,-9999,0,0.52,0.5,0.4,0,0,0,0.8,0.78,-9999,0,-9999,-9999,0.2,2.3,0.9,3.4,0,0,0.8,0,0,-9999,-9999
,24.06.1993,0,0,0,0,0,0,0.3,0,-9999,0.1,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0.5,0,0.3,-9999,0,0,0,0,0,0,0.3,0,0,-9999,0,-9999,-9999,0,0.3,14,0,0,0,0,0,0,-9999,-9999
,25.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0.4,0,0.3,0,0,-9999,0.3,-9999,-9999,0.2,2.2,0,0,0,0,0,0,0,-9999,-9999
,26.06.1993,1.4,0.5,0.84,1,0.9,1.2,4.3,1.4,-9999,1.2,1.7,1.1,3.3,-9999,3.3,2.7,0.23,0.5,-9999,-9999,0.2,1.4,2.2,1.9,-9999,2.8,2.18,2.1,1.5,1.9,3.3,2.7,0.4,0.39,-9999,2.7,-9999,-9999,4,2.5,0.2,0.1,2.1,1.8,1.4,5.8,1.8,-9999,-9999
,27.06.1993,0.6,3.9,3.54,4.2,0,0,0.4,0,-9999,0,1.4,0.4,1.4,-9999,0,0.9,1.39,0.4,-9999,-9999,1.2,0,0,0,-9999,0.6,0.31,0.3,0.1,0.1,0.6,0.4,0.9,0.88,-9999,0.8,-9999,-9999,0.2,2.2,5.8,0.2,1,0,0,0,0,-9999,-9999
,28.06.1993,0,0.2,0,0,0.5,0.1,1.5,0.3,-9999,0,0,0.5,0,-9999,0,0.7,0.7,0.2,-9999,-9999,0.6,0,0.5,0,-9999,0.9,0.62,0.6,0.2,1.1,0,0,0.2,0.2,-9999,0.9,-9999,-9999,1.9,0,3.2,1.6,0,0.1,0.2,0.6,0.4,-9999,-9999
,29.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1.7,0,0,0,0,0,0,-9999,-9999
,30.06.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,01.07.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.2,0,0,0,0,0,0,-9999,-9999
,02.07.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,5.5,0,0,0,0,0,0,-9999,-9999
,03.07.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,4.4,0,0,0,0,0,0,-9999,-9999
,04.07.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,05.07.1993,40.5,34.2,23.85,28.3,29.3,53.6,26.4,34,-9999,39.9,68.2,28.4,95.8,-9999,15.4,10.6,39.28,24.6,-9999,-9999,33.8,22.5,19.4,34.9,-9999,13.6,29.43,28.4,32.4,64.2,51.1,21.3,33.2,32.44,-9999,25.5,-9999,-9999,22.2,21,0,18.9,14.9,14.4,16.8,78,20.9,-9999,-9999
,06.07.1993,0,0,0,0,0,0,0,0,-9999,0.2,0,0,0,-9999,0,0.2,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1.1,0,0,0,0,0,0,-9999,-9999
,07.07.1993,0,0.4,0,0,0,0,0,0,-9999,0,0,0,0.3,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0.1,0,0,0,0,0,0,0,-9999,-9999
,08.07.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,3.2,0,0,0,0,0,0,-9999,-9999
,09.07.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,10.07.1993,1,1.8,6.49,7.7,4,1.5,5.9,4,-9999,6.9,2.3,8,3.8,-9999,5.8,6.4,3.37,8.4,-9999,-9999,2.9,5.8,3.9,6.5,-9999,5.4,10.05,9.7,1.6,8.2,2.7,2.8,7.6,7.43,-9999,13.1,-9999,-9999,13.7,1.2,0,9.5,7,7.4,6.2,3.3,2.7,-9999,-9999
,11.07.1993,0,0.8,0.84,1,0.4,0.3,1.5,1.5,-9999,2.4,3.3,13.4,0.9,-9999,0,0,1.98,0,-9999,-9999,1.7,2.4,0,6.9,-9999,0,1.04,1,0.8,0.4,1.6,0,0.3,0.29,-9999,2,-9999,-9999,0.1,3,0,2.4,0,0,0,2.5,0,-9999,-9999
,12.07.1993,0,2.3,2.19,2.6,1.4,0.7,1.1,1.4,-9999,4.8,0.5,0.3,0.6,-9999,2.7,4.2,2.44,7.8,-9999,-9999,2.1,2.5,2.7,3.9,-9999,2.3,3.52,3.4,1.8,0.9,0.8,0.5,6.4,6.25,-9999,4.5,-9999,-9999,8.1,6.3,5.6,3.9,4.3,4.7,3.8,0,0,-9999,-9999
,13.07.1993,0,0,0,0,1.1,0.1,0.5,0,-9999,7,0.5,0,0.2,-9999,1.6,1.4,1.16,8.2,-9999,-9999,1,0.7,0.1,2.1,-9999,1,1.87,1.8,0.4,0,1.2,0,1.6,1.56,-9999,2.2,-9999,-9999,3.6,0,12.1,1.8,3.3,1.4,2.6,0,1,-9999,-9999
,14.07.1993,0,1.9,0,0,0.1,0.5,1,3.2,-9999,7,1.4,1,1.8,-9999,2.9,3.7,0.23,22.8,-9999,-9999,0.2,1.2,0.4,4.2,-9999,2.6,1.04,1,0.1,0.6,0.9,0.8,11.1,10.85,-9999,7.7,-9999,-9999,9,1.3,0,5,2,1.5,1.4,0,0,-9999,-9999
,15.07.1993,4.4,7.7,4.21,5,4.8,7,4.9,6.2,-9999,10,4,5.5,6.8,-9999,22.9,11.2,5.23,8.4,-9999,-9999,4.5,3.6,4.5,3.6,-9999,33.6,6.94,6.7,3.1,4.8,6.3,6.4,16.5,16.12,-9999,16.2,-9999,-9999,20.6,4.1,2.7,7,10.9,15.3,8.6,4.5,3.2,-9999,-9999
,16.07.1993,12,24,8.01,9.5,10.8,15.4,12.1,12.2,-9999,15.9,10.9,7.5,13.4,-9999,3.4,16.8,13.83,13.8,-9999,-9999,11.9,13.4,7.9,19.6,-9999,4.8,12.95,12.5,15.7,12.7,9.1,8,27.6,26.97,-9999,29.7,-9999,-9999,30.5,30.2,0,22.1,11.3,8.3,11.4,8.7,6.8,-9999,-9999
,17.07.1993,0,1.5,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0.1,0,1.4,0,0,0,0,0,-9999,-9999
,18.07.1993,1,2.3,0,0,0,1.6,0.7,0.3,-9999,0,2.8,6,6.8,-9999,0.4,0.4,0.7,0.5,-9999,-9999,0.6,1.1,1.4,3.4,-9999,2,0,0,2.8,6.4,4.2,0.2,1.4,1.37,-9999,0,-9999,-9999,0.1,2.4,0,0,0,0.2,0,3.6,2.5,-9999,-9999
