@T,climate
name,rainfall
desc,measured rainfall

missing_val,-9999
date_start,01.01.1980
date_end,13.08.2013
date_format,dd.MM.yyyy

tres,d
unit,mm

@H,date,Alperstedt,Artern,Arnstadt,Boesleben,Crawinkel,Dachwig,Dienstedt,Dosdorf,Eichelborn-ILMS,Elgersburg,Erfurt (Flugwewa),Erfurt-Egstedt,Erfurt-Frienstedt,Erfurt-Weimar,Finsterbergen,Floh,Frankenhain,Gehlberg,Geraberg-ILMS,Gossel-ILMS,Graefenroda,Graefinau-Angstedt,Herrenhof,Ilmenau,Kirchheim-ILMS,Kleiner Inselsberg,Luisenthal,Luisenthal Talsperre,Martinroda,Moenchenholzhausen,Molschleben,Muehlberg,Oberhof,Oberhof (Forsth. Sattelbach,Oberhof-ILMS,Oberschoenau,Ohrdruf-ILMS,Riechheim-ILMS,Schmuecke (WST),Sondershausen,Stadtilm,Stuetzerbach,Tambach-Dietharz,Tambach-Dietharz (Forsthaus,Tambach-Dietharz (Talsperre,Tuettleben,Waltershausen,Wandersleben-ILMS,Wipfra-ILMS
,19.07.1993,3.2,3.3,1.69,2,0.1,0.7,1.4,3.6,-9999,8,0,0.8,0,-9999,0.8,1.1,0.93,5.6,-9999,-9999,0.8,3.7,0.3,8.3,-9999,2,0.21,0.2,5.1,0.8,0.4,0.6,1.7,1.66,-9999,0.6,-9999,-9999,9.5,0.8,0,7.8,0.3,0.8,0.3,0.4,0.8,-9999,-9999
,20.07.1993,1.7,0,0,0,3.3,0.7,0.9,0.7,-9999,7.9,0.5,1,0.6,-9999,4.4,4.2,3.25,0.3,-9999,-9999,2.8,0.2,1.2,7.7,-9999,6,4.87,4.7,0.7,2,1.8,5.3,5,4.89,-9999,4.5,-9999,-9999,1.1,0,0,3.3,6.6,4.6,7.6,0.7,2.3,-9999,-9999
,21.07.1993,0.9,0,0,0,0,1,0,0,-9999,0,0.3,0,0.7,-9999,0.1,0.4,0.12,0,-9999,-9999,0.1,0,0,0,-9999,0.4,0,0,0,0.4,1.1,0,0.2,0.2,-9999,0.3,-9999,-9999,0.2,0,0,0.2,0,0,0.2,0,0,-9999,-9999
,22.07.1993,2.3,0.3,10.53,12.5,0,3.1,4.6,0,-9999,0.1,2.4,0,0.9,-9999,0.1,3.1,0,0,-9999,-9999,0,0.4,0,0.4,-9999,0,0,0,0,4.4,0.6,0.8,1.1,1.07,-9999,3.8,-9999,-9999,0.5,2,0,0.3,0,0,0,5.1,0.4,-9999,-9999
,23.07.1993,1,0.5,0,0,0.3,1.4,1.2,0.6,-9999,0.1,0.9,1.3,2.1,-9999,0,1.2,0.23,0,-9999,-9999,0.2,0.8,0.3,0.7,-9999,1.6,0.31,0.3,0.3,1.6,0.7,0.3,0.2,0.2,-9999,1.1,-9999,-9999,1,2.7,0,0.3,0.8,0.7,0.4,1.1,0.7,-9999,-9999
,24.07.1993,0,5.9,0,0,0,0.1,1.4,0,-9999,0.2,0,0.2,0,-9999,0,0.3,0.23,0.5,-9999,-9999,0.2,0.3,0.2,2.1,-9999,0,0,0,0.3,0,0,0.9,0,0,-9999,0.5,-9999,-9999,2.2,2.6,0,1.3,0.5,0.1,0,0,0.1,-9999,-9999
,25.07.1993,1.8,0.1,4.8,5.7,8.1,1.9,8.3,5.5,-9999,7,6.6,14.4,6.1,-9999,15.2,13.6,7.79,7.8,-9999,-9999,6.7,5.6,10.7,4.6,-9999,12.2,11.3,10.9,5.5,10.7,5,6.3,4.3,4.2,-9999,5,-9999,-9999,11.7,1.7,8.9,8.3,17.4,16,16.4,3.9,6.1,-9999,-9999
,26.07.1993,0.9,8.2,1.77,2.1,2,2.6,1.1,2.3,-9999,6.5,3.5,3.2,4.5,-9999,7.5,2.4,4.77,7.9,-9999,-9999,4.1,4.9,4.8,6.7,-9999,12.8,3.01,2.9,7.2,4.5,7.1,8.1,11,10.75,-9999,6.4,-9999,-9999,5.4,2.2,5.8,7,4.1,8.6,4.2,4.6,6.6,-9999,-9999
,27.07.1993,1.8,11.4,1.01,1.2,5,4,1.8,0.7,-9999,6.1,4.4,2.3,4.8,-9999,25.8,11.4,6.28,20.5,-9999,-9999,5.4,1,4.4,9.8,-9999,23.9,13.47,13,4.5,5.3,4.8,5.2,9.1,8.89,-9999,18.9,-9999,-9999,25.6,7.7,0,14.9,20.9,19.7,19.2,3.1,5.1,-9999,-9999
,28.07.1993,0,1.3,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0.8,2.9,0.12,0.4,-9999,-9999,0.1,0,0.2,0,-9999,0.8,0.21,0.2,0.2,0,0,0.8,2.3,2.25,-9999,1.1,-9999,-9999,0.8,4.8,0,0.1,0.9,0.8,0.5,0,0,-9999,-9999
,29.07.1993,0,0,0,0,0,0,0.2,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0.2,0,0,0,0,0,0,0,-9999,-9999
,30.07.1993,11.7,16.4,4.3,5.1,5.4,9.8,3.1,2.1,-9999,8.3,4.3,2,4.5,-9999,10,8.4,6.86,9.8,-9999,-9999,5.9,5.1,8.9,15.1,-9999,14.9,7.36,7.1,3.7,3.6,6.2,7.7,8.1,7.91,-9999,7.7,-9999,-9999,10.6,13.5,0,13.8,12.2,10.2,14.8,4.2,8.2,-9999,-9999
,31.07.1993,8,3,4.55,5.4,7.2,5.3,3.8,4.7,-9999,6.4,10.9,9.3,10.4,-9999,11.8,16.8,4.3,7.6,-9999,-9999,3.7,3.2,6.5,6.3,-9999,14.1,9.84,9.5,2.5,10.5,6.3,13.3,9,8.79,-9999,11.1,-9999,-9999,8.9,3.2,0,5.8,12,8.8,11.6,6.6,7.4,-9999,-9999
,01.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,02.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,8.7,0,0,0,0,0,0,-9999,-9999
,03.08.1993,0.6,0.1,1.77,2.1,7.4,0,1.8,3.5,-9999,4.2,2.2,3,2.3,-9999,2.1,4.4,3.37,2.4,-9999,-9999,2.9,2.5,3,6.7,-9999,0.3,10.16,9.8,0.1,2.2,0.6,4.1,5.2,5.08,-9999,7.4,-9999,-9999,3.7,0,5.2,1.3,4.4,3,3.8,1.6,0.3,-9999,-9999
,04.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,05.08.1993,1.1,0.8,4.47,5.3,3.6,3.5,1.4,3.6,-9999,5.6,1,1,1.3,-9999,3,4.9,2.91,9.2,-9999,-9999,2.5,7.6,2.8,6.9,-9999,2.2,3.32,3.2,3,0.7,14.5,1.8,6,5.86,-9999,4.5,-9999,-9999,18.3,1.3,3.3,18.9,4.5,3.7,4.2,1.3,2.8,-9999,-9999
,06.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,16,0,0,0,0,0,0,-9999,-9999
,07.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,6.6,0,0,0,0,0,0.2,-9999,-9999
,08.08.1993,0,0.5,0,0,1.4,2.4,0,1.9,-9999,1.5,0.6,4.7,0.6,-9999,1.8,2.4,0.58,0,-9999,-9999,0.5,0.8,7.2,1.6,-9999,3.6,2.8,2.7,0.6,3.4,0.6,1.3,1.8,1.76,-9999,3.9,-9999,-9999,1.1,3.5,3.2,2.6,2.3,1.6,8.4,1.2,1.9,-9999,-9999
,09.08.1993,2.9,13.5,4.72,5.6,5.8,2,6.4,4,-9999,1.9,1.4,4.1,1.7,-9999,16,10.2,7.79,16.6,-9999,-9999,6.7,3.5,5.7,9.8,-9999,15,10.05,9.7,6.2,2.7,2.2,3.6,24.6,24.04,-9999,18,-9999,-9999,23.5,3.4,0,14.6,17.4,15.6,16.8,1.2,2.5,-9999,-9999
,10.08.1993,7.2,3,8.85,10.5,14.5,3.1,13.9,10.8,-9999,19.4,9.4,15.2,13.7,-9999,26.3,7.2,21.27,7.9,-9999,-9999,18.3,10.4,20.3,19.7,-9999,30.4,16.17,15.6,18.8,15,6.4,33,14.1,13.78,-9999,7.1,-9999,-9999,6.2,5,0,7.7,15.4,14.8,14.2,13.2,14.3,-9999,-9999
,11.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0.5,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,3.3,0,0,0,0,0,0,-9999,-9999
,12.08.1993,0.6,0.8,2.78,3.3,4.7,0.8,0.7,3.2,-9999,2.6,0.2,1,0.9,-9999,2.2,0,3.14,5.7,-9999,-9999,2.7,0.6,1.5,1.4,-9999,3.6,5.7,5.5,1.8,1.7,0.6,1.5,5.4,5.28,-9999,3.5,-9999,-9999,3.7,0.6,0,0.7,3,1.8,3.6,0.4,1.5,-9999,-9999
,13.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,3.1,0,0,0,0,0,0,-9999,-9999
,14.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,4.9,0,0,0,0,0,0,-9999,-9999
,15.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0.9,-9999,1.9,5.2,0,0,-9999,-9999,0,0,2.4,0,-9999,2.7,0,0,0,0.6,0.3,4.9,0,0,-9999,0,-9999,-9999,0,0.4,1.9,0,3.5,3.8,3.8,0,0.4,-9999,-9999
,16.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0.1,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0.2,0,15.7,0,0,0,0,0,0,-9999,-9999
,17.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,1,0,0,0,0,0,0,-9999,-9999
,18.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,3.7,0,0,0,0,0,0,-9999,-9999
,19.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,4.9,0,0,0,0,0,0,-9999,-9999
,20.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0.8,0,0,0,0,0,0,-9999,-9999
,21.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0.4,0,-9999,0.2,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0.1,0,0,0.9,0,0,0,0.1,-9999,-9999
,22.08.1993,5.3,13,2.7,3.2,5.9,9.7,6.9,3.9,-9999,4,6,2.3,4.9,-9999,4.9,6.2,11.27,2.9,-9999,-9999,9.7,2.3,5,4.9,-9999,5.8,6.01,5.8,8.9,8.6,7.1,5.1,3.1,3.03,-9999,7,-9999,-9999,1.4,8.1,0,2.9,9.5,6.5,8.6,5.7,6.9,-9999,-9999
,23.08.1993,0,0,0,0,0.7,0,0,0.6,-9999,0,0,0,0.3,-9999,0,0.3,0.58,0,-9999,-9999,0.5,0.1,0.1,0,-9999,0,0.83,0.8,0,0,0,0,0,0,-9999,0.9,-9999,-9999,0.2,0,0,0,0.3,0,0.2,0,0,-9999,-9999
,24.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0.8,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,25.08.1993,0,0.1,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,26.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,27.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0.1,0.3,0,0,0,0,0,0,0,-9999,-9999
,28.08.1993,0,0,0,0,0,0,0.3,0,-9999,0,0,0.4,0,-9999,0,0,0,0,-9999,-9999,0,0.4,0,0,-9999,0,0,0,0,1.1,0,0,0,0,-9999,0,-9999,-9999,0.1,0,0,0.5,0,0.5,0,0,0,-9999,-9999
,29.08.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,30.08.1993,4.3,3.5,4.8,5.7,5.3,6.5,6,6.1,-9999,3.8,7.2,6,6.9,-9999,11.2,8.3,4.3,6.4,-9999,-9999,3.7,2.5,5,4.9,-9999,12.8,6.22,6,3.2,9.4,4.4,7.2,10,9.77,-9999,8.1,-9999,-9999,8.7,8.8,0,5.9,8,9.3,6.5,6.2,6.9,-9999,-9999
,31.08.1993,1.3,1.3,2.19,2.6,6.1,0,4.9,3.1,-9999,5,2.4,1.2,1.1,-9999,4.1,1.9,5.93,7.6,-9999,-9999,5.1,3.9,5,3.7,-9999,2.2,8.6,8.3,3.9,2.3,1.7,2.2,10.5,10.26,-9999,4.1,-9999,-9999,9.5,1.1,0,8.9,4.2,3.7,3.8,2.8,1.6,-9999,-9999
,01.09.1993,0,0,0,0,0,0,0,0,-9999,1.2,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,6.2,-9999,0,0,0,0,0,0.2,0,0,0,-9999,0,-9999,-9999,0,0,0,0.4,0,0,0,0,0,-9999,-9999
,02.09.1993,3.9,3.4,2.19,2.6,1.2,4.4,3,2.4,-9999,3.2,3.8,5,2.6,-9999,4.1,8.1,1.28,4.6,-9999,-9999,1.1,2.6,3,3.9,-9999,5.6,1.76,1.7,2,0.8,3.9,4.8,5.5,5.37,-9999,5.7,-9999,-9999,6.3,2.7,0,3.7,1.9,2.6,0.8,2.1,2.9,-9999,-9999
,03.09.1993,5.5,2.8,14.66,17.4,11.3,2.4,17.7,8.7,-9999,10.1,7.6,10.2,13.9,-9999,9.4,10.9,11.27,14.7,-9999,-9999,9.7,6.9,14.3,10.3,-9999,9.4,10.16,9.8,10.4,9.9,10.1,12.5,13.1,12.8,-9999,16.1,-9999,-9999,16.2,5.6,0,10.9,8.2,6.2,9.2,12.2,12.5,-9999,-9999
,04.09.1993,0.9,1.2,2.7,3.2,9.8,0,5.8,6.2,-9999,11.2,0.2,5.2,3.1,-9999,6.9,11.6,17.32,13.2,-9999,-9999,14.9,5.2,3.8,9.8,-9999,8.4,8.08,7.8,6.1,4,4.8,5,9.9,9.67,-9999,8.7,-9999,-9999,13.3,0.8,2.7,14.1,7,4.6,5.5,2.2,3.8,-9999,-9999
,05.09.1993,0,0.1,1.1,1.3,0.3,0.3,3.3,0.8,-9999,0.9,1.3,1.3,1.5,-9999,0.2,0.5,0.35,0.7,-9999,-9999,0.3,6.1,0,4.1,-9999,1,0.31,0.3,0.1,1.4,0,0.4,1.1,1.07,-9999,1.9,-9999,-9999,0.3,0,5.9,0.1,0.6,0.1,0.2,0,0,-9999,-9999
,06.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,1.4,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,07.09.1993,0,0,0,0,2.3,2,0,1.2,-9999,0.1,0.6,1,0,-9999,0,1,1.39,0.1,-9999,-9999,1.2,0.3,2,0.3,-9999,0.5,0.52,0.5,0.3,0.8,0,2.1,0,0,-9999,1,-9999,-9999,0.1,0,0,0,1.9,0.9,0.5,0.7,1.5,-9999,-9999
,08.09.1993,2.9,2.8,3.79,4.5,2,1.2,4.8,4.9,-9999,2.7,4.5,5.2,5.5,-9999,6.4,5.8,3.14,3.7,-9999,-9999,2.7,1.9,3,4.2,-9999,5.9,4.04,3.9,2.6,3.5,3.8,7.5,5.9,5.76,-9999,5.3,-9999,-9999,4.5,3.6,0,3.3,5.2,5.4,4.4,4.6,2.7,-9999,-9999
,09.09.1993,0.3,0.4,0,0,0.8,0,0.3,0.9,-9999,1.8,0.5,0.6,1.6,-9999,0,0.4,0,4.3,-9999,-9999,0,0.1,0.6,2.3,-9999,0.9,1.14,1.1,0,0.3,1.7,1.2,1.1,1.07,-9999,1.5,-9999,-9999,0.1,0.3,0,0.3,1.5,1.4,0.8,1.2,0,-9999,-9999
,10.09.1993,1.2,0.7,1.1,1.3,1.7,2.3,1.1,1.9,-9999,0.8,2,0.8,1.8,-9999,8,6.4,0.93,5.2,-9999,-9999,0.8,0,4.4,3.4,-9999,4.8,1.24,1.2,0.3,0,2.5,1.4,4.8,4.69,-9999,3,-9999,-9999,4.1,0.5,3.9,0.6,12.5,5.2,9,2.3,1.4,-9999,-9999
,11.09.1993,7.8,5.6,5.73,6.8,5.9,13.8,5.6,7.6,-9999,7,8.3,11.5,9.8,-9999,11.4,14.6,7.55,6.1,-9999,-9999,6.5,7.1,8.3,5.4,-9999,14.5,7.25,7,8.6,6.9,8.1,10.1,5.9,5.76,-9999,6,-9999,-9999,7,4.1,1,5.5,12.2,9.7,12.5,5.8,10.7,-9999,-9999
,12.09.1993,0,0.4,1.6,1.9,3.9,0.4,1.9,3.9,-9999,2.4,1.4,9,0,-9999,0.2,0.3,3.25,3,-9999,-9999,2.8,0.7,0.2,0.7,-9999,0.8,3.11,3,1.1,7.7,0,0,5.4,5.28,-9999,3.8,-9999,-9999,2.6,0,3.6,0.7,2.1,1.4,1.4,1.1,0.6,-9999,-9999
,13.09.1993,13,13.4,10.03,11.9,12.4,10.3,12.1,10.5,-9999,13.6,9.6,11,10.1,-9999,9.9,9.6,13.95,12.7,-9999,-9999,12,12.2,11.1,14.1,-9999,8.8,12.54,12.1,11.8,10.5,7.7,11.4,13.4,13.09,-9999,10.4,-9999,-9999,12.3,10.5,0.7,16,11.2,11.5,12.4,7.8,9.7,-9999,-9999
,14.09.1993,0,0,0,0,1.7,0,0.4,0.4,-9999,2.6,0,0.2,0.3,-9999,4.4,1.8,0.93,4.3,-9999,-9999,0.8,0.1,1,2.1,-9999,0.8,1.55,1.5,1.7,0.4,0,0,3.6,3.52,-9999,0.6,-9999,-9999,3.3,0,0,3.1,2.5,1.8,1.6,0,0.6,-9999,-9999
,15.09.1993,2.2,2,1.1,1.3,5.4,4,0.7,2.4,-9999,2.4,0.7,0,0.7,-9999,9.1,4.6,6.74,7.8,-9999,-9999,5.8,2.9,5,0.7,-9999,13.6,8.5,8.2,4.1,0,3.1,0.4,11.2,10.94,-9999,5.8,-9999,-9999,7.1,2.3,0,8.5,10.2,8.9,8.2,2.4,10.4,-9999,-9999
,16.09.1993,0,0.6,1.69,2,4.4,0,2.4,3.4,-9999,4.7,0,0.8,0.3,-9999,8,4.2,6.39,6.2,-9999,-9999,5.5,2.5,4.8,10.7,-9999,3.5,4.46,4.3,6,0,1.5,2.4,5.3,5.18,-9999,5.7,-9999,-9999,2.9,1.6,0.9,3.6,4.8,7.6,5.7,0,2.3,-9999,-9999
,17.09.1993,0,0,0.84,1,1.8,0.3,0.7,2.5,-9999,4.4,1.7,3.8,1.4,-9999,1.9,0.7,0.93,3.4,-9999,-9999,0.8,1.4,2.4,3.4,-9999,2.4,1.45,1.4,1,1.9,0,2.8,4.2,4.1,-9999,1.7,-9999,-9999,2.3,0.1,3.4,1.9,1.8,1.6,2.2,0,0.3,-9999,-9999
,18.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,19.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,20.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,21.09.1993,0,1,0,0,0,0.6,0,0,-9999,0,0,0,0.3,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0.5,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0.5,0,0,0,0,0,1.2,1,-9999,-9999
,22.09.1993,0,0.3,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0.6,0,0,0,-9999,0,-9999,-9999,0,5,0.9,0,0,0,0,0,0,-9999,-9999
,23.09.1993,0,0.2,0,0,1.6,0.4,0.2,0.8,-9999,2,0.4,0.2,1.3,-9999,0,0,1.28,1.9,-9999,-9999,1.1,0.8,1,0.9,-9999,1.8,1.76,1.7,1,0,0,1.2,1.2,1.17,-9999,0,-9999,-9999,0.3,0,0,1,1.4,2.3,0,0.6,1.2,-9999,-9999
,24.09.1993,0,0.2,1.69,2,3.2,2.8,0.8,3,-9999,1.6,2,1.5,0.6,-9999,2.1,1,2.79,2.6,-9999,-9999,2.4,1.3,3.5,0,-9999,3.8,2.8,2.7,3,2.5,1.1,4.5,2.1,2.05,-9999,0.2,-9999,-9999,0.1,0.9,2.7,2.4,3.2,3.6,3.4,1.3,4.3,-9999,-9999
,25.09.1993,2,0.3,0,0,1.1,0.5,0.4,0.5,-9999,0,0.2,0.3,0,-9999,3.1,2.2,0.7,1.7,-9999,-9999,0.6,0.2,1.7,0,-9999,2.3,1.24,1.2,0.4,0.3,0.9,1.9,2.6,2.54,-9999,2.4,-9999,-9999,3.9,0.5,20.8,0,2.4,2.8,2.3,1,1.7,-9999,-9999
,26.09.1993,0,0,0,0,0.2,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0.2,-9999,-9999,0,0,0,0.7,-9999,0,0.21,0.2,0,0,0,0,0.9,0.88,-9999,0.3,-9999,-9999,0.6,0,5.3,0,0.8,0,0.3,0,0,-9999,-9999
,27.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,28.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,29.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,30.09.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,01.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,02.10.1993,8.4,10.7,4.47,5.3,5.8,8.6,5.8,5.7,-9999,4.7,7.8,7.3,5.8,-9999,7.1,8.1,4.4,2.4,-9999,-9999,4.3,4.8,6,5.3,-9999,7,4.46,4.3,4,5.9,7.3,3.9,7,6.84,-9999,5.9,-9999,-9999,7,20.8,0,7.3,4,5.3,4.2,7.8,6.5,-9999,-9999
,03.10.1993,0,1.5,0.93,1.1,6.8,1.1,0.3,1,-9999,6.2,0.8,1.6,1.7,-9999,25.4,12.6,13,19.4,-9999,-9999,5,1.6,5.9,7.2,-9999,28.6,15.03,14.5,4.6,1.4,1.3,2.3,15.6,15.24,-9999,13.5,-9999,-9999,14.9,1.1,0,14.9,21.3,20.5,17.4,1.1,7.4,-9999,-9999
,04.10.1993,0,0,0,0,0.1,0,0,0,-9999,0.6,0,0,0,-9999,3.1,0,0.4,0,-9999,-9999,0.1,0,0,0,-9999,1.7,0.1,0.1,0,0,0,0,2.2,2.15,-9999,1.1,-9999,-9999,2.2,0,0,1.1,0.4,0.8,0.7,0,0,-9999,-9999
,05.10.1993,0,0,0,0,0,0,0,0,-9999,0.1,0,0,0,-9999,0,0,0,0.2,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0.3,-9999,-9999,0.2,0,0,0.1,0,0,0,0,0,-9999,-9999
,06.10.1993,0.6,0.1,0,0,0.9,0.9,0,0,-9999,0.5,0.8,0,1.2,-9999,0,0,1.4,0,-9999,-9999,0.8,0,1.2,0,-9999,0,2.49,2.4,0,0,0,2,1.8,1.76,-9999,2.7,-9999,-9999,0.8,0.2,0,0.3,1.5,0.9,1.8,0,0.5,-9999,-9999
,07.10.1993,0,0,0,0,0,0,0,0,-9999,0,0,0,0,-9999,0,0,0,0,-9999,-9999,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,-9999,0.3,-9999,-9999,0,0,0,0,0,0,0,0,0,-9999,-9999
,08.10.1993,4.8,2.5,4.55,5.4,2.3,5.6,3.1,4.5,-9999,2,9,5.4,5.4,-9999,3.4,3.6,1.6,2.7,-9999,-9999,1.4,6,2.4,1.3,-9999,4.4,1.55,1.5,3,3.7,6.3,4.1,3.2,3.13,-9999,3.4,-9999,-9999,3.8,4.2,0,1.7,2,1.3,1.7,3.6,1.8,-9999,-9999
,09.10.1993,0,0.3,0,0,0,0,0,0,-9999,0,0,0.2,0,-9999,0,0,0.3,0,-9999,-9999,0,0.1,0,0,-9999,0.6,0,0,0,0,0,0,0,0,-9999,0.4,-9999,-9999,1.4,0,8.7,0,0,0,0,0,0,-9999,-9999
