@T,B4D1D2D3D4,,,,
descr,average observed soil water content at probe B4 D1 D2 D3 D4 depths 30cm 60cm 90cm 150cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,04.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1577,,,
x,,513649,,,
y,,4495037.6,,,
,18.08.2007,0.163555025,0.222372034,0.226270289,0.191079964
,19.08.2007,0.157822515,0.222477118,0.226064013,0.190654724
,20.08.2007,0.15876762,0.222495347,0.225868656,0.190060998
,21.08.2007,0.156824878,0.222812712,0.2256601,0.189352048
,22.08.2007,0.154949718,0.223261845,0.225591755,0.188678933
,23.08.2007,0.152923395,0.223142103,0.225608175,0.188216385
,24.08.2007,0.15314909,0.243204313,0.246431123,0.214476373
,25.08.2007,0.15176723,0.241090332,0.245741389,0.219671811
,26.08.2007,0.153020987,0.23903525,0.245026196,0.213933271
,27.08.2007,0.155069336,0.218791613,0.223740313,0.187133766
,28.08.2007,0.154551736,0.2187737,0.223590966,0.186976951
,29.08.2007,0.148051333,0.218416157,0.223366536,0.186838369
,30.08.2007,0.148030852,0.218032055,0.223073787,0.186721015
,31.08.2007,0.149095455,0.218149342,0.222852595,0.186591662
,01.09.2007,0.155960672,0.21868626,0.222864172,0.186465867
,02.09.2007,0.156776614,0.219283055,0.223062148,0.186360613
,03.09.2007,0.157536215,0.219999206,0.223361549,0.186306255
,04.09.2007,0.157362511,0.220277949,0.223663298,0.186282163
,05.09.2007,0.157802697,0.220500677,0.223847454,0.186309386
,06.09.2007,0.15257046,0.23642052,0.244991682,0.21310528
,07.09.2007,0.150514617,0.235447774,0.244892908,0.213196347
,08.09.2007,0.149601553,0.234397678,0.244470514,0.216112211
,09.09.2007,0.147472743,0.233488754,0.243993804,0.213273281
,10.09.2007,0.148637068,0.216079967,0.222319254,0.186499466
,11.09.2007,0.148009155,0.214419171,0.221180853,0.186442567
,12.09.2007,0.14879587,0.213581094,0.220180386,0.186298493
,13.09.2007,0.150087633,0.213703502,0.219568168,0.186093413
,14.09.2007,0.148895,0.213664683,0.219291832,0.185883341
,15.09.2007,0.14254128,0.227687281,0.239694627,0.212320812
,16.09.2007,0.144042513,0.227416148,0.239150689,0.212113139
,17.09.2007,0.143482672,0.227626675,0.238937744,0.21192
,18.09.2007,0.142114213,0.212310511,0.217949204,0.185188999
,19.09.2007,0.147460029,0.211675331,0.217494194,0.185047786
,20.09.2007,0.148140453,0.211388321,0.217051042,0.184902955
,21.09.2007,0.149664897,0.21176542,0.21683379,0.184739535
,22.09.2007,0.149549065,0.212259161,0.21689082,0.184593269
,23.09.2007,0.149521366,0.212425193,0.21696848,0.1844777
,24.09.2007,0.140244219,0.226222304,0.237587445,0.210856672
,25.09.2007,0.134543836,0.223760524,0.23691742,0.210815161
,26.09.2007,0.132487052,0.220761151,0.235310654,0.210714295
,27.09.2007,0.132025829,0.218910704,0.233606371,0.210476914
,28.09.2007,0.139311166,0.203529447,0.211660605,0.183758889
,29.09.2007,0.144048214,0.200645977,0.209888935,0.183266254
,30.09.2007,0.143193441,0.198890511,0.208848038,0.182833223
,01.10.2007,0.141479576,0.197433451,0.207876746,0.182444067
,02.10.2007,0.1415664,0.196266344,0.206788515,0.182041868
,03.10.2007,0.140780118,0.195590253,0.205882031,0.181618771
,04.10.2007,0.14126485,0.195063012,0.205111274,0.181186285
,05.10.2007,0.137910937,0.20972536,0.225186739,0.206800996
,06.10.2007,0.139793505,0.210536337,0.225047301,0.2063624
,07.10.2007,0.139463619,0.211408171,0.225249513,0.205988769
,08.10.2007,0.14045638,0.195847796,0.204563936,0.179740253
,09.10.2007,0.139710079,0.194426154,0.203913912,0.179514555
,10.10.2007,0.140122174,0.193902127,0.203194261,0.179264274
,11.10.2007,0.140609255,0.193757971,0.202720972,0.178990999
,12.10.2007,0.140782528,0.193947801,0.202455081,0.17870214
,13.10.2007,0.136063482,0.208563637,0.222889322,0.204285955
,14.10.2007,0.131460066,0.207270462,0.222437139,0.204043394
,15.10.2007,0.132304795,0.189160854,0.200641738,0.178001022
,16.10.2007,0.128076262,0.202093266,0.219436183,0.203464622
,17.10.2007,0.128166301,0.200895279,0.217990828,0.20300148
,18.10.2007,0.126109153,0.1996059,0.216803209,0.202461595
,19.10.2007,0.125163625,0.197774428,0.215466066,0.201911582
,20.10.2007,0.128650035,0.197380561,0.214206256,0.201305549
,21.10.2007,0.127989194,0.198067369,0.213726168,0.200693431
,22.10.2007,0.122795114,0.196047184,0.213123221,0.200138245
,23.10.2007,0.123111961,0.193714803,0.211598555,0.199621131
,24.10.2007,0.125683741,0.193444295,0.210337813,0.199017771
,25.10.2007,0.128248524,0.194157536,0.209804901,0.198371343
,26.10.2007,0.129950027,0.195322124,0.209815481,0.197764052
,27.10.2007,0.128849475,0.195622172,0.210003677,0.197251419
,28.10.2007,0.126645523,0.194584721,0.209785089,0.196871381
,29.10.2007,0.127938918,0.193867063,0.209124942,0.196497738
,30.10.2007,0.130724741,0.194330181,0.208749086,0.196089366
,31.10.2007,0.129983413,0.195676674,0.20890747,0.195687536
,01.11.2007,0.126455398,0.19535899,0.209096634,0.195357511
,02.11.2007,0.126281922,0.194419812,0.208688431,0.195092476
,03.11.2007,0.124153948,0.19342417,0.208143877,0.19483466
,04.11.2007,0.124359585,0.19224029,0.207313344,0.194516142
,05.11.2007,0.12578255,0.192234227,0.206649459,0.194143693
,06.11.2007,0.123097769,0.191768082,0.206304721,0.193737458
,07.11.2007,0.122196252,0.190277743,0.205541524,0.193338123
,08.11.2007,0.123666498,0.189792426,0.204680637,0.192858135
,09.11.2007,0.124862534,0.190153925,0.20426334,0.192291254
,10.11.2007,0.125833304,0.190540959,0.204145026,0.191655168
,11.11.2007,0.126336421,0.190918874,0.204159068,0.191121604
,12.11.2007,0.126509201,0.191284659,0.204217468,0.190719309
,13.11.2007,0.124768,0.190803575,0.204185075,0.190386611
,14.11.2007,0.124492404,0.190236998,0.203813896,0.190108608
,15.11.2007,0.120436629,0.188912181,0.203318093,0.189817
,16.11.2007,0.120777823,0.18699235,0.2022172,0.18941934
,17.11.2007,0.122529848,0.186993447,0.201339308,0.188918831
,18.11.2007,0.123753426,0.187351155,0.201009603,0.188400973
,19.11.2007,0.125150443,0.188092033,0.200985823,0.18793881
,20.11.2007,0.124460131,0.18865062,0.201173846,0.187564493
,21.11.2007,0.121070008,0.187643258,0.201121719,0.187312573
,22.11.2007,0.117892452,0.185616699,0.200330597,0.187089448
,23.11.2007,0.115506496,0.183294657,0.199011117,0.186764124
,24.11.2007,0.113462569,0.181282358,0.197503062,0.18632489
,25.11.2007,0.111980155,0.179318435,0.195933382,0.185752256
,26.11.2007,0.111464145,0.177871487,0.194425612,0.185085453
,27.11.2007,0.110864211,0.1768195,0.19314465,0.184359464
,28.11.2007,0.110987425,0.176016108,0.192030576,0.183600376
,29.11.2007,0.109977286,0.17546264,0.191138099,0.18286111
,30.11.2007,0.108984197,0.174550169,0.190260101,0.18214349
,01.12.2007,0.107524894,0.173409237,0.189310255,0.181421792
,02.12.2007,0.106948031,0.172402826,0.188277154,0.208557957
,03.12.2007,0.106524986,0.171604739,0.187331747,0.179961743
,04.12.2007,0.109390273,0.171334412,0.186517002,0.179158014
,05.12.2007,0.113954158,0.173158538,0.186360397,0.17836235
,06.12.2007,0.114765062,0.175080657,0.187069861,0.177667507
,07.12.2007,0.114601817,0.183533746,0.187760587,0.17710773
,08.12.2007,0.113000967,0.175734842,0.188108957,0.1767589
,09.12.2007,0.111635292,0.17491952,0.187968663,0.176552702
,10.12.2007,0.110564278,0.174017092,0.187499802,0.176295529
,11.12.2007,0.110122302,0.17322223,0.186905414,0.175743479
,12.12.2007,0.110180614,0.172788184,0.186343341,0.175050254
,13.12.2007,0.110139167,0.172539796,0.18590935,0.174103165
,14.12.2007,0.10996987,0.172284594,0.185533569,0.17321493
,15.12.2007,0.109409576,0.171978462,0.18518321,0.172727824
,16.12.2007,0.108298025,0.17134513,0.184744601,0.172270651
,17.12.2007,0.107473358,0.170564889,0.184179249,0.171837545
,18.12.2007,0.106965117,0.169875908,0.183545657,0.171417545
,19.12.2007,0.10663354,0.169316392,0.182944586,0.170965061
,20.12.2007,0.106454118,0.168885167,0.182397298,0.170518662
,21.12.2007,0.106367694,0.168561537,0.181919735,0.170080404
,22.12.2007,0.106082614,0.168329657,0.181513485,0.169668785
,23.12.2007,0.105163621,0.167881161,0.181103206,0.169249768
,24.12.2007,0.104436545,0.167307756,0.180612423,0.16885202
,25.12.2007,0.104171525,0.166756787,0.180059253,0.16844349
,26.12.2007,0.103786641,0.166545719,0.179594923,0.168062733
,27.12.2007,0.102487433,0.16601472,0.179141818,0.167659482
,28.12.2007,0.102254127,0.165479208,0.178615591,0.167269749
,29.12.2007,0.101708455,0.165186972,0.178143625,0.166863016
,30.12.2007,0.101165183,0.164841949,0.177706013,0.166470853
,31.12.2007,0.100774711,0.164567743,0.17730144,0.166089713
,01.01.2008,0.099804078,0.164213593,0.176919379,0.165730062
,02.01.2008,0.098055295,0.163541673,0.176437599,0.165357657
,03.01.2008,0.097496767,0.162722451,0.175813529,0.164985631
,04.01.2008,0.098444405,0.162318167,0.17521318,0.164597466
,05.01.2008,0.099463454,0.162341614,0.174789336,0.164206168
,06.01.2008,0.100937014,0.16259251,0.174593804,0.163842722
,07.01.2008,0.101822529,0.163112825,0.174613836,0.163551347
,08.01.2008,0.101667194,0.163513112,0.17476001,0.163291605
,09.01.2008,0.100765827,0.163437678,0.174826574,0.163064569
,10.01.2008,0.100487705,0.16316913,0.174708165,0.162858753
,11.01.2008,0.100342706,0.162945267,0.17450298,0.162653892
,12.01.2008,0.100326098,0.162810938,0.174299186,0.162461112
,13.01.2008,0.099503181,0.1626127,0.174108552,0.162258694
,14.01.2008,0.0992103,0.162267957,0.173856788,0.162045128
,15.01.2008,0.09858478,0.161963152,0.173541615,0.161838383
,16.01.2008,0.09724958,0.161534415,0.173262694,0.163413689
,17.01.2008,0.093153893,0.160645307,0.172831389,0.161400963
,18.01.2008,0.091137374,0.159522947,0.172152477,0.161151702
,19.01.2008,0.089841422,0.158741698,0.171394924,0.160847014
,20.01.2008,0.089236065,0.158161513,0.170705188,0.16050908
,21.01.2008,0.088416973,0.157648883,0.170083484,0.160157824
,22.01.2008,0.084889535,0.156967847,0.169544262,0.159774959
,23.01.2008,0.083189223,0.156239073,0.168926489,0.159389867
,24.01.2008,0.082165898,0.155683161,0.16829172,0.159013058
,25.01.2008,0.08359954,0.15543224,0.167783064,0.158612909
,26.01.2008,0.087506716,0.155660621,0.167423363,0.158222375
,27.01.2008,0.091149592,0.156285948,0.167314526,0.157871276
,28.01.2008,0.095017742,0.157111561,0.167532498,0.15754148
,29.01.2008,0.098541022,0.158173111,0.167880961,0.15729116
,30.01.2008,0.09735924,0.158857089,0.168370608,0.15714743
,31.01.2008,0.095010045,0.158808984,0.168687008,0.158780282
,01.02.2008,0.09482746,0.158554104,0.16873499,0.156992906
,02.02.2008,0.095769036,0.158523749,0.168621827,0.156908983
,03.02.2008,0.094580773,0.158441934,0.168581029,0.156816465
,04.02.2008,0.094597664,0.158261364,0.168488893,0.156723164
,05.02.2008,0.094252781,0.158168273,0.16837524,0.156610373
,06.02.2008,0.092451412,0.157781791,0.16820839,0.156502057
,07.02.2008,0.089792474,0.157206306,0.16795121,0.156370735
,08.02.2008,0.092001077,0.157028651,0.167628247,0.156221891
,09.02.2008,0.095411407,0.157314971,0.167465319,0.156052341
,10.02.2008,0.100095583,0.15804588,0.167572083,0.155894039
,11.02.2008,0.101782526,0.158825057,0.167934746,0.155756577
,12.02.2008,0.103297564,0.159580752,0.168374444,0.155679154
,13.02.2008,0.102962209,0.160214799,0.16885075,0.155657918
,14.02.2008,0.104047817,0.160696106,0.169282944,0.155665333
,15.02.2008,0.103690892,0.161314064,0.169719902,0.155713593
,16.02.2008,0.103311015,0.161532747,0.170078018,0.155782469
,17.02.2008,0.104004418,0.16177082,0.170342813,0.155860572
,18.02.2008,0.103135408,0.162095808,0.170619015,0.155932165
,19.02.2008,0.103292682,0.162094771,0.170798121,0.156016045
,20.02.2008,0.104451029,0.162271138,0.170945858,0.156101259
,21.02.2008,0.105040056,0.162583462,0.17115541,0.156161917
,22.02.2008,0.106280969,0.163011461,0.171417881,0.156221779
,23.02.2008,0.107685441,0.163609448,0.171788836,0.156293952
,24.02.2008,0.109141258,0.164386853,0.172242508,0.156385654
,25.02.2008,0.110851938,0.165271179,0.172806643,0.156510899
,26.02.2008,0.11274276,0.166222321,0.173473633,0.156658852
,27.02.2008,0.117680232,0.166923298,0.174128904,0.156842935
,28.02.2008,0.126962279,0.167827843,0.174759853,0.157071711
,29.02.2008,0.134296633,0.169538785,0.175670985,0.157311626
,01.03.2008,0.136637862,0.171095013,0.176811074,0.157594331
,02.03.2008,0.138555136,0.172879947,0.178000004,0.157943965
,03.03.2008,0.134126123,0.173098,0.179171184,0.158310972
,04.03.2008,0.132806145,0.171990406,0.179398372,0.158727917
,05.03.2008,0.132349852,0.171519508,0.17929676,0.159093332
,06.03.2008,0.131113124,0.171131582,0.179215648,0.159361371
,07.03.2008,0.130112918,0.170486968,0.17901557,0.159557398
,08.03.2008,0.13169415,0.170354098,0.178773547,0.159709729
,09.03.2008,0.133690825,0.171388313,0.178924782,0.1598087
,10.03.2008,0.134422669,0.172463256,0.179485741,0.159905401
,11.03.2008,0.135701607,0.173367276,0.180117099,0.160041808
,12.03.2008,0.138722224,0.174889991,0.180890617,0.160240973
,13.03.2008,0.138621998,0.176455695,0.182004578,0.160480513
,14.03.2008,0.13826593,0.177131979,0.182947929,0.160788525
,15.03.2008,0.137544605,0.177275393,0.18359858,0.161126686
,16.03.2008,0.137322378,0.177527438,0.184014889,0.161488934
,17.03.2008,0.134298161,0.176886257,0.184275222,0.16179449
,18.03.2008,0.133141404,0.175702975,0.184016833,0.162075145
,19.03.2008,0.134046552,0.175196603,0.183605419,0.162285996
,20.03.2008,0.136392077,0.175553022,0.183458519,0.162420237
,21.03.2008,0.137453128,0.17656627,0.183767453,0.162522636
,22.03.2008,0.137032612,0.176982189,0.184210194,0.162645205
,23.03.2008,0.135716578,0.176726993,0.184448837,0.162790075
,24.03.2008,0.136714103,0.176472352,0.184408621,0.162950686
,25.03.2008,0.139539544,0.17742673,0.184571244,0.163088783
,26.03.2008,0.141515881,0.178922631,0.185242056,0.163205428
,27.03.2008,0.143283194,0.180662862,0.186190602,0.163395455
,28.03.2008,0.139931987,0.180887411,0.187153947,0.163647107
,29.03.2008,0.139811271,0.18020085,0.187369146,0.163949341
,30.03.2008,0.140891353,0.180600608,0.187477624,0.164229525
,31.03.2008,0.138387187,0.180316692,0.187727232,0.164470604
,01.04.2008,0.135698555,0.179063183,0.187529507,0.164683611
,02.04.2008,0.135736725,0.177784704,0.186886406,0.164838945
,03.04.2008,0.138754765,0.178184427,0.18645197,0.164914951
,04.04.2008,0.138427628,0.178864865,0.186635025,0.16493746
,05.04.2008,0.141089505,0.179637271,0.186883317,0.164983021
,06.04.2008,0.142065645,0.180875058,0.187488426,0.16505693
,07.04.2008,0.141800896,0.181665149,0.1881663,0.165191952
,08.04.2008,0.140121314,0.181260154,0.188562407,0.165364623
,09.04.2008,0.14204749,0.181467109,0.188633037,0.165563426
,10.04.2008,0.140213488,0.181669306,0.188939129,0.165739905
,11.04.2008,0.143492495,0.180125568,0.188789288,0.165907648
,12.04.2008,0.144435256,0.179069118,0.188143399,0.166043241
,13.04.2008,0.146005151,0.178805244,0.187622345,0.166085828
,14.04.2008,0.150475641,0.180299132,0.187631907,0.166067528
,15.04.2008,0.154476254,0.182998361,0.188549017,0.166060264
,16.04.2008,0.156373899,0.186003811,0.190103673,0.166161831
,17.04.2008,0.152761825,0.18658986,0.191619922,0.166414507
,18.04.2008,0.152813472,0.186232239,0.192174766,0.166784741
,19.04.2008,0.155495138,0.187057826,0.192595517,0.167159118
,20.04.2008,0.158345299,0.188987913,0.193484184,0.167501007
,21.04.2008,0.159358499,0.191096231,0.194814362,0.167879201
,22.04.2008,0.157886125,0.191728969,0.196041975,0.168317163
,23.04.2008,0.159768037,0.19225205,0.196780513,0.168823684
,24.04.2008,0.16229137,0.193945865,0.19769648,0.169325241
,25.04.2008,0.161384878,0.195316008,0.198924443,0.169841299
,26.04.2008,0.158948603,0.195102775,0.199769966,0.170410456
,27.04.2008,0.156746595,0.193872832,0.199935934,0.170969627
,28.04.2008,0.157895562,0.193340157,0.19967391,0.171460373
,29.04.2008,0.16027257,0.194161948,0.19976155,0.17183045
,30.04.2008,0.162507952,0.19558768,0.200363289,0.17215193
,01.05.2008,0.163392065,0.197570517,0.201366443,0.172516725
,02.05.2008,0.135394618,0.262222243,0.279938614,0.240736054
,03.05.2008,0.132123534,0.259330275,0.279320287,0.242081482
,04.05.2008,0.135725252,0.258450211,0.278209737,0.242831422
,05.05.2008,0.141038268,0.260573835,0.278280653,0.242895835
,06.05.2008,0.145498573,0.263893765,0.279647355,0.243060256
,07.05.2008,0.147782422,0.266977913,0.281652912,0.243870531
,08.05.2008,0.166912434,0.201971761,0.205091129,0.175130703
,09.05.2008,0.164480878,0.201295269,0.205900724,0.176242368
,10.05.2008,0.164647538,0.201082369,0.206088175,0.177320368
,11.05.2008,0.161896804,0.200008742,0.206150084,0.178123777
,12.05.2008,0.165250854,0.19997681,0.205851756,0.178543429
,13.05.2008,0.164358305,0.200956456,0.206176718,0.178899599
,14.05.2008,0.162109789,0.200009003,0.20635324,0.179268989
,15.05.2008,0.1629553,0.19955009,0.206082176,0.179587643
,16.05.2008,0.163758006,0.199639682,0.205993987,0.179803974
,17.05.2008,0.16716778,0.209658559,0.206161433,0.179952188
,18.05.2008,0.171421434,0.203123637,0.206985588,0.180060534
,19.05.2008,0.1751413,0.206035314,0.208481345,0.180285483
,20.05.2008,0.177610403,0.208690913,0.210311321,0.180692371
,21.05.2008,0.186972679,0.194551239,0.192328299,0.160980072
,22.05.2008,0.18676415,0.196548019,0.194177268,0.161470402
,23.05.2008,0.183191382,0.196100718,0.195448185,0.162053084
,24.05.2008,0.183641306,0.195424953,0.19576492,0.162668378
,25.05.2008,0.17925664,0.212646334,0.216005716,0.184352704
,26.05.2008,0.179315588,0.213804498,0.216690518,0.184917755
,27.05.2008,0.173334047,0.212268613,0.217156662,0.185521053
,28.05.2008,0.175963063,0.209342998,0.216328198,0.186093399
,29.05.2008,0.189311388,0.209290106,0.215383288,0.186436079
,30.05.2008,0.189919541,0.211261414,0.215575412,0.186605588
,31.05.2008,0.19199512,0.213115935,0.216401779,0.18676563
,01.06.2008,0.203935442,0.198877156,0.197595219,0.165368215
,02.06.2008,0.205978747,0.201537328,0.199174278,0.165642224
,03.06.2008,0.207121559,0.203799432,0.200878646,0.166025475
,04.06.2008,0.195606099,0.221437614,0.222554439,0.188629019
,05.06.2008,0.233534588,0.229153006,0.223273371,0.189447396
,06.06.2008,0.262314016,0.238706704,0.222529809,0.190439713
,07.06.2008,0.283390138,0.237449517,0.221001453,0.191014836
,08.06.2008,0.293543676,0.238294036,0.220620406,0.191290849
,09.06.2008,0.295217518,0.238787181,0.220724772,0.191470742
,10.06.2008,0.297326504,0.239927123,0.220815851,0.19165087
,11.06.2008,0.298150133,0.241904552,0.221195703,0.191861254
,12.06.2008,0.296062827,0.242861235,0.221605993,0.192122214
,13.06.2008,0.297092104,0.243926665,0.22163861,0.192396684
,14.06.2008,0.299264902,0.246012909,0.221947767,0.192603157
,15.06.2008,0.301592904,0.248924778,0.222812637,0.192812298
,16.06.2008,0.302048218,0.251739037,0.224126254,0.193072482
,17.06.2008,0.301766817,0.253575638,0.225452339,0.193477734
,18.06.2008,0.302677218,0.25565172,0.226706151,0.193941884
,19.06.2008,0.302561167,0.257204998,0.228072951,0.194471018
,20.06.2008,0.303519534,0.258756723,0.229388298,0.195017459
,21.06.2008,0.303668548,0.260204091,0.230808046,0.195565653
,22.06.2008,0.304479944,0.261694061,0.232215495,0.196106211
,23.06.2008,0.304322623,0.263015544,0.233680236,0.196653492
,24.06.2008,0.309756392,0.255226635,0.215709312,0.172950537
,25.06.2008,0.310407147,0.256555307,0.217143378,0.173405
,26.06.2008,0.309157966,0.257433786,0.218614175,0.173871317
,27.06.2008,0.303542948,0.266724172,0.238751752,0.198891996
,28.06.2008,0.304006988,0.267644507,0.239758569,0.199434255
,29.06.2008,0.303100974,0.268399496,0.240803493,0.199939025
,30.06.2008,0.308636341,0.260106885,0.22302902,0.175661235
,01.07.2008,0.309772006,0.261417341,0.224092097,0.176066997
,02.07.2008,0.304657549,0.271646436,0.243792799,0.201325527
,03.07.2008,0.30703624,0.263390463,0.226432674,0.176901937
,04.07.2008,0.306409074,0.263145587,0.227019443,0.177341866
,05.07.2008,0.303738301,0.273671742,0.245901333,0.202741624
,06.07.2008,0.307683706,0.265771495,0.228479171,0.178115337
,07.07.2008,0.305759334,0.266546262,0.229312449,0.178479942
,08.07.2008,0.300454939,0.276207217,0.248096574,0.204016142
,09.07.2008,0.304926678,0.267235139,0.229992356,0.179232622
,10.07.2008,0.302465821,0.278391023,0.248836931,0.204791569
,11.07.2008,0.308153464,0.270696008,0.231289953,0.179843568
,12.07.2008,0.307256663,0.272596166,0.232388602,0.180172663
,13.07.2008,0.305897968,0.27331663,0.233185154,0.180533564
,14.07.2008,0.306614184,0.274284856,0.233654469,0.180922344
,15.07.2008,0.307831979,0.275846363,0.234250126,0.181294847
,16.07.2008,0.308689135,0.277794799,0.235083826,0.181664446
,17.07.2008,0.3086939,0.279657978,0.236048187,0.182032437
,18.07.2008,0.307265246,0.280541739,0.23685017,0.182444982
,19.07.2008,0.307461221,0.281430322,0.237313079,0.182878049
,20.07.2008,0.308407556,0.282803176,0.237834848,0.183283373
,21.07.2008,0.308665374,0.284292148,0.238522174,0.183673651
,22.07.2008,0.309076592,0.285715055,0.239242006,0.184080459
,23.07.2008,0.309350414,0.298314658,0.240000198,0.210298306
,24.07.2008,0.30367719,0.299129548,0.259099105,0.210765206
,25.07.2008,0.302329398,0.299600994,0.259398259,0.2112309
,26.07.2008,0.301087253,0.299569852,0.259420615,0.211669638
,27.07.2008,0.301621163,0.300469855,0.240811903,0.212035537
,28.07.2008,0.305848617,0.289250964,0.240956164,0.186337063
,29.07.2008,0.305352454,0.289982509,0.241272311,0.186590132
,30.07.2008,0.305551523,0.290661247,0.241548434,0.186841527
,31.07.2008,0.306136846,0.291532179,0.24187493,0.187092648
,01.08.2008,0.306794983,0.292629736,0.242335906,0.187352729
,02.08.2008,0.307297211,0.293780569,0.242903981,0.187610163
,03.08.2008,0.307200377,0.294874036,0.243486612,0.187902928
,04.08.2008,0.304446459,0.295009209,0.243940569,0.188238319
,05.08.2008,0.303297514,0.294481193,0.243916597,0.188569822
,06.08.2008,0.302358557,0.294260196,0.243725724,0.188848757
,07.08.2008,0.298689779,0.293397491,0.243438884,0.189076813
,08.08.2008,0.29643424,0.291742517,0.24264257,0.189253842
,09.08.2008,0.296570907,0.290665012,0.241642073,0.1893277
,10.08.2008,0.298315889,0.291008618,0.241042005,0.189314708
,11.08.2008,0.297445665,0.291286796,0.240910377,0.189255283
,12.08.2008,0.297228997,0.291165866,0.240754836,0.189211388
,13.08.2008,0.298824844,0.29170474,0.240642483,0.189179692
,14.08.2008,0.297907092,0.292308266,0.240856999,0.189154116
,15.08.2008,0.316516075,0.303372269,0.241185785,0.189171992
,16.08.2008,0.359454263,0.315975909,0.27259657,0.189249407
,17.08.2008,0.35053168,0.338881146,0.275931949,0.188935027
,18.08.2008,0.343837623,0.359711104,0.272861859,0.188335243
,19.08.2008,0.339938857,0.361037201,0.2735705,0.187697753
,20.08.2008,0.338152892,0.36093705,0.276110916,0.187076322
,21.08.2008,0.337901647,0.361115062,0.277804467,0.186583342
,22.08.2008,0.337431828,0.361697372,0.279358777,0.186255106
,23.08.2008,0.335718,0.36165221,0.282309847,0.186107843
,24.08.2008,0.334756638,0.361224199,0.287207216,0.186258511
,25.08.2008,0.33390473,0.360930585,0.293131252,0.186928273
,26.08.2008,0.333438095,0.36049487,0.298538796,0.188534778
,27.08.2008,0.333336677,0.360573563,0.302627311,0.190990423
,28.08.2008,-9999,-9999,-9999,-9999
,29.08.2008,0.330131794,0.359047852,0.306506277,0.196770799
,30.08.2008,0.330999367,0.358609911,0.307021839,0.199787762
,31.08.2008,0.331144182,0.358776274,0.307609718,0.202443389
,01.09.2008,0.329740205,0.358729831,0.308232726,0.204585953
,02.09.2008,0.32722767,0.357865217,0.308612099,0.206207526
,03.09.2008,0.324365578,0.355888057,0.308418829,0.20740229
,04.09.2008,0.322420471,0.353847181,0.307736541,0.208226015
,05.09.2008,0.32079073,0.352155726,0.306964842,0.208726439
,06.09.2008,0.318108403,0.34995274,0.306076019,0.209014953
,07.09.2008,0.318570831,0.348446341,0.305071176,0.209108225
,08.09.2008,0.317719003,0.347839948,0.304493121,0.209053839
,09.09.2008,0.315113159,0.346087651,0.303932641,0.208942826
,10.09.2008,0.315404861,0.344839252,0.303163489,0.208777426
,11.09.2008,0.315046369,0.344203572,0.302719034,0.208564568
,12.09.2008,0.310146143,0.364597856,0.308090449,0.229910805
,13.09.2008,0.318023986,0.363179551,0.307421404,0.229631313
,14.09.2008,0.320097712,0.364205851,0.306506595,0.229303148
,15.09.2008,0.310384677,0.450701453,0.330191151,0.314552913
,16.09.2008,0.321242614,0.367028678,0.306198307,0.228416823
,17.09.2008,0.322807938,0.368439707,0.307067333,0.227948499
,18.09.2008,0.323688457,0.369740879,0.308505854,0.227547784
,19.09.2008,0.32393212,0.370609751,0.310194065,0.227259508
,20.09.2008,0.323148364,0.370916714,0.31191363,0.227085573
,21.09.2008,0.32289294,0.370835342,0.313531252,0.226973716
,22.09.2008,0.322609287,0.370647964,0.315152445,0.226907305
,23.09.2008,0.322272466,0.370629068,0.316882267,0.226879902
,24.09.2008,0.32132841,0.370232304,0.31865893,0.226841098
,25.09.2008,0.321137149,0.369812882,0.32032284,0.226812806
,26.09.2008,0.321394717,0.369762094,0.322012046,0.226779783
,27.09.2008,0.319995502,0.369500677,0.323777886,0.226752272
,28.09.2008,0.318992395,0.368713253,0.325233691,0.226736771
,29.09.2008,0.318485881,0.368196609,0.326466669,0.226716971
,30.09.2008,0.316949925,0.367313273,0.327527226,0.226673322
,01.10.2008,0.316777357,0.366592995,0.328312675,0.226607175
,02.10.2008,0.316126984,0.366100784,0.329028862,0.226500372
,03.10.2008,0.314612668,0.365247106,0.329603661,0.226399471
,04.10.2008,0.313918614,0.364356865,0.329914927,0.22627492
,05.10.2008,0.313412195,0.363609242,0.33012304,0.226140752
,06.10.2008,0.312123428,0.362966926,0.330290028,0.225987781
,07.10.2008,0.309599828,0.361575389,0.330214534,0.225825419
,08.10.2008,0.309085447,0.360129548,0.32976978,0.225637263
,09.10.2008,0.308300561,0.359452832,0.329395133,0.225396632
,10.10.2008,0.305183662,0.357934592,0.329009847,0.225127931
,11.10.2008,0.302105969,0.355881561,0.328182397,0.224861831
,12.10.2008,0.298108162,0.353151146,0.326956052,0.224519475
,13.10.2008,0.295130551,0.350204393,0.325296795,0.224119078
,14.10.2008,0.293746213,0.347853101,0.323535197,0.223556734
,15.10.2008,0.293268071,0.34602859,0.321977107,0.222909099
,16.10.2008,0.293530552,0.344901202,0.32045233,0.222179847
,17.10.2008,0.297076018,0.3443135,0.319373873,0.221422727
,18.10.2008,0.29635927,0.3444964,0.318896565,0.220725965
,19.10.2008,0.297543406,0.344872475,0.318776539,0.220102916
,20.10.2008,0.297811731,0.345342845,0.318896584,0.219579411
