@T,B4D1D2D3D4,,,,
descr,average observed soil water content at probe B4 D1 D2 D3 D4 depths 30cm 60cm 90cm 150cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,04.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1577,,,
x,,513649,,,
y,,4495037.6,,,
,21.10.2008,0.295920897,0.344963737,0.318969879,0.219179933
,22.10.2008,0.291703485,0.343458063,0.318589989,0.218892262
,23.10.2008,0.288014788,0.340636108,0.31747262,0.218570361
,24.10.2008,0.288083179,0.338511862,0.315917298,0.218163079
,25.10.2008,0.28902636,0.337787446,0.314745864,0.217607759
,26.10.2008,0.290872131,0.337957897,0.314116853,0.217006866
,27.10.2008,0.288147685,0.337691553,0.313881141,0.216435209
,28.10.2008,0.287536644,0.336356265,0.313232939,0.215920276
,29.10.2008,0.285704465,0.424962875,0.389837608,0.292305869
,30.10.2008,0.287763483,0.425676515,0.389898276,0.291044276
,31.10.2008,0.287731484,0.426560518,0.390457508,0.289914867
,01.11.2008,0.287992564,0.42679734,0.390873967,0.288938128
,02.11.2008,0.288783778,0.427302534,0.391312402,0.288184585
,03.11.2008,0.289881455,0.427919996,0.391838084,0.287485599
,04.11.2008,0.271547864,0.343599663,0.315937186,0.225697904
,05.11.2008,0.270280777,0.343164556,0.316122632,0.225656046
,06.11.2008,0.266847253,0.341485168,0.315808129,0.225689658
,07.11.2008,0.26448825,0.339118774,0.314816534,0.225608945
,08.11.2008,0.264373554,0.337326394,0.31355404,0.225360051
,09.11.2008,0.264160278,0.336371113,0.312553354,0.22499515
,10.11.2008,0.264221359,0.335655056,0.311751298,0.224520168
,11.11.2008,0.263050922,0.334804179,0.311106816,0.224068397
,12.11.2008,0.262840205,0.333901629,0.310384907,0.223634014
,13.11.2008,0.263267753,0.333414484,0.309756829,0.223212383
,14.11.2008,0.262938567,0.333270827,0.309353483,0.222817761
,15.11.2008,0.258597766,0.331707218,0.308837415,0.222467089
,16.11.2008,0.257754327,0.329396004,0.307623608,0.222124561
,17.11.2008,0.273575126,0.328726682,0.306512619,0.221714121
,18.11.2008,0.27441019,0.328794431,0.305952607,0.221226097
,19.11.2008,0.276407712,0.329382292,0.305742416,0.220778334
,20.11.2008,0.275412808,0.330054895,0.305906382,0.220404715
,21.11.2008,0.271611578,0.328731547,0.305798005,0.220149514
,22.11.2008,0.269783356,0.326865558,0.304952013,0.219946765
,23.11.2008,0.269150794,0.325377785,0.303893827,0.219648506
,24.11.2008,0.267358187,0.324199475,0.302947273,0.219308131
,25.11.2008,0.265824349,0.322592087,0.301890092,0.218881692
,26.11.2008,0.264687814,0.321098609,0.300766831,0.218450485
,27.11.2008,0.265935169,0.320412196,0.299744389,0.217946127
,28.11.2008,0.265331431,0.320172093,0.299145053,0.217416866
,29.11.2008,0.264639415,0.319643778,0.298624679,0.216913376
,30.11.2008,0.264007951,0.318836861,0.298034093,0.216456927
,01.12.2008,0.262167721,0.317864276,0.297380569,0.216025041
,02.12.2008,0.263051995,0.316845101,0.296543545,0.215568307
,03.12.2008,0.264329283,0.31737995,0.29606829,0.215084799
,04.12.2008,0.262259339,0.316908513,0.295891055,0.214628561
,05.12.2008,0.261436807,0.315909461,0.295365155,0.214216186
,06.12.2008,0.260463761,0.314985215,0.294692468,0.213793762
,07.12.2008,0.25988873,0.314191037,0.294013381,0.213281933
,08.12.2008,0.259406724,0.31348708,0.293373665,0.212621718
,09.12.2008,0.258297506,0.312768732,0.292753201,0.212019133
,10.12.2008,0.256325945,0.311540595,0.292024916,0.211282894
,11.12.2008,0.255346332,0.310124862,0.291077205,0.210479755
,12.12.2008,0.255061053,0.309178923,0.290138043,0.209745697
,13.12.2008,0.254315413,0.308361797,0.289338366,0.209174251
,14.12.2008,0.253785679,0.307631332,0.288608029,0.20866856
,15.12.2008,0.251035496,0.306499484,0.287828253,0.208184433
,16.12.2008,0.240960833,0.304664232,0.286738073,0.207651535
,17.12.2008,0.230117901,0.302964056,0.285459548,0.207163762
,18.12.2008,0.218776502,0.301614672,0.28427359,0.206617306
,19.12.2008,0.212719616,0.300493236,0.28323031,0.206050968
,20.12.2008,0.210922949,0.299669766,0.282404037,0.205527359
,21.12.2008,0.195048237,0.298632659,0.28163934,0.205012105
,22.12.2008,0.176282815,0.297172793,0.280725597,0.204480502
,23.12.2008,0.170418623,0.295652915,0.279790714,0.203988183
,24.12.2008,0.166341486,0.294195591,0.278937614,0.203536837
,25.12.2008,0.16338639,0.29247326,0.278059718,0.203069877
,26.12.2008,0.167216384,0.290926327,0.277362762,0.218766837
,27.12.2008,0.166692253,0.289644144,0.276885402,0.20222733
,28.12.2008,0.165246225,0.288093518,0.276345253,0.201817808
,29.12.2008,0.170084461,0.286844086,0.275879391,0.20143915
,30.12.2008,0.175487674,0.286143824,0.275527969,0.201094208
,31.12.2008,0.180776959,0.286095853,0.27531692,0.200797823
,01.01.2009,0.181892127,0.286455763,0.275092654,0.200530293
,02.01.2009,0.185119177,0.287006237,0.274881896,0.200313954
,03.01.2009,0.18889938,0.287628085,0.274702638,0.200126021
,04.01.2009,0.187756115,0.288226708,0.274589087,0.199953175
,05.01.2009,0.175272856,0.288501522,0.274435596,0.199811879
,06.01.2009,0.172399487,0.28816025,0.274160691,0.199651447
,07.01.2009,0.176691224,0.287523785,0.273875005,0.199512788
,08.01.2009,0.182633529,0.286940025,0.273645684,0.199397134
,09.01.2009,0.188511281,0.30748758,0.273482277,0.199293536
,10.01.2009,0.192619392,0.286677946,0.273344866,0.199176152
,11.01.2009,0.193311557,0.287000986,0.273219016,0.199088563
,12.01.2009,0.192515994,0.287464127,0.27308332,0.198996083
,13.01.2009,0.19013259,0.287930641,0.272974456,0.198935799
,14.01.2009,0.189846481,0.288244944,0.272838873,0.198864274
,15.01.2009,0.192301099,0.28843814,0.272721173,0.198824565
,16.01.2009,0.192913461,0.288550096,0.272603629,0.198770024
,17.01.2009,0.195250631,0.288622347,0.272476155,0.198718853
,18.01.2009,0.200198657,0.288708623,0.272376603,0.198688366
,19.01.2009,0.206217804,0.288867719,0.27227361,0.198661155
,20.01.2009,0.216771437,0.289083956,0.272188944,0.198656621
,21.01.2009,0.228371645,0.289475585,0.272143745,0.198651233
,22.01.2009,0.24335211,0.290087024,0.272166918,0.198621074
,23.01.2009,0.258225912,0.291161915,0.272362248,0.198657874
,24.01.2009,0.257186509,0.292005246,0.272690627,0.19870923
,25.01.2009,0.255700412,0.292514204,0.272851381,0.198795805
,26.01.2009,0.254490785,0.293018189,0.272888223,0.198894797
,27.01.2009,0.253109957,0.293427362,0.272871442,0.198963853
,28.01.2009,0.250232033,0.293688033,0.272812144,0.199009765
,29.01.2009,0.245851076,0.29383493,0.272746645,0.199048685
,30.01.2009,0.24118401,0.293860783,0.272653403,0.199071889
,31.01.2009,0.239120002,0.293745847,0.272556849,0.199085439
,01.02.2009,0.239671237,0.293595734,0.272466097,0.199087356
,02.02.2009,0.241271288,0.29348084,0.27242921,0.199102915
,03.02.2009,0.242404927,0.293348438,0.272401007,0.199101113
,04.02.2009,0.244149425,0.293284073,0.272393699,0.199108733
,05.02.2009,0.246422109,0.29332987,0.272406902,0.199116688
,06.02.2009,0.249205983,0.293615887,0.272489775,0.19912127
,07.02.2009,0.252690918,0.294302652,0.272704888,0.199148373
,08.02.2009,0.253865816,0.295147044,0.27309538,0.199209227
,09.02.2009,0.254051038,0.295595848,0.273458944,0.199305123
,10.02.2009,0.254379894,0.296353762,0.273806923,0.19942122
,11.02.2009,0.253778313,0.2967625,0.274162005,0.199563816
,12.02.2009,0.253178088,0.296911646,0.274406853,0.199718098
,13.02.2009,0.25294066,0.296912025,0.274509702,0.199882638
,14.02.2009,0.252388064,0.296975531,0.274565144,0.200034294
,15.02.2009,0.2516554,0.296805432,0.274563275,0.200151115
,16.02.2009,0.251273248,0.296555926,0.274471304,0.200259047
,17.02.2009,0.251826223,0.29653957,0.274369451,0.200316437
,18.02.2009,0.253498208,0.297135378,0.274438672,0.200373482
,19.02.2009,0.253953406,0.298040314,0.27481492,0.200419914
,20.02.2009,0.254106264,0.29863089,0.275246753,0.200520558
,21.02.2009,0.252811111,0.298692394,0.275592413,0.200651501
,22.02.2009,0.252116009,0.298196047,0.275631118,0.200798284
,23.02.2009,0.25307478,0.298067144,0.275547175,0.200933593
,24.02.2009,0.256643277,0.299186963,0.275739523,0.201023341
,25.02.2009,0.259345527,0.301343586,0.27654404,0.201115064
,26.02.2009,0.261312005,0.30326297,0.277707777,0.201282974
,27.02.2009,0.259913837,0.304617379,0.278921942,0.201539667
,28.02.2009,0.256925777,0.304068354,0.279628702,0.201881344
,01.03.2009,0.255950606,0.303037083,0.279583571,0.202243558
,02.03.2009,0.258532375,0.303040592,0.279441133,0.202541811
,03.03.2009,0.261403112,0.304534961,0.279835726,0.202764869
,04.03.2009,0.263442022,0.306278019,0.280736229,0.202982215
,05.03.2009,0.264951784,0.3079933,0.281854311,0.203253919
,06.03.2009,0.263635832,0.308877751,0.28295835,0.203615262
,07.03.2009,0.263252911,0.308939938,0.28363006,0.204032714
,08.03.2009,0.261610471,0.30872446,0.284033936,0.204442732
,09.03.2009,0.261528411,0.308360347,0.284143478,0.204844034
,10.03.2009,0.259350528,0.307851999,0.28418397,0.205169904
,11.03.2009,0.255786914,0.306211944,0.283871477,0.205439916
,12.03.2009,0.254777278,0.30447836,0.283073493,0.205636506
,13.03.2009,0.255104164,0.303597463,0.282293774,0.205714369
,14.03.2009,0.256659659,0.303630754,0.281843951,0.205705301
,15.03.2009,0.258806557,0.304429807,0.281827878,0.205668702
,16.03.2009,0.26075163,0.305701592,0.282249859,0.205663821
,17.03.2009,0.26344401,0.307220421,0.282961855,0.20571498
,18.03.2009,0.265894798,0.30929301,0.284011766,0.205861865
,19.03.2009,0.266501654,0.310939911,0.28525951,0.206106134
,20.03.2009,0.267541246,0.312141259,0.286364189,0.206443574
,21.03.2009,0.268445085,0.313212999,0.287370403,0.206849047
,22.03.2009,0.271198664,0.314694523,0.288385028,0.207298723
,23.03.2009,0.272903349,0.316827991,0.289712626,0.207771258
,24.03.2009,0.269685155,0.317327305,0.290999295,0.208305201
,25.03.2009,0.267540591,0.316434357,0.291474199,0.208891604
,26.03.2009,0.26522346,0.315485552,0.291459093,0.209441851
,27.03.2009,0.26146396,0.313550087,0.291047999,0.209874399
,28.03.2009,0.25889492,0.311381111,0.290122364,0.210181345
,29.03.2009,0.257588335,0.309451031,0.289000716,0.210344565
,30.03.2009,0.258151064,0.308296984,0.287986736,0.210373638
,31.03.2009,0.258663041,0.307214493,0.28717054,0.210285429
,01.04.2009,0.259695424,0.306660752,0.286404628,0.210167401
,02.04.2009,0.25982226,0.306294609,0.285802897,0.209998615
,03.04.2009,0.262953467,0.306927322,0.285357304,0.209815795
,04.04.2009,0.263939961,0.30856337,0.285502401,0.209642401
,05.04.2009,0.261676611,0.308442557,0.285686594,0.209542123
,06.04.2009,0.261836058,0.307645428,0.285234367,0.209496875
,07.04.2009,0.267153008,0.307929714,0.284699398,0.209441671
,08.04.2009,0.271995944,0.31022559,0.284721268,0.209323069
,09.04.2009,0.275579532,0.31377111,0.285543892,0.209242116
,10.04.2009,0.275687818,0.316446069,0.286765115,0.209275122
,11.04.2009,0.27673396,0.318560649,0.287821501,0.209439764
,12.04.2009,0.276181216,0.319839237,0.288824532,0.209701074
,13.04.2009,0.275640949,0.320373852,0.289564913,0.210012241
,14.04.2009,0.278558685,0.32180028,0.290282062,0.210308261
,15.04.2009,0.280122726,0.323772143,0.291501155,0.210610986
,16.04.2009,0.280236576,0.32551539,0.292993487,0.210952804
,17.04.2009,0.311134491,0.327229635,0.29409925,0.211414747
,18.04.2009,0.343856922,0.374757715,0.297394035,0.211878104
,19.04.2009,0.332600983,0.380024066,0.324984216,0.212218041
,20.04.2009,0.327002119,0.377590638,0.338620687,0.212352105
,21.04.2009,0.324516951,0.376355844,0.34438134,0.212411983
,22.04.2009,0.324152311,0.376343241,0.347252304,0.212557572
,23.04.2009,0.323196321,0.376698904,0.349097911,0.212917931
,24.04.2009,0.321993053,0.376719335,0.350441021,0.213543179
,25.04.2009,0.318456464,0.375900962,0.351326935,0.214465561
,26.04.2009,0.314380515,0.373411111,0.351312757,0.215837678
,27.04.2009,0.311086046,0.371017612,0.350558853,0.218067389
,28.04.2009,0.309321653,0.368073186,0.349402702,0.221125786
,29.04.2009,0.311912607,0.367329817,0.348270531,0.224192375
,30.04.2009,0.312637391,0.368093858,0.348136985,0.226620869
,01.05.2009,0.310656899,0.367921088,0.34838902,0.228551686
,02.05.2009,0.307262955,0.366260608,0.348195264,0.230275862
,03.05.2009,0.309253802,0.364623699,0.347378781,0.231935541
,04.05.2009,0.312938957,0.365502492,0.346935264,0.233361437
,05.05.2009,0.313486971,0.366712979,0.34734107,0.234601576
,06.05.2009,0.31392073,0.367707875,0.34802714,0.235856495
,07.05.2009,0.315348132,0.369132469,0.348898626,0.237172861
,08.05.2009,0.314942537,0.370526493,0.350064778,0.238802749
,09.05.2009,0.313287348,0.370575364,0.351087264,0.240565903
,10.05.2009,0.311960167,0.370299372,0.351637324,0.242228061
,11.05.2009,0.309323623,0.368563316,0.351553326,0.243920903
,12.05.2009,0.31180269,0.36806072,0.351043277,0.245417527
,13.05.2009,0.313360035,0.369100372,0.351193915,0.247059865
,14.05.2009,0.31199492,0.369233056,0.351606466,0.248960221
,15.05.2009,0.313751787,0.369159382,0.35175773,0.25101515
,16.05.2009,0.31401235,0.369438355,0.352071205,0.253198079
,17.05.2009,0.31471455,0.369470065,0.352286747,0.255594014
,18.05.2009,0.317359148,0.370479689,0.352652079,0.258169811
,19.05.2009,0.319909794,0.372312528,0.353520506,0.260820339
,20.05.2009,0.32109521,0.374024156,0.354770815,0.263477282
,21.05.2009,0.320659358,0.353017319,0.356005144,0.265978554
,22.05.2009,0.318337081,0.374659991,0.35675575,0.268230395
,23.05.2009,0.317463227,0.374086598,0.356887565,0.270149716
,24.05.2009,0.31538339,0.37273918,0.356720545,0.271750982
,25.05.2009,0.314610344,0.371810159,0.356232873,0.273058975
,26.05.2009,0.312596419,0.370308017,0.355649789,0.274157635
,27.05.2009,0.313343121,0.369143827,0.354796102,0.275034346
,28.05.2009,0.315351843,0.369645257,0.354287755,0.275690473
,29.05.2009,0.315921319,0.370141819,0.354283352,0.276222332
,30.05.2009,0.318678838,0.371489768,0.354559151,0.27672471
,31.05.2009,0.319142522,0.372831576,0.35534108,0.277267001
,01.06.2009,0.319073373,0.373439232,0.356096809,0.277928548
,02.06.2009,0.317548797,0.373510509,0.356631511,0.278687303
,03.06.2009,0.317990956,0.371564261,0.356436721,0.279643547
,04.06.2009,0.320353723,0.371037083,0.355538175,0.280504141
,05.06.2009,0.322126365,0.372042889,0.355239283,0.28104401
,06.06.2009,0.324132741,0.373940803,0.355790056,0.281397411
,07.06.2009,0.324106388,0.375697055,0.356970247,0.281757671
,08.06.2009,0.319694205,0.375095617,0.357899822,0.282320499
,09.06.2009,0.318093492,0.37321603,0.357672404,0.282962617
,10.06.2009,0.318105935,0.372451037,0.357172429,0.283527486
,11.06.2009,0.317926112,0.372254391,0.356921363,0.284009258
,12.06.2009,0.317199819,0.371814187,0.356778164,0.284462257
,13.06.2009,0.318599361,0.372020538,0.356685318,0.284906399
,14.06.2009,0.318925436,0.372616055,0.356964342,0.285385515
,15.06.2009,0.31807148,0.372898522,0.35737382,0.285932621
,16.06.2009,0.315667321,0.37200387,0.357587711,0.286549695
,17.06.2009,0.316266922,0.371345853,0.357433211,0.287186756
,18.06.2009,0.316096095,0.371651349,0.357661543,0.287792887
,19.06.2009,0.314167548,0.37161001,0.358172831,0.288439761
,20.06.2009,0.312278616,0.371104442,0.35855959,0.289155283
,21.06.2009,0.308869864,0.369772477,0.358711497,0.289938379
,22.06.2009,0.306127354,0.368662298,0.358581675,0.290739876
,23.06.2009,0.304302951,0.367734737,0.358645555,0.29152923
,24.06.2009,0.301788277,0.366513943,0.358754097,0.292329263
,25.06.2009,0.298970086,0.36483311,0.358620605,0.293146914
,26.06.2009,0.29622097,0.363559146,0.358497163,0.293946777
,27.06.2009,0.291456955,0.361141927,0.358273329,0.294731812
,28.06.2009,0.287800633,0.3583072,0.357635483,0.295479319
,29.06.2009,0.283927538,0.355951669,0.357055642,0.296148377
,30.06.2009,0.278720007,0.353383414,0.356520618,0.296773782
,01.07.2009,0.274310486,0.350100131,0.355686654,0.297376942
,02.07.2009,0.270392164,0.347080744,0.354779853,0.297935789
,03.07.2009,0.267310159,0.344181073,0.353865755,0.298437556
,04.07.2009,0.26390505,0.340846892,0.352692489,0.298905964
,05.07.2009,0.259371894,0.337754521,0.351653832,0.299327633
,06.07.2009,0.256595503,0.333765804,0.349968236,0.299683147
,07.07.2009,0.253778484,0.329669026,0.347774056,0.299925095
,08.07.2009,0.250778674,0.325632219,0.3454247,0.300050581
,09.07.2009,0.24871766,0.322338089,0.343014565,0.300116914
,10.07.2009,0.246042665,0.319874041,0.341127522,0.300149736
,11.07.2009,0.243547744,0.317187364,0.339078456,0.287620173
,12.07.2009,0.240980334,0.315152581,0.337102599,0.300263
,13.07.2009,0.236995826,0.31322477,0.335673835,0.30036261
,14.07.2009,0.233116507,0.309409068,0.332584967,0.30048987
,15.07.2009,0.231117259,0.306454322,0.329252994,0.300552913
,16.07.2009,0.228425217,0.304019328,0.326231981,0.300541342
,17.07.2009,0.225654897,0.301961603,0.323780763,0.300492482
,18.07.2009,0.222857767,0.300030632,0.329184163,0.300449173
,19.07.2009,0.220159311,0.297916117,0.31964729,0.300422189
,20.07.2009,0.218697926,0.295526326,0.317621728,0.30040694
,21.07.2009,0.258986126,0.294112533,0.316574163,0.300391657
,22.07.2009,0.25035767,0.291820652,0.315503349,0.300387966
,23.07.2009,0.243012732,0.289325185,0.313321077,0.300347452
,24.07.2009,0.235969581,0.287386027,0.311404102,0.3002097
,25.07.2009,0.230938288,0.286706276,0.310406911,0.300043789
,26.07.2009,0.225806176,0.285473143,0.30993921,0.299907432
,27.07.2009,0.22243076,0.284005698,0.308800902,0.299815792
,28.07.2009,0.217711476,0.282941513,0.308343879,0.299746955
,29.07.2009,0.215769301,0.28091948,0.307766741,0.299689161
,30.07.2009,0.215680529,0.278180883,0.306600072,0.299627284
,31.07.2009,0.215866602,0.275657094,0.30462389,0.299442003
,01.08.2009,0.216265539,0.273818873,0.30253251,0.299129299
,02.08.2009,0.218253158,0.272717234,0.299828222,0.298699788
,03.08.2009,0.219546573,0.272786404,0.297485132,0.298224654
,04.08.2009,0.218592428,0.273026836,0.296210484,0.297851092
,05.08.2009,0.218757208,0.273139525,0.295090114,0.297593975
,06.08.2009,0.219186895,0.273619221,0.294221801,0.297383161
,07.08.2009,0.21713207,0.273624162,0.293751137,0.297259455
,08.08.2009,0.219197713,0.272833913,0.293060246,0.297177316
,09.08.2009,0.246224237,0.271428985,0.292695519,0.297162252
,10.08.2009,0.252991625,0.2700006,0.291875835,0.297132414
,11.08.2009,0.255058306,0.270118261,0.291010032,0.296979564
,12.08.2009,0.256012498,0.271194021,0.290221838,0.296672449
,13.08.2009,0.257482928,0.27234275,0.289639975,0.296273767
,14.08.2009,0.258921909,0.273276721,0.289768786,0.295954446
,15.08.2009,0.256650102,0.274092459,0.290270515,0.295800472
,16.08.2009,0.254624582,0.273943144,0.290275871,0.295678452
,17.08.2009,0.253306657,0.273784543,0.290008136,0.295524397
,18.08.2009,0.252892728,0.273861151,0.289688793,0.295290945
,19.08.2009,0.252083845,0.274072642,0.289458643,0.294959875
,20.08.2009,0.251571863,0.274166573,0.289215496,0.29458473
,21.08.2009,0.251641208,0.274627466,0.289042139,0.294146123
,22.08.2009,0.251862436,0.275261954,0.289025548,0.293663251
,23.08.2009,0.253223578,0.276411075,0.289187275,0.293162295
,24.08.2009,0.252938224,0.277790015,0.289765128,0.292743819
,25.08.2009,0.250803969,0.277972982,0.29030717,0.292480648
,26.08.2009,0.249385036,0.277664692,0.290389097,0.292247438
,27.08.2009,0.246647582,0.276713975,0.290128492,0.291860404
,28.08.2009,0.24631535,0.275817703,0.28945394,0.29123533
,29.08.2009,0.246034008,0.276012202,0.289083204,0.290611138
,30.08.2009,0.24464427,0.276013024,0.289014164,0.290245857
