@T,A1A2A3,,,,
descr,average observed soil water content at probes A1 A2 A3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,18.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1570.333333,,,
x,,513651,,,
y,,4495344.667,,,
,13.02.2006,-9999,-9999,-9999,-9999
,14.02.2006,-9999,-9999,-9999,-9999
,15.02.2006,-9999,-9999,-9999,-9999
,16.02.2006,-9999,-9999,-9999,-9999
,17.02.2006,-9999,-9999,-9999,-9999
,18.02.2006,-9999,-9999,-9999,-9999
,19.02.2006,-9999,-9999,-9999,-9999
,20.02.2006,-9999,-9999,-9999,-9999
,21.02.2006,-9999,-9999,-9999,-9999
,22.02.2006,-9999,-9999,-9999,-9999
,23.02.2006,-9999,-9999,-9999,-9999
,24.02.2006,-9999,-9999,-9999,-9999
,25.02.2006,-9999,-9999,-9999,-9999
,26.02.2006,-9999,-9999,-9999,-9999
,27.02.2006,-9999,-9999,-9999,-9999
,28.02.2006,-9999,-9999,-9999,-9999
,01.03.2006,-9999,-9999,-9999,-9999
,02.03.2006,-9999,-9999,-9999,-9999
,03.03.2006,-9999,-9999,-9999,-9999
,04.03.2006,-9999,-9999,-9999,-9999
,05.03.2006,0.297658635,0.329332003,0.282584986,0.193829259
,06.03.2006,0.297787274,0.330077181,0.283357121,0.194469839
,07.03.2006,0.298917996,0.330756901,0.284058207,0.195100835
,08.03.2006,0.298795357,0.331956932,0.284935356,0.195801918
,09.03.2006,0.294827571,0.331360494,0.285586923,0.196500572
,10.03.2006,0.292682083,0.330077782,0.285481011,0.196960267
,11.03.2006,0.290240828,0.328439707,0.284923077,0.197074327
,12.03.2006,0.289661041,0.327076319,0.284090045,0.196919687
,13.03.2006,0.289378083,0.326217414,0.283309237,0.196609072
,14.03.2006,0.289189884,0.325608703,0.282663962,0.196269268
,15.03.2006,0.289591434,0.325120749,0.282118,0.195970472
,16.03.2006,0.290577925,0.325159158,0.281762929,0.195692953
,17.03.2006,0.291731524,0.325657128,0.281690958,0.19553196
,18.03.2006,0.292085368,0.326121933,0.281842005,0.195519541
,19.03.2006,0.29189826,0.393216493,0.282052973,0.195638933
,20.03.2006,0.28993861,0.326068477,0.282206901,0.195815991
,21.03.2006,0.289437277,0.325222702,0.281962952,0.195887855
,22.03.2006,0.290255723,0.32447058,0.281544616,0.195808271
,23.03.2006,0.293191682,0.323858772,0.281050528,0.195624957
,24.03.2006,0.302837476,0.324116386,0.280684215,0.195436255
,25.03.2006,0.31030295,0.325227672,0.280725457,0.195356967
,26.03.2006,0.313481777,0.326920631,0.281114577,0.195450025
,27.03.2006,0.313858605,0.328489618,0.281726993,0.195746545
,28.03.2006,0.314869144,0.330126332,0.282349523,0.19613316
,29.03.2006,0.315999513,0.331943798,0.283170874,0.196639976
,30.03.2006,0.315794176,0.333670105,0.284209303,0.197270737
,31.03.2006,0.314801676,0.334690566,0.285260115,0.197974765
,01.04.2006,0.31450154,0.335466331,0.286109813,0.198659319
,02.04.2006,0.313304417,0.336193364,0.2869668,0.199286558
,03.04.2006,0.311498298,0.336187416,0.287652894,0.199915264
,04.04.2006,0.31115064,0.336320718,0.288084146,0.200478289
,05.04.2006,0.311450503,0.33671952,0.288555714,0.200978028
,06.04.2006,0.310525359,0.337778299,0.289302753,0.201556832
,07.04.2006,0.30766107,0.337804627,0.290050052,0.202220775
,08.04.2006,0.305088054,0.337149613,0.290401108,0.202820273
,09.04.2006,0.304605996,0.3365973,0.290403529,0.203251254
,10.04.2006,0.303109033,0.336376401,0.290446294,0.203595946
,11.04.2006,0.300524602,0.336620289,0.290929285,0.20403749
,12.04.2006,0.29631905,0.335931125,0.291267044,0.204499208
,13.04.2006,0.292589111,0.334483015,0.291155628,0.204933859
,14.04.2006,0.248266763,0.269745137,0.202380332,0.210459502
,15.04.2006,0.243548319,0.269092021,0.202902404,0.211009494
,16.04.2006,0.236890065,0.266220083,0.203187225,0.21152607
,17.04.2006,-9999,-9999,-9999,-9999
,18.04.2006,-9999,-9999,-9999,-9999
,19.04.2006,-9999,-9999,-9999,-9999
,20.04.2006,0.256597696,0.313615997,0.288223208,0.209585819
,21.04.2006,0.252959921,0.308729672,0.286571173,0.209783904
,22.04.2006,0.249198128,0.303895699,0.284917713,0.209925322
,23.04.2006,0.245848236,0.299910569,0.283594046,0.210148714
,24.04.2006,0.241568923,0.299304362,0.283569164,0.210523652
,25.04.2006,0.235612686,0.297345993,0.283293485,0.210905605
,26.04.2006,0.233172948,0.292439206,0.281319504,0.210867167
,27.04.2006,-9999,-9999,-9999,-9999
,28.04.2006,-9999,-9999,-9999,-9999
,29.04.2006,0.243539993,0.283190395,0.26976254,0.23397798
,30.04.2006,0.240851188,0.280604831,0.26828397,0.233881103
,01.05.2006,0.239311334,0.278515017,0.266616987,0.233764529
,02.05.2006,0.237506651,0.276675611,0.264581851,0.233691919
,03.05.2006,0.235162202,0.280888726,0.263944461,0.233572047
,04.05.2006,0.250675899,0.275584281,0.26427936,0.233576304
,05.05.2006,0.24808964,0.274125375,0.263839522,0.233627983
,06.05.2006,0.24943937,0.272126173,0.261913953,0.233299113
,07.05.2006,0.252416848,0.271473159,0.259147487,0.232768423
,08.05.2006,0.252437751,0.271660639,0.257657588,0.232499011
,09.05.2006,0.249998553,0.27089544,0.256406328,0.232284039
,10.05.2006,0.248015281,0.269387809,0.254732229,0.232110645
,11.05.2006,0.24637835,0.26758177,0.252738468,0.232239483
,12.05.2006,0.246462353,0.266315637,0.250438829,0.231937922
,13.05.2006,0.246511926,0.265300101,0.248102782,0.231615714
,14.05.2006,0.246795109,0.265147816,0.246123295,0.231404001
,15.05.2006,0.244458843,0.265057346,0.244667275,0.231336319
,16.05.2006,0.242494158,0.264360944,0.243193384,0.231333543
,17.05.2006,0.241063251,0.263949697,0.241832491,0.231294802
,18.05.2006,0.238654013,0.263290259,0.240573777,0.231232498
,19.05.2006,0.237909712,0.262900572,0.23921041,0.231097347
,20.05.2006,0.23639813,0.262864465,0.238293529,0.230946558
,21.05.2006,0.234485489,0.262572422,0.237345986,0.230757669
,22.05.2006,0.232175254,0.262476035,0.236767305,0.230579888
,23.05.2006,0.229035377,0.261937505,0.236512562,0.230501241
,24.05.2006,0.227107401,0.260737436,0.235414387,0.230099168
,25.05.2006,-9999,-9999,-9999,-9999
,26.05.2006,0.233583787,0.243733122,0.228130568,0.233371761
,27.05.2006,0.231988834,0.243800271,0.227580637,0.232946243
,28.05.2006,0.229520802,0.243647598,0.227023837,0.232432185
,29.05.2006,0.226244688,0.242882376,0.22656226,0.231933413
,30.05.2006,0.224115858,0.242029714,0.226079907,0.231485751
,31.05.2006,0.221963874,0.241081948,0.225495626,0.230810944
,01.06.2006,0.221068866,0.240272646,0.22478115,0.229992596
,02.06.2006,-9999,-9999,-9999,-9999
,03.06.2006,0.220610154,0.240357989,0.195334531,0.227934581
,04.06.2006,0.219629275,0.240677269,0.223403483,0.227113678
,05.06.2006,0.21858465,0.241252885,0.2235166,0.226399534
,06.06.2006,0.216964868,0.241618807,0.223743283,0.225818842
,07.06.2006,0.216116402,0.242071538,0.223964266,0.225295039
,08.06.2006,0.214316424,0.242634463,0.224453307,0.22495488
,09.06.2006,0.211661895,0.242619378,0.225019466,0.22473176
,10.06.2006,0.20906549,0.242300336,0.225398669,0.224562029
,11.06.2006,0.206861416,0.241574475,0.225509182,0.22426654
,12.06.2006,0.206085695,0.241231668,0.225549541,0.223984355
,13.06.2006,0.206056384,0.241452892,0.225629308,0.223609466
,14.06.2006,0.20542485,0.242046381,0.225945875,0.223354653
,15.06.2006,0.203490221,0.242432585,0.226540324,0.223347723
,16.06.2006,0.200754175,0.24219164,0.22720092,0.223510263
,17.06.2006,0.197900716,0.24090417,0.227458459,0.223630576
,18.06.2006,0.198100145,0.240280978,0.227377644,0.223512755
,19.06.2006,0.197937663,0.240528755,0.228167992,0.223426138
,20.06.2006,0.196576316,0.240767145,0.230845989,0.223401485
,21.06.2006,0.19462492,0.240324386,0.223134449,0.223568356
,22.06.2006,0.193381938,0.240014312,0.223476739,0.22382586
,23.06.2006,0.191436281,0.238935183,0.223612263,0.22399575
,24.06.2006,0.192812217,0.23879318,0.223530008,0.2241043
,25.06.2006,0.19128698,0.238920743,0.223646711,0.224278791
,26.06.2006,0.190227407,0.238210597,0.22364833,0.224473011
,27.06.2006,0.191026979,0.237932658,0.223519548,0.224610955
,28.06.2006,0.191090409,0.238314908,0.223570405,0.224770057
,29.06.2006,0.19051621,0.238193055,0.22365143,0.224855836
,30.06.2006,0.192124031,0.238771909,0.223847619,0.225123736
,01.07.2006,0.192462255,0.239555174,0.224187598,0.225363584
,02.07.2006,-9999,-9999,-9999,-9999
,03.07.2006,-9999,-9999,-9999,-9999
,04.07.2006,-9999,-9999,-9999,-9999
,05.07.2006,-9999,-9999,-9999,-9999
,06.07.2006,0.189303422,0.239976419,0.225784348,0.227321793
,07.07.2006,0.180027663,0.239845848,0.225913822,0.227607023
,08.07.2006,0.187980295,0.239865094,0.226056939,0.227879189
,09.07.2006,-9999,-9999,-9999,-9999
,10.07.2006,-9999,-9999,-9999,-9999
,11.07.2006,0.184201689,0.235617096,0.224264016,0.227431778
,12.07.2006,0.184071956,0.235810653,0.223862719,0.227123575
,13.07.2006,0.1862261,0.236420401,0.223726575,0.226971203
,14.07.2006,0.187923331,0.23780471,0.224035194,0.227051417
,15.07.2006,0.189644407,0.239313708,0.224681597,0.227394488
,16.07.2006,0.190816569,0.240910003,0.225555406,0.227942159
,17.07.2006,0.191215396,0.24202818,0.226507633,0.228669899
,18.07.2006,0.190742672,0.242604787,0.227220441,0.229256598
,19.07.2006,0.191032306,0.243449108,0.227762131,0.229898585
,20.07.2006,0.190512036,0.243820204,0.228222299,0.230505665
,21.07.2006,0.189633671,0.243307805,0.228542504,0.231030028
,22.07.2006,0.190262169,0.242935881,0.228670854,0.231409345
,23.07.2006,0.191270615,0.243028793,0.228782632,0.231623577
,24.07.2006,0.192557611,0.243472886,0.229109007,0.231877522
,25.07.2006,0.192149217,0.243914807,0.22956875,0.23220687
,26.07.2006,0.189272391,0.243137173,0.229833485,0.232533932
,27.07.2006,0.188476315,0.24185178,0.229579609,0.232712014
,28.07.2006,0.190413794,0.241551682,0.229223398,0.232732683
,29.07.2006,0.191706539,0.241918184,0.229240738,0.232771371
,30.07.2006,0.193084849,0.242454612,0.229503922,0.232907448
,31.07.2006,0.194505578,0.243380063,0.230000959,0.233186622
,01.08.2006,0.17737059,0.244064276,0.2314089,0.234502403
,02.08.2006,0.161630028,0.24426644,0.232613425,0.235819182
,03.08.2006,0.159994269,0.243786502,0.232755236,0.236159332
,04.08.2006,0.159562798,0.243236244,0.232669324,0.236380181
,05.08.2006,0.159926089,0.24318391,0.232585053,0.236535487
,06.08.2006,-9999,-9999,-9999,-9999
,07.08.2006,0.15990977,0.242479431,0.232418741,0.236722078
,08.08.2006,0.161057291,0.242980868,0.232470876,0.236813003
,09.08.2006,0.161599079,0.243502973,0.232785534,0.237025393
,10.08.2006,0.161835915,0.243835377,0.23314634,0.237313318
,11.08.2006,0.160781592,0.243701157,0.233452091,0.237642448
,12.08.2006,0.16018747,0.243351673,0.233526737,0.237884337
,13.08.2006,0.159368966,0.242765661,0.233432331,0.238044382
,14.08.2006,0.158571517,0.242372693,0.233248393,0.238104395
,15.08.2006,0.157504752,0.241529201,0.23295816,0.238081189
,16.08.2006,-9999,-9999,-9999,-9999
,17.08.2006,-9999,-9999,-9999,-9999
,18.08.2006,-9999,-9999,-9999,-9999
,19.08.2006,-9999,-9999,-9999,-9999
,20.08.2006,0.155600537,0.240057284,0.232187103,0.237891556
,21.08.2006,0.156247445,0.239818632,0.231880468,0.237796571
,22.08.2006,0.156353096,0.23991448,0.231791046,0.237729317
,23.08.2006,0.156463421,0.239995402,0.231807286,0.237710361
,24.08.2006,0.157032663,0.240278114,0.231906838,0.237757969
,25.08.2006,0.15622343,0.240628605,0.23216306,0.237886796
,26.08.2006,0.15270981,0.239763949,0.232217254,0.237975834
,27.08.2006,-9999,-9999,-9999,-9999
,28.08.2006,-9999,-9999,-9999,-9999
,29.08.2006,-9999,-9999,-9999,-9999
,30.08.2006,-9999,-9999,-9999,-9999
,31.08.2006,0.149879921,0.233859648,0.2280828,0.235620918
,01.09.2006,0.148120614,0.23373955,0.228045631,0.235326893
,02.09.2006,0.145517267,0.232723205,0.227737098,0.235041258
,03.09.2006,0.144353997,0.231144218,0.226979045,0.234576849
,04.09.2006,0.144625911,0.230454477,0.22617139,0.234071061
,05.09.2006,0.144845218,0.229987652,0.225599146,0.233572256
,06.09.2006,0.14567342,0.230175247,0.225263116,0.233153448
,07.09.2006,0.145673441,0.230421479,0.225206621,0.232885325
,08.09.2006,0.145000595,0.230338981,0.225193598,0.23276325
,09.09.2006,0.144750767,0.22904493,0.224964308,0.232879593
,10.09.2006,0.143266755,0.228129758,0.224573941,0.232669689
,11.09.2006,0.142560908,0.227237579,0.223988784,0.232365295
,12.09.2006,-9999,-9999,-9999,-9999
,13.09.2006,-9999,-9999,-9999,-9999
,14.09.2006,0.173682977,0.223323485,0.194890792,0.231709982
,15.09.2006,0.175083786,0.223859688,0.194822109,0.231286201
,16.09.2006,0.172774935,0.224129305,0.194933669,0.231083376
,17.09.2006,0.16826006,0.222176575,0.194287952,0.230878675
,18.09.2006,0.167521285,0.220272762,0.193507334,0.230428932
,19.09.2006,0.166770175,0.218936094,0.192649483,0.22977502
,20.09.2006,0.167706294,0.218392263,0.191610424,0.229102981
,21.09.2006,0.168306095,0.21847596,0.191096439,0.228547927
,22.09.2006,0.166205748,0.217921976,0.190846083,0.228142336
,23.09.2006,0.134075475,0.216544963,0.190621684,0.227741022
,24.09.2006,0.16308944,0.214947174,0.189698784,0.227227197
,25.09.2006,0.164379838,0.214310739,0.188536097,0.22659539
,26.09.2006,0.165603028,0.214527817,0.188548323,0.225993358
,27.09.2006,0.166910085,0.215126747,0.188782531,0.225588473
,28.09.2006,0.16588436,0.21523805,0.218773433,0.225371011
,29.09.2006,0.166605173,0.215013708,0.218787855,0.225240561
,30.09.2006,0.167570876,0.215418939,0.218628221,0.225129958
,01.10.2006,0.168128739,0.215910704,0.21874291,0.225102597
,02.10.2006,0.168154628,0.216185402,0.219029072,0.225191327
,03.10.2006,0.168181788,0.216302331,0.219196348,0.225300329
,04.10.2006,0.167019733,0.216177289,0.219296971,0.225425633
,05.10.2006,0.166333459,0.21541411,0.219095441,0.22545189
,06.10.2006,0.167712847,0.215405741,0.218868424,0.22539355
,07.10.2006,0.168998073,0.215990342,0.21890822,0.225348798
,08.10.2006,-9999,-9999,-9999,-9999
,09.10.2006,-9999,-9999,-9999,-9999
,10.10.2006,-9999,-9999,-9999,-9999
,11.10.2006,0.15879631,0.210709129,0.217458159,0.225288508
,12.10.2006,0.158958993,0.209045767,0.216053849,0.224543187
,13.10.2006,0.158809962,0.208243681,0.21497699,0.22379168
,14.10.2006,0.158623155,0.207607952,0.214127091,0.223023727
,15.10.2006,0.158907304,0.207045763,0.213466262,0.222339027
,16.10.2006,0.159503915,0.207133647,0.212980032,0.221754547
,17.10.2006,0.15776008,0.206833616,0.212689879,0.221319908
,18.10.2006,0.153787199,0.204884005,0.212147221,0.220902623
,19.10.2006,0.151406478,0.202441489,0.210939765,0.220282937
,20.10.2006,0.150895661,0.200437709,0.209472054,0.219390805
,21.10.2006,0.151065984,0.199489913,0.20821099,0.218409376
,22.10.2006,0.149494425,0.198391575,0.207227993,0.217474074
,23.10.2006,0.149163572,0.197109134,0.203944506,0.216574301
,24.10.2006,0.150257139,0.196632926,0.15561504,0.215697129
,25.10.2006,0.15112646,0.196755597,0.203600258,0.214901896
,26.10.2006,0.151414293,0.197137935,0.204350755,0.214297526
,27.10.2006,0.148767509,0.196192944,0.204104795,0.213843613
,28.10.2006,0.14917967,0.195151546,0.203423945,0.213341402
,29.10.2006,0.149948059,0.195013616,0.202825398,0.212770318
,30.10.2006,0.150502892,0.195045976,0.202481149,0.212275303
,31.10.2006,0.148691581,0.194784411,0.202262347,0.211874437
,01.11.2006,0.146567094,0.19337371,0.20178,0.211487105
,02.11.2006,0.144800198,0.19170141,0.200900477,0.210944029
,03.11.2006,0.144866849,0.190314611,0.199832364,0.210247717
,04.11.2006,0.147053296,0.190236103,0.198962717,0.209494766
,05.11.2006,0.148338848,0.190929046,0.198674557,0.208873235
,06.11.2006,0.150194182,0.191769287,0.198734603,0.208470043
,07.11.2006,0.151236665,0.192730541,0.198987005,0.208267166
,08.11.2006,0.152964553,0.193737878,0.199372475,0.208262293
,09.11.2006,0.153004077,0.194792848,0.199944521,0.208429021
,10.11.2006,0.150615378,0.194443939,0.200366441,0.208649438
,11.11.2006,0.147480622,0.192895633,0.20017403,0.208710062
,12.11.2006,0.146833122,0.191147545,0.199423905,0.208503361
,13.11.2006,0.144924897,0.189950397,0.198617244,0.208079187
,14.11.2006,0.14395669,0.188263299,0.197687719,0.207541168
,15.11.2006,0.143819551,0.18732221,0.196754108,0.206893583
,16.11.2006,0.143315975,0.186513847,0.195960343,0.206224449
,17.11.2006,0.144735633,0.186166518,0.195248013,0.205593575
,18.11.2006,0.145650679,0.186594537,0.194901986,0.205047552
,19.11.2006,0.145609992,0.186849803,0.194800075,0.20468238
,20.11.2006,0.144525805,0.186524678,0.19468685,0.204415474
,21.11.2006,0.144382989,0.185824902,0.194360066,0.204133767
,22.11.2006,0.145526896,0.18583074,0.192549516,0.203812719
,23.11.2006,0.145891902,0.186143756,0.166180314,0.203565989
,24.11.2006,0.145961597,0.186321558,0.166376084,0.203373051
,25.11.2006,0.144836132,0.185910558,0.166609591,0.203222554
,26.11.2006,0.14488867,0.185504216,0.137832931,0.203048785
,27.11.2006,0.143258285,0.184946028,0.146178867,0.202823643
,28.11.2006,0.141444978,0.183537243,0.186488004,0.202532448
,29.11.2006,-9999,-9999,-9999,-9999
,30.11.2006,-9999,-9999,-9999,-9999
,01.12.2006,0.139953949,0.180634889,0.190163061,0.201018175
,02.12.2006,0.139569871,0.179928852,0.189916888,0.200467063
,03.12.2006,0.138699311,0.179133018,0.189284185,0.199908663
,04.12.2006,0.137820947,0.178083711,0.188574877,0.199350975
,05.12.2006,0.13784153,0.177305521,0.187835853,0.198761512
,06.12.2006,0.138032533,0.176955018,0.187219548,0.198180253
,07.12.2006,0.138277331,0.176707712,0.186769456,0.197655792
,08.12.2006,0.138317562,0.176581362,0.18639919,0.19718719
,09.12.2006,0.138732069,0.176538648,0.186111922,0.196798393
,10.12.2006,0.138987661,0.176640933,0.185922085,0.196452023
,11.12.2006,0.139419237,0.176708205,0.185790886,0.196180764
,12.12.2006,0.13960792,0.176942114,0.185706226,0.195965447
,13.12.2006,0.139157639,0.176779106,0.18566779,0.195788687
,14.12.2006,0.139959898,0.176649467,0.185511788,0.195602041
,15.12.2006,0.140801862,0.177177687,0.18546887,0.195436118
,16.12.2006,0.141283569,0.177612011,0.185600726,0.195352699
,17.12.2006,-9999,-9999,-9999,-9999
,18.12.2006,-9999,-9999,-9999,-9999
,19.12.2006,-9999,-9999,-9999,-9999
,20.12.2006,-9999,-9999,-9999,-9999
,21.12.2006,-9999,-9999,-9999,-9999
,22.12.2006,-9999,-9999,-9999,-9999
,23.12.2006,0.137943268,0.174317064,0.183793344,0.194037873
,24.12.2006,0.13795004,0.174055703,0.183510024,0.193741666
,25.12.2006,0.137897776,0.173819584,0.183251254,0.193457407
,26.12.2006,0.137744333,0.173487966,0.183016156,0.193199118
,27.12.2006,0.138000662,0.173284029,0.182757297,0.192949326
,28.12.2006,0.138346684,0.173302999,0.182580027,0.192725546
,29.12.2006,-9999,-9999,-9999,-9999
,30.12.2006,-9999,-9999,-9999,-9999
,31.12.2006,0.138661627,0.173407176,0.182374191,0.192235744
,01.01.2007,0.138481836,0.173181637,0.182291018,0.192115137
,02.01.2007,0.138192585,0.17285193,0.182128945,0.191978664
,03.01.2007,0.138100026,0.172480782,0.18193601,0.191810013
,04.01.2007,0.138550208,0.172362106,0.181716412,0.191620284
,05.01.2007,0.139180748,0.172555613,0.181600768,0.191448352
,06.01.2007,0.139623008,0.172890608,0.181584664,0.191313278
,07.01.2007,0.139505658,0.172996287,0.175578139,0.19124989
,08.01.2007,0.138944355,0.172710345,0.156851129,0.191187614
,09.01.2007,0.139201452,0.17246697,0.156732729,0.191099309
,10.01.2007,0.139329008,0.17244716,0.156661983,0.190971039
,11.01.2007,0.139598225,0.172457125,0.179825909,0.190851875
,12.01.2007,0.139342464,0.172427596,0.178599241,0.190734437
,13.01.2007,0.138509634,0.171916185,0.180504408,0.19062942
,14.01.2007,0.137573072,0.171064743,0.180594319,0.190476952
,15.01.2007,0.13687895,0.170142229,0.180068773,0.190221553
,16.01.2007,0.136112479,0.169181505,0.155411714,0.189872769
,17.01.2007,0.135699532,0.168349706,0.174467513,0.189470494
,18.01.2007,0.13568833,0.167708161,0.154586808,0.18902814
