@T,A1A2A3,,,,
descr,average observed soil water content at probes A1 A2 A3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,18.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1570.333333,,,
x,,513651,,,
y,,4495344.667,,,
,28.09.2007,-9999,-9999,-9999,-9999
,29.09.2007,-9999,-9999,-9999,-9999
,30.09.2007,-9999,-9999,-9999,-9999
,01.10.2007,-9999,-9999,-9999,-9999
,02.10.2007,-9999,-9999,-9999,-9999
,03.10.2007,-9999,-9999,-9999,-9999
,04.10.2007,-9999,-9999,-9999,-9999
,05.10.2007,0.326376716,0.26697419,0.26071595,0.248692267
,06.10.2007,0.327942154,0.267667006,0.260682119,0.248386289
,07.10.2007,0.327074377,0.268364107,0.260903192,0.248268135
,08.10.2007,-9999,-9999,-9999,-9999
,09.10.2007,-9999,-9999,-9999,-9999
,10.10.2007,-9999,-9999,-9999,-9999
,11.10.2007,-9999,-9999,-9999,-9999
,12.10.2007,-9999,-9999,-9999,-9999
,13.10.2007,0.320245236,0.264679587,0.258640085,0.246436738
,14.10.2007,0.318753724,0.263478839,0.258205269,0.24611471
,15.10.2007,-9999,-9999,-9999,-9999
,16.10.2007,0.322523491,0.262092212,0.256129862,0.244647945
,17.10.2007,0.325150399,0.261817441,0.255727535,0.2437025
,18.10.2007,0.324526116,0.260788276,0.255451915,0.242878095
,19.10.2007,0.324162714,0.259154055,0.254815257,0.242147335
,20.10.2007,0.327518974,0.258760486,0.254085243,0.24143091
,21.10.2007,0.326427016,0.259170553,0.253805187,0.240871961
,22.10.2007,0.320898076,0.256944248,0.253347012,0.24042806
,23.10.2007,0.320869413,0.254610775,0.252081585,0.239769708
,24.10.2007,0.322688105,0.254195629,0.250998154,0.238920526
,25.10.2007,0.324081853,0.254580291,0.250462858,0.238154577
,26.10.2007,0.324633207,0.25534909,0.250336426,0.237643627
,27.10.2007,0.322787435,0.255378811,0.250349394,0.237355965
,28.10.2007,0.319754257,0.254159572,0.250056195,0.23709198
,29.10.2007,0.320210813,0.253340608,0.249370756,0.236697357
,30.10.2007,0.321869766,0.253585254,0.248933137,0.236220776
,31.10.2007,0.321675025,0.254527628,0.248941308,0.235888057
,01.11.2007,0.31784715,0.253926593,0.248951605,0.235737472
,02.11.2007,0.316849685,0.252939499,0.248497816,0.235541915
,03.11.2007,0.313425701,0.251810651,0.247956993,0.235183108
,04.11.2007,0.312464852,0.250496791,0.247164288,0.23470234
,05.11.2007,0.31286132,0.250323816,0.246509931,0.234157454
,06.11.2007,0.308876495,0.249601373,0.246077379,0.23366808
,07.11.2007,0.306808156,0.247978867,0.245312184,0.233163179
,08.11.2007,0.307196229,0.247344825,0.244435153,0.232546314
,09.11.2007,0.30698818,0.247470013,0.243907414,0.231961885
,10.11.2007,0.306573946,0.247588309,0.243675969,0.231520981
,11.11.2007,0.305795948,0.247709572,0.243564686,0.231189186
,12.11.2007,0.304939301,0.247869697,0.243497852,0.230948985
,13.11.2007,0.302152116,0.247245536,0.243321435,0.230731359
,14.11.2007,0.301259514,0.246632925,0.242924877,0.230482241
,15.11.2007,0.296295281,0.245268805,0.242459745,0.230139738
,16.11.2007,0.29567989,0.243395489,0.241476188,0.229637203
,17.11.2007,0.296323615,0.243278919,0.240668515,0.228993139
,18.11.2007,0.296347564,0.243392453,0.240231241,0.228441979
,19.11.2007,0.29629112,0.24383361,0.240087194,0.228013859
,20.11.2007,0.294491127,0.244055041,0.240081203,0.227783658
,21.11.2007,0.291043326,0.242947337,0.239928828,0.227591554
,22.11.2007,0.28791398,0.241154291,0.239210499,0.227242149
,23.11.2007,0.285474728,0.239059136,0.238119187,0.226705765
,24.11.2007,0.283311607,0.237247458,0.236876863,0.22595672
,25.11.2007,0.281503453,0.23537416,0.235638102,0.225087154
,26.11.2007,0.317035643,0.233991419,0.234412053,0.224160475
,27.11.2007,0.279737351,0.232912959,0.233332988,0.223233966
,28.11.2007,0.279577318,0.232075395,0.232467723,0.222324946
,29.11.2007,0.278244708,0.231444104,0.231525454,0.221514258
,30.11.2007,0.276996782,0.230455858,0.230775391,0.220766148
,01.12.2007,0.27534579,0.22929096,0.229994237,0.220022088
,02.12.2007,0.274588691,0.228247899,0.229122382,0.219252486
,03.12.2007,0.273959301,0.227470667,0.228438262,0.218469032
,04.12.2007,0.276418843,0.227245145,0.227736917,0.21772278
,05.12.2007,0.281378953,0.229036576,0.227512726,0.217077357
,06.12.2007,0.28181041,0.23083425,0.228013128,0.216772265
,07.12.2007,0.281464376,0.231601724,0.228506688,0.216765725
,08.12.2007,0.27982011,0.231533949,0.228782025,0.216841093
,09.12.2007,0.278400676,0.230909941,0.228767066,0.216791602
,10.12.2007,0.277279019,0.23014428,0.228438893,0.216637448
,11.12.2007,0.276825699,0.229401181,0.227938917,0.216373279
,12.12.2007,0.277046122,0.229031979,0.227521042,0.216004385
,13.12.2007,0.276972877,0.228859736,0.227255907,0.215627253
,14.12.2007,0.276785307,0.228659277,0.227005386,0.215291496
,15.12.2007,0.27613436,0.228388796,0.226773996,0.2149736
,16.12.2007,0.274861162,0.227775274,0.226453942,0.214664911
,17.12.2007,0.273925352,0.226981572,0.226042533,0.214313173
,18.12.2007,0.273393826,0.22624463,0.225511316,0.213888706
,19.12.2007,0.27305382,0.225699012,0.225004674,0.213447465
,20.12.2007,0.272879436,0.225244523,0.224581573,0.212987528
,21.12.2007,0.272778074,0.22489182,0.224153811,0.212556347
,22.12.2007,0.272462083,0.224586938,0.223800528,0.212149411
,23.12.2007,0.27181907,0.224151264,0.223474204,0.211791025
,24.12.2007,0.271386008,0.22360552,0.22306298,0.21139017
,25.12.2007,0.271014624,0.223153004,0.222641414,0.210976958
,26.12.2007,0.270886468,0.222830726,0.222217629,0.210586664
,27.12.2007,0.270207041,0.222442735,0.221802655,0.210254827
,28.12.2007,0.269697693,0.222065378,0.221658021,0.209884914
,29.12.2007,0.269499387,0.221796195,0.221396747,0.209523009
,30.12.2007,0.269078571,0.221543346,0.221144561,0.209198085
,31.12.2007,0.26868799,0.221302435,0.220881412,0.208861043
,01.01.2008,0.267084426,0.221022166,0.220543126,0.20856503
,02.01.2008,0.260727397,0.220682007,0.220350202,0.20826473
,03.01.2008,0.253830285,0.220327238,0.220081098,0.207975164
,04.01.2008,0.252783708,0.220064313,0.219697916,0.20768982
,05.01.2008,0.25445872,0.219947515,0.219428253,0.207393986
,06.01.2008,0.257188975,0.219978619,0.219190026,0.207139148
,07.01.2008,0.261405459,0.220064403,0.219024736,0.206921637
,08.01.2008,0.264490316,0.220190042,0.219016368,0.20671781
,09.01.2008,0.264066234,0.220218682,0.218689672,0.206555251
,10.01.2008,0.262212459,0.2201529,0.218885011,0.20639456
,11.01.2008,0.260489337,0.220045196,0.218993377,0.206227237
,12.01.2008,0.25959966,0.219954411,0.218842939,0.206066774
,13.01.2008,0.257693677,0.219836155,0.218773757,0.170238354
,14.01.2008,0.255242559,0.219697722,0.218700593,0.205726346
,15.01.2008,0.254452388,0.219563611,0.218619825,0.20554454
,16.01.2008,0.2514179,0.219414955,0.218508001,0.205348649
,17.01.2008,0.241270497,0.219062317,0.218341745,0.205127018
,18.01.2008,0.232446472,0.218340603,0.218142188,0.204912273
,19.01.2008,0.227568983,0.217537631,0.217806472,0.204618209
,20.01.2008,0.225772026,0.216783134,0.217467482,0.20431015
,21.01.2008,0.224598043,0.216146874,0.216974139,0.203960897
,22.01.2008,0.219000212,0.214938447,0.216636053,0.203591709
,23.01.2008,0.21651114,0.212236999,0.216289025,0.203238713
,24.01.2008,0.214984575,0.210139241,0.215820901,0.202854844
,25.01.2008,0.215625672,0.208695232,0.215457053,0.202516953
,26.01.2008,0.21897071,0.208663142,0.215275979,0.202366404
,27.01.2008,0.223175621,0.209411292,0.215362821,0.20238852
,28.01.2008,0.228105571,0.210571591,0.215526616,0.202289192
,29.01.2008,0.232220586,0.211849486,0.215528118,0.202216925
,30.01.2008,0.230415406,0.212897791,0.215361231,0.202167355
,31.01.2008,0.224236156,0.21330571,0.215430981,0.201950181
,01.02.2008,0.222327335,0.213070408,0.21529212,0.201772502
,02.02.2008,0.223028345,0.213061468,0.215210558,0.20171994
,03.02.2008,0.220954894,0.213172008,0.215164431,0.201657946
,04.02.2008,0.220585638,0.213052483,0.215050207,0.201599091
,05.02.2008,0.219680938,0.213054338,0.215174598,0.201514116
,06.02.2008,0.216079615,0.212854643,0.215187514,0.201412712
,07.02.2008,0.213623583,0.211866545,0.215078108,0.201281288
,08.02.2008,0.215613923,0.211152098,0.215000982,0.164346499
,09.02.2008,0.218837439,0.211431264,0.215106374,0.201287049
,10.02.2008,0.223697268,0.212228274,0.215610248,0.201320196
,11.02.2008,0.227111064,0.213256568,0.21574945,0.201357599
,12.02.2008,0.231255268,0.214189204,0.21595543,0.201456098
,13.02.2008,0.239292018,0.214990287,0.216345893,0.201543473
,14.02.2008,0.253506206,0.220973214,0.216824137,0.201620485
,15.02.2008,0.254670031,0.228378131,0.217429815,0.201708018
,16.02.2008,0.257295287,0.232110567,0.220828632,0.201822509
,17.02.2008,0.259103911,0.237389953,0.228515681,0.202114746
,18.02.2008,0.258941923,0.236549467,0.233336161,0.203427003
,19.02.2008,0.259347474,0.237049606,0.234781107,0.207064567
,20.02.2008,0.260854565,0.237777755,0.237206637,0.210988794
,21.02.2008,0.262384946,0.236604536,0.237261751,0.214178116
,22.02.2008,0.26532512,0.236668816,0.237430295,0.215651541
,23.02.2008,0.269864655,0.236835482,0.237604428,0.21670208
,24.02.2008,0.275728761,0.236704149,0.237445627,0.21726814
,25.02.2008,0.283140225,0.236754541,0.237157752,0.217414322
,26.02.2008,0.284916817,0.236975104,0.236911565,0.217372968
,27.02.2008,0.285562919,0.237193996,0.236584746,0.217120111
,28.02.2008,0.287541901,0.237632235,0.23637376,0.216900029
,29.02.2008,0.289493185,0.238804549,0.236487829,0.216803239
,01.03.2008,0.290422081,0.23975272,0.236822697,0.216857975
,02.03.2008,0.292175334,0.240998024,0.237249847,0.217068216
,03.03.2008,0.287912738,0.240762251,0.23771724,0.217382283
,04.03.2008,0.2867105,0.239443315,0.237469583,0.217603914
,05.03.2008,0.286406391,0.238736341,0.237031681,0.217582853
,06.03.2008,0.285340356,0.238146714,0.2366314,0.217470758
,07.03.2008,0.284386103,0.237298593,0.236157312,0.217320657
,08.03.2008,0.286024815,0.236952617,0.235812643,0.217085402
,09.03.2008,0.287904094,0.237707658,0.235631124,0.216898042
,10.03.2008,0.288301126,0.238454837,0.23584929,0.216809624
,11.03.2008,0.289089845,0.238955446,0.236197511,0.216867075
,12.03.2008,0.291586487,0.240051802,0.236492079,0.217020092
,13.03.2008,0.29096852,0.24110875,0.237109505,0.217295673
,14.03.2008,0.290185462,0.241355148,0.237625453,0.217672957
,15.03.2008,0.289110985,0.241195302,0.237940664,0.218030722
,16.03.2008,0.288893333,0.241215417,0.237901572,0.218307345
,17.03.2008,0.286157881,0.240474959,0.23794262,0.218515653
,18.03.2008,0.284991915,0.239262386,0.237554612,0.218569875
,19.03.2008,0.285216502,0.238737996,0.237017057,0.218430015
,20.03.2008,0.286657301,0.238970196,0.236735769,0.21824353
,21.03.2008,0.28685262,0.239750299,0.236775193,0.218150165
,22.03.2008,0.285740661,0.239931464,0.236985692,0.218212491
,23.03.2008,0.284074718,0.239511526,0.237059264,0.218270103
,24.03.2008,0.284108396,0.239095506,0.236818826,0.218261496
,25.03.2008,0.285594428,0.239738325,0.236723652,0.218161698
,26.03.2008,0.285963318,0.24079541,0.236955508,0.218164097
,27.03.2008,0.286767588,0.242127667,0.237517934,0.21839693
,28.03.2008,0.282767543,0.24206369,0.238106819,0.218743426
,29.03.2008,0.281453309,0.241238124,0.238119513,0.218985816
,30.03.2008,0.281578248,0.241380889,0.238027986,0.219129785
,31.03.2008,0.278992136,0.24091892,0.238109721,0.219282701
,01.04.2008,0.276235884,0.239673175,0.237779909,0.219299791
,02.04.2008,0.275353982,0.238349223,0.237056622,0.219071813
,03.04.2008,0.277137349,0.238544142,0.236571365,0.218736089
,04.04.2008,0.275269904,0.238943711,0.236437995,0.21851045
,05.04.2008,0.27571823,0.239303642,0.236382896,0.218395233
,06.04.2008,0.274432168,0.239943728,0.236563192,0.218389679
,07.04.2008,0.273321107,0.240329164,0.23689381,0.218508141
,08.04.2008,0.271208273,0.239831334,0.237027828,0.218685812
,09.04.2008,0.271672012,0.239873736,0.236905396,0.218740822
,10.04.2008,0.269256087,0.23990534,0.237089883,0.218879136
,11.04.2008,0.268395043,0.238625466,0.236868477,0.218911941
,12.04.2008,0.269328722,0.238463719,0.236191011,0.218673354
,13.04.2008,0.271090851,0.238931374,0.235860405,0.218306575
,14.04.2008,0.274606321,0.240415878,0.23598943,0.217964401
,15.04.2008,0.276332526,0.242316123,0.236715348,0.217853654
,16.04.2008,0.276484363,0.244165309,0.237770308,0.218094167
,17.04.2008,0.27236532,0.244287518,0.238780602,0.218677618
,18.04.2008,0.270718572,0.2435318,0.238981962,0.219149288
,19.04.2008,0.269651526,0.243503325,0.238918954,0.219345154
,20.04.2008,0.267240088,0.244054575,0.239020075,0.219437699
,21.04.2008,0.263846263,0.244669204,0.239540134,0.219763597
,22.04.2008,0.259071995,0.244232675,0.24003831,0.220252108
,23.04.2008,0.255805486,0.243465722,0.240030344,0.220585372
,24.04.2008,0.253082488,0.243453291,0.240023545,0.220777211
,25.04.2008,0.248322679,0.243326439,0.240271693,0.221102032
,26.04.2008,0.243438338,0.242148551,0.240451478,0.221528878
,27.04.2008,0.239080118,0.240223312,0.240152093,0.221778932
,28.04.2008,0.236191173,0.238566689,0.239280516,0.221645682
,29.04.2008,0.233436629,0.237562308,0.238521285,0.221328876
,30.04.2008,0.230314137,0.236764103,0.237936233,0.221022548
,01.05.2008,0.228156735,0.236827642,0.237985705,0.221033965
,02.05.2008,0.222465882,0.235393234,0.238162449,0.221191143
,03.05.2008,0.218814743,0.23253145,0.237298363,0.221077219
,04.05.2008,0.218886328,0.230562309,0.235661628,0.220396777
,05.05.2008,0.218731972,0.230082485,0.234350411,0.219519442
,06.05.2008,0.217283032,0.230217999,0.233568105,0.218867799
,07.05.2008,0.215569054,0.23080603,0.233505978,0.218689744
,08.05.2008,0.212487793,0.23087888,0.233900089,0.21900887
,09.05.2008,0.208328172,0.229232188,0.233461396,0.219095078
,10.05.2008,0.206283555,0.227745238,0.23243838,0.218772032
,11.05.2008,0.201828016,0.22560018,0.231337436,0.218262555
,12.05.2008,0.201403058,0.223780113,0.229411206,0.217024627
,13.05.2008,0.198886368,0.223540912,0.228727115,0.216363053
,14.05.2008,0.195570022,0.222084916,0.228178673,0.215824514
,15.05.2008,0.194628379,0.220654637,0.226972959,0.21483393
,16.05.2008,0.193398245,0.219649554,0.225854369,0.213533458
,17.05.2008,0.193071456,0.218835263,0.22441341,0.211879542
,18.05.2008,0.191903392,0.218727556,0.223171391,0.210151647
,19.05.2008,0.190163326,0.218873089,0.222586299,0.208648643
,20.05.2008,0.188153978,0.219077296,0.222577846,0.20774784
,21.05.2008,-9999,-9999,-9999,-9999
,22.05.2008,-9999,-9999,-9999,-9999
,23.05.2008,-9999,-9999,-9999,-9999
,24.05.2008,-9999,-9999,-9999,-9999
,25.05.2008,0.176955593,0.215183848,0.222296337,0.205741059
,26.05.2008,0.175646048,0.215262204,0.222553365,0.205838951
,27.05.2008,0.17121206,0.214237511,0.223226244,0.206546227
,28.05.2008,0.170857333,0.212191032,0.222823384,0.206833268
,29.05.2008,0.175393661,0.212083731,0.222313493,0.206742625
,30.05.2008,0.178126103,0.213229066,0.222350371,0.20666322
,31.05.2008,0.180296153,0.214019431,0.222802874,0.206753753
,01.06.2008,-9999,-9999,-9999,-9999
,02.06.2008,-9999,-9999,-9999,-9999
,03.06.2008,-9999,-9999,-9999,-9999
,04.06.2008,0.178915127,0.218148225,0.225767082,0.207632313
,05.06.2008,0.204970414,0.216783673,0.226301818,0.208435821
,06.06.2008,0.261112298,0.213821179,0.225767541,0.208973599
,07.06.2008,0.266936194,0.213182539,0.224684714,0.208909855
,08.06.2008,0.266588115,0.213674527,0.224327866,0.208740021
,09.06.2008,0.263311126,0.213934426,0.224336494,0.208752129
,10.06.2008,0.259973034,0.214460903,0.218298156,0.208854966
,11.06.2008,0.254966446,0.215562573,0.217056848,0.209076141
,12.06.2008,0.246436856,0.215152816,0.217481228,0.209378789
,13.06.2008,0.239649193,0.21483261,0.217345375,0.209490272
,14.06.2008,0.231751649,0.215344802,0.217270063,0.209391511
,15.06.2008,0.22302014,0.216357183,0.217369932,0.20910505
,16.06.2008,0.215860602,0.217560457,0.217987372,0.208878929
,17.06.2008,0.208373792,0.218051224,0.21851284,0.208653757
,18.06.2008,0.201014349,0.218624033,0.218725661,0.208269601
,19.06.2008,0.194603392,0.218899975,0.219039649,0.207984592
,20.06.2008,0.189576557,0.219256307,0.21933429,0.207667918
,21.06.2008,0.184912576,0.219381871,0.21969553,0.207361021
,22.06.2008,0.180614033,0.219248438,0.219988762,0.206908469
,23.06.2008,0.176919046,0.218992083,0.220233401,0.206626945
,24.06.2008,-9999,-9999,-9999,-9999
,25.06.2008,-9999,-9999,-9999,-9999
,26.06.2008,-9999,-9999,-9999,-9999
,27.06.2008,0.16755135,0.217957642,0.221441424,0.205819486
,28.06.2008,0.166772693,0.218012161,0.22181475,0.205810496
,29.06.2008,0.164948506,0.217930058,0.222433543,0.205827723
,30.06.2008,-9999,-9999,-9999,-9999
,01.07.2008,-9999,-9999,-9999,-9999
,02.07.2008,0.163882796,0.218389353,0.223926377,0.206106437
,03.07.2008,-9999,-9999,-9999,-9999
,04.07.2008,-9999,-9999,-9999,-9999
,05.07.2008,0.162715546,0.218055145,0.225303657,0.206884755
,06.07.2008,-9999,-9999,-9999,-9999
,07.07.2008,-9999,-9999,-9999,-9999
,08.07.2008,0.160364599,0.218143679,0.226892977,0.220481269
,09.07.2008,-9999,-9999,-9999,-9999
,10.07.2008,0.162235515,0.218707928,0.227247227,0.208030287
,11.07.2008,-9999,-9999,-9999,-9999
,12.07.2008,-9999,-9999,-9999,-9999
,13.07.2008,-9999,-9999,-9999,-9999
,14.07.2008,-9999,-9999,-9999,-9999
,15.07.2008,-9999,-9999,-9999,-9999
,16.07.2008,-9999,-9999,-9999,-9999
,17.07.2008,-9999,-9999,-9999,-9999
,18.07.2008,-9999,-9999,-9999,-9999
,19.07.2008,-9999,-9999,-9999,-9999
,20.07.2008,-9999,-9999,-9999,-9999
,21.07.2008,-9999,-9999,-9999,-9999
,22.07.2008,-9999,-9999,-9999,-9999
,23.07.2008,0.165340514,0.227000096,0.235265146,0.214215344
,24.07.2008,0.163441005,0.227039214,0.236017454,0.214758855
,25.07.2008,0.161888814,0.226740546,0.236168702,0.215289664
,26.07.2008,0.160349634,0.225927023,0.236223932,0.215622979
,27.07.2008,0.160517478,0.225507722,0.236535563,0.215739514
,28.07.2008,0.160624469,0.225685502,0.235920732,0.215835384
,29.07.2008,0.160119985,0.22578594,0.236283631,0.215943263
,30.07.2008,0.160098633,0.225924049,0.236389477,0.216093566
,31.07.2008,0.16020556,0.226217677,0.236399084,0.216275829
,01.08.2008,0.160755854,0.226832079,0.236868673,0.216504083
,02.08.2008,0.160815553,0.227567103,0.236996958,0.216838571
,03.08.2008,0.160553813,0.228184783,0.237448287,0.217121321
,04.08.2008,0.158222107,0.228063668,0.238063153,0.217523556
,05.08.2008,0.157037306,0.227268404,0.237891402,0.217826991
,06.08.2008,0.158834113,0.226807121,0.237624898,0.21794562
,07.08.2008,0.179096284,0.225710074,0.237228835,0.217885351
,08.08.2008,0.184965754,0.224369341,0.236940061,0.217633724
,09.08.2008,0.187314549,0.223291832,0.236232823,0.217236274
,10.08.2008,0.189820343,0.223093647,0.235535488,0.216835295
,11.08.2008,0.190211731,0.222888236,0.235404361,0.216501066
,12.08.2008,0.190565776,0.222354619,0.234880931,0.216232034
,13.08.2008,0.192117328,0.222237224,0.234565977,0.215978398
,14.08.2008,0.194731534,0.222269307,0.234230736,0.215699649
,15.08.2008,0.221227156,0.221269874,0.234145306,0.215431506
,16.08.2008,0.347518786,0.231185514,0.233038258,0.214787504
,17.08.2008,0.378896465,0.259796209,0.230589014,0.213553016
,18.08.2008,0.374441065,0.265232099,0.228650106,0.212033877
,19.08.2008,0.371400854,0.271922282,0.228765293,0.210879446
,20.08.2008,0.369293928,0.280467336,0.232558413,0.210170416
,21.08.2008,0.368119916,0.289076743,0.238353902,0.209809975
,22.08.2008,0.366867183,0.297052366,0.244433806,0.209736897
,23.08.2008,0.365043851,0.303395368,0.249100226,0.209770223
,24.08.2008,0.364117192,0.308106114,0.252470452,0.209950224
,25.08.2008,0.363277335,0.311571451,0.255019236,0.210154289
,26.08.2008,0.362235056,0.313660285,0.257065632,0.210411368
,27.08.2008,0.361647196,0.315510486,0.258702044,0.210716419
,28.08.2008,0.359528506,0.316491494,0.260123731,0.21106949
,29.08.2008,0.357756762,0.316839133,0.260940738,0.211394796
,30.08.2008,0.35804842,0.31748832,0.261462151,0.211635726
,31.08.2008,0.357918123,0.318543484,0.26198295,0.211874975
,01.09.2008,0.357361508,0.31925831,0.262485711,0.212182501
,02.09.2008,0.3551679,0.319212495,0.262915526,0.212591701
,03.09.2008,0.352677569,0.318089827,0.262760661,0.212870487
,04.09.2008,0.351409015,0.31689419,0.262932364,0.213604334
,05.09.2008,0.350039659,0.316046961,0.263021315,0.214144708
,06.09.2008,0.347467372,0.314229144,0.262110241,0.213723616
,07.09.2008,0.34849953,0.313393567,0.260893415,0.213203421
,08.09.2008,0.347231845,0.313476486,0.260331092,0.212759539
,09.09.2008,0.344694456,0.311951906,0.259657224,0.212344718
,10.09.2008,-9999,-9999,-9999,-9999
,11.09.2008,-9999,-9999,-9999,-9999
,12.09.2008,0.346926074,0.310153221,0.257721742,0.211240768
,13.09.2008,0.359950027,0.310371495,0.256886369,0.210756686
,14.09.2008,0.360283748,0.311955526,0.256028577,0.21014691
,15.09.2008,0.359159237,0.313173082,0.256144476,0.209519997
,16.09.2008,0.359503074,0.314543963,0.2564963,0.209026334
,17.09.2008,0.360237261,0.316343223,0.257156428,0.208708002
,18.09.2008,0.360441474,0.318059855,0.25788562,0.208750514
,19.09.2008,0.360082337,0.319378793,0.258605161,0.209018712
,20.09.2008,0.358738803,0.320020367,0.259183623,0.209438064
,21.09.2008,0.358218336,0.320389428,0.259447878,0.209910194
,22.09.2008,0.357432768,0.320644221,0.259534787,0.210333567
,23.09.2008,0.356628015,0.320946772,0.259652281,0.210868358
,24.09.2008,0.355245146,0.3208496,0.259715707,0.211542196
,25.09.2008,0.357779876,0.321317923,0.259315113,0.212184107
,26.09.2008,0.359029809,0.321654958,0.258981597,0.213032468
,27.09.2008,0.356943327,0.321125204,0.258832135,0.214182995
,28.09.2008,0.355265164,0.320350595,0.258411574,0.215471041
,29.09.2008,0.353742389,0.319825455,0.258028108,0.216871742
,30.09.2008,0.351282033,0.318957418,0.257619969,0.218101217
,01.10.2008,0.349529765,0.318194602,0.257208539,0.219155927
,02.10.2008,0.347255531,0.317524293,0.256840383,0.220036676
,03.10.2008,0.344360757,0.316474622,0.25650102,0.220713102
,04.10.2008,0.342196272,0.31537907,0.25619253,0.221212248
,05.10.2008,0.340149214,0.314412942,0.255858695,0.22159295
,06.10.2008,0.336789803,0.31350906,0.255441955,0.221844601
,07.10.2008,0.332057208,0.311791934,0.254857765,0.222026232
,08.10.2008,0.328410865,0.309961396,0.254134929,0.222107847
,09.10.2008,0.325769202,0.308731552,0.253663816,0.222108249
,10.10.2008,0.322119321,0.306822262,0.253086612,0.222054417
,11.10.2008,0.319482797,0.304723187,0.252207587,0.221843169
,12.10.2008,0.316009194,0.302091936,0.251016204,0.22139835
,13.10.2008,0.312928664,0.299180098,0.249501186,0.220705906
,14.10.2008,0.310727451,0.296697173,0.247820264,0.219839945
,15.10.2008,0.30939995,0.294566928,0.246330393,0.21890947
,16.10.2008,0.307987353,0.294850058,0.245140756,0.218035395
,17.10.2008,0.307755929,0.291808498,0.244271142,0.21734285
,18.10.2008,0.306625259,0.291131273,0.243788342,0.216830895
,19.10.2008,0.305448289,0.290515418,0.243771222,0.216525491
,20.10.2008,0.304247524,0.290283152,0.24377372,0.216452268
,21.10.2008,0.302192898,0.289526789,0.243891323,0.216476566
,22.10.2008,0.297171774,0.287529187,0.24357379,0.216410749
,23.10.2008,0.292663643,0.283984473,0.242481919,0.216016229
,24.10.2008,0.291680466,0.280847312,0.241008423,0.215310572
,25.10.2008,0.291239292,0.278905726,0.239856492,0.214519312
,26.10.2008,0.291921258,0.277847953,0.239189712,0.213840734
,27.10.2008,0.288453043,0.276782793,0.238809151,0.213372926
,28.10.2008,0.286810425,0.274445842,0.238354462,0.212970349
,29.10.2008,0.286837304,0.272808487,0.23753688,0.212481701
,30.10.2008,0.286992454,0.27181199,0.237140168,0.212059387
,31.10.2008,0.2773159,0.28745351,0.240826752,0.212550449
,01.11.2008,0.265694829,0.275640441,0.249593443,0.214654816
,02.11.2008,0.266836774,0.276002263,0.249686002,0.214610198
,03.11.2008,0.268209974,0.276544564,0.249913033,0.217398064
,04.11.2008,0.268283676,0.277143208,0.250299448,0.214779839
,05.11.2008,0.267238065,0.277118478,0.250589171,0.214948935
,06.11.2008,0.264468965,0.28768914,0.250554467,0.215037083
,07.11.2008,0.262566178,0.274654554,0.24994482,0.214869678
,08.11.2008,0.262598304,0.273500673,0.249325288,0.214487665
,09.11.2008,0.262626567,0.272978416,0.248645619,0.214000213
,10.11.2008,0.262811431,0.283414654,0.248138934,0.213584419
,11.11.2008,0.262030635,0.272183839,0.247746234,0.213191408
,12.11.2008,0.261998681,0.282209707,0.247352937,0.21281674
,13.11.2008,0.262486224,0.281889157,0.246922827,0.212469328
,14.11.2008,0.262354434,0.281820843,0.246658035,0.212152192
,15.11.2008,0.258897697,0.280573456,0.246430525,0.211872867
,16.11.2008,0.258233954,0.278784174,0.245660222,0.211499326
,17.11.2008,0.259454912,0.278283864,0.24499807,0.210956337
,18.11.2008,0.26028805,0.278357629,0.244744961,0.210435404
,19.11.2008,0.262077048,0.278939371,0.24452947,0.210060157
,20.11.2008,0.261418106,0.279541889,0.244667469,0.209864086
,21.11.2008,0.258784927,0.27851986,0.244649821,0.209743896
,22.11.2008,0.257530024,0.277118569,0.24426275,0.209518989
,23.11.2008,0.257071401,0.276039544,0.243457372,0.209166467
,24.11.2008,0.255709928,0.275108226,0.243006827,0.208693725
,25.11.2008,0.254455283,0.264587192,0.242194958,0.208218476
,26.11.2008,0.253747709,0.272591273,0.241515772,0.207646437
,27.11.2008,0.254876023,0.272069986,0.240818777,0.207059025
,28.11.2008,0.254565069,0.271848989,0.240355196,0.20651831
,29.11.2008,0.25404091,0.271417738,0.23997168,0.206090134
,30.11.2008,0.253669841,0.270727257,0.239553982,0.205699876
,01.12.2008,0.25227509,0.269876648,0.239208859,0.205306705
,02.12.2008,0.253208488,0.269022839,0.238767369,0.204865144
,03.12.2008,0.254225545,0.269475535,0.238401695,0.204467555
,04.12.2008,0.252776567,0.265914384,0.238317676,0.20414422
,05.12.2008,0.211677297,0.25999874,0.238101833,0.203883597
,06.12.2008,0.251632401,0.267569313,0.23775317,0.203564506
,07.12.2008,0.251219983,0.266911508,0.237171245,0.203221859
,08.12.2008,0.25099892,0.258420904,0.236920596,0.202854663
,09.12.2008,0.250117241,0.265705291,0.236725036,0.20248905
,10.12.2008,0.248047473,0.264464509,0.236022878,0.202133855
,11.12.2008,0.247841675,0.263170018,0.235135131,0.201687481
