@T,A4C1C2C3C4,,,,
descr,average observed soil water content at probe A4 C1 C2 C3 C4 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,22.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1580.4,,,
x,,513568.6,,,
y,,4494995,,,
,13.05.2010,0.407961003,0.295410135,0.261524533,0.264351736
,14.05.2010,0.413220743,0.296880513,0.260320833,0.264833469
,15.05.2010,0.421817652,0.299416444,0.260489481,0.265561357
,16.05.2010,0.421862554,0.302353785,0.26165496,0.266760485
,17.05.2010,0.419747666,0.303859257,0.262967033,0.268231385
,18.05.2010,0.418522219,0.304630599,0.264076881,0.269794852
,19.05.2010,0.422151426,0.305258223,0.265050769,0.271464869
,20.05.2010,0.422773345,0.306967455,0.265803696,0.27326736
,21.05.2010,0.419951388,0.307684359,0.266535429,0.275147527
,22.05.2010,0.415311308,0.30660711,0.266791965,0.277041297
,23.05.2010,0.407839793,0.304540051,0.266600442,0.278871083
,24.05.2010,0.400617793,0.30171376,0.265773871,0.280480857
,25.05.2010,0.390325856,0.298196407,0.264588923,0.281756165
,26.05.2010,0.384311037,0.294761592,0.262971639,0.282587466
,27.05.2010,0.378914457,0.292189119,0.261472604,0.283024391
,28.05.2010,0.368522064,0.288694557,0.259759694,0.283204257
,29.05.2010,0.35545742,0.284429761,0.25791228,0.283288434
,30.05.2010,0.342539451,0.27938702,0.255928357,0.283385832
,31.05.2010,0.330769693,0.272648376,0.253168195,0.28324406
,01.06.2010,0.321033711,0.265937171,0.249891686,0.282727735
,02.06.2010,0.314022097,0.260324484,0.246740493,0.282044753
,03.06.2010,0.308114195,0.255387861,0.243738736,0.281290487
,04.06.2010,0.301535755,0.248429468,0.239943172,0.280200703
,05.06.2010,0.294007678,0.240757586,0.235076918,0.278652986
,06.06.2010,0.286079287,0.234438237,0.230324622,0.277078499
,07.06.2010,0.279374894,0.229651489,0.226070528,0.275614422
,08.06.2010,0.273166835,0.225680128,0.222063416,0.274153272
,09.06.2010,0.266456512,0.221646568,0.218207019,0.272648102
,10.06.2010,0.260027144,0.216590149,0.213382406,0.270466457
,11.06.2010,0.254274611,0.212961528,0.209307187,0.268304126
,12.06.2010,0.246425185,0.211784043,0.208547991,0.268287798
,13.06.2010,0.241372298,0.209753573,0.208162273,0.268824896
,14.06.2010,0.240767319,0.207403787,0.206735604,0.268422652
,15.06.2010,0.243491597,0.2059551,0.204752293,0.267077643
,16.06.2010,0.246675036,0.205766708,0.203114731,0.265437521
,17.06.2010,0.247984533,0.205937218,0.201617013,0.263438777
,18.06.2010,0.245790009,0.205243308,0.199905894,0.260945765
,19.06.2010,0.243582031,0.204094451,0.197817939,0.258095308
,20.06.2010,0.2419535,0.203649459,0.196016711,0.255436734
,21.06.2010,0.239271622,0.202691036,0.193981807,0.252436753
,22.06.2010,0.234503189,0.200751091,0.191151709,0.248502507
,23.06.2010,0.229061634,0.198270481,0.18816675,0.244326604
,24.06.2010,0.223685711,0.195496223,0.185169111,0.240399522
,25.06.2010,0.219390067,0.192767749,0.181896494,0.236197982
,26.06.2010,0.216513814,0.191393334,0.179086612,0.232107692
,27.06.2010,0.211564982,0.190233878,0.177479691,0.229640741
,28.06.2010,0.208262742,0.187935274,0.175189024,0.226615301
,29.06.2010,0.205749255,0.186192273,0.172726585,0.22326498
,30.06.2010,0.203530572,0.185005869,0.170595419,0.220272782
,01.07.2010,0.201250909,0.184093491,0.168949945,0.217866228
,02.07.2010,0.199447986,0.183558527,0.167778288,0.216077456
,03.07.2010,0.197129852,0.18278339,0.166761009,0.214583421
,04.07.2010,0.233294067,0.192505429,0.168127651,0.217108631
,05.07.2010,0.320849464,0.212681112,0.174385313,0.227594802
,06.07.2010,0.317978204,0.210206335,0.175424819,0.233131484
,07.07.2010,0.323381071,0.211443571,0.180541682,0.252319928
,08.07.2010,0.320890849,0.210306118,0.180682571,0.252703113
,09.07.2010,0.320120259,0.209380373,0.180347667,0.253098873
,10.07.2010,0.320167616,0.208941314,0.180001342,0.253455966
,11.07.2010,0.319973414,0.208821065,0.179865991,0.208075507
,12.07.2010,0.320789449,0.209018999,0.179907112,0.208244327
,13.07.2010,0.322497543,0.209606797,0.180236062,0.208498563
,14.07.2010,0.324628954,0.210826065,0.180784647,0.208872406
,15.07.2010,0.325397342,0.211959614,0.181518081,0.209419613
,16.07.2010,0.327191631,0.213026706,0.18219545,0.210063821
,17.07.2010,0.328342801,0.214308959,0.182941276,0.210775746
,18.07.2010,0.329375191,0.215632432,0.183637927,0.211572103
,19.07.2010,0.329500195,0.216640265,0.184130591,0.212422984
,20.07.2010,0.328901824,0.217175414,0.184047267,0.213297578
,21.07.2010,0.327956334,0.216976443,0.184357196,0.214101376
,22.07.2010,0.329339412,0.217159152,0.184852118,0.214804268
,23.07.2010,0.331836607,0.21769118,0.184926782,0.215423618
,24.07.2010,0.332796976,0.218207963,0.185216047,0.215897844
,25.07.2010,0.332867291,0.218883292,0.18584895,0.216368477
,26.07.2010,0.333367469,0.219388989,0.186467916,0.216835493
,27.07.2010,0.334216949,0.220080546,0.187115247,0.217285183
,28.07.2010,0.334483299,0.220569465,0.187862337,0.217775332
,29.07.2010,0.331541542,0.213076141,0.183889584,0.22058286
,30.07.2010,0.329875108,0.212354659,0.184216002,0.221044925
,31.07.2010,0.328861252,0.211340853,0.184172503,0.22139123
,01.08.2010,0.329197782,0.21087812,0.183990871,0.221580667
,02.08.2010,0.333887096,0.210356625,0.183880711,0.221674856
,03.08.2010,0.342982262,0.209549961,0.183521436,0.221702455
,04.08.2010,0.34959942,0.209329572,0.18315308,0.221649739
,05.08.2010,0.352585666,0.209239192,0.182929666,0.221569147
,06.08.2010,0.355091788,0.209618341,0.182803019,0.221497675
,07.08.2010,0.356971888,0.210315975,0.182890972,0.221453424
,08.08.2010,0.359099945,0.211462828,0.183166433,0.22149654
,09.08.2010,0.360253004,0.212813383,0.183722491,0.221638914
,10.08.2010,0.359518363,0.213320153,0.184221122,0.221881644
,11.08.2010,0.360495581,0.213871702,0.184435766,0.222100107
,12.08.2010,0.361432891,0.214944459,0.184741028,0.222269841
,13.08.2010,0.361087389,0.21570917,0.185153061,0.222465652
,14.08.2010,0.360625139,0.216164333,0.185437902,0.222654202
,15.08.2010,0.359822066,0.216148452,0.185541495,0.22278685
,16.08.2010,0.360271908,0.216454917,0.185410438,0.222818196
,17.08.2010,0.358653863,0.216342799,0.185302379,0.22280206
,18.08.2010,0.359420074,0.21620827,0.184968333,0.222736576
,19.08.2010,0.360885017,0.217188097,0.184845796,0.222618966
,20.08.2010,0.359614729,0.217356632,0.18496988,0.222618137
,21.08.2010,0.360425533,0.217404954,0.18482608,0.222609945
,22.08.2010,0.36228586,0.21823414,0.18482292,0.222566934
,23.08.2010,0.363594897,0.21952565,0.185137828,0.222596422
,24.08.2010,0.361079106,0.21947934,0.185512262,0.222769539
,25.08.2010,0.360644846,0.21867222,0.185276857,0.222853159
,26.08.2010,0.361675504,0.218682205,0.184893878,0.222771125
,27.08.2010,0.363239049,0.219343708,0.184778229,0.222661562
,28.08.2010,0.36516515,0.220499921,0.184993743,0.222635955
,29.08.2010,0.365970224,0.221644325,0.185492614,0.22275724
,30.08.2010,0.366014451,0.222317564,0.185990866,0.222983454
,31.08.2010,0.364958554,0.222312608,0.186311406,0.223237822
,01.09.2010,0.364314094,0.221970186,0.186289497,0.223391819
,02.09.2010,0.363465249,0.221659177,0.186103763,0.223448378
,03.09.2010,0.361188775,0.220730277,0.185732143,0.223422066
,04.09.2010,0.360882611,0.219785743,0.184992007,0.223259191
,05.09.2010,0.361868677,0.219728925,0.184307103,0.222975589
,06.09.2010,0.361935448,0.220119809,0.184076443,0.222729875
,07.09.2010,0.359221072,0.219534378,0.183947016,0.222603666
,08.09.2010,0.35938924,0.218707783,0.183339924,0.22241118
,09.09.2010,0.359819374,0.218716594,0.182825686,0.222141437
,10.09.2010,0.360250294,0.219144175,0.182593001,0.221914502
,11.09.2010,0.358503406,0.218918534,0.18248633,0.221795746
,12.09.2010,0.357719347,0.218312959,0.182127271,0.2216732
,13.09.2010,0.35742326,0.217951033,0.181684478,0.221472499
,14.09.2010,0.358170504,0.218009311,0.181341767,0.221250735
,15.09.2010,0.358833236,0.218508021,0.181276351,0.221072933
,16.09.2010,0.35854594,0.218839094,0.181345413,0.220989676
,17.09.2010,0.357915362,0.218857718,0.181380479,0.220972178
,18.09.2010,0.356919768,0.218815738,0.181351531,0.220960233
,19.09.2010,0.354024718,0.21766095,0.181110861,0.220909183
,20.09.2010,0.354837108,0.217083601,0.180518892,0.22071657
,21.09.2010,0.355170879,0.217338714,0.180224515,0.220458309
,22.09.2010,0.354685513,0.217524534,0.180133639,0.220304423
,23.09.2010,0.352476643,0.216984546,0.179986633,0.220200547
,24.09.2010,0.350811482,0.21595233,0.179539865,0.220044475
,25.09.2010,0.350637956,0.215350187,0.178963218,0.219769936
,26.09.2010,0.350555291,0.21516666,0.178525856,0.219463688
,27.09.2010,0.305764225,0.195020596,0.165237659,0.223747875
,28.09.2010,0.305590724,0.195477036,0.165398482,0.223494275
,29.09.2010,0.305883505,0.195660898,0.165626657,0.22337344
,30.09.2010,0.311436016,0.17583893,0.174201932,0.242052746
,01.10.2010,0.310437651,0.17543944,0.174200055,0.242008814
,02.10.2010,0.309264857,0.174997928,0.174054278,0.241931021
,03.10.2010,0.307261989,0.174056114,0.17370737,0.24174866
,04.10.2010,0.30671752,0.173263506,0.173185736,0.241472347
,05.10.2010,0.307029382,0.172972331,0.17278803,0.241124659
,06.10.2010,0.308101765,0.173288657,0.172658523,0.240796699
,07.10.2010,0.307495448,0.173417944,0.172693858,0.24058096
,08.10.2010,0.307743722,0.173514813,0.172718454,0.24045439
,09.10.2010,0.305469829,0.173181206,0.172712956,0.240345963
,10.10.2010,0.303790707,0.172202037,0.172378593,0.240183633
,11.10.2010,0.301764009,0.171043339,0.171818543,0.239885557
,12.10.2010,0.30062252,0.170144308,0.171156133,0.239475027
,13.10.2010,0.297762245,0.168934118,0.170486114,0.239003555
,14.10.2010,0.296070338,0.167527818,0.16961469,0.238411924
,15.10.2010,0.321170006,0.199422321,0.164290707,0.214483331
,16.10.2010,0.32116941,0.199001496,0.163615349,0.213813946
,17.10.2010,0.319859712,0.198573384,0.163120058,0.213223171
,18.10.2010,0.319749689,0.19812121,0.162630998,0.212691695
,19.10.2010,0.317319141,0.197402409,0.162183291,0.212183987
,20.10.2010,0.316490534,0.196458349,0.161560287,0.211649786
,21.10.2010,0.315890916,0.195916459,0.160982655,0.211083656
,22.10.2010,0.315541507,0.195580283,0.16050204,0.210544333
,23.10.2010,0.314327062,0.195039556,0.160079689,0.210038647
,24.10.2010,0.312130863,0.194161645,0.159579705,0.209545128
,25.10.2010,0.311321691,0.193311547,0.158953112,0.209015648
,26.10.2010,0.307043224,0.19194675,0.158297012,0.208446031
,27.10.2010,0.303500427,0.189758207,0.157266242,0.207783599
,28.10.2010,0.300567135,0.187682136,0.15599922,0.206919422
,29.10.2010,0.299851404,0.186064423,0.15471341,0.205923609
,30.10.2010,0.301352996,0.185592134,0.153679,0.204899665
,31.10.2010,0.303492334,0.18610329,0.153127535,0.204025237
,01.11.2010,0.304319124,0.186768875,0.152979557,0.203379758
,02.11.2010,0.271768534,0.170501655,0.150426599,0.206377218
,03.11.2010,0.272963863,0.170463103,0.150401643,0.206042855
,04.11.2010,0.271576758,0.170619814,0.150481058,0.205759328
,05.11.2010,0.269044045,0.169602213,0.15031774,0.205509681
,06.11.2010,0.296524047,0.184827533,0.160815674,0.212457825
,07.11.2010,0.297212012,0.185077427,0.160536533,0.212201487
,08.11.2010,0.296757896,0.185238483,0.160443531,0.211974749
,09.11.2010,0.296253115,0.185068029,0.160327185,0.21181153
,10.11.2010,0.292540472,0.184158336,0.160099434,0.21162
,11.11.2010,0.290049553,0.18252234,0.159474382,0.211314685
,12.11.2010,0.287199972,0.180703266,0.158602655,0.210817345
,13.11.2010,0.285257632,0.17899453,0.157573152,0.210156866
,14.11.2010,0.283829951,0.177559061,0.156540496,0.209383192
,15.11.2010,0.282891434,0.176441308,0.155573244,0.208556597
,16.11.2010,0.282089131,0.175440364,0.154706908,0.207716826
,17.11.2010,0.282134051,0.174792457,0.15392723,0.206903541
,18.11.2010,0.281416368,0.174043094,0.153261183,0.20613493
,19.11.2010,0.282069617,0.173233002,0.152559826,0.205392293
,20.11.2010,0.283145621,0.172746547,0.151931941,0.204666365
,21.11.2010,0.283957195,0.172067466,0.151352402,0.203968593
,22.11.2010,0.285158406,0.171476384,0.150761407,0.203291572
,23.11.2010,0.285497342,0.170841437,0.150208974,0.202631443
,24.11.2010,0.285656436,0.169937335,0.149602647,0.201987408
,25.11.2010,0.28548924,0.168990875,0.148930042,0.201311441
,26.11.2010,0.285172534,0.167915822,0.148189329,0.200592462
,27.11.2010,0.285217556,0.166953562,0.147410742,0.199835883
,28.11.2010,0.285493888,0.166261176,0.146677451,0.199060152
,29.11.2010,0.285833709,0.165765013,0.146052597,0.198319556
,30.11.2010,0.285920084,0.165408284,0.145524292,0.197615524
,01.12.2010,0.285688976,0.164964385,0.14504079,0.196972459
,02.12.2010,0.285847117,0.164584167,0.14457303,0.196363032
,03.12.2010,0.286169533,0.164398435,0.144163411,0.195778729
,04.12.2010,0.286579622,0.164315355,0.143847736,0.195251952
,05.12.2010,0.287136007,0.164337325,0.143603008,0.194782752
,06.12.2010,0.287644128,0.164393239,0.143412012,0.194362844
,07.12.2010,0.288139469,0.164405189,0.14324705,0.193992125
,08.12.2010,0.288742709,0.164499927,0.143112213,0.193661461
,09.12.2010,0.289319318,0.164526085,0.14299406,0.193345852
,10.12.2010,0.290453561,0.164762925,0.142910922,0.193076593
,11.12.2010,0.29119693,0.165090614,0.142913771,0.19284244
,12.12.2010,0.29100365,0.165101427,0.142922298,0.192656426
,13.12.2010,0.291175833,0.164858562,0.142797584,0.192456758
,14.12.2010,0.292256029,0.164896131,0.14264694,0.1922263
,15.12.2010,0.293409016,0.165286712,0.142617102,0.192020803
,16.12.2010,0.293388326,0.165534286,0.142680067,0.191862699
,17.12.2010,0.292927195,0.165300184,0.142654418,0.191736664
,18.12.2010,0.292641172,0.164955158,0.142490696,0.191559717
,19.12.2010,0.292477762,0.164625989,0.142265101,0.191332773
,20.12.2010,0.292534463,0.164373158,0.142022828,0.191063115
,21.12.2010,0.292779715,0.164298656,0.141819032,0.190791925
,22.12.2010,0.292877765,0.164276954,0.141654259,0.190527681
,23.12.2010,0.292770915,0.164196155,0.141513188,0.19027621
,24.12.2010,0.292855887,0.164113988,0.141360412,0.19003981
,25.12.2010,0.292896816,0.164115876,0.141240082,0.189812288
,26.12.2010,0.292630823,0.16404352,0.141124303,0.189593899
,27.12.2010,0.292375557,0.163909012,0.140984972,0.189375624
,28.12.2010,0.292252154,0.163811756,0.140835439,0.18915804
,29.12.2010,0.291982612,0.163747308,0.140694758,0.188932476
,30.12.2010,0.291795654,0.163678394,0.140567091,0.188726467
,31.12.2010,0.291461676,0.163654577,0.140443396,0.188522672
,01.01.2011,0.290216682,0.16351894,0.140306037,0.188307296
,02.01.2011,0.284342163,0.16323881,0.140085417,0.188039383
,03.01.2011,0.277574719,0.162906579,0.139852492,0.187799588
,04.01.2011,0.270444388,0.162596208,0.139590454,0.187540136
,05.01.2011,0.264709325,0.16230732,0.139327755,0.187273281
,06.01.2011,0.261055988,0.162118167,0.139086622,0.186991763
,07.01.2011,0.261919867,0.162021859,0.138891624,0.186727631
,08.01.2011,0.263576521,0.16211866,0.138783,0.186497314
,09.01.2011,0.266151614,0.162181658,0.138710253,0.186291328
,10.01.2011,0.267921861,0.162289469,0.138655007,0.186104401
,11.01.2011,0.263264305,0.162316518,0.138612102,0.185925262
,12.01.2011,0.254568493,0.162091824,0.138475301,0.192253588
,13.01.2011,0.250838305,0.161759264,0.138242861,0.185511955
,14.01.2011,0.25326295,0.161670471,0.138079235,0.185311121
,15.01.2011,0.25721498,0.161800895,0.138015468,0.185139865
,16.01.2011,0.260757617,0.161939477,0.137997066,0.184979216
,17.01.2011,0.264282099,0.162038951,0.137978295,0.184838932
,18.01.2011,0.268512577,0.162154555,0.138007467,0.184722682
,19.01.2011,0.273294085,0.162292296,0.138051786,0.184636183
,20.01.2011,0.278154167,0.162441601,0.13805519,0.18454406
,21.01.2011,0.281117196,0.162594379,0.138089164,0.184460295
,22.01.2011,0.282463997,0.162703903,0.138123128,0.184400823
,23.01.2011,0.283253211,0.16277798,0.138159278,0.184339915
,24.01.2011,0.283143569,0.162829586,0.138179957,0.184284991
,25.01.2011,0.281262059,0.162845204,0.138170623,0.184218483
,26.01.2011,0.279930089,0.162799407,0.138156023,0.184155936
,27.01.2011,0.281518503,0.16281372,0.138126243,0.184080731
,28.01.2011,0.28702531,0.16287633,0.138117917,0.183994046
,29.01.2011,0.296492337,0.162958343,0.138129707,0.183926831
,30.01.2011,0.288636396,0.163058544,0.138151187,0.183868974
,31.01.2011,0.290065121,0.163166357,0.138174412,0.183807616
,01.02.2011,0.287672877,0.163243929,0.13819241,0.1837573
,02.02.2011,0.261753357,0.163000681,0.138175722,0.183672294
,03.02.2011,0.228401556,0.162398433,0.137964,0.183503913
,04.02.2011,0.227075741,0.161776305,0.137654182,0.183351368
,05.02.2011,0.229565311,0.161506859,0.137377043,0.183141974
,06.02.2011,0.232712072,0.161523854,0.137207973,0.182914984
,07.02.2011,0.230396467,0.161543498,0.13712184,0.182712635
,08.02.2011,0.228446918,0.161414872,0.137045071,0.182531709
,09.02.2011,0.223092234,0.16113997,0.13690557,0.182338379
,10.02.2011,0.220800411,0.160721521,0.136712779,0.182129743
,11.02.2011,0.216899021,0.160245479,0.136528087,0.181936785
,12.02.2011,0.216472238,0.159756253,0.136362066,0.181735778
,13.02.2011,0.217815331,0.159517385,0.136246246,0.181544884
,14.02.2011,0.224108965,0.159730402,0.136239762,0.181416035
,15.02.2011,0.23013774,0.160115106,0.136300447,0.181302313
,16.02.2011,0.235529315,0.160490419,0.136392879,0.181230816
,17.02.2011,0.240665437,0.1608183,0.136498271,0.181193697
,18.02.2011,0.245492307,0.161081862,0.136599372,0.181163736
,19.02.2011,0.24995768,0.161318865,0.136700565,0.181149269
,20.02.2011,0.255880443,0.161537404,0.136805179,0.181156486
,21.02.2011,0.262374401,0.16173499,0.136907351,0.181159175
,22.02.2011,0.265414874,0.161927204,0.136993611,0.18116572
,23.02.2011,0.268391921,0.162118053,0.137089866,0.181172169
,24.02.2011,0.272606683,0.162310584,0.137183799,0.181198398
,25.02.2011,0.276559194,0.162496459,0.13728107,0.181225067
,26.02.2011,0.279402473,0.162670007,0.13735054,0.181223514
,27.02.2011,0.281131474,0.162866377,0.137448212,0.181248888
,28.02.2011,0.282417854,0.163032803,0.137532346,0.181266142
,01.03.2011,0.283570157,0.16319033,0.137620261,0.181286766
,02.03.2011,0.285228635,0.163377711,0.137696531,0.181303761
,03.03.2011,0.287609217,0.163647476,0.137779773,0.18131347
,04.03.2011,0.290478519,0.164169511,0.137918804,0.18134204
,05.03.2011,0.291842457,0.164634666,0.138133371,0.181402684
,06.03.2011,0.292387446,0.164710516,0.138312976,0.181491213
,07.03.2011,0.293020801,0.164759606,0.138424162,0.18158633
,08.03.2011,0.293431402,0.164799619,0.138493122,0.181628761
,09.03.2011,0.293948426,0.164816642,0.138539116,0.181663688
,10.03.2011,0.295323116,0.165032858,0.138590097,0.181675748
,11.03.2011,0.298310026,0.165957036,0.138755969,0.181697756
,12.03.2011,0.301202672,0.16744063,0.139212532,0.181808931
,13.03.2011,0.304190998,0.168930669,0.139865858,0.182061762
,14.03.2011,0.305747446,0.17040488,0.140651858,0.182430318
,15.03.2011,0.308043654,0.171388177,0.14138796,0.182894424
,16.03.2011,0.309750414,0.17261902,0.142137411,0.18338227
,17.03.2011,0.312670908,0.17377976,0.14288681,0.183905435
,18.03.2011,0.314911243,0.175386521,0.143746226,0.184466978
,19.03.2011,0.31543599,0.176443806,0.144655332,0.185093636
,20.03.2011,0.317063063,0.177229986,0.14540393,0.185729487
,21.03.2011,0.318404286,0.17814819,0.146104845,0.186335155
,22.03.2011,0.320758895,0.179348485,0.146818343,0.186931497
,23.03.2011,0.320542123,0.180302156,0.147634328,0.187558562
,24.03.2011,0.320264261,0.180689799,0.148269118,0.188180787
,25.03.2011,0.319038663,0.180513106,0.148698952,0.188713634
,26.03.2011,0.319395721,0.180306463,0.148857135,0.189121262
,27.03.2011,0.319841013,0.180580909,0.149041072,0.1894171
,28.03.2011,0.320093366,0.180735448,0.149248819,0.189681051
,29.03.2011,0.321574064,0.181266516,0.14948444,0.189932989
,30.03.2011,0.321992321,0.181905461,0.149822949,0.19019413
,31.03.2011,0.322737577,0.182284899,0.150164252,0.19048639
,01.04.2011,0.325801786,0.183455379,0.150562233,0.190784903
,02.04.2011,0.327413806,0.18505868,0.15126444,0.191167754
,03.04.2011,0.329120813,0.186680052,0.152154809,0.191694281
,04.04.2011,0.323962908,0.186561531,0.152962554,0.192312851
,05.04.2011,0.323367203,0.185276359,0.152979834,0.192782149
,06.04.2011,0.326037258,0.185713227,0.152879562,0.192999872
,07.04.2011,0.326188912,0.186317108,0.153139208,0.193174797
,08.04.2011,0.328549673,0.187126941,0.153423605,0.193403625
,09.04.2011,0.331050538,0.188691653,0.153965247,0.193695153
,10.04.2011,0.331613265,0.190157777,0.154757183,0.194143262
,11.04.2011,0.339658491,0.195650933,0.156256809,0.196343547
,12.04.2011,0.340476049,0.195640025,0.156566131,0.196822198
,13.04.2011,0.340668332,0.195978361,0.156822848,0.197183072
,14.04.2011,0.339123362,0.196043032,0.157073533,0.197499357
,15.04.2011,0.33592603,0.194985061,0.157067385,0.19776152
,16.04.2011,0.335453827,0.193839065,0.156655625,0.19783586
,17.04.2011,0.337545403,0.193835541,0.156270958,0.197726573
,18.04.2011,0.340128078,0.194774264,0.156263626,0.197632321
,19.04.2011,0.341506359,0.195931832,0.156608407,0.197683925
,20.04.2011,0.341158253,0.196483145,0.15702513,0.197887694
,21.04.2011,0.341963175,0.19651948,0.157231728,0.198104884
,22.04.2011,0.343027574,0.197190005,0.157440054,0.198280309
,23.04.2011,0.342024592,0.197194219,0.157685161,0.198488292
,24.04.2011,0.342348498,0.196639296,0.157650373,0.198641356
,25.04.2011,0.344585056,0.196690607,0.157518251,0.198668973
,26.04.2011,0.347085994,0.197310356,0.157587835,0.198687275
,27.04.2011,0.348554206,0.197496059,0.157748555,0.19876424
,28.04.2011,0.350871336,0.197506326,0.157779949,0.19885237
,29.04.2011,0.354978997,0.198450407,0.157862809,0.198893693
,30.04.2011,0.355234416,0.199371209,0.158260334,0.199041207
,01.05.2011,0.354783537,0.199178997,0.158488946,0.199252537
,02.05.2011,0.355408423,0.194522411,0.158461972,0.199379176
,03.05.2011,0.356758164,0.199447759,0.158445568,0.19940344
,04.05.2011,0.347783499,0.195170158,0.157957741,0.197704414
,05.05.2011,0.359435075,0.196157997,0.158360118,0.197882211
,06.05.2011,0.361037355,0.202551007,0.159379745,0.199896874
,07.05.2011,0.351511272,0.198619748,0.159217938,0.198332613
,08.05.2011,0.354013186,0.200587098,0.159913101,0.198669114
,09.05.2011,0.356458261,0.203018205,0.160870658,0.199129916
,10.05.2011,0.357258417,0.205202047,0.161992954,0.199767818
,11.05.2011,0.356735547,0.206839192,0.163048932,0.200514805
,12.05.2011,0.388833381,0.206281521,0.163725147,0.201207389
,13.05.2011,0.401463743,0.208522581,0.163426027,0.201654123
,14.05.2011,0.399846671,0.23239203,0.162992657,0.201726266
,15.05.2011,0.396038672,0.256508215,0.162920897,0.201659122
,16.05.2011,0.394572359,0.271122497,0.162747675,0.201585178
,17.05.2011,0.395141256,0.281620725,0.162827054,0.201517431
,18.05.2011,0.393609004,0.287244525,0.163306778,0.201599364
,19.05.2011,0.43403838,0.333454909,0.164495614,0.20374968
,20.05.2011,0.429362646,0.352307435,0.167627165,0.203957469
,21.05.2011,0.406688952,0.331706636,0.209491418,0.201980845
,22.05.2011,0.403327061,0.329307086,0.256616972,0.201915063
,23.05.2011,0.402642648,0.328325784,0.280357834,0.201990097
,24.05.2011,0.400646951,0.327983085,0.294790344,0.202375046
,25.05.2011,0.397024593,0.326370792,0.300221393,0.203444762
,26.05.2011,0.396137371,0.324876251,0.301720689,0.209639968
,27.05.2011,-9999,-9999,-9999,-9999
,28.05.2011,0.332827227,0.252932356,0.254155568,0.203091158
,29.05.2011,0.331116654,0.251939873,0.25449683,0.209289798
,30.05.2011,0.332461529,0.251369881,0.254537183,0.215968443
,31.05.2011,-9999,-9999,-9999,-9999
,01.06.2011,-9999,-9999,-9999,-9999
,02.06.2011,-9999,-9999,-9999,-9999
,03.06.2011,-9999,-9999,-9999,-9999
,04.06.2011,-9999,-9999,-9999,-9999
,05.06.2011,-9999,-9999,-9999,-9999
,06.06.2011,-9999,-9999,-9999,-9999
,07.06.2011,-9999,-9999,-9999,-9999
,08.06.2011,0.335514254,0.257785582,0.261067978,0.262768419
,09.06.2011,0.346205263,0.260561956,0.262144105,0.265614664
,10.06.2011,0.344353671,0.265085377,0.265583493,0.268269166
,11.06.2011,0.3428253,0.264918481,0.269303575,0.271880178
,12.06.2011,0.342306302,0.264324566,0.271010839,0.276870693
,13.06.2011,0.342654918,0.264481267,0.271726724,0.281615988
,14.06.2011,0.342418096,0.264734824,0.272388824,0.285416464
,15.06.2011,0.341006665,0.26427127,0.272941813,0.288464318
,16.06.2011,0.340755371,0.264004601,0.273204009,0.290803423
,17.06.2011,0.339336499,0.263698263,0.27345339,0.292627543
,18.06.2011,0.33785575,0.262740583,0.273453388,0.293993131
,19.06.2011,0.336915345,0.261894227,0.273181344,0.294955473
,20.06.2011,0.33508937,0.260728756,0.272847983,0.295585343
,21.06.2011,0.33360037,0.259295994,0.272259563,0.295937151
,22.06.2011,0.399388647,0.330161377,0.316781538,0.32493396
,23.06.2011,0.400785692,0.33015929,0.316115698,0.324788571
,24.06.2011,0.401271579,0.330524455,0.315926586,0.324779843
,25.06.2011,0.401790409,0.330800545,0.315968936,0.324907281
,26.06.2011,0.40236868,0.331199344,0.316120444,0.325141324
,27.06.2011,0.402512963,0.331624543,0.316391195,0.325448957
,28.06.2011,0.401937374,0.331501295,0.316619033,0.325816563
,29.06.2011,0.391359297,0.331584275,0.316704262,0.326118436
,30.06.2011,0.4023137,0.331832298,0.31690161,0.32642747
,01.07.2011,0.400776667,0.331404936,0.317021975,0.326746843
,02.07.2011,0.400787893,0.330937342,0.316852811,0.326956776
,03.07.2011,0.400805639,0.330725543,0.31670161,0.327061885
,04.07.2011,0.401143534,0.330712222,0.316627771,0.327147091
,05.07.2011,0.401621187,0.330984155,0.316691826,0.327260248
,06.07.2011,0.400602379,0.330865714,0.316819209,0.32745075
,07.07.2011,0.399777847,0.330294259,0.316714434,0.327600803
,08.07.2011,0.39941475,0.329835626,0.316466088,0.327652872
,09.07.2011,0.399628291,0.32962061,0.316223643,0.327652681
,10.07.2011,0.399949699,0.329666145,0.316107412,0.327640242
,11.07.2011,0.405572629,0.329790784,0.316105036,0.32766805
,12.07.2011,0.411192637,0.331567701,0.316493832,0.32777927
,13.07.2011,0.434035584,0.35360014,0.331405925,0.328891848
,14.07.2011,0.429293534,0.353532028,0.347290906,0.343559465
,15.07.2011,0.425278642,0.350129577,0.34615982,0.353704021
,16.07.2011,0.423087064,0.347638938,0.343597527,0.354176012
,17.07.2011,0.421340453,0.345746212,0.341274069,0.352902669
,18.07.2011,0.420579727,0.34429817,0.339273894,0.351474239
