@T,Climate,,,,,,,,,
descr,mean temperature,,,,,,,,,
unit,deg C,,,,,,,,,
missing_val,-9999,,,,,,,,
date_start,01.01.1990,,,,,,,,
date_end,31.12.2008,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,
,,,,,,,,,,
@H,date,tmpmean[1],tmpmean[2],tmpmean[3],tmpmean[4],tmpmean[5],tmpmean[6],tmpmean[7],tmpmean[8],
name,,waterloo,ad,ame,ang,ass,blg,garr,cme,
,06.11.2000,-8.5,4.71,5.14,5.38,4.5,5.58,6.39,-9999,
,07.11.2000,-8.5,11,11.58,7.28,9.96,12.02,13.06,-9999,
,08.11.2000,-5,9.17,9.71,11.03,8.37,10.15,11.12,-9999,
,09.11.2000,-6.5,11.52,12.12,9.33,10.42,12.56,13.61,-9999,
,10.11.2000,-9,9.44,9.97,11.3,8.61,10.41,11.39,-9999,
,11.11.2000,-2,2.87,3.26,4.35,2.88,3.69,4.45,-9999,
,12.11.2000,-5,2.33,2.71,5.13,2.41,3.15,3.89,-9999,
,13.11.2000,-12.5,1.55,1.91,4.03,1.73,2.35,3.06,-9999,
,14.11.2000,-11.5,-0.56,-0.24,2.03,-0.1,0.2,0.84,-9999,
,15.11.2000,-7,-0.54,-0.24,0.1,-0.08,0.2,0.83,-9999,
,16.11.2000,-4,1.04,1.38,0.43,1.3,1.82,2.5,-9999,
,17.11.2000,-2,-0.54,-0.24,2.3,-0.08,0.2,0.84,-9999,
,18.11.2000,-13.5,-2.91,-2.66,-1.45,-2.14,-2.22,-1.67,-9999,
,19.11.2000,-13.5,-1.82,-1.57,-1.9,-1.18,-1.13,-0.56,-9999,
,20.11.2000,-15,-2.1,-1.84,-1.08,-1.43,-1.41,-0.84,-9999,
,21.11.2000,-11,-6.31,-6.15,-5.15,-5.1,-5.71,-5.28,-9999,
,22.11.2000,-14,-6.55,-6.41,-5.93,-5.29,-5.97,-5.56,-9999,
,23.11.2000,-20,-4.72,-4.53,-7.1,-3.71,-4.09,-3.61,-9999,
,24.11.2000,-13.5,-1.27,-1.03,-6.05,-0.69,-0.59,0,-9999,
,25.11.2000,-15,-0.8,-0.51,-3.3,-0.31,-0.07,0.56,-9999,
,26.11.2000,-14.5,2.84,3.25,2.25,2.85,3.69,4.45,-9999,
,27.11.2000,-11,1.79,2.17,4.25,1.93,2.61,3.33,-9999,
,28.11.2000,-14.5,-0.55,-0.24,1.48,-0.1,0.2,0.83,-9999,
,29.11.2000,-14.5,-1.07,-0.78,0.1,-0.55,-0.34,0.28,-9999,
,30.11.2000,-9.5,0.49,0.83,0.33,0.81,1.27,1.95,-9999,
,01.12.2000,-6,-1.08,-0.78,0.65,-0.56,-0.34,0.28,-9999,
,02.12.2000,-8,-4.72,-4.53,-2.35,-3.71,-4.09,-3.61,-9999,
,03.12.2000,-13,-5.75,-5.6,-5.5,-4.6,-5.16,-4.72,-9999,
,04.12.2000,-11.5,-5.23,-5.06,-4.95,-4.15,-4.62,-4.17,-9999,
,05.12.2000,-8.5,-4.72,-4.53,-2.73,-3.71,-4.09,-3.61,-9999,
,06.12.2000,-3,-9.17,-9.09,-8.25,-7.57,-8.65,-8.33,-9999,
,07.12.2000,-1,-7.1,-6.95,-8.25,-5.79,-6.51,-6.11,-9999,
,08.12.2000,-2.5,-3.7,-3.46,-4.83,-2.83,-3.02,-2.5,-9999,
,09.12.2000,-3,-10.98,-10.96,-6.55,-9.13,-10.53,-10.28,-9999,
,10.12.2000,-11.5,-4.46,-4.26,-8.93,-3.48,-3.82,-3.34,-9999,
,11.12.2000,-10.5,-1.35,-1.05,-2.23,-0.8,-0.61,0,-9999,
,12.12.2000,-3.5,-6.29,-6.14,-5.05,-5.07,-5.7,-5.28,-9999,
,13.12.2000,-2.5,-14.13,-14.19,-12.48,-11.87,-13.75,-13.61,-9999,
,14.12.2000,-1.5,-7.09,-6.95,-11.53,-5.78,-6.51,-6.11,-9999,
,15.12.2000,-3.5,-7.87,-7.76,-7.2,-6.45,-7.32,-6.95,-9999,
,16.12.2000,0,-1.84,-1.58,-4.23,-1.2,-1.14,-0.56,-9999,
,17.12.2000,0,-6.5,-6.39,-2.08,-5.22,-5.95,-5.56,-9999,
,18.12.2000,-2.5,-15.97,-16.07,-13.63,-13.48,-15.63,-15.56,-9999,
,19.12.2000,-3.5,-12.58,-12.59,-13.68,-10.54,-12.15,-11.95,-9999,
,20.12.2000,-3,-14.4,-14.47,-15.18,-12.12,-14.03,-13.89,-9999,
,21.12.2000,-7.5,-10.99,-10.97,-11.13,-9.16,-10.53,-10.28,-9999,
,22.12.2000,-10,-18.85,-19.03,-14.03,-15.99,-18.59,-18.61,-9999,
,23.12.2000,-9,-16.19,-16.33,-19.98,-13.65,-15.89,-15.84,-9999,
,24.12.2000,-4,-10.75,-10.71,-13.3,-8.95,-10.27,-10,-9999,
,25.12.2000,-1,-15.95,-16.07,-14.95,-13.45,-15.63,-15.56,-9999,
,26.12.2000,-5.5,-14.38,-14.46,-14.35,-12.09,-14.02,-13.89,-9999,
,27.12.2000,-8,-9.2,-9.1,-11.13,-7.61,-8.66,-8.34,-9999,
,28.12.2000,-7,-15.41,-15.52,-14.53,-12.97,-15.09,-15,-9999,
,29.12.2000,-6.5,-12.05,-12.05,-14.68,-10.07,-11.61,-11.39,-9999,
,30.12.2000,-6,-7.88,-7.76,-9.3,-6.47,-7.32,-6.95,-9999,
,31.12.2000,1,-7.08,-6.95,-6.2,-5.76,-6.51,-6.11,-9999,
,01.01.2001,2,-9.15,-9.09,-8.1,-7.56,-8.65,-8.33,-9999,
,02.01.2001,0.5,-12.01,-12.04,-12.98,-10.02,-11.6,-11.39,-9999,
,03.01.2001,-5,-10.45,-10.43,-11.7,-8.67,-9.99,-9.73,-9999,
,04.01.2001,-11.5,-6.05,-5.88,-8.43,-4.87,-5.44,-5,-9999,
,05.01.2001,-6.5,-2.64,-2.39,-2.78,-1.91,-1.95,-1.39,-9999,
,06.01.2001,0.5,-3.68,-3.46,-0.95,-2.81,-3.02,-2.5,-9999,
,07.01.2001,-1.5,-3.94,-3.72,-2.28,-3.03,-3.29,-2.78,-9999,
,08.01.2001,-4,-6.02,-5.87,-3,-4.83,-5.43,-5,-9999,
,09.01.2001,-4,-11.23,-11.23,-11.25,-9.34,-10.79,-10.56,-9999,
,10.01.2001,5.5,-5.76,-5.6,-10.43,-4.61,-5.16,-4.72,-9999,
,11.01.2001,3,-3.41,-3.19,-3.45,-2.57,-2.75,-2.23,-9999,
,12.01.2001,-7,-2.6,-2.38,-2.58,-1.85,-1.94,-1.39,-9999,
,13.01.2001,-6.5,-3.14,-2.92,-1.53,-2.33,-2.48,-1.95,-9999,
,14.01.2001,-1.5,-2.63,-2.38,-3.33,-1.89,-1.94,-1.39,-9999,
,15.01.2001,1.5,-0.31,0.02,0.1,0.11,0.46,1.11,-9999,
,16.01.2001,1,-1.61,-1.32,0.05,-1.03,-0.88,-0.28,-9999,
,17.01.2001,-2,-3.7,-3.47,-2.28,-2.84,-3.03,-2.5,-9999,
,18.01.2001,-5,-3.69,-3.46,-3.55,-2.82,-3.02,-2.5,-9999,
,19.01.2001,-9.5,-3.7,-3.47,-2.78,-2.84,-3.03,-2.5,-9999,
,20.01.2001,-7.5,-8.11,-8.02,-7.55,-6.65,-7.58,-7.22,-9999,
,21.01.2001,2,-8.89,-8.82,-9.8,-7.33,-8.38,-8.06,-9999,
,22.01.2001,-2,-3.16,-2.92,-9.2,-2.36,-2.48,-1.95,-9999,
,23.01.2001,-7,-2.63,-2.39,-3.95,-1.9,-1.95,-1.39,-9999,
,24.01.2001,-5,-3.94,-3.73,-0.9,-3.03,-3.29,-2.78,-9999,
,25.01.2001,-3,-6.56,-6.41,-5.6,-5.31,-5.97,-5.56,-9999,
,26.01.2001,4.5,-7.85,-7.75,-8.15,-6.42,-7.31,-6.95,-9999,
,27.01.2001,4,-3.96,-3.73,-6.83,-3.06,-3.29,-2.78,-9999,
,28.01.2001,0.5,-8.12,-8.02,-6.65,-6.66,-7.58,-7.22,-9999,
,29.01.2001,-5.5,-1.33,-1.04,-5.83,-0.76,-0.6,0,-9999,
,30.01.2001,-7,1.29,1.64,1.2,1.51,2.08,2.78,-9999,
,31.01.2001,-1.5,-1.08,-0.78,2.2,-0.56,-0.34,0.28,-9999,
,01.02.2001,-0.5,-2.39,-2.12,0.33,-1.7,-1.68,-1.11,-9999,
,02.02.2001,1.5,-7.83,-7.74,-5.23,-6.39,-7.3,-6.95,-9999,
,03.02.2001,-1,-8.91,-8.83,-11.73,-7.35,-8.39,-8.06,-9999,
,04.02.2001,-6,-2.63,-2.39,-6.55,-1.9,-1.95,-1.39,-9999,
,05.02.2001,-2.5,-1.08,-0.78,0.6,-0.56,-0.34,0.28,-9999,
,06.02.2001,1.5,-1.6,-1.32,-1.5,-1.01,-0.88,-0.28,-9999,
,07.02.2001,-2,-3.93,-3.72,-3.95,-3.01,-3.28,-2.78,-9999,
,08.02.2001,-5.5,3.93,4.33,-4.18,3.82,4.77,5.56,-9999,
,09.02.2001,-1,9.66,10.23,5.73,8.78,10.67,11.67,-9999,
,10.02.2001,1,1.62,1.93,2.83,1.84,2.37,3.06,-9999,
,11.02.2001,3,-7.08,-6.95,-7.2,-5.76,-6.51,-6.11,-9999,
,12.02.2001,1,-2.88,-2.65,-6.65,-2.1,-2.21,-1.67,-9999,
,13.02.2001,4.5,-1.33,-1.04,-1.63,-0.76,-0.6,0,-9999,
,14.02.2001,5.5,1.55,1.91,1.65,1.73,2.35,3.06,-9999,
,15.02.2001,-2,-0.82,-0.51,0.98,-0.33,-0.07,0.56,-9999,
,16.02.2001,-3,-1.87,-1.59,-1.78,-1.25,-1.15,-0.56,-9999,
,17.02.2001,-0.5,-6.55,-6.41,-5,-5.29,-5.97,-5.56,-9999,
,18.02.2001,0,-8.11,-8.02,-9.3,-6.65,-7.58,-7.22,-9999,
,19.02.2001,4.5,-0.51,-0.23,-7.38,-0.04,0.21,0.83,-9999,
,20.02.2001,5.5,1.3,1.64,1.8,1.53,2.08,2.78,-9999,
,21.02.2001,4.5,-3.39,-3.18,-1.8,-2.54,-2.74,-2.22,-9999,
,22.02.2001,3.5,-6.3,-6.14,-7.2,-5.09,-5.7,-5.28,-9999,
,23.02.2001,-3,-2.64,-2.39,-5.1,-1.91,-1.95,-1.39,-9999,
,24.02.2001,-8,-2.38,-2.12,-3,-1.68,-1.68,-1.11,-9999,
,25.02.2001,-7.5,5.51,5.95,4.55,5.19,6.38,7.22,-9999,
,26.02.2001,-3,-0.01,0.3,4.23,0.38,0.74,1.39,-9999,
,27.02.2001,0,-0.54,-0.24,0.43,-0.08,0.2,0.84,-9999,
,28.02.2001,2.5,-6.01,-5.87,-5.73,-4.82,-5.43,-5,-9999,
,01.03.2001,5,-1.56,-1.3,-6.83,-0.95,-0.86,-0.28,-9999,
,02.03.2001,4.5,1.55,1.91,-1.3,1.73,2.35,3.06,-9999,
,03.03.2001,0.5,0.78,1.11,-0.35,1.08,1.55,2.23,-9999,
,04.03.2001,3.5,0.25,0.57,1.58,0.62,1.01,1.67,-9999,
,05.03.2001,4,-2.63,-2.38,-1.03,-1.9,-1.94,-1.39,-9999,
,06.03.2001,5,-2.63,-2.38,-5.93,-1.89,-1.94,-1.39,-9999,
,07.03.2001,9,0.52,0.84,-2.45,0.84,1.28,1.95,-9999,
,08.03.2001,14,0.25,0.57,1.53,0.61,1.01,1.67,-9999,
,09.03.2001,17.5,-3.95,-3.73,-2,-3.05,-3.29,-2.78,-9999,
,10.03.2001,16.5,-1.79,-1.56,-5.28,-1.14,-1.12,-0.56,-9999,
,11.03.2001,12,2.34,2.72,-1.2,2.43,3.16,3.89,-9999,
,12.03.2001,9.5,1.57,1.92,0.75,1.77,2.36,3.06,-9999,
,13.03.2001,14.5,2.61,2.99,2.85,2.66,3.43,4.17,-9999,
,14.03.2001,12.5,2.89,3.26,1.15,2.92,3.7,4.45,-9999,
,15.03.2001,8,5.49,5.94,4.45,5.17,6.38,7.22,-9999,
,16.03.2001,10.5,2.89,3.26,5.55,2.91,3.7,4.45,-9999,
,17.03.2001,4,-1.07,-0.78,-2,-0.54,-0.34,0.28,-9999,
,18.03.2001,0.5,-1.28,-1.03,-3.18,-0.7,-0.59,0,-9999,
,19.03.2001,2.5,-1.03,-0.76,-0.7,-0.48,-0.32,0.28,-9999,
,20.03.2001,3,3.17,3.53,-0.15,3.16,3.97,4.72,-9999,
,21.03.2001,6,5.27,5.69,4.28,4.99,6.13,6.95,-9999,
,22.03.2001,12.5,4.74,5.14,5.65,4.54,5.58,6.39,-9999,
,23.03.2001,19,4.99,5.41,4.55,4.74,5.85,6.67,-9999,
,24.03.2001,20,2.37,2.73,3.73,2.47,3.17,3.89,-9999,
,25.03.2001,14.5,-5.25,-5.07,-2.95,-4.17,-4.63,-4.17,-9999,
,26.03.2001,5,-7.85,-7.75,-7.93,-6.42,-7.31,-6.95,-9999,
,27.03.2001,7.5,-2.87,-2.64,-7.43,-2.09,-2.2,-1.67,-9999,
,28.03.2001,12,-1.27,-1.02,-3.18,-0.68,-0.58,0,-9999,
,29.03.2001,10.5,3.91,4.33,0.13,3.78,4.77,5.56,-9999,
,30.03.2001,9.5,4.73,5.14,2.58,4.51,5.58,6.39,-9999,
,31.03.2001,11,3.16,3.54,5.05,3.16,3.98,4.73,-9999,
,01.04.2001,15,3.65,4.06,4.73,3.57,4.5,5.28,-9999,
,02.04.2001,20,2.67,3.01,0.58,2.74,3.44,4.17,-9999,
,03.04.2001,20,5.77,6.22,3.33,5.42,6.66,7.5,-9999,
,04.04.2001,21.5,3.69,4.07,4,3.63,4.51,5.28,-9999,
,05.04.2001,18.5,7.13,7.58,5.1,6.63,8.02,8.89,-9999,
,06.04.2001,14,11.27,11.86,8.8,10.2,12.3,13.34,-9999,
,07.04.2001,17,15.72,16.42,13.85,14.06,16.86,18.06,-9999,
,08.04.2001,17.5,17.53,18.29,17.38,15.63,18.73,20,-9999,
,09.04.2001,15.5,15.72,16.42,16.6,14.07,16.86,18.06,-9999,
,10.04.2001,17.5,12.85,13.47,12.08,11.58,13.91,15,-9999,
,11.04.2001,20,13.64,14.28,9.55,12.27,14.72,15.84,-9999,
,12.04.2001,15,15.19,15.88,14.73,13.6,16.32,17.5,-9999,
,13.04.2001,8.5,8.9,9.44,12.35,8.14,9.88,10.84,-9999,
,14.04.2001,10.5,8.42,8.91,8.2,7.74,9.35,10.28,-9999,
,15.04.2001,13,8.14,8.64,10.3,7.49,9.08,10,-9999,
,16.04.2001,19,2.85,3.25,4.08,2.86,3.69,4.45,-9999,
,17.04.2001,19,0.53,0.84,0.48,0.86,1.28,1.95,-9999,
,18.04.2001,21,2.64,3,2.63,2.7,3.43,4.17,-9999,
,19.04.2001,16,5.29,5.69,3.23,5.02,6.13,6.95,-9999,
,20.04.2001,16.5,10.99,11.58,5.98,9.94,12.02,13.06,-9999,
,21.04.2001,19,16.22,16.95,12.53,14.49,17.39,18.61,-9999,
,22.04.2001,17.5,17.25,18.02,18.78,15.38,18.46,19.72,-9999,
,23.04.2001,12,18.58,19.37,19.83,16.54,19.81,21.12,-9999,
,24.04.2001,12,10.23,10.78,14.6,9.29,11.22,12.23,-9999,
,25.04.2001,12,6.32,6.76,5.05,5.91,7.2,8.06,-9999,
,26.04.2001,10,8.95,9.45,7.48,8.2,9.89,10.84,-9999,
,27.04.2001,11,13.35,14,11.9,12,14.44,15.56,-9999,
,28.04.2001,10,9.2,9.71,10.63,8.42,10.15,11.11,-9999,
,29.04.2001,14,8.68,9.18,9.3,7.96,9.62,10.56,-9999,
,30.04.2001,12.5,13.16,13.75,11.13,11.87,14.19,15.28,-9999,
,01.05.2001,11,17.3,18.03,15.2,15.44,18.47,19.72,-9999,
,02.05.2001,11.5,17.82,18.57,20.2,15.9,19.01,20.28,-9999,
,03.05.2001,11.5,18.09,18.84,20.2,16.14,19.28,20.56,-9999,
,04.05.2001,12.5,18.6,19.37,21.25,16.58,19.81,21.11,-9999,
,05.05.2001,9,14.94,15.62,18.48,13.39,16.06,17.23,-9999,
,06.05.2001,12,14.68,15.34,14.13,13.17,15.78,16.94,-9999,
,07.05.2001,12.5,17.55,18.3,17.05,15.66,18.74,20,-9999,
,08.05.2001,13.5,14.92,15.61,17.65,13.37,16.05,17.23,-9999,
,09.05.2001,15.5,15.45,16.15,15.73,13.84,16.59,17.78,-9999,
,10.05.2001,16.5,16.78,17.5,17.55,15,17.94,19.17,-9999,
,11.05.2001,18.5,19.36,20.17,20.2,17.21,20.61,21.95,-9999,
,12.05.2001,22,10.73,11.31,14.83,9.73,11.75,12.78,-9999,
,13.05.2001,23.5,9.46,9.98,8.7,8.64,10.42,11.39,-9999,
,14.05.2001,22.5,11.02,11.59,10.58,10,12.03,13.06,-9999,
,15.05.2001,25,17.56,18.3,13.18,15.68,18.74,20,-9999,
,16.05.2001,25.5,18.6,19.37,18.93,16.58,19.81,21.11,-9999,
,17.05.2001,22,16.77,17.5,19.1,14.97,17.94,19.17,-9999,
,18.05.2001,20.5,18.58,19.37,20.93,16.54,19.81,21.11,-9999,
,19.05.2001,22,15.97,16.69,16,14.28,17.13,18.34,-9999,
,20.05.2001,23.5,14.41,15.08,16.33,12.94,15.52,16.67,-9999,
,21.05.2001,23.5,16.74,17.48,18.83,14.94,17.92,19.17,-9999,
,22.05.2001,18,13.07,13.72,17.28,11.75,14.16,15.28,-9999,
,23.05.2001,16,10.73,11.31,11.75,9.72,11.75,12.78,-9999,
,24.05.2001,18,10.47,11.05,11.75,9.5,11.48,12.5,-9999,
,25.05.2001,17.5,10.46,11.04,11.75,9.49,11.48,12.5,-9999,
,26.05.2001,19,8.11,8.63,9.88,7.44,9.07,10,-9999,
,27.05.2001,20.5,9.39,9.96,11.15,8.55,10.4,11.39,-9999,
,28.05.2001,22,12.57,13.2,9.78,11.33,13.64,14.73,-9999,
,29.05.2001,21.5,13.36,14,13.85,12.02,14.44,15.56,-9999,
,30.05.2001,23,10.23,10.78,12.4,9.31,11.22,12.22,-9999,
,31.05.2001,23.5,9.7,10.25,11.03,8.83,10.69,11.67,-9999,
,01.06.2001,25,11.23,11.84,11.3,10.14,12.28,13.34,-9999,
,02.06.2001,15,11.25,11.85,11.38,10.17,12.29,13.34,-9999,
,03.06.2001,13.5,9.4,9.96,12.53,8.55,10.4,11.39,-9999,
,04.06.2001,19,8.65,9.17,9.1,7.92,9.61,10.56,-9999,
,05.06.2001,20.5,9.94,10.51,12.03,9.04,10.95,11.95,-9999,
,06.06.2001,14,9.39,9.96,12.43,8.55,10.4,11.39,-9999,
,07.06.2001,18.5,13.62,14.27,13.7,12.24,14.71,15.84,-9999,
,08.06.2001,20,15.47,16.16,15.45,13.85,16.59,17.78,-9999,
,09.06.2001,24,14.95,15.62,16.33,13.41,16.06,17.23,-9999,
,10.06.2001,24.5,18.34,19.11,18.6,16.35,19.55,20.84,-9999,
,11.06.2001,21.5,20.95,21.79,21.98,18.61,22.23,23.61,-9999,
,12.06.2001,19,20.68,21.52,23.3,18.37,21.96,23.34,-9999,
,13.06.2001,18.5,22.27,23.14,22.25,19.77,23.57,25,-9999,
,14.06.2001,19,22.78,23.67,24.95,20.21,24.11,25.56,-9999,
,15.06.2001,20,23.04,23.94,25.68,20.42,24.37,25.84,-9999,
,16.06.2001,21,18.07,18.84,21.9,16.11,19.27,20.56,-9999,
,17.06.2001,22.5,19.12,19.91,20.7,17.02,20.35,21.67,-9999,
,18.06.2001,23.5,20.69,21.52,21.98,18.39,21.96,23.34,-9999,
,19.06.2001,22.5,22.51,23.39,23.35,19.96,23.83,25.28,-9999,
,20.06.2001,24,18.31,19.1,23.63,16.3,19.54,20.84,-9999,
,21.06.2001,25,15.7,16.41,17.78,14.04,16.85,18.06,-9999,
,22.06.2001,25,15.44,16.15,15.85,13.82,16.59,17.78,-9999,
,23.06.2001,25,15.17,15.88,17.78,13.58,16.32,17.5,-9999,
,24.06.2001,26,16.78,17.5,17.28,14.99,17.94,19.17,-9999,
,25.06.2001,25,18.08,18.84,18.93,16.12,19.28,20.56,-9999,
,26.06.2001,20.5,18.34,19.11,20.25,16.35,19.55,20.84,-9999,
,27.06.2001,18,19.64,20.44,21.75,17.47,20.88,22.22,-9999,
,28.06.2001,18.5,19.91,20.72,21.53,17.71,21.16,22.5,-9999,
,29.06.2001,21,20.94,21.78,22.8,18.6,22.22,23.61,-9999,
,30.06.2001,22.5,21.73,22.59,23.53,19.28,23.03,24.45,-9999,
,01.07.2001,23,22.5,23.4,25.08,19.95,23.83,25.28,-9999,
,02.07.2001,24.5,11.81,12.4,14.83,10.68,12.84,13.89,-9999,
,03.07.2001,25,14.65,15.34,13.45,13.13,15.78,16.95,-9999,
,04.07.2001,25,19.37,20.17,18.83,17.23,20.61,21.95,-9999,
,05.07.2001,23,19.11,19.9,20.48,17,20.34,21.67,-9999,
,06.07.2001,22,13.39,14.01,14,12.05,14.45,15.56,-9999,
,07.07.2001,22.5,17.28,18.03,18.33,15.42,18.47,19.73,-9999,
,08.07.2001,23.5,23.8,24.73,19.88,21.08,25.17,26.67,-9999,
,09.07.2001,28,21.74,22.6,23.85,19.31,23.04,24.45,-9999,
,10.07.2001,27,22,22.87,24.4,19.53,23.31,24.73,-9999,
,11.07.2001,25.5,19.67,20.45,21.4,17.51,20.89,22.22,-9999,
,12.07.2001,21.5,17.02,17.76,19.15,15.2,18.2,19.45,-9999,
,13.07.2001,20.5,16.77,17.5,18.38,14.97,17.94,19.17,-9999,
,14.07.2001,21.5,18.09,18.84,19.15,16.13,19.28,20.56,-9999,
,15.07.2001,18.5,17.84,18.57,19.75,15.92,19.01,20.28,-9999,
,16.07.2001,17,19.39,20.18,21.08,17.26,20.62,21.94,-9999,
,17.07.2001,20,20.68,21.52,22.58,18.38,21.95,23.33,-9999,
,18.07.2001,19,20.68,21.52,23.3,18.38,21.95,23.33,-9999,
,19.07.2001,18,21.74,22.59,22.53,19.3,23.03,24.45,-9999,
,20.07.2001,20.5,22.26,23.13,24.13,19.75,23.57,25,-9999,
,21.07.2001,18.5,21.99,22.86,24.95,19.52,23.3,24.72,-9999,
,22.07.2001,18.5,22.52,23.4,24.9,19.98,23.84,25.28,-9999,
,23.07.2001,19.5,23.82,24.74,25.18,21.1,25.18,26.67,-9999,
,24.07.2001,20,23.56,24.47,25.9,20.88,24.91,26.39,-9999,
,25.07.2001,20.5,21.71,22.59,25.18,19.25,23.02,24.45,-9999,
,26.07.2001,20.5,19.11,19.91,20.6,17,20.35,21.67,-9999,
,27.07.2001,22.5,16.77,17.49,18.15,14.98,17.93,19.17,-9999,
,28.07.2001,21,18.07,18.84,18.6,16.11,19.27,20.56,-9999,
,29.07.2001,22,22.24,23.13,20.98,19.73,23.57,25,-9999,
,30.07.2001,19,22,22.87,22.58,19.53,23.31,24.73,-9999,
,31.07.2001,19,22.27,23.13,23.08,19.76,23.57,25,-9999,
,01.08.2001,21.5,22.52,23.4,24.4,19.98,23.84,25.28,-9999,
,02.08.2001,17,21.98,22.86,25.18,19.5,23.3,24.72,-9999,
,03.08.2001,15,22.76,23.66,24.8,20.17,24.1,25.56,-9999,
,04.08.2001,17,20.69,21.52,22.85,18.39,21.96,23.34,-9999,
,05.08.2001,19,20.44,21.26,21.85,18.18,21.7,23.06,-9999,
,06.08.2001,17.5,21.49,22.33,22.63,19.08,22.77,24.17,-9999,
,07.08.2001,16.5,23.05,23.94,23.68,20.44,24.38,25.83,-9999,
,08.08.2001,18,24.87,25.81,28,22.02,26.25,27.78,-9999,
,09.08.2001,24,23.83,24.74,27,21.11,25.18,26.67,-9999,
,10.08.2001,23.5,22.77,23.67,25.68,20.18,24.11,25.56,-9999,
,11.08.2001,19,19.64,20.44,21.25,17.47,20.88,22.22,-9999,
,12.08.2001,15.5,20.94,21.78,20.48,18.59,22.22,23.61,-9999,
,13.08.2001,16,19.65,20.45,21.53,17.48,20.89,22.23,-9999,
,14.08.2001,17.5,16.78,17.5,18.7,14.99,17.94,19.17,-9999,
,15.08.2001,11,16.52,17.23,16.88,14.78,17.67,18.89,-9999,
,16.08.2001,10.5,19.08,19.9,20.2,16.97,20.34,21.67,-9999,
,17.08.2001,11.5,17.27,18.02,18.78,15.41,18.46,19.72,-9999,
,18.08.2001,13.5,18.33,19.1,18.05,16.33,19.54,20.83,-9999,
,19.08.2001,15,17.27,18.02,20.7,15.4,18.46,19.72,-9999,
,20.08.2001,17,18.06,18.83,18.5,16.09,19.27,20.56,-9999,
,21.08.2001,16.5,16.52,17.23,18.38,14.77,17.67,18.89,-9999,
,22.08.2001,14.5,18.58,19.37,19.43,16.54,19.81,21.11,-9999,
,23.08.2001,14.5,20.14,20.97,19.78,17.9,21.41,22.78,-9999,
,24.08.2001,14.5,18.84,19.64,20.43,16.77,20.08,21.39,-9999,
,25.08.2001,16,20.67,21.51,20.6,18.35,21.95,23.34,-9999,
,26.08.2001,7.5,20.92,21.78,22.7,18.57,22.22,23.61,-9999,
,27.08.2001,6,18.86,19.64,20.93,16.8,20.08,21.39,-9999,
,28.08.2001,10,20.14,20.97,21.75,17.9,21.41,22.78,-9999,
,29.08.2001,9.5,17.03,17.76,18.93,15.2,18.2,19.45,-9999,
,30.08.2001,10.5,19.14,19.91,19.15,17.05,20.35,21.67,-9999,
,31.08.2001,11,19.62,20.44,21.58,17.45,20.88,22.23,-9999,
,01.09.2001,12,15.2,15.89,17.15,13.63,16.33,17.5,-9999,
,02.09.2001,13.5,15.47,16.16,14.95,13.86,16.6,17.78,-9999,
,03.09.2001,18,17.05,17.77,16.83,15.23,18.21,19.45,-9999,
,04.09.2001,18,20.14,20.97,19.2,17.9,21.41,22.78,-9999,
,05.09.2001,12.5,15.47,16.16,17.38,13.85,16.59,17.78,-9999,
,06.09.2001,5.5,16.53,17.23,16.6,14.78,17.67,18.89,-9999,
,07.09.2001,4,21.21,22.06,17.98,18.84,22.5,23.89,-9999,
,08.09.2001,4.5,20.94,21.78,23.85,18.59,22.22,23.61,-9999,
,09.09.2001,10,20.94,21.78,23.53,18.59,22.22,23.61,-9999,
,10.09.2001,13.5,15.19,15.88,18.88,13.6,16.32,17.5,-9999,
,11.09.2001,14.5,15.2,15.89,15.28,13.63,16.33,17.5,-9999,
,12.09.2001,14,16.26,16.97,16.05,14.55,17.4,18.62,-9999,
,13.09.2001,15,17.54,18.3,17.43,15.65,18.74,20,-9999,
,14.09.2001,16.5,9.17,9.7,11.08,8.37,10.14,11.11,-9999,
,15.09.2001,10,10.74,11.32,10.53,9.74,11.76,12.78,-9999,
,16.09.2001,8.5,11.81,12.4,11.58,10.67,12.84,13.89,-9999,
,17.09.2001,4,12.85,13.47,13.68,11.57,13.91,15,-9999,
,18.09.2001,3.5,14.93,15.61,14.78,13.37,16.05,17.22,-9999,
,19.09.2001,7,16.98,17.75,17.05,15.14,18.19,19.45,-9999,
,20.09.2001,8,15.17,15.88,16.4,13.58,16.32,17.5,-9999,
,21.09.2001,12,14.67,15.35,14.68,13.15,15.78,16.95,-9999,
,22.09.2001,13.5,13.89,14.54,14.68,12.48,14.98,16.11,-9999,
,23.09.2001,13.5,15.2,15.88,14.73,13.62,16.32,17.5,-9999,
,24.09.2001,16,11.78,12.39,15.83,10.63,12.83,13.89,-9999,
,25.09.2001,12,5.47,5.93,7.5,5.14,6.37,7.22,-9999,
,26.09.2001,2.5,8.11,8.63,6.13,7.44,9.07,10,-9999,
,27.09.2001,2,8.35,8.89,9.83,7.64,9.33,10.28,-9999,
,28.09.2001,1,8.37,8.9,9.33,7.67,9.34,10.28,-9999,
,29.09.2001,2.5,11.01,11.59,10.43,9.97,12.03,13.06,-9999,
,30.09.2001,9,10.77,11.33,10.85,9.78,11.77,12.78,-9999,
