@T,climate,,,,,,,,,,,,,,,,,
name,wind,,,,,,,,,,,,,,,,,
desc,wind speed,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 missing_value,-9999,,,,,,,,,,,,,,,,,
date_start,01.01.1918,,,,,,,,,,,,,,,,,
date_end,31.12.2014,,,,,,,,,,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
tres,d,,,,,,,,,,,,,,,,,
unit,m/s,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
@H,date,wind[0],wind[1],wind[2],wind[3],wind[4],wind[5],wind[6],wind[7],wind[8],wind[9],wind[10],wind[11],wind[12],wind[13],wind[14],wind[15],wind[16]
name,-,Greeley GLY03,Greeley LIRF GLY04,Greeley Generic,Drake,Drake Generic,Akron,Akron Generic,ARDEC,ARDEC Generic,Ft Collins,Ft Collins Generic,Ault,Ault Generic,Stratton,Stratton Generic,Sterling DAP,Sterling Generic
ID,-,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
elevation,-,1426,1427,1427,1572,1572,1383,1383,1558,1558,1525,1525,1497,1497,1335,1335,1363,1363
,23.03.2007,58.67,-9999,3.08,60.08,3.99,3.23,6.02,3.58,3.49,2.29,2.32,3.52,3.22,2.43,5.25,-9999,5
,24.03.2007,87.84,-9999,3.17,97.08,3.8,4.09,6.58,3.98,3.91,3.04,2.48,4.48,3.77,3.13,6.17,-9999,5.6
,25.03.2007,64.17,-9999,2.27,63.89,2.82,3.13,6.05,2.06,2.74,1.45,1.66,1.83,2.37,2.31,4.97,-9999,4.7
,26.03.2007,66.71,-9999,3.05,59.99,4,4.02,6.37,3.07,3.5,1.39,2.22,3.07,2.97,4.16,5.96,-9999,5.1
,27.03.2007,72.83,-9999,3.84,87.73,4.81,5.65,6.63,3.07,4.24,1.37,2.65,4.46,4.01,4.01,5.98,-9999,5.7
,28.03.2007,63.57,-9999,3.11,69.79,3.99,8.94,6.3,5.85,3.77,4.17,2.58,5.49,3.41,4.05,5.34,-9999,5.1
,29.03.2007,80.71,-9999,3.19,92.48,4.32,7.4,6.22,6.9,3.47,5.13,2.29,9.16,3.4,6.39,5.56,-9999,4.3
,30.03.2007,71.66,-9999,3.09,83.33,4.41,3.2,6.02,2.45,3.71,1.87,2.52,1.68,3.52,3.7,5.44,-9999,4.3
,31.03.2007,61.13,-9999,3.09,68.23,4.41,6.61,5.94,4.53,3.63,3.5,2.82,5.16,3.32,5.24,6.15,-9999,4.4
,01.04.2007,51.33,-9999,2.95,58.4,4,3.92,6.11,2.53,3.58,1.78,2.22,2.64,3.19,3.83,4.98,-9999,4.3
,02.04.2007,52.6,-9999,3.9,59.9,4.82,3.86,6.26,2.97,3.75,2.65,2.29,3.4,3.94,3.89,6.17,-9999,5
,03.04.2007,52.21,-9999,2.95,64.88,4.31,4.42,5.79,4.44,3.65,3.58,2.46,4.75,3.52,4.09,5.22,-9999,4.3
,04.04.2007,63.57,-9999,2.63,73.68,3.54,5.32,5.99,2.23,3.41,1.28,2.02,2.4,2.97,4.8,5.44,-9999,4.8
,05.04.2007,63.23,-9999,3.64,75.3,4.63,4.66,5.88,3.4,4.26,1.59,2.44,4.54,3.93,4.78,4.93,-9999,5.3
,06.04.2007,72.03,-9999,3.06,87.91,4.22,2.68,5.84,2.53,3.42,1.61,2.4,2.65,3.46,3.29,4.93,-9999,4.2
,07.04.2007,82.29,-9999,3.7,96.26,3.83,4.26,5.97,2.67,4.02,1.28,2.68,3.22,3.77,3.15,4.75,-9999,5
,08.04.2007,89.65,-9999,2.78,97.86,3.62,4.59,6.02,1.91,3.58,1.46,2.34,2.05,3.21,4.81,4.48,-9999,4.9
,09.04.2007,61.15,-9999,3.12,66.32,4.19,2.79,5.85,2.79,3.53,2.3,2.09,2.66,3.67,4.68,4.79,-9999,4.8
,10.04.2007,45.66,-9999,4.08,51.31,4.7,8.43,5.85,6.76,4.72,5.56,3.05,8.55,4.34,7.05,5.58,-9999,5.4
,11.04.2007,32.79,-9999,3.66,41.73,4.76,6.56,5.81,6.55,4.2,7.3,2.96,7.34,3.98,6.75,6.39,-9999,4.6
,12.04.2007,74.04,-9999,2.67,83.73,3.69,3.41,6.32,3.35,3.25,1.7,2.12,3.4,3.18,4.33,5.71,-9999,4.6
,13.04.2007,83.21,-9999,2.83,87.05,3.49,2.99,5.82,2.34,3.26,1.1,2.24,2.32,3.11,0.63,5.11,-9999,4.5
,14.04.2007,53.67,-9999,3.58,51.45,3.97,2.95,5.99,2.39,3.96,1.54,2.69,2.1,3.75,1.68,4.89,-9999,5.3
,15.04.2007,42.51,-9999,3.57,44.31,5,5.54,6.13,3.51,4.02,1.69,2.77,2.88,3.69,5.65,5.01,-9999,4.5
,16.04.2007,54.26,-9999,3.65,62.68,5.04,6.24,6.33,4.63,3.66,2.28,2.43,6.55,3.82,3.55,4.72,-9999,4.2
,17.04.2007,56.32,-9999,2.83,75.2,3.68,3.32,6.17,1.96,3.49,1.16,2.27,2.54,3.13,4.4,5.25,-9999,4.7
,18.04.2007,61.4,-9999,4,70.1,4.41,7.33,6.31,3.77,4.03,2,2.69,3.52,3.87,6.08,5.18,-9999,4.7
,19.04.2007,30.61,-9999,3.79,33.26,4.67,5.12,6.17,4.75,4.47,4.08,3.35,4.4,4.32,4.87,5.62,-9999,5.4
,20.04.2007,35.96,-9999,2.91,42.03,3.76,2.55,6.13,2.88,3.19,2.12,2.23,2.35,3.12,4.24,4.38,-9999,4.3
,21.04.2007,35.97,-9999,2.79,37.88,3.75,5.29,5.99,3.65,3.46,1.96,2.26,4.58,3.35,6.73,5.03,-9999,4.4
,22.04.2007,40.51,-9999,3.32,47.92,4.32,5.81,5.85,3.79,3.66,2.98,2.26,4.86,3.52,2.98,4.81,-9999,4.1
,23.04.2007,72.82,-9999,3.49,85.27,4.16,7.84,6.51,3.87,3.29,1.98,2.56,5.76,3.6,4.96,5.46,-9999,4.1
,24.04.2007,87.4,-9999,3.38,97.81,4.84,8.49,6.33,6.25,3.89,3.47,2.63,7.78,3.91,1.99,4.91,-9999,4.3
,25.04.2007,66.2,-9999,2.78,78.68,3.92,4.76,6.15,2.52,3.57,1.44,2.41,3.25,3.39,1.36,5.45,-9999,4.7
,26.04.2007,74.46,-9999,3.11,80.2,4.18,3.24,5.75,2.58,3.7,1.35,2.3,2.64,3.57,2.65,4.7,-9999,4.8
,27.04.2007,65.35,-9999,3.35,73.16,4.53,3.24,5.21,2.23,3.92,1.86,2.59,2.15,3.68,2.01,4.44,-9999,4.1
,28.04.2007,55.47,-9999,3.37,56.31,4.05,2.52,6.51,2.24,3.56,1.84,2.42,1.55,3.69,3.58,5.92,-9999,5.1
,29.04.2007,47.07,-9999,3.49,41.72,4.07,3.13,6.63,2.5,4.14,1.53,2.63,2.35,3.82,3.35,5.36,-9999,4.9
,30.04.2007,50.49,-9999,3.32,52.43,4.09,4.38,6.25,3.12,3.92,1.77,2.71,3.18,3.57,4.16,4.95,-9999,4.8
,01.05.2007,62.83,-9999,2.88,71.68,3.96,4.1,5.89,3.44,3.35,1.99,2.14,3.62,3.11,4.79,5.25,-9999,4.6
,02.05.2007,62.95,-9999,2.27,72.57,3.92,4.99,5.49,4.39,3.4,2.44,2.3,4.78,2.97,3.06,4.3,-9999,4.5
,03.05.2007,58.59,-9999,2.38,68.6,3.41,6.97,5.64,3.57,3.11,2.24,1.83,4.74,2.57,5.19,3.87,-9999,4.4
,04.05.2007,57.7,-9999,3.06,71.13,4.39,4.56,5.9,2.97,3.76,2.3,2.64,3.15,3.41,2.75,4.18,-9999,4.6
,05.05.2007,80.38,-9999,3.48,86.21,3.8,3.66,5.27,4.26,3.87,2.11,2.41,4.24,3.47,5.28,4.58,-9999,5.4
,06.05.2007,65.88,-9999,3.14,74.85,3.51,5.23,5.46,3.78,3.43,2.3,2.18,4,3.22,2.74,4.38,-9999,4.8
,07.05.2007,57.03,-9999,2.78,65.88,3.41,3.61,5.59,2.22,2.96,1.5,2.07,2.35,2.89,0.68,4.66,-9999,4
,08.05.2007,53.86,-9999,3.3,54.83,4.15,2.29,5.66,2.14,3.82,1.19,2.45,1.31,3.42,1.05,5.09,-9999,4.8
,09.05.2007,52.73,-9999,2.77,57.06,3.46,2.24,5.59,2.37,3.27,1.34,2.12,1.8,2.92,0.89,4.91,-9999,5.2
,10.05.2007,48.8,-9999,3.22,42.59,4.5,2.59,5.64,2.67,3.6,1.33,2.15,2.53,3.58,1.72,4.93,-9999,5.2
,11.05.2007,43.92,-9999,3.39,42.34,3.93,3.18,5.59,2.33,3.42,1.6,2.08,1.53,3.59,1.08,4.98,-9999,5
,12.05.2007,40.3,-9999,2.77,47.64,3.6,5.39,5.84,2.65,3.4,1.91,2.19,2.18,3.11,3.58,5.23,-9999,4.2
,13.05.2007,40.59,-9999,2.53,40.02,3.45,2.9,5.31,2.24,3.31,1.6,2.04,2.04,2.91,6.22,4.85,-9999,5
,14.05.2007,60.48,-9999,2.35,67.95,3.15,5.99,5.52,4.27,3.02,1.75,1.84,5.73,2.63,4.73,5.24,-9999,3.9
,15.05.2007,71.03,-9999,2.34,82.71,3.46,2.39,5.46,2.03,3.11,1.41,1.88,1.66,2.66,1.98,4.46,-9999,4.2
,16.05.2007,64.6,-9999,2.65,66.68,3.06,3.15,6.07,1.89,3.11,1.09,1.85,1.8,2.93,4.58,4.83,-9999,4.4
,17.05.2007,64.88,-9999,2.93,73.67,3.32,4.99,5.87,1.77,3.47,1,2.07,2.38,2.98,4.77,4.94,-9999,4.3
,18.05.2007,57.78,-9999,2.39,57.13,3.47,3.46,5.85,2.58,3.16,1.47,1.86,2.23,2.85,3.89,4.26,-9999,4.4
,19.05.2007,55.32,-9999,2.69,50.17,3.79,2.38,5.43,2.89,3.29,1.11,1.91,2.24,3.05,3.43,4.52,-9999,4.7
,20.05.2007,57.23,-9999,2.79,58.09,3.38,3.11,5.51,2.46,3.39,1.3,1.82,1.95,3.02,2.07,4.45,-9999,5.1
,21.05.2007,60.24,-9999,2.68,70.77,3.71,3.62,5.64,2.27,3.15,1.23,1.89,2.06,2.91,4.26,5.28,-9999,4.4
,22.05.2007,70.57,-9999,3.22,80.48,4.31,5.95,5.45,3.51,3.62,2.01,2.07,3.49,3.59,4.83,5.22,-9999,4.3
,23.05.2007,64.28,-9999,2.84,64.3,3.82,3.29,5.8,2.22,3.28,1.31,1.91,2.06,3.01,1.79,4.1,-9999,3.6
,24.05.2007,59.78,-9999,2.69,62.95,3.26,3.61,5.46,2.89,3.06,1.83,1.61,2.44,2.88,2.2,4.82,-9999,3.8
,25.05.2007,50.05,-9999,2.63,56.03,3.32,3.88,5.44,2.81,2.89,1.46,1.62,2.54,2.65,4.14,4.59,-9999,4.2
,26.05.2007,54.45,-9999,2.34,64.73,3.2,3.21,5.36,2.39,2.99,1.38,1.65,1.84,2.69,3.69,4.55,-9999,4.5
,27.05.2007,48.6,-9999,2.5,49.58,3.15,4.3,5.84,1.97,3.15,1.09,1.77,1.81,2.72,5.75,5.39,-9999,4.2
,28.05.2007,48.58,-9999,2.34,46.51,3.28,4.78,5.93,2.19,2.81,1.69,1.65,1.93,2.37,5.14,4.89,-9999,3.8
,29.05.2007,75.7,-9999,2.38,82.88,3.65,5.57,5.59,3.01,2.86,1.22,1.76,3.5,2.74,5.47,4.43,-9999,4.3
,30.05.2007,73.95,-9999,2.88,81.58,3.97,3.2,5.5,2.46,3.29,1.38,1.84,2.44,2.94,1.29,4.06,-9999,4.5
,31.05.2007,67.2,-9999,2.5,68.76,3.35,4.09,5.38,2.58,3.21,1.63,1.82,2.62,2.57,4.05,4.11,-9999,4.1
,01.06.2007,65.73,-9999,2.62,67.73,3.38,2.74,5.31,2.52,3.39,1.14,1.94,1.67,2.75,1.5,4.5,-9999,4.3
,02.06.2007,61.73,-9999,2.45,74.32,2.98,3.43,5.6,2.01,3.06,0.93,1.67,1.01,2.67,2.25,4.71,-9999,4.9
,03.06.2007,60.24,-9999,2.48,65.18,3.1,3.2,5.56,2.38,3.1,1.4,1.67,2.68,2.63,1.73,4.64,-9999,3.9
,04.06.2007,59.9,-9999,2.55,67.63,3.25,2.19,5.34,2.44,3.08,1.48,1.65,1.85,2.62,1.03,4.06,-9999,4.1
,05.06.2007,64.16,-9999,2.42,73.16,3.12,4.34,5.49,2.09,2.8,1.21,1.73,1.69,2.38,2.49,3.99,-9999,4.5
,06.06.2007,46.35,-9999,2.32,50.03,3.18,7.03,5.77,3.51,2.99,3.05,1.8,4.55,2.51,5.99,4.97,-9999,4.4
,07.06.2007,48.17,-9999,2.88,54.48,3.82,6.37,5.7,5.8,3.27,3.72,1.99,5.91,2.84,7.29,4.74,-9999,4.2
,08.06.2007,51.35,-9999,2.82,56.1,3.78,3.94,5.01,2.07,3.33,1.31,1.89,1.78,2.96,3.17,5.28,-9999,4.8
,09.06.2007,43.55,-9999,2.2,38.63,3.06,2.96,5.22,2.6,2.81,1.52,1.73,1.79,2.27,1.59,3.6,-9999,4.1
,10.06.2007,41.2,-9999,2.33,34.36,3.48,3.16,5.24,1.85,3,0.82,2.01,1.55,2.44,4.53,3.84,-9999,3.7
,11.06.2007,43.75,-9999,2.55,44.23,3.44,4.65,5.94,2.42,2.8,1.12,1.85,2.03,2.56,4.83,4.1,-9999,3.7
,12.06.2007,77.37,-9999,2.26,85.13,3.25,4.05,5.26,2.67,2.7,1.6,1.58,3.45,2.42,2.51,3.71,-9999,3.8
,13.06.2007,57.7,-9999,2.68,55.01,3.35,4.64,6.25,3.3,3.21,1.2,1.82,3.77,2.71,1.2,4.44,-9999,3.9
,14.06.2007,59.1,-9999,2.26,58.14,2.99,2.35,5.63,2.48,3.19,1.33,2,1.69,2.34,0.48,4.59,-9999,4.4
,15.06.2007,60.45,-9999,2.38,62.79,3.13,3.8,5.65,2.39,2.95,1.02,1.76,2.08,2.43,1.71,4.46,-9999,4.2
,16.06.2007,54.12,-9999,2.83,58.95,3.35,6.01,5.25,2.7,3.04,1.46,1.69,2.35,2.72,3.47,4.52,-9999,4.3
,17.06.2007,44.65,-9999,2.45,43.18,3.32,7.01,5.33,3,2.98,2.69,1.82,2.73,2.46,7.15,4.9,-9999,4.8
,18.06.2007,27.96,-9999,2.16,23.44,3.28,4.24,5.99,3.78,2.7,3.04,1.59,2.95,2.16,3.32,4.4,-9999,4.3
,19.06.2007,39.36,-9999,2.41,32.64,3.14,2.85,5.24,2.18,2.85,1.44,1.64,1.6,2.37,2.33,4.42,-9999,4.2
,20.06.2007,44.13,-9999,2.3,39.97,3.39,4.43,5.74,1.82,2.79,1.15,1.77,1.63,2.28,3.55,4.56,-9999,3.8
,21.06.2007,37.82,-9999,2.19,31.03,3.36,5.25,5.88,2.41,2.67,0.96,1.6,2.22,2.13,5.53,4.92,-9999,4.4
,22.06.2007,53.92,-9999,1.98,49.47,2.96,3.63,5.77,2.98,2.55,1.6,1.49,2.53,2.03,4.46,4,-9999,4
,23.06.2007,49.78,-9999,1.87,46.37,2.84,3.44,5.7,2.79,2.58,1.39,1.56,1.58,1.89,2.14,4.95,-9999,3.6
,24.06.2007,43.88,-9999,2.21,38.28,3.17,5.62,5.66,2.52,2.87,1.73,1.77,2.02,2.24,4.58,4.57,-9999,3.9
,25.06.2007,38.03,-9999,1.94,29.99,2.98,5.9,5.32,2.09,2.48,1.02,1.45,1.18,1.97,6.04,4.08,-9999,4.2
,26.06.2007,57.89,-9999,1.8,59.83,2.87,4.97,5.18,3.17,2.33,1.2,1.45,3.21,1.81,4.56,3.94,-9999,3.7
,27.06.2007,65.22,-9999,1.85,71.77,2.89,3.85,5.63,2.28,2.54,1.18,1.5,2.57,1.91,2.47,4.19,-9999,4.2
,28.06.2007,60.86,-9999,1.86,73.51,2.8,5.45,5.71,2.9,2.46,1.11,1.39,2.91,1.87,2.47,4.52,-9999,3.9
,29.06.2007,50.06,-9999,1.78,60.92,2.99,5.35,5.38,3.05,2.73,1.19,1.61,3.27,1.86,3,3.96,-9999,3.9
,30.06.2007,44.47,-9999,1.91,44.63,2.79,5.78,5.31,2.25,2.48,1.06,1.51,2.03,1.87,3,4.54,-9999,4.2
,01.07.2007,54.37,-9999,1.84,52.87,2.99,6.68,5.34,3.1,2.58,1.44,1.62,2.95,1.95,4.74,4.73,-9999,4.2
,02.07.2007,49.98,-9999,2.05,50.14,3,5.74,5.27,2.71,2.58,1,1.57,2.67,2.02,3.44,4.79,-9999,3.9
,03.07.2007,54.33,-9999,1.82,58.26,2.94,5.02,5.18,3.6,2.64,1.41,1.68,3.29,1.88,3.83,4.37,-9999,4.1
,04.07.2007,53.84,-9999,1.85,55.69,3.22,3.03,4.83,2.75,2.57,1.63,1.66,2.1,1.84,2.12,4.05,-9999,3.9
,05.07.2007,47.72,-9999,1.77,44.96,2.85,3.66,5.11,2.27,2.64,1.29,1.6,1.51,1.97,2.24,4.16,-9999,3.9
,06.07.2007,43.43,-9999,1.86,38.35,2.98,3.92,5.52,2.44,2.48,1.47,1.57,1.47,1.86,2.37,4.3,-9999,4.1
,07.07.2007,36.68,-9999,1.87,33.6,2.8,4.24,5.1,2.8,2.57,1.9,1.58,1.94,1.91,4.19,4.41,-9999,4.4
,08.07.2007,46.63,-9999,1.65,46.5,2.84,4.5,4.67,2.26,2.46,1.09,1.57,2.22,1.72,4.1,4.38,-9999,3.7
,09.07.2007,57.24,-9999,1.68,55.32,2.89,2.83,5.31,2.15,2.57,1.27,1.55,1.22,1.72,2.39,4.13,-9999,3.9
,10.07.2007,55.01,-9999,1.83,57.63,2.83,3.9,4.67,3.53,2.39,2.4,1.51,3.55,1.71,2.85,3.5,-9999,3.9
,11.07.2007,63.08,-9999,1.76,71.78,2.93,5.15,5.17,2.71,2.47,1.26,1.5,2.47,1.74,4.61,4.36,-9999,4.1
,12.07.2007,77.69,-9999,1.63,78.38,2.7,3.19,4.95,2.46,2.27,1.13,1.45,2,1.6,2.77,3.62,-9999,3.8
,13.07.2007,63.59,-9999,1.58,62.33,2.71,2.31,5.29,2.08,2.45,1.6,1.59,1.33,1.56,1.91,3.86,-9999,3.6
,14.07.2007,53.54,-9999,1.75,40.71,3.11,2.77,5.23,2.46,2.42,1.59,1.58,1.47,1.74,1.94,4.35,-9999,3.8
,15.07.2007,50.89,-9999,1.76,34.71,2.94,3.47,5.24,2.32,2.39,1.24,1.5,1.38,1.6,1.59,4.34,-9999,3.7
,16.07.2007,44.39,-9999,1.79,27.39,3.07,3.06,5.05,2.04,2.54,1.03,1.55,1.14,1.71,2.46,3.96,-9999,3.8
,17.07.2007,44.68,-9999,1.7,34.36,2.87,3.91,5.26,2.1,2.31,1.37,1.35,1.7,1.59,3.65,4.86,-9999,3.7
,18.07.2007,43.7,-9999,1.51,38.02,2.97,2.29,5.5,1.88,2.15,1.24,1.44,1.55,1.37,2.41,4.31,-9999,3.6
,19.07.2007,66.5,-9999,1.82,74.48,2.82,3.52,5.08,2.59,2.52,1.42,1.55,2.49,1.72,4.44,4.46,-9999,3.6
,20.07.2007,55.89,-9999,1.68,64.88,3.14,4.67,5.14,2.34,2.39,1.39,1.54,2,1.57,3.17,4.15,-9999,3.3
,21.07.2007,49.6,-9999,1.62,49.78,2.86,5.34,5.19,2.13,2.36,0.96,1.45,1.55,1.63,5.25,3.49,-9999,4
,22.07.2007,46.47,-9999,1.63,42.6,3.12,3.98,5,2.9,2.41,1.69,1.55,2.05,1.63,4.15,4.24,-9999,3.3
,23.07.2007,46.17,-9999,1.7,42.11,3.15,2.6,5.35,2.56,2.46,1.22,1.5,1.96,1.73,2.8,4.44,-9999,3.5
,24.07.2007,49.09,-9999,1.73,48.83,3.12,1.82,5.04,2.54,2.36,1.13,1.57,1.98,1.64,3.37,4.13,-9999,3.5
,25.07.2007,43.41,-9999,1.72,49.76,3.3,1.9,5.17,2.94,2.3,1.61,1.58,2.3,1.75,4.74,4.64,-9999,3.8
,26.07.2007,54.83,-9999,1.56,60.73,2.85,0.28,5.71,2.21,2.3,1.24,1.51,2.23,1.63,3.21,5.37,-9999,3.4
,27.07.2007,73.45,-9999,1.5,91.36,2.89,1.05,4.73,1.86,2.12,0.91,1.39,1.88,1.48,3.23,4.85,-9999,3.3
,28.07.2007,80.03,-9999,1.43,88.69,2.62,3.09,5.06,1.58,2.23,0.88,1.4,0.83,1.39,2.58,4.24,-9999,3.4
,29.07.2007,74.32,-9999,1.55,84.63,2.87,1.2,4.92,1.82,2.2,0.93,1.35,1.14,1.45,2.22,3.97,-9999,3.6
,30.07.2007,66.84,-9999,1.32,75.63,2.72,3.73,5.27,2.04,2.16,0.9,1.29,1.93,1.41,2.52,4.68,-9999,3.7
,31.07.2007,63.01,-9999,1.65,70.36,3.05,3.9,4.97,1.58,2.33,0.79,1.45,1.35,1.64,4.19,4.93,-9999,3.5
,01.08.2007,71.6,-9999,1.65,75.42,2.88,3.08,5.11,2.32,2.21,1.05,1.42,1.98,1.57,2.73,4.54,-9999,3.3
,02.08.2007,75.41,-9999,1.56,85.84,2.92,3.78,5.02,2.13,2.25,1.24,1.59,2.2,1.59,2.68,4.5,-9999,3.2
,03.08.2007,75.3,-9999,1.66,86.63,2.92,5.13,4.83,1.43,2.2,0.85,1.6,1.3,1.55,4.93,4.36,-9999,3.5
,04.08.2007,65.65,-9999,1.55,72.83,2.83,3.56,4.95,1.65,2.18,0.99,1.48,1.59,1.58,3.64,4.38,-9999,3.3
,05.08.2007,66.11,-9999,1.58,68.03,2.77,3.42,4.82,2.55,2.16,1.97,1.43,1.83,1.61,2.96,3.71,-9999,3.5
,06.08.2007,73.93,-9999,1.53,81.31,3.1,2.59,4.57,1.94,2.26,1.46,1.52,1.76,1.57,2.88,4.01,-9999,3.3
,07.08.2007,72.52,-9999,1.41,77.02,2.94,2.91,4.93,1.84,2.12,1.29,1.37,1.3,1.3,1.98,3.86,-9999,3.1
,08.08.2007,62.36,-9999,1.45,54.76,2.86,3.02,5.14,2.07,2.15,1.3,1.51,1.56,1.5,2.06,3.63,-9999,3.6
,09.08.2007,50.06,-9999,1.59,37.5,2.94,3.84,4.59,2.04,2.23,1.33,1.43,1.28,1.72,3.86,4.41,-9999,3.8
,10.08.2007,51.44,-9999,1.51,48,2.77,2.79,5.24,2.65,2.09,1.88,1.38,1.53,1.53,3.37,4.34,-9999,3.8
,11.08.2007,54.87,-9999,1.42,38.93,3.06,3.73,4.84,2.49,2.05,1.66,1.48,2,1.42,3.15,3.85,-9999,3.2
,12.08.2007,56.07,-9999,1.68,56.98,3.08,2.71,4.9,1.97,2.38,1.13,1.53,1.4,1.85,2.47,4.06,-9999,3.5
,13.08.2007,55.22,-9999,1.52,53.66,3.26,2.96,4.74,1.89,2.15,1.24,1.37,1.79,1.67,2.42,3.28,-9999,3.4
,14.08.2007,55.7,-9999,1.57,55.94,2.85,3.28,4.74,2.52,2.29,1.48,1.5,2.28,1.72,2.66,3.79,-9999,3.3
,15.08.2007,72.25,-9999,1.6,73.25,3.38,2.78,5.1,1.93,2.28,1.31,1.47,1.55,1.78,2.42,3.69,-9999,3.5
,16.08.2007,68.29,-9999,1.56,71.42,3.18,2.52,5,2.48,2.38,1.21,1.47,1.81,1.77,2.13,3.8,-9999,3.2
,17.08.2007,63.49,-9999,1.38,70.95,2.52,4.15,4.53,1.91,2.15,1.26,1.37,1.94,1.37,4.82,3.85,-9999,3.1
,18.08.2007,63.69,-9999,1.58,68.78,3.05,2.76,4.87,1.98,2.28,1.12,1.45,1.78,1.51,4.43,4.5,-9999,3.5
,19.08.2007,69.71,-9999,1.56,65.28,2.9,2.32,4.54,1.96,2.29,1.53,1.53,1.41,1.56,1.99,3.93,-9999,3.2
,20.08.2007,56.35,-9999,1.26,41.28,2.63,3.2,5.07,2.2,2,1.2,1.28,1.31,1.21,3.29,3.97,-9999,3.3
,21.08.2007,48.68,-9999,1.47,33.09,2.86,3.07,4.76,2.49,2.18,1.2,1.37,1.54,1.42,2.94,4.19,-9999,3.3
,22.08.2007,57.75,-9999,1.57,63.28,2.94,1.38,4.92,2.56,2.25,1.5,1.48,3.24,1.56,4.13,4.45,-9999,3.1
,23.08.2007,78.81,-9999,1.54,83.1,3.02,2.62,5.06,2.19,2.17,1.68,1.4,3.06,1.53,1.84,3.75,-9999,3.1
,24.08.2007,68.47,-9999,1.47,80.99,2.69,3.21,4.3,2.01,2.1,1.13,1.38,2.17,1.39,1.24,3.54,-9999,3.8
,25.08.2007,67.18,-9999,1.84,68.93,3.02,4.01,4.79,1.68,2.38,0.97,1.56,1.17,1.69,3.04,4.29,-9999,3.3
,26.08.2007,49.97,-9999,1.57,36.25,3.02,3.17,4.77,2.11,2.24,1.09,1.34,1.54,1.5,2.14,4.12,-9999,3.3
,27.08.2007,58.84,-9999,1.65,58.42,2.97,4.1,4.87,1.84,2.29,0.94,1.5,1.71,1.53,3.41,4.36,-9999,3.4
,28.08.2007,69.03,-9999,1.35,75.1,3,2.75,4.86,1.8,2.07,1.21,1.35,2.14,1.47,2.19,4.03,-9999,3.2
,29.08.2007,77.14,-9999,1.52,86.8,2.82,4.17,5.01,2.32,2.18,1.23,1.37,2.76,1.54,3.01,4.31,-9999,3.3
,30.08.2007,71.39,-9999,1.59,74.34,2.89,5.12,4.66,1.99,2.26,0.99,1.32,1.3,1.56,2.67,4,-9999,3.3
,31.08.2007,57.73,-9999,1.73,59.56,2.92,4.89,4.76,1.97,2.4,1.16,1.43,1.48,1.76,3.96,4.65,-9999,3.8
,01.09.2007,59.5,-9999,1.57,51.73,3.12,3.39,4.65,2.28,2.22,1.37,1.53,1.35,1.52,3.94,4.64,-9999,3.5
,02.09.2007,54.28,-9999,1.72,50.75,3.26,3.09,4.68,2.36,2.43,1.07,1.62,2.1,1.83,2.87,4.49,-9999,3.4
,03.09.2007,56.16,-9999,1.48,53.56,2.95,3.36,4.7,1.99,2.22,1.13,1.3,1.57,1.53,3.66,4.18,-9999,3.5
,04.09.2007,53.92,-9999,1.53,46.83,2.85,3.07,5.04,1.61,2.21,1.06,1.4,1.21,1.45,3.41,4.19,-9999,3.7
,05.09.2007,57.59,-9999,1.67,57.05,2.93,3.6,4.98,2.57,2.4,1.78,1.58,2.44,1.72,2.86,4.34,-9999,3.5
,06.09.2007,55.3,-9999,1.82,59.59,3.26,3.66,5.19,2.71,2.41,2.41,1.56,3.21,1.95,2.11,4.3,-9999,3.7
,07.09.2007,48.28,-9999,1.82,56.16,2.81,3.23,4.88,2.94,2.27,1.73,1.43,2.51,1.69,2.91,4.32,-9999,3.5
,08.09.2007,57.37,-9999,1.58,60.68,2.86,4.82,5.02,3.07,1.96,1.26,1.22,3.73,1.54,3.82,4.89,-9999,3.8
,09.09.2007,69.42,-9999,1.82,85.18,2.76,4.32,4.9,2.64,2.16,1.49,1.33,3.61,1.64,0.62,4.04,-9999,3.4
,10.09.2007,66.1,-9999,1.62,77.12,3.14,3.31,5.14,2.23,2.31,1.25,1.46,2.7,1.61,0.61,4.39,-9999,3.6
,11.09.2007,53.98,-9999,1.52,47.04,2.74,2.85,4.93,2.25,2.31,1.02,1.5,0.98,1.56,1.35,4.19,-9999,3.7
,12.09.2007,44.22,-9999,1.72,32.49,3.1,2.84,4.89,2.08,2.56,0.95,1.53,0.99,1.8,2.2,4.23,-9999,3.5
,13.09.2007,56.44,-9999,1.81,59.25,2.77,4.39,5.19,2.99,2.33,1.22,1.36,2.64,1.79,3.26,4.16,-9999,3.2
,14.09.2007,57.04,-9999,1.72,67.19,2.91,4.84,5.02,1.69,2.31,0.58,1.44,2.56,1.76,2.62,4.26,-9999,3.4
,15.09.2007,43.32,-9999,1.55,47.97,2.76,3.99,4.73,1.93,2.28,1.03,1.31,1.83,1.59,0.84,4.41,-9999,3.9
