@T,Climate,,,,,,,,,
descr,relative humidity,,,,,,,,,
unit,%,,,,,,,,,
missing_val,-9999,,,,,,,,,
date_start,01.01.1990,,,,,,,,,
date_end,30.06.2012,,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,,
,,,,,,,,,,
@H,date,rehum[1],rehum[2],rehum[3],rehum[4],rehum[5],rehum[6],rehum[7],rehum[8],rehum[9]
name,,ad,alg,ame,as1,as2,axl,blg,cme,d14
ID,,ad,alg,ame,as1,as2,axl,blg,cme,d14
elevation,,289,272,276,278,273,266,265,270,294
x,,667713,670478,673154,669101,669649,666717,666826,660768,661139
y,,4592666,4590999,4595188,4591404,4591124,4586416,4584121,4588357,4593315
,24.09.2003,-9999,-9999,-9999,76.74510417,-9999,-9999,-9999,-9999,-9999
,25.09.2003,-9999,-9999,-9999,70.46364583,-9999,-9999,-9999,-9999,-9999
,26.09.2003,-9999,-9999,-9999,77.7675,-9999,-9999,-9999,-9999,-9999
,27.09.2003,-9999,-9999,-9999,74.17770833,-9999,-9999,-9999,-9999,-9999
,28.09.2003,-9999,-9999,-9999,83.921875,-9999,-9999,-9999,-9999,-9999
,29.09.2003,-9999,-9999,-9999,79.77854167,-9999,-9999,-9999,-9999,-9999
,30.09.2003,-9999,-9999,-9999,69.22322917,-9999,-9999,-9999,-9999,-9999
,01.10.2003,-9999,-9999,-9999,63.32604167,-9999,-9999,-9999,-9999,-9999
,02.10.2003,-9999,-9999,-9999,70.23239583,-9999,-9999,-9999,-9999,-9999
,03.10.2003,-9999,-9999,-9999,78.65520833,-9999,-9999,-9999,-9999,-9999
,04.10.2003,-9999,-9999,-9999,76.13552083,-9999,-9999,-9999,-9999,-9999
,05.10.2003,-9999,-9999,-9999,74.2353125,-9999,-9999,-9999,-9999,-9999
,06.10.2003,-9999,-9999,-9999,71.66927083,-9999,-9999,-9999,-9999,-9999
,07.10.2003,-9999,-9999,-9999,70.464375,-9999,-9999,-9999,-9999,-9999
,08.10.2003,-9999,-9999,-9999,74.3578125,-9999,-9999,-9999,-9999,-9999
,09.10.2003,-9999,-9999,-9999,76.6309375,-9999,-9999,-9999,-9999,-9999
,10.10.2003,-9999,-9999,-9999,81.6653125,-9999,-9999,-9999,-9999,-9999
,11.10.2003,-9999,-9999,-9999,75.49572917,-9999,-9999,-9999,-9999,-9999
,12.10.2003,-9999,-9999,-9999,64.99239583,-9999,-9999,-9999,-9999,-9999
,13.10.2003,-9999,-9999,-9999,65.31645833,-9999,-9999,-9999,-9999,-9999
,14.10.2003,-9999,-9999,-9999,88.38958333,-9999,-9999,-9999,-9999,-9999
,15.10.2003,-9999,-9999,-9999,61.72916667,-9999,-9999,-9999,-9999,-9999
,16.10.2003,-9999,-9999,-9999,69.676875,-9999,-9999,-9999,-9999,-9999
,17.10.2003,-9999,-9999,-9999,63.89447917,-9999,-9999,-9999,-9999,-9999
,18.10.2003,-9999,-9999,-9999,64.5740625,-9999,-9999,-9999,-9999,-9999
,19.10.2003,-9999,-9999,-9999,72.58572917,-9999,-9999,-9999,-9999,-9999
,20.10.2003,-9999,-9999,-9999,60.02541667,-9999,-9999,-9999,-9999,-9999
,21.10.2003,-9999,-9999,-9999,65.45572917,-9999,-9999,-9999,-9999,-9999
,22.10.2003,-9999,-9999,-9999,72.78708333,-9999,-9999,-9999,-9999,-9999
,23.10.2003,-9999,-9999,-9999,65.99666667,-9999,-9999,-9999,-9999,-9999
,24.10.2003,-9999,-9999,-9999,63.93802083,-9999,-9999,-9999,-9999,-9999
,25.10.2003,-9999,-9999,-9999,87.8384375,-9999,-9999,-9999,-9999,-9999
,26.10.2003,-9999,-9999,-9999,78.6396875,-9999,-9999,-9999,-9999,-9999
,27.10.2003,-9999,-9999,-9999,77.1746875,-9999,-9999,-9999,-9999,-9999
,28.10.2003,-9999,-9999,-9999,89.475,-9999,-9999,-9999,-9999,-9999
,29.10.2003,-9999,-9999,-9999,76.41697917,-9999,-9999,-9999,-9999,-9999
,30.10.2003,-9999,-9999,-9999,66.66541667,-9999,-9999,-9999,-9999,-9999
,31.10.2003,-9999,-9999,-9999,75.436875,-9999,-9999,-9999,-9999,-9999
,01.11.2003,-9999,-9999,-9999,81.7375,-9999,-9999,-9999,-9999,-9999
,02.11.2003,-9999,-9999,-9999,90.02083333,-9999,-9999,-9999,-9999,-9999
,03.11.2003,-9999,-9999,-9999,90.47260417,-9999,-9999,-9999,-9999,-9999
,04.11.2003,-9999,-9999,-9999,71.54770833,-9999,-9999,-9999,-9999,-9999
,05.11.2003,-9999,-9999,-9999,79.76479167,-9999,-9999,-9999,-9999,-9999
,06.11.2003,-9999,-9999,-9999,70.56375,-9999,-9999,-9999,-9999,-9999
,07.11.2003,-9999,-9999,-9999,66.15375,-9999,-9999,-9999,-9999,-9999
,08.11.2003,-9999,-9999,-9999,62.30989583,-9999,-9999,-9999,-9999,-9999
,09.11.2003,-9999,-9999,-9999,63.29145833,-9999,-9999,-9999,-9999,-9999
,10.11.2003,-9999,-9999,-9999,65.3628125,-9999,-9999,-9999,-9999,-9999
,11.11.2003,-9999,-9999,-9999,90.33229167,-9999,-9999,-9999,-9999,-9999
,12.11.2003,-9999,-9999,-9999,80.68375,-9999,-9999,-9999,-9999,-9999
,13.11.2003,-9999,-9999,-9999,59.86041667,-9999,-9999,-9999,-9999,-9999
,14.11.2003,-9999,-9999,-9999,58.9584375,-9999,-9999,-9999,-9999,-9999
,15.11.2003,-9999,-9999,-9999,88.02333333,-9999,-9999,-9999,-9999,-9999
,16.11.2003,-9999,-9999,-9999,97.45208333,-9999,-9999,-9999,-9999,-9999
,17.11.2003,-9999,-9999,-9999,89.90833333,-9999,-9999,-9999,-9999,-9999
,18.11.2003,-9999,-9999,-9999,92.1375,-9999,-9999,-9999,-9999,-9999
,19.11.2003,-9999,-9999,-9999,75.84833333,-9999,-9999,-9999,-9999,-9999
,20.11.2003,-9999,-9999,-9999,72.7040625,-9999,-9999,-9999,-9999,-9999
,21.11.2003,-9999,-9999,-9999,77.55260417,-9999,-9999,-9999,-9999,-9999
,22.11.2003,-9999,-9999,-9999,86.15625,-9999,-9999,-9999,-9999,-9999
,23.11.2003,-9999,-9999,-9999,75.74427083,-9999,-9999,-9999,-9999,-9999
,24.11.2003,-9999,-9999,-9999,79.82583333,-9999,-9999,-9999,-9999,-9999
,25.11.2003,-9999,-9999,-9999,71.7490625,-9999,-9999,-9999,-9999,-9999
,26.11.2003,-9999,-9999,-9999,71.40010417,-9999,-9999,-9999,-9999,-9999
,27.11.2003,-9999,-9999,-9999,95.025,-9999,-9999,-9999,-9999,-9999
,28.11.2003,-9999,-9999,-9999,88.303125,-9999,-9999,-9999,-9999,-9999
,29.11.2003,-9999,-9999,-9999,84.1953125,-9999,-9999,-9999,-9999,-9999
,30.11.2003,-9999,-9999,-9999,69.3375,-9999,-9999,-9999,-9999,-9999
,01.12.2003,-9999,-9999,-9999,52.43229167,-9999,-9999,-9999,-9999,-9999
,02.12.2003,-9999,-9999,-9999,65.50645833,-9999,-9999,-9999,-9999,-9999
,03.12.2003,-9999,-9999,-9999,70.625625,-9999,-9999,-9999,-9999,-9999
,04.12.2003,-9999,-9999,-9999,68.98729167,-9999,-9999,-9999,-9999,-9999
,05.12.2003,-9999,-9999,-9999,93.28947368,-9999,-9999,-9999,-9999,-9999
,06.12.2003,-9999,-9999,-9999,91.94210526,-9999,-9999,-9999,-9999,-9999
,07.12.2003,-9999,-9999,-9999,86.52631579,-9999,-9999,-9999,-9999,-9999
,08.12.2003,-9999,-9999,-9999,89.87368421,-9999,-9999,-9999,-9999,-9999
,09.12.2003,-9999,-9999,-9999,94.60526316,-9999,-9999,-9999,-9999,-9999
,10.12.2003,-9999,-9999,-9999,92.16315789,-9999,-9999,-9999,-9999,-9999
,11.12.2003,-9999,-9999,-9999,84.48947368,-9999,-9999,-9999,-9999,-9999
,12.12.2003,-9999,-9999,-9999,76.71842105,-9999,-9999,-9999,-9999,-9999
,13.12.2003,-9999,-9999,-9999,90.79473684,-9999,-9999,-9999,-9999,-9999
,14.12.2003,-9999,-9999,-9999,91.22368421,-9999,-9999,-9999,-9999,-9999
,15.12.2003,-9999,-9999,-9999,91.28947368,-9999,-9999,-9999,-9999,-9999
,16.12.2003,-9999,-9999,-9999,82.69210526,-9999,-9999,-9999,-9999,-9999
,17.12.2003,-9999,-9999,-9999,86.26578947,-9999,-9999,-9999,-9999,-9999
,18.12.2003,-9999,-9999,-9999,85.08947368,-9999,-9999,-9999,-9999,-9999
,19.12.2003,-9999,-9999,-9999,90.33421053,-9999,-9999,-9999,-9999,-9999
,20.12.2003,-9999,-9999,-9999,83.57368421,-9999,-9999,-9999,-9999,-9999
,21.12.2003,-9999,-9999,-9999,71.11184211,-9999,-9999,-9999,-9999,-9999
,22.12.2003,-9999,-9999,-9999,71.49684211,-9999,-9999,-9999,-9999,-9999
,23.12.2003,-9999,-9999,-9999,95.23815789,-9999,-9999,-9999,-9999,-9999
,24.12.2003,-9999,-9999,-9999,91.28157895,-9999,-9999,-9999,-9999,-9999
,25.12.2003,-9999,-9999,-9999,83.77631579,-9999,-9999,-9999,-9999,-9999
,26.12.2003,-9999,-9999,-9999,88.07105263,-9999,-9999,-9999,-9999,-9999
,27.12.2003,-9999,-9999,-9999,89.80263158,-9999,-9999,-9999,-9999,-9999
,28.12.2003,-9999,-9999,-9999,73.94263158,-9999,-9999,-9999,-9999,-9999
,29.12.2003,-9999,-9999,-9999,90.27405405,-9999,-9999,-9999,-9999,-9999
,30.12.2003,-9999,-9999,-9999,74.56357143,-9999,-9999,-9999,-9999,-9999
,31.12.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.01.2004,-9999,-9999,-9999,80.69473684,-9999,-9999,-9999,-9999,-9999
,02.01.2004,-9999,-9999,-9999,93.459375,-9999,-9999,-9999,-9999,-9999
,03.01.2004,-9999,-9999,-9999,80.12375,-9999,-9999,-9999,-9999,-9999
,04.01.2004,-9999,-9999,-9999,89.396875,-9999,-9999,-9999,-9999,-9999
,05.01.2004,-9999,-9999,-9999,86.94270833,-9999,-9999,-9999,-9999,-9999
,06.01.2004,-9999,-9999,-9999,69.65895833,-9999,-9999,-9999,-9999,-9999
,07.01.2004,-9999,-9999,-9999,64.45552083,-9999,-9999,-9999,-9999,-9999
,08.01.2004,-9999,-9999,-9999,72.08166667,-9999,-9999,-9999,-9999,-9999
,09.01.2004,-9999,-9999,-9999,72.97989583,-9999,-9999,-9999,-9999,-9999
,10.01.2004,-9999,-9999,-9999,69.1165625,-9999,-9999,-9999,-9999,-9999
,11.01.2004,-9999,-9999,-9999,68.90729167,-9999,-9999,-9999,-9999,-9999
,12.01.2004,-9999,-9999,-9999,82.85520833,-9999,-9999,-9999,-9999,-9999
,13.01.2004,-9999,-9999,-9999,72.47,-9999,-9999,-9999,-9999,-9999
,14.01.2004,-9999,-9999,-9999,78.03072917,-9999,-9999,-9999,-9999,-9999
,15.01.2004,-9999,-9999,-9999,70.39791667,-9999,-9999,-9999,-9999,-9999
,16.01.2004,-9999,-9999,-9999,75.92697917,-9999,-9999,-9999,-9999,-9999
,17.01.2004,-9999,-9999,-9999,88.25104167,-9999,-9999,-9999,-9999,-9999
,18.01.2004,-9999,-9999,-9999,72.21833333,-9999,-9999,-9999,-9999,-9999
,19.01.2004,-9999,-9999,-9999,75.06479167,-9999,-9999,-9999,-9999,-9999
,20.01.2004,-9999,-9999,-9999,69.95989583,-9999,-9999,-9999,-9999,-9999
,21.01.2004,-9999,-9999,-9999,78.4709375,-9999,-9999,-9999,-9999,-9999
,22.01.2004,-9999,-9999,-9999,65.92822917,-9999,-9999,-9999,-9999,-9999
,23.01.2004,-9999,-9999,-9999,78.43604167,-9999,-9999,-9999,-9999,-9999
,24.01.2004,-9999,-9999,-9999,71.7321875,-9999,-9999,-9999,-9999,-9999
,25.01.2004,-9999,-9999,-9999,70.77375,-9999,-9999,-9999,-9999,-9999
,26.01.2004,-9999,-9999,-9999,89.41354167,-9999,-9999,-9999,-9999,-9999
,27.01.2004,-9999,-9999,-9999,91.340625,-9999,-9999,-9999,-9999,-9999
,28.01.2004,-9999,-9999,-9999,79.16489583,-9999,-9999,-9999,-9999,-9999
,29.01.2004,-9999,-9999,-9999,80.59791667,-9999,-9999,-9999,-9999,-9999
,30.01.2004,-9999,-9999,-9999,75.3328125,-9999,-9999,-9999,-9999,-9999
,31.01.2004,-9999,-9999,-9999,73.4515625,-9999,-9999,-9999,-9999,-9999
,01.02.2004,-9999,-9999,-9999,73.6940625,-9999,-9999,-9999,-9999,-9999
,02.02.2004,-9999,-9999,-9999,81.666875,-9999,-9999,-9999,-9999,-9999
,03.02.2004,-9999,-9999,-9999,90.215625,-9999,-9999,-9999,-9999,-9999
,04.02.2004,-9999,-9999,-9999,78.68572917,-9999,-9999,-9999,-9999,-9999
,05.02.2004,-9999,-9999,-9999,80.04979167,-9999,-9999,-9999,-9999,-9999
,06.02.2004,-9999,-9999,-9999,91.32395833,-9999,-9999,-9999,-9999,-9999
,07.02.2004,-9999,-9999,-9999,75.91041667,-9999,-9999,-9999,-9999,-9999
,08.02.2004,-9999,-9999,-9999,84.43958333,-9999,-9999,-9999,-9999,-9999
,09.02.2004,-9999,-9999,-9999,77.00729167,-9999,-9999,-9999,-9999,-9999
,10.02.2004,-9999,-9999,-9999,76.34729167,-9999,-9999,-9999,-9999,-9999
,11.02.2004,-9999,-9999,-9999,79.01947917,-9999,-9999,-9999,-9999,-9999
,12.02.2004,-9999,-9999,-9999,84.134375,-9999,-9999,-9999,-9999,-9999
,13.02.2004,-9999,-9999,-9999,80.31770833,-9999,-9999,-9999,-9999,-9999
,14.02.2004,-9999,-9999,-9999,71.33364583,-9999,-9999,-9999,-9999,-9999
,15.02.2004,-9999,-9999,-9999,55.2728125,-9999,-9999,-9999,-9999,-9999
,16.02.2004,-9999,-9999,-9999,69.29458333,-9999,-9999,-9999,-9999,-9999
,17.02.2004,-9999,-9999,-9999,72.51885417,-9999,-9999,-9999,-9999,-9999
,18.02.2004,-9999,-9999,-9999,81.32677083,-9999,-9999,-9999,-9999,-9999
,19.02.2004,-9999,-9999,-9999,78.66364583,-9999,-9999,-9999,-9999,-9999
,20.02.2004,-9999,-9999,-9999,84.4121875,-9999,-9999,-9999,-9999,-9999
,21.02.2004,-9999,-9999,-9999,78.11385417,-9999,-9999,-9999,-9999,-9999
,22.02.2004,-9999,-9999,-9999,76.831875,-9999,-9999,-9999,-9999,-9999
,23.02.2004,-9999,-9999,-9999,86.60208333,-9999,-9999,-9999,-9999,-9999
,24.02.2004,-9999,-9999,-9999,84.975,-9999,-9999,-9999,-9999,-9999
,25.02.2004,-9999,-9999,-9999,73.97770833,-9999,-9999,-9999,-9999,-9999
,26.02.2004,-9999,-9999,-9999,84.09572917,-9999,-9999,-9999,-9999,-9999
,27.02.2004,-9999,-9999,-9999,70.99927083,-9999,-9999,-9999,-9999,-9999
,28.02.2004,-9999,-9999,-9999,61.24302083,-9999,-9999,-9999,-9999,-9999
,29.02.2004,-9999,-9999,-9999,64.219375,-9999,-9999,-9999,-9999,-9999
,01.03.2004,-9999,-9999,-9999,76.74072917,-9999,-9999,-9999,-9999,-9999
,02.03.2004,-9999,-9999,-9999,77.69166667,-9999,-9999,-9999,-9999,-9999
,03.03.2004,-9999,-9999,-9999,80.971875,-9999,-9999,-9999,-9999,-9999
,04.03.2004,-9999,-9999,-9999,91.86875,-9999,-9999,-9999,-9999,-9999
,05.03.2004,-9999,-9999,-9999,79.09260417,-9999,-9999,-9999,-9999,-9999
,06.03.2004,-9999,-9999,-9999,76.2296875,-9999,-9999,-9999,-9999,-9999
,07.03.2004,-9999,-9999,-9999,80.47708333,-9999,-9999,-9999,-9999,-9999
,08.03.2004,-9999,-9999,-9999,78.17791667,-9999,-9999,-9999,-9999,-9999
,09.03.2004,-9999,-9999,-9999,75.04625,-9999,-9999,-9999,-9999,-9999
,10.03.2004,-9999,-9999,-9999,67.29052083,-9999,-9999,-9999,-9999,-9999
,11.03.2004,-9999,-9999,-9999,65.48979167,-9999,-9999,-9999,-9999,-9999
,12.03.2004,-9999,-9999,-9999,72.96291667,-9999,-9999,-9999,-9999,-9999
,13.03.2004,-9999,-9999,-9999,63.05354167,-9999,-9999,-9999,-9999,-9999
,14.03.2004,-9999,-9999,-9999,70.40583333,-9999,-9999,-9999,-9999,-9999
,15.03.2004,-9999,-9999,-9999,58.76697917,-9999,-9999,-9999,-9999,-9999
,16.03.2004,-9999,-9999,-9999,82.13958333,-9999,-9999,-9999,-9999,-9999
,17.03.2004,-9999,-9999,-9999,87.45,-9999,-9999,-9999,-9999,-9999
,18.03.2004,-9999,-9999,-9999,93.16145833,-9999,-9999,-9999,-9999,-9999
,19.03.2004,-9999,-9999,-9999,82.51645833,-9999,-9999,-9999,-9999,-9999
,20.03.2004,-9999,-9999,-9999,68.93947917,-9999,-9999,-9999,-9999,-9999
,21.03.2004,-9999,-9999,-9999,63.9396875,-9999,-9999,-9999,-9999,-9999
,22.03.2004,-9999,-9999,-9999,56.80354167,-9999,-9999,-9999,-9999,-9999
,23.03.2004,-9999,-9999,-9999,54.49114583,-9999,-9999,-9999,-9999,-9999
,24.03.2004,-9999,-9999,-9999,76.5478125,-9999,-9999,-9999,-9999,-9999
,25.03.2004,-9999,-9999,-9999,77.61229167,-9999,-9999,-9999,-9999,-9999
,26.03.2004,-9999,-9999,-9999,87.16145833,-9999,-9999,-9999,-9999,-9999
,27.03.2004,-9999,-9999,-9999,90.34791667,-9999,-9999,-9999,-9999,-9999
,28.03.2004,-9999,-9999,-9999,82.37885417,-9999,-9999,-9999,-9999,-9999
,29.03.2004,-9999,-9999,-9999,77.1096875,-9999,-9999,-9999,-9999,-9999
,30.03.2004,-9999,-9999,-9999,82.09125,-9999,-9999,-9999,-9999,-9999
,31.03.2004,-9999,-9999,-9999,68.66135417,-9999,-9999,-9999,-9999,-9999
,01.04.2004,-9999,-9999,-9999,66.756875,-9999,-9999,-9999,-9999,-9999
,02.04.2004,-9999,-9999,-9999,53.754375,-9999,-9999,-9999,-9999,-9999
,03.04.2004,-9999,-9999,-9999,62.80229167,-9999,-9999,-9999,-9999,-9999
,04.04.2004,-9999,-9999,-9999,54.990625,-9999,-9999,-9999,-9999,-9999
,05.04.2004,-9999,-9999,-9999,42.11770833,-9999,-9999,-9999,-9999,-9999
,06.04.2004,-9999,-9999,-9999,53.065,-9999,-9999,-9999,-9999,-9999
,07.04.2004,-9999,-9999,-9999,57.04302083,-9999,-9999,-9999,-9999,-9999
,08.04.2004,-9999,-9999,-9999,66.92552083,-9999,-9999,-9999,-9999,-9999
,09.04.2004,-9999,-9999,-9999,58.48447917,-9999,-9999,-9999,-9999,-9999
,10.04.2004,-9999,-9999,-9999,53.43229167,-9999,-9999,-9999,-9999,-9999
,11.04.2004,-9999,-9999,-9999,69.63145833,-9999,-9999,-9999,-9999,-9999
,12.04.2004,-9999,-9999,-9999,62.924375,-9999,-9999,-9999,-9999,-9999
,13.04.2004,-9999,-9999,-9999,63.72427083,-9999,-9999,-9999,-9999,-9999
,14.04.2004,-9999,-9999,-9999,42.02552083,-9999,-9999,-9999,-9999,-9999
,15.04.2004,-9999,-9999,-9999,42.04364583,-9999,-9999,-9999,-9999,-9999
,16.04.2004,-9999,-9999,-9999,46.68635417,-9999,-9999,-9999,-9999,-9999
,17.04.2004,-9999,-9999,-9999,58.50208333,-9999,-9999,-9999,-9999,-9999
,18.04.2004,-9999,-9999,-9999,47.79520833,-9999,-9999,-9999,-9999,-9999
,19.04.2004,-9999,-9999,-9999,48.39125,-9999,-9999,-9999,-9999,-9999
,20.04.2004,-9999,-9999,-9999,76.62739583,-9999,-9999,-9999,-9999,-9999
,21.04.2004,-9999,-9999,-9999,71.14208333,-9999,-9999,-9999,-9999,-9999
,22.04.2004,-9999,-9999,-9999,73.14791667,-9999,-9999,-9999,-9999,-9999
,23.04.2004,-9999,-9999,-9999,59.01885417,-9999,-9999,-9999,-9999,-9999
,24.04.2004,-9999,-9999,-9999,56.3665625,-9999,-9999,-9999,-9999,-9999
,25.04.2004,-9999,-9999,-9999,73.61864583,-9999,-9999,-9999,-9999,-9999
,26.04.2004,-9999,-9999,-9999,54.42697917,-9999,-9999,-9999,-9999,-9999
,27.04.2004,-9999,-9999,-9999,56.56822917,-9999,-9999,-9999,-9999,-9999
,28.04.2004,-9999,-9999,-9999,40.80135417,-9999,-9999,-9999,-9999,-9999
,29.04.2004,-9999,-9999,-9999,41.9515625,-9999,-9999,-9999,-9999,-9999
,30.04.2004,-9999,-9999,-9999,68.0175,-9999,-9999,-9999,-9999,-9999
,01.05.2004,-9999,-9999,-9999,93.3625,-9999,-9999,-9999,-9999,-9999
,02.05.2004,-9999,-9999,-9999,72.4665625,-9999,-9999,-9999,-9999,-9999
,03.05.2004,-9999,-9999,-9999,55.9175,-9999,-9999,-9999,-9999,-9999
,04.05.2004,-9999,-9999,-9999,66.53333333,-9999,-9999,-9999,-9999,-9999
,05.05.2004,-9999,-9999,-9999,56.58979167,-9999,-9999,-9999,-9999,-9999
,06.05.2004,-9999,-9999,-9999,59.12989583,-9999,-9999,-9999,-9999,-9999
,07.05.2004,-9999,-9999,-9999,71.19291667,-9999,-9999,-9999,-9999,-9999
,08.05.2004,-9999,-9999,-9999,64.2190625,-9999,-9999,-9999,-9999,-9999
,09.05.2004,-9999,-9999,-9999,72.98895833,-9999,-9999,-9999,-9999,-9999
,10.05.2004,-9999,-9999,-9999,74.04854167,-9999,-9999,-9999,-9999,-9999
,11.05.2004,-9999,-9999,-9999,87.466875,-9999,-9999,-9999,-9999,-9999
,12.05.2004,-9999,-9999,-9999,69.35791667,-9999,-9999,-9999,-9999,-9999
,13.05.2004,-9999,-9999,-9999,80.2875,-9999,-9999,-9999,-9999,-9999
,14.05.2004,-9999,-9999,-9999,86.86666667,-9999,-9999,-9999,-9999,-9999
,15.05.2004,-9999,-9999,-9999,80.05625,-9999,-9999,-9999,-9999,-9999
,16.05.2004,-9999,-9999,-9999,72.07770833,-9999,-9999,-9999,-9999,-9999
,17.05.2004,-9999,-9999,-9999,79.23552083,-9999,-9999,-9999,-9999,-9999
,18.05.2004,-9999,-9999,-9999,83.70208333,-9999,-9999,-9999,-9999,-9999
,19.05.2004,-9999,-9999,-9999,76.15614583,-9999,-9999,-9999,-9999,-9999
,20.05.2004,-9999,-9999,-9999,85.20104167,-9999,-9999,-9999,-9999,-9999
,21.05.2004,-9999,-9999,-9999,85.784375,-9999,-9999,-9999,-9999,-9999
,22.05.2004,-9999,-9999,-9999,79.6096875,-9999,-9999,-9999,-9999,-9999
,23.05.2004,-9999,-9999,-9999,81.83052083,-9999,-9999,-9999,-9999,-9999
,24.05.2004,-9999,-9999,-9999,77.38010417,-9999,-9999,-9999,-9999,-9999
,25.05.2004,-9999,-9999,-9999,83.23875,-9999,-9999,-9999,-9999,-9999
,26.05.2004,-9999,-9999,-9999,73.52802083,-9999,-9999,-9999,-9999,-9999
,27.05.2004,-9999,-9999,-9999,79.886875,-9999,-9999,-9999,-9999,-9999
,28.05.2004,-9999,-9999,-9999,73.86041667,-9999,-9999,-9999,-9999,-9999
,29.05.2004,-9999,-9999,-9999,72.18375,-9999,-9999,-9999,-9999,-9999
,30.05.2004,-9999,-9999,-9999,81.9925,-9999,-9999,-9999,-9999,-9999
,31.05.2004,-9999,-9999,-9999,78.97229167,-9999,-9999,-9999,-9999,-9999
,01.06.2004,-9999,-9999,-9999,66.03875,-9999,-9999,-9999,-9999,-9999
,02.06.2004,-9999,-9999,-9999,77.6046875,-9999,-9999,-9999,-9999,-9999
,03.06.2004,-9999,-9999,-9999,70.51739583,-9999,-9999,-9999,-9999,-9999
,04.06.2004,-9999,-9999,-9999,62.64520833,-9999,-9999,-9999,-9999,-9999
,05.06.2004,-9999,-9999,-9999,57.9396875,-9999,-9999,-9999,-9999,-9999
,06.06.2004,-9999,-9999,-9999,66.10447917,-9999,-9999,-9999,-9999,-9999
,07.06.2004,-9999,-9999,-9999,65.78427083,-9999,-9999,-9999,-9999,-9999
,08.06.2004,-9999,-9999,-9999,67.27552083,-9999,-9999,-9999,-9999,-9999
,09.06.2004,-9999,-9999,-9999,77.5396875,-9999,-9999,-9999,-9999,-9999
,10.06.2004,-9999,-9999,-9999,89.06458333,-9999,-9999,-9999,-9999,-9999
,11.06.2004,-9999,-9999,-9999,89.33229167,-9999,-9999,-9999,-9999,-9999
,12.06.2004,-9999,-9999,-9999,86.09895833,-9999,-9999,-9999,-9999,-9999
,13.06.2004,-9999,-9999,-9999,88.59177083,-9999,-9999,-9999,-9999,-9999
,14.06.2004,-9999,-9999,-9999,81.43010417,-9999,-9999,-9999,-9999,-9999
,15.06.2004,-9999,-9999,-9999,73.57447917,-9999,-9999,-9999,-9999,-9999
,16.06.2004,-9999,-9999,-9999,89.60520833,-9999,-9999,-9999,-9999,-9999
,17.06.2004,-9999,-9999,-9999,83.45364583,-9999,-9999,-9999,-9999,-9999
,18.06.2004,-9999,-9999,-9999,74.11375,-9999,-9999,-9999,-9999,-9999
,19.06.2004,-9999,-9999,-9999,63.41572917,-9999,-9999,-9999,-9999,-9999
,20.06.2004,-9999,-9999,-9999,65.2540625,-9999,-9999,-9999,-9999,-9999
,21.06.2004,-9999,-9999,-9999,69.55010417,-9999,-9999,-9999,-9999,-9999
,22.06.2004,-9999,-9999,-9999,69.805,-9999,-9999,-9999,-9999,-9999
,23.06.2004,-9999,-9999,-9999,63.435625,-9999,-9999,-9999,-9999,-9999
,24.06.2004,-9999,-9999,-9999,66.531875,-9999,-9999,-9999,-9999,-9999
,25.06.2004,-9999,-9999,-9999,67.0525,-9999,-9999,-9999,-9999,-9999
,26.06.2004,-9999,-9999,-9999,57.99072917,-9999,-9999,-9999,-9999,-9999
,27.06.2004,-9999,-9999,-9999,58.48489583,-9999,-9999,-9999,-9999,-9999
,28.06.2004,-9999,-9999,-9999,74.571875,-9999,-9999,-9999,-9999,-9999
,29.06.2004,-9999,-9999,-9999,65.72114583,-9999,-9999,-9999,-9999,-9999
,30.06.2004,-9999,-9999,-9999,65.50927083,-9999,-9999,-9999,-9999,-9999
,01.07.2004,-9999,-9999,-9999,65.47614583,-9999,-9999,-9999,-9999,-9999
,02.07.2004,-9999,-9999,-9999,64.67385417,-9999,-9999,-9999,-9999,-9999
,03.07.2004,-9999,-9999,-9999,74.3790625,-9999,-9999,-9999,-9999,-9999
,04.07.2004,-9999,-9999,-9999,82.06958333,-9999,-9999,-9999,-9999,-9999
,05.07.2004,-9999,-9999,-9999,77.54,-9999,-9999,-9999,-9999,-9999
,06.07.2004,-9999,-9999,-9999,76.598125,-9999,-9999,-9999,-9999,-9999
,07.07.2004,-9999,-9999,-9999,77.51520833,-9999,-9999,-9999,-9999,-9999
,08.07.2004,-9999,-9999,-9999,70.076875,-9999,-9999,-9999,-9999,-9999
,09.07.2004,-9999,-9999,-9999,74.85489583,-9999,-9999,-9999,-9999,-9999
,10.07.2004,-9999,-9999,-9999,80.49291667,-9999,-9999,-9999,-9999,-9999
,11.07.2004,-9999,-9999,-9999,84.89072917,-9999,-9999,-9999,-9999,-9999
,12.07.2004,-9999,-9999,-9999,81.03208333,-9999,-9999,-9999,-9999,-9999
,13.07.2004,-9999,-9999,-9999,79.1578125,-9999,-9999,-9999,-9999,-9999
,14.07.2004,-9999,-9999,-9999,74.7015625,-9999,-9999,-9999,-9999,-9999
,15.07.2004,-9999,-9999,-9999,68.2928125,-9999,-9999,-9999,-9999,-9999
,16.07.2004,-9999,-9999,-9999,75.74947917,-9999,-9999,-9999,-9999,-9999
,17.07.2004,-9999,-9999,-9999,84.8671875,-9999,-9999,-9999,-9999,-9999
