@T,C1C2C3,,,,
descr,average observed soil water content at probe C1 C2 C3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,22.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1584.333333,,,
x,,513547,,,
y,,4494896.333,,,
,31.10.2003,0.283219876,0.263620956,0.21588181,0.191356514
,01.11.2003,0.279951772,0.260513642,0.214349774,0.190757339
,02.11.2003,0.278245241,0.25814343,0.212541074,0.189828058
,03.11.2003,0.276834121,0.25622851,0.21086993,0.18876444
,04.11.2003,0.275785269,0.254602777,0.209349367,0.187706932
,05.11.2003,0.274420544,0.253364832,0.208012179,0.186699552
,06.11.2003,0.272697234,0.251666589,0.206735367,0.18574417
,07.11.2003,0.272367828,0.250488599,0.205454212,0.184790919
,08.11.2003,0.271925457,0.249702719,0.204423827,0.183908553
,09.11.2003,0.271760286,0.249144471,0.20358236,0.183140451
,10.11.2003,0.271678765,0.248754422,0.202923078,0.182488657
,11.11.2003,0.271553622,0.248608419,0.202449657,0.181958106
,12.11.2003,0.271169171,0.248425732,0.202098716,0.181538773
,13.11.2003,0.26937787,0.247878485,0.201767373,0.181202555
,14.11.2003,0.268645666,0.247086946,0.201238605,0.180864045
,15.11.2003,0.26781086,0.246487162,0.20069535,0.180484615
,16.11.2003,0.266615485,0.245858014,0.200192799,0.18010716
,17.11.2003,0.265490026,0.245001228,0.199611338,0.179715087
,18.11.2003,0.264515795,0.244204679,0.19896519,0.17929318
,19.11.2003,0.264709538,0.243679773,0.19834803,0.178853662
,20.11.2003,0.264973043,0.243779082,0.19799559,0.178467827
,21.11.2003,0.264265216,0.24375992,0.197844821,0.178233053
,22.11.2003,0.262055437,0.24308401,0.197603536,0.178058495
,23.11.2003,0.258489718,0.241524582,0.196953374,0.177793551
,24.11.2003,0.255379079,0.239171911,0.195728772,0.177319393
,25.11.2003,0.254316318,0.237145226,0.194227528,0.176568125
,26.11.2003,0.253480172,0.235847158,0.192904569,0.175697404
,27.11.2003,0.232483581,0.234538819,0.191734134,0.174859299
,28.11.2003,0.251429051,0.23333091,0.190636867,0.174025458
,29.11.2003,0.251089721,0.232187989,0.189553644,0.173223221
,30.11.2003,0.253924213,0.232211861,0.188725912,0.172462918
,01.12.2003,0.255527449,0.233070053,0.188505576,0.171891594
,02.12.2003,0.255431446,0.233500127,0.188568204,0.171596991
,03.12.2003,0.255499528,0.23358567,0.188561458,0.171441229
,04.12.2003,0.254449468,0.233357353,0.188474062,0.17131694
,05.12.2003,0.252620508,0.232567507,0.188178927,0.171163832
,06.12.2003,0.251201535,0.231276362,0.187559864,0.170883883
,07.12.2003,0.252474988,0.230635058,0.186827425,0.170467598
,08.12.2003,0.254089181,0.231118026,0.186484572,0.170073981
,09.12.2003,0.253542947,0.23130097,0.186458533,0.169839866
,10.12.2003,0.252372832,0.230897926,0.186285482,0.169690695
,11.12.2003,0.250915228,0.230024847,0.185906496,0.169498124
,12.12.2003,0.249798504,0.228943556,0.185278594,0.169203368
,13.12.2003,0.248995295,0.227938206,0.184550277,0.168815528
,14.12.2003,0.248526364,0.227124578,0.183821746,0.168348949
,15.12.2003,0.24834896,0.226550205,0.183190548,0.167883614
,16.12.2003,0.248099042,0.226135436,0.182640494,0.167432072
,17.12.2003,0.24757502,0.225606604,0.182152928,0.167029677
,18.12.2003,0.247397711,0.22520645,0.181657556,0.166650801
,19.12.2003,0.247218242,0.224925517,0.181239916,0.16628071
,20.12.2003,0.247074271,0.224619062,0.180875907,0.165952058
,21.12.2003,0.247273826,0.224440198,0.180547933,0.165658447
,22.12.2003,0.247940715,0.224490377,0.180307808,0.165374033
,23.12.2003,0.247848025,0.224585045,0.180197952,0.165168511
,24.12.2003,0.24736492,0.224259058,0.180021013,0.165004556
,25.12.2003,0.247248876,0.223902918,0.179762417,0.164822359
,26.12.2003,0.247192553,0.223652041,0.179490345,0.16461564
,27.12.2003,0.24714436,0.223411047,0.179225771,0.164407012
,28.12.2003,0.246986554,0.223166526,0.17898507,0.164208548
,29.12.2003,0.246620519,0.222845903,0.178714616,0.164006831
,30.12.2003,0.245865006,0.222426651,0.178413551,0.163795289
,31.12.2003,0.245148276,0.222036292,0.178063801,0.163558821
,01.01.2004,0.244765003,0.221783343,0.17774892,0.163321634
,02.01.2004,0.244796429,0.221651158,0.177487591,0.163089269
,03.01.2004,0.245166353,0.221599597,0.177305054,0.162896827
,04.01.2004,0.245584664,0.221576411,0.177165066,0.162728199
,05.01.2004,0.245815069,0.221505392,0.177037834,0.16258926
,06.01.2004,0.245277054,0.221256206,0.176883643,0.162457118
,07.01.2004,0.243078939,0.220879203,0.176652763,0.162302233
,08.01.2004,0.240553946,0.220502294,0.176346462,0.162113122
,09.01.2004,0.239903903,0.220260054,0.176053045,0.161910803
,10.01.2004,0.240670595,0.220148456,0.175833698,0.161712278
,11.01.2004,0.241854407,0.220099012,0.175667503,0.161546949
,12.01.2004,0.242850476,0.220075674,0.175531933,0.16141277
,13.01.2004,0.243689798,0.220113931,0.175443984,0.161293263
,14.01.2004,0.24434943,0.220148838,0.175374014,0.161193215
,15.01.2004,0.245154518,0.220288155,0.175340777,0.161123418
,16.01.2004,0.246365686,0.220593058,0.175365025,0.161074485
,17.01.2004,0.24748737,0.221165366,0.175516769,0.161078217
,18.01.2004,0.247548484,0.221591429,0.175752772,0.161144312
,19.01.2004,0.246682696,0.221409487,0.175876708,0.161248352
,20.01.2004,0.246361066,0.221027346,0.175782316,0.161298558
,21.01.2004,0.246399151,0.22081782,0.175627906,0.161260467
,22.01.2004,0.246282321,0.220641778,0.17548885,0.161193881
,23.01.2004,0.246108457,0.220428971,0.175329138,0.161125308
,24.01.2004,0.246451648,0.220320007,0.175163284,0.161042527
,25.01.2004,0.246870755,0.220478726,0.175105815,0.160962674
,26.01.2004,0.246401028,0.220423803,0.175082425,0.160918463
,27.01.2004,0.24590086,0.220117092,0.174972217,0.160875928
,28.01.2004,0.245502064,0.219766733,0.174750201,0.160791578
,29.01.2004,0.245390336,0.219535517,0.174527446,0.160678315
,30.01.2004,0.245386771,0.219422235,0.174341406,0.160549172
,31.01.2004,0.245591963,0.21942722,0.174214484,0.160446838
,01.02.2004,0.245720156,0.219458568,0.174132386,0.160356331
,02.02.2004,0.245761193,0.219460745,0.174070897,0.160288885
,03.02.2004,0.24569074,0.219377612,0.174001241,0.160232795
,04.02.2004,0.245562089,0.219239845,0.173899416,0.160178521
,05.02.2004,0.245530633,0.219129404,0.17377972,0.160102899
,06.02.2004,0.245471649,0.219027182,0.17366373,0.160022132
,07.02.2004,0.245232888,0.218895058,0.173546742,0.159942677
,08.02.2004,0.244141948,0.218691201,0.173408455,0.159856945
,09.02.2004,0.241554929,0.218434656,0.173226402,0.159748119
,10.02.2004,0.236619169,0.218182433,0.172986441,0.159607474
,11.02.2004,0.231071492,0.21789863,0.172768911,0.159468324
,12.02.2004,0.223054143,0.217578036,0.172507082,0.15930526
,13.02.2004,0.211852245,0.217107819,0.172185621,0.159100578
,14.02.2004,0.210677772,0.216762401,0.171912972,0.158925799
,15.02.2004,0.212318794,0.21661571,0.171698499,0.158762713
,16.02.2004,0.214799204,0.216575504,0.17153298,0.158623708
,17.02.2004,0.217480766,0.216557416,0.171421495,0.15850094
,18.02.2004,0.219840866,0.216572602,0.171330371,0.158396872
,19.02.2004,0.223256325,0.216563628,0.171270231,0.158327039
,20.02.2004,0.228086071,0.216596126,0.171216415,0.158267727
,21.02.2004,0.236735023,0.216752852,0.171194215,0.158227775
,22.02.2004,0.242970379,0.217081663,0.171252868,0.158200143
,23.02.2004,0.246154506,0.218076501,0.171474581,0.15822147
,24.02.2004,0.247570794,0.219464109,0.172000797,0.158361455
,25.02.2004,0.247951688,0.220261,0.172619457,0.158662665
,26.02.2004,0.249435256,0.221226358,0.173167576,0.159005532
,27.02.2004,0.250390407,0.222237395,0.173805123,0.159391689
,28.02.2004,0.250819618,0.223193506,0.174467208,0.159843532
,29.02.2004,0.249697577,0.223527137,0.175020512,0.160326699
,01.03.2004,0.247950555,0.223051481,0.175256503,0.160718688
,02.03.2004,0.24823459,0.222705891,0.175186688,0.160940245
,03.03.2004,0.248855482,0.222963828,0.175205597,0.161060183
,04.03.2004,0.249313918,0.223287386,0.175356345,0.161197685
,05.03.2004,0.249739875,0.223688697,0.17557725,0.161380802
,06.03.2004,0.249444582,0.223939937,0.175813574,0.161585228
,07.03.2004,0.249814095,0.224116651,0.175988863,0.161788239
,08.03.2004,0.251652062,0.22470817,0.176195637,0.161977211
,09.03.2004,0.25394482,0.226096913,0.176707036,0.162236726
,10.03.2004,0.255545927,0.227655954,0.177518044,0.162669618
,11.03.2004,0.253544368,0.228328738,0.178388285,0.163256142
,12.03.2004,0.253043064,0.228147753,0.178777103,0.163796419
,13.03.2004,0.254247592,0.228479637,0.179020244,0.16419827
,14.03.2004,0.254081357,0.229197741,0.179474553,0.164577296
,15.03.2004,0.254649516,0.229627671,0.1799012,0.165002593
,16.03.2004,0.254090565,0.230067211,0.180331271,0.165434663
,17.03.2004,0.253990164,0.230270622,0.18066418,0.165854989
,18.03.2004,0.255092243,0.230842757,0.181033949,0.166266263
,19.03.2004,0.255302733,0.231610731,0.181561766,0.166711946
,20.03.2004,0.255963607,0.232328262,0.182149276,0.167212884
,21.03.2004,0.254706126,0.232892681,0.182820658,0.167769373
,22.03.2004,0.253456179,0.232655646,0.183212904,0.168301804
,23.03.2004,0.253982385,0.232907152,0.183473038,0.16875377
,24.03.2004,0.252797663,0.233135348,0.183868121,0.169209744
,25.03.2004,0.252447914,0.233204463,0.184146795,0.169614522
,26.03.2004,0.252083321,0.233552752,0.184468143,0.170012105
,27.03.2004,0.250652783,0.23383039,0.184906521,0.170471316
,28.03.2004,0.246150578,0.233042287,0.185241139,0.171014691
,29.03.2004,0.241976415,0.23103945,0.184963463,0.171372359
,30.03.2004,0.240448463,0.229200279,0.184118919,0.171361104
,31.03.2004,0.239663412,0.228181109,0.183309831,0.171135604
,01.04.2004,0.2391965,0.227608613,0.182682012,0.170925374
,02.04.2004,0.238812943,0.227412995,0.182402391,0.170857617
,03.04.2004,0.236436422,0.2274702,0.185448219,0.171170903
,04.04.2004,0.232673254,0.225550063,0.182424743,0.171422078
,05.04.2004,0.23277745,0.223627327,0.181110331,0.176407157
,06.04.2004,0.232146134,0.222522422,0.18008837,0.170829269
,07.04.2004,0.231546404,0.221970615,0.179485951,0.170608407
,08.04.2004,0.22928316,0.220915773,0.179102912,0.170550771
,09.04.2004,0.228354015,0.220453253,0.17903072,0.170654543
,10.04.2004,0.223949388,0.219353447,0.17907217,0.170876336
,11.04.2004,0.220705215,0.21653975,0.177862604,0.170649575
,12.04.2004,0.22006224,0.21430786,0.176239815,0.170051808
,13.04.2004,0.221180371,0.212786754,0.17456848,0.169189727
,14.04.2004,0.2235511,0.212034275,0.172965809,0.168116773
,15.04.2004,0.22464109,0.211761091,0.171838352,0.167169824
,16.04.2004,0.224158379,0.211179469,0.171006669,0.166472542
,17.04.2004,0.223899033,0.210556075,0.170309447,0.165970163
,18.04.2004,0.222668372,0.209791899,0.169597344,0.16552928
,19.04.2004,0.219644158,0.208562581,0.16903583,0.165232127
,20.04.2004,0.217515297,0.206601436,0.16788201,0.164808362
,21.04.2004,0.215636805,0.205866537,0.167593628,0.16468567
,22.04.2004,0.211129081,0.204851568,0.167992721,0.165053346
,23.04.2004,0.20768231,0.202217588,0.16695825,0.164915149
,24.04.2004,0.207003135,0.199501941,0.164982322,0.164139648
,25.04.2004,0.208418148,0.197989129,0.162959983,0.163042844
,26.04.2004,0.209694817,0.196929694,0.161060224,0.161802682
,27.04.2004,0.210542498,0.195834139,0.159286831,0.16055575
,28.04.2004,0.210105203,0.194626793,0.157810253,0.159404286
,29.04.2004,0.208056885,0.194502326,0.158089904,0.159255032
,30.04.2004,0.202768143,0.193505522,0.158887358,0.159799905
,01.05.2004,0.19923224,0.190491945,0.157830512,0.159573818
,02.05.2004,0.200587967,0.187826409,0.155452935,0.158307927
,03.05.2004,0.202909205,0.186413183,0.153166803,0.156613935
,04.05.2004,0.204477646,0.18576756,0.151523602,0.155106216
,05.05.2004,0.204829221,0.185011545,0.150128458,0.15385344
,06.05.2004,0.205022361,0.18416933,0.148698178,0.152671818
,07.05.2004,0.205179168,0.183752307,0.147826145,0.151893003
,08.05.2004,0.204091439,0.182953884,0.146937953,0.151239636
,09.05.2004,0.202868191,0.18159525,0.145969165,0.150689298
,10.05.2004,0.201293834,0.180055009,0.145115495,0.150296889
,11.05.2004,0.199920514,0.178514027,0.144319914,0.150043132
,12.05.2004,0.196557222,0.177266484,0.144049487,0.150120856
,13.05.2004,0.1892195,0.175153526,0.144426368,0.150866004
,14.05.2004,0.186842262,0.172061224,0.14359905,0.151175447
,15.05.2004,0.189455215,0.171165104,0.14228133,0.150900344
,16.05.2004,0.191346519,0.171274029,0.141244172,0.150315992
,17.05.2004,0.192849276,0.17147542,0.140464444,0.149728121
,18.05.2004,0.1940113,0.17171324,0.140045418,0.149341562
,19.05.2004,0.19516616,0.171662627,0.139402668,0.148893563
,20.05.2004,0.196545015,0.171770203,0.138617998,0.148305348
,21.05.2004,0.19659488,0.171399513,0.13799412,0.147851127
,22.05.2004,0.196871196,0.1714406,0.137591388,0.147520584
,23.05.2004,0.192870288,0.170018103,0.137129432,0.14733055
,24.05.2004,0.192777814,0.168241989,0.135768285,0.146730715
,25.05.2004,0.189845361,0.167510895,0.135489851,0.146758127
,26.05.2004,0.187714955,0.165990766,0.135199144,0.14699071
,27.05.2004,0.190657877,0.165466308,0.134125863,0.146621022
,28.05.2004,0.192022174,0.165891671,0.133340173,0.146043607
,29.05.2004,0.19146785,0.17391421,0.13283726,0.145550999
,30.05.2004,0.186822131,0.16455485,0.132280762,0.145174497
,31.05.2004,0.185707236,0.162341502,0.130839565,0.144424992
,01.06.2004,0.186984232,0.161425447,0.129435914,0.143496221
,02.06.2004,0.187583433,0.16110845,0.128446988,0.142620682
,03.06.2004,0.189495342,0.161248883,0.127675387,0.141852178
,04.06.2004,0.190340717,0.161848826,0.127289404,0.141299322
,05.06.2004,0.189787664,0.161795588,0.126955911,0.140884075
,06.06.2004,0.191479823,0.162174611,0.126662284,0.140617811
,07.06.2004,0.192253979,0.162734574,0.126556998,0.140449198
,08.06.2004,0.194096198,0.163771881,0.12674432,0.140506751
,09.06.2004,0.193627965,0.164959686,0.127485846,0.141054143
,10.06.2004,0.190698882,0.164560658,0.128035866,0.141683734
,11.06.2004,0.189726445,0.163840351,0.127852523,0.141894793
,12.06.2004,0.188380227,0.16320022,0.127605867,0.14199081
,13.06.2004,0.186083008,0.162041174,0.127272678,0.142020262
,14.06.2004,0.188563345,0.161721448,0.126642548,0.141735666
,15.06.2004,0.189544363,0.162325174,0.126436038,0.141536043
,16.06.2004,0.19013386,0.163134042,0.126596206,0.141594658
,17.06.2004,0.184780967,0.147546298,0.126996345,0.142032267
,18.06.2004,0.180882956,0.160417521,0.12677797,0.142292391
,19.06.2004,0.17715557,0.158033668,0.125988169,0.142227127
,20.06.2004,0.178624012,0.15651363,0.124827262,0.141843844
,21.06.2004,0.17931002,0.15677943,0.124163833,0.141372434
,22.06.2004,0.178963938,0.156430071,0.123842729,0.1410287
,23.06.2004,0.18371225,0.157246606,0.123524584,0.140695228
,24.06.2004,0.188225911,0.159385614,0.123783459,0.14051212
,25.06.2004,0.190266304,0.161339308,0.124646523,0.140641991
,26.06.2004,0.191546582,0.16267668,0.125493155,0.141003568
,27.06.2004,0.190544242,0.163147597,0.126190465,0.141450327
,28.06.2004,0.189629487,0.162828311,0.126510984,0.141859034
,29.06.2004,0.190790029,0.162381729,0.126540748,0.142128413
,30.06.2004,0.194322634,0.163158593,0.126618382,0.142268772
,01.07.2004,0.19690429,0.164388531,0.127070053,0.142489189
,02.07.2004,0.199542904,0.165526853,0.127685072,0.142848664
,03.07.2004,0.201952022,0.166649013,0.128353032,0.143291419
,04.07.2004,0.203942419,0.167650851,0.129065635,0.143803698
,05.07.2004,0.204742744,0.1681248,0.129725128,0.144355199
,06.07.2004,0.205841115,0.168313281,0.13019336,0.144871884
,07.07.2004,0.209233041,0.16885655,0.130545906,0.145320621
,08.07.2004,0.213834723,0.170313885,0.131141703,0.145750855
,09.07.2004,0.217361129,0.172067827,0.132085899,0.146316786
,10.07.2004,0.220188252,0.173543732,0.133117821,0.147032035
,11.07.2004,0.221978622,0.174490041,0.134078796,0.147818148
,12.07.2004,0.225583649,0.175594933,0.134916129,0.148600006
,13.07.2004,0.228779614,0.177101948,0.135878341,0.149375186
,14.07.2004,0.230875074,0.178338916,0.136940157,0.150211096
,15.07.2004,0.232626716,0.179276211,0.137887011,0.151058461
,16.07.2004,0.231510756,0.179656923,0.138738911,0.151869391
,17.07.2004,0.228286874,0.178164862,0.139091761,0.152597423
,18.07.2004,0.229963553,0.177277704,0.138847126,0.152999588
,19.07.2004,0.23167047,0.177651301,0.138826345,0.153191266
,20.07.2004,0.226055018,0.176376178,0.138620807,0.153534747
,21.07.2004,0.223908346,0.175302723,0.138299949,0.153808848
,22.07.2004,0.222883342,0.175061078,0.138301503,0.153964258
,23.07.2004,0.21732677,0.173286021,0.138140903,0.154078546
,24.07.2004,0.211609357,0.169831522,0.13722735,0.153950439
,25.07.2004,0.211385966,0.166983493,0.135654866,0.153392801
,26.07.2004,0.214831618,0.166409683,0.13438559,0.152566166
,27.07.2004,0.216838682,0.166753875,0.133795249,0.151879429
,28.07.2004,0.218397296,0.16676588,0.133523986,0.151443058
,29.07.2004,0.220411028,0.167026623,0.133358969,0.151159833
,30.07.2004,0.222764683,0.167392368,0.133329359,0.150982425
,31.07.2004,0.225037949,0.16790496,0.133422202,0.150919268
,01.08.2004,0.227592909,0.168497306,0.133608118,0.150952832
,02.08.2004,0.231031669,0.169463597,0.133908218,0.151056569
,03.08.2004,0.233516781,0.170527635,0.134468586,0.151289092
,04.08.2004,0.235698008,0.171376714,0.135020531,0.151619747
,05.08.2004,0.237690688,0.172202224,0.135531689,0.151994946
,06.08.2004,0.238572425,0.172561964,0.136018179,0.152415778
,07.08.2004,0.239466127,0.172812336,0.136362716,0.152805907
,08.08.2004,0.240142498,0.172794562,0.136607627,0.153140878
,09.08.2004,0.241479097,0.173081808,0.136867653,0.153407995
,10.08.2004,0.24155382,0.173113226,0.137127005,0.153672843
,11.08.2004,0.239518053,0.172483086,0.137188257,0.153895637
,12.08.2004,0.238682624,0.171353216,0.13691131,0.153988192
,13.08.2004,0.239361171,0.170775931,0.136509756,0.153927332
,14.08.2004,0.240316512,0.170738405,0.136265528,0.153803512
,15.08.2004,0.241227178,0.17108271,0.136206669,0.153722254
,16.08.2004,0.241703122,0.171586236,0.13633443,0.153722726
,17.08.2004,0.242016726,0.172224232,0.136605321,0.153816335
,18.08.2004,0.240917918,0.172499419,0.136879679,0.153975382
,19.08.2004,0.236103484,0.17132062,0.136942696,0.154155589
,20.08.2004,0.231216286,0.168583325,0.13631405,0.154118944
,21.08.2004,0.230006023,0.166453756,0.13518165,0.153712792
,22.08.2004,0.231624394,0.16588663,0.134211198,0.153085634
,23.08.2004,0.232134425,0.166218462,0.133757989,0.152541352
,24.08.2004,0.232274485,0.166455517,0.133574875,0.152182534
,25.08.2004,0.236546343,0.173920739,0.138255577,0.1622929
,26.08.2004,-9999,-9999,0.141644247,-9999
,27.08.2004,0.227530336,0.166646005,0.133503672,0.15220594
,28.08.2004,0.22272946,0.164534022,0.133145558,0.152102477
,29.08.2004,0.223997874,0.163228926,0.132280425,0.151729802
,30.08.2004,0.227226851,0.163673888,0.131724713,0.151237771
,31.08.2004,0.229770915,0.16482431,0.131685177,0.150905934
,01.09.2004,0.229429927,0.165282781,0.131900977,0.150789223
,02.09.2004,0.232036635,0.165794184,0.13199988,0.150780699
,03.09.2004,0.234520427,0.16688617,0.132262762,0.150818108
,04.09.2004,0.235836529,0.16800085,0.13272102,0.150987383
,05.09.2004,0.232351721,0.167785368,0.133150975,0.151267657
,06.09.2004,0.229884454,0.166232921,0.133021483,0.151438743
,07.09.2004,0.23118312,0.165625974,0.132543883,0.15136375
,08.09.2004,0.232983816,0.165980075,0.132305531,0.151192884
,09.09.2004,0.234206331,0.166693085,0.13236475,0.151107495
,10.09.2004,0.234394784,0.167296372,0.132634376,0.151139499
,11.09.2004,0.233323809,0.167147282,0.132797849,0.151246617
,12.09.2004,0.234261525,0.167338492,0.132801311,0.151305884
,13.09.2004,0.234174764,0.167605591,0.132912527,0.151376627
,14.09.2004,0.233333409,0.167688744,0.133017559,0.151454481
,15.09.2004,0.229145542,0.166768237,0.133001901,0.151520848
,16.09.2004,0.227369091,0.165228303,0.132524484,0.151445607
,17.09.2004,0.228340384,0.164678598,0.131941278,0.15117264
,18.09.2004,0.229789044,0.165142325,0.131653407,0.150879839
,19.09.2004,0.230871039,0.165965009,0.131694395,0.150703101
,20.09.2004,0.229744699,0.166315833,0.13189386,0.150692091
,21.09.2004,0.226260156,0.166086459,0.131980717,0.15074138
,22.09.2004,0.218204605,0.16319449,0.13163753,0.150697456
,23.09.2004,0.214694289,0.160333085,0.130470623,0.150277535
,24.09.2004,0.216282295,0.158722878,0.129190548,0.149529453
,25.09.2004,0.218834455,0.159033205,0.128438059,0.148762778
,26.09.2004,0.220130013,0.159896561,0.128147793,0.14820025
,27.09.2004,0.221316062,0.160721857,0.128046051,0.147843974
,28.09.2004,0.219923392,0.160729631,0.128013885,0.147611845
,29.09.2004,0.218175516,0.159788311,0.127789389,0.147413403
,30.09.2004,0.219124952,0.159615773,0.127394993,0.147125432
,01.10.2004,0.222354152,0.158623984,0.127159499,0.146867215
,02.10.2004,0.244317123,0.15626968,0.126295647,0.146470601
,03.10.2004,0.258790653,0.155128647,0.125156285,0.145789224
,04.10.2004,0.264632712,0.155243363,0.124453975,0.145085206
,05.10.2004,0.267926124,0.155760187,0.124118739,0.144570453
,06.10.2004,0.269365779,0.156843904,0.12406955,0.144273575
,07.10.2004,0.264008582,0.156464695,0.123863527,0.14396207
,08.10.2004,0.265194168,0.161291948,0.123404369,0.143617235
,09.10.2004,0.304454074,0.161317224,0.12676533,0.151974587
,10.10.2004,0.303925072,0.161341453,0.126520657,0.151644455
,11.10.2004,0.302928396,0.161362982,0.126319025,0.151353746
,12.10.2004,0.30106698,0.182796359,0.13037932,0.151027463
,13.10.2004,0.29843869,0.182528802,0.130075859,0.150261713
,14.10.2004,0.293954647,0.181501425,0.129856873,0.150009343
,15.10.2004,0.292428831,0.18065745,0.129289315,0.149606297
,16.10.2004,0.288353263,0.179461675,0.128850887,0.133275853
,17.10.2004,0.286911776,0.178536193,0.128176214,0.148740612
,18.10.2004,0.284593554,0.178298777,0.127726852,0.132422948
,19.10.2004,0.282246312,0.178130037,0.127378976,0.13202557
,20.10.2004,0.28087792,0.178137966,0.12718232,0.147536609
,21.10.2004,-9999,-9999,-9999,-9999
,22.10.2004,-9999,-9999,-9999,-9999
,23.10.2004,-9999,-9999,-9999,-9999
,24.10.2004,-9999,-9999,-9999,-9999
,25.10.2004,-9999,-9999,-9999,-9999
,26.10.2004,0.234438673,0.151208536,0.124495623,0.172436998
,27.10.2004,0.24458113,0.15169563,0.12436947,0.172120307
,28.10.2004,-9999,-9999,-9999,-9999
,29.10.2004,-9999,-9999,-9999,-9999
,30.10.2004,-9999,-9999,-9999,-9999
,31.10.2004,-9999,-9999,-9999,-9999
