@T,C1C2C3,,,,
descr,average observed soil water content at probe C1 C2 C3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,22.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1584.333333,,,
x,,513547,,,
y,,4494896.333,,,
,11.01.2008,0.239635257,0.157605034,0.136563853,0.176604687
,12.01.2008,0.23890981,0.157512646,0.136442593,0.176426615
,13.01.2008,0.237547488,0.157427868,0.136320252,0.176228662
,14.01.2008,0.234789699,0.157300995,0.136193406,0.176041688
,15.01.2008,0.231991194,0.157126534,0.136029281,0.175843803
,16.01.2008,0.228547023,0.156934569,0.135857386,0.175615672
,17.01.2008,0.222196787,0.156756496,0.135662063,0.175394464
,18.01.2008,0.213669268,0.156487668,0.135443157,0.175149515
,19.01.2008,0.208353295,0.156132362,0.135167376,0.174855366
,20.01.2008,0.20431279,0.155778475,0.134861933,0.174517072
,21.01.2008,0.201649674,0.159438312,0.14232332,0.174156924
,22.01.2008,0.197747425,0.159021294,0.141937073,0.173757206
,23.01.2008,0.1964601,0.158466582,0.133896428,0.173392488
,24.01.2008,0.189873097,0.157549308,0.141177925,0.172980856
,25.01.2008,0.187980326,0.155741213,0.133214366,0.172609646
,26.01.2008,0.189591528,0.150197554,0.132917339,0.172221142
,27.01.2008,0.193833216,0.148952761,0.132728244,0.171857887
,28.01.2008,0.198651914,0.149329815,0.132714222,0.171642766
,29.01.2008,0.203735723,0.150333514,0.132762696,0.171481267
,30.01.2008,0.20345786,0.151798011,0.132873482,0.171448969
,31.01.2008,0.198330959,0.152869412,0.132931305,0.171428555
,01.02.2008,0.194605765,0.152661883,0.132874617,0.171374503
,02.02.2008,0.194285134,0.151996455,0.140486602,0.171287693
,03.02.2008,0.191775189,0.150999517,0.132664721,0.171137674
,04.02.2008,0.190323467,0.149528332,0.140161546,0.170982486
,05.02.2008,0.188968778,0.149795322,0.139985437,0.170802021
,06.02.2008,0.184780884,0.147177925,0.139769456,0.170616647
,07.02.2008,0.176846679,0.143419476,0.139495662,0.170382351
,08.02.2008,0.181453094,0.140494154,0.139278126,0.170143052
,09.02.2008,0.18442252,0.139650558,0.139176781,0.169928725
,10.02.2008,0.19028252,0.13987017,0.131561013,0.169777537
,11.02.2008,0.194645976,0.141053801,0.131662363,0.169685503
,12.02.2008,0.19905413,0.142464343,0.131856843,0.169674668
,13.02.2008,0.201143623,0.143764402,0.13203719,0.169702214
,14.02.2008,0.204518786,0.145040526,0.132228892,0.169775727
,15.02.2008,0.207708612,0.146376465,0.132364138,0.16984858
,16.02.2008,0.208308114,0.148035998,0.132525067,0.169940892
,17.02.2008,0.210863816,0.149831905,0.132693431,0.170050611
,18.02.2008,0.211655683,0.151461257,0.132811189,0.170138092
,19.02.2008,0.210986638,0.152666094,0.132937645,0.170240488
,20.02.2008,0.213124639,0.153481268,0.133061091,0.170327079
,21.02.2008,0.216281573,0.154110014,0.133159938,0.170394879
,22.02.2008,0.219221738,0.154613428,0.133270375,0.170469637
,23.02.2008,0.222736942,0.15497981,0.133387753,0.17053148
,24.02.2008,0.227112368,0.155296341,0.133505048,0.17060628
,25.02.2008,0.233643619,0.15561759,0.133623578,0.170686913
,26.02.2008,0.238628914,0.155931371,0.133755925,0.170770401
,27.02.2008,0.244220224,0.156370569,0.133900292,0.170860364
,28.02.2008,0.250933533,0.157140565,0.134125419,0.170992534
,29.02.2008,0.255175311,0.158748195,0.134586246,0.171221939
,01.03.2008,0.257834931,0.160467199,0.135324319,0.171604679
,02.03.2008,0.261394575,0.162435885,0.136246989,0.172167593
,03.03.2008,0.258251138,0.163232044,0.137242276,0.172842929
,04.03.2008,0.257223944,0.162748229,0.137644095,0.173448815
,05.03.2008,0.257228363,0.162620194,0.13780042,0.173840362
,06.03.2008,0.25642155,0.162512294,0.137915253,0.174095921
,07.03.2008,0.255691174,0.165308413,0.137923994,0.174270509
,08.03.2008,0.257330145,0.162142444,0.137872821,0.174343591
,09.03.2008,0.259893802,0.163071715,0.138050464,0.174421477
,10.03.2008,0.261207822,0.164128812,0.138519438,0.174619389
,11.03.2008,0.262711785,0.165040112,0.139060105,0.174942165
,12.03.2008,0.265960581,0.166382753,0.139674936,0.175330648
,13.03.2008,0.266160685,0.17181763,0.14051473,0.175840309
,14.03.2008,0.265800932,0.168378087,0.141243355,0.176446257
,15.03.2008,0.265039371,0.168564552,0.141768038,0.177018082
,16.03.2008,0.265236584,0.168898383,0.142135408,0.177501523
,17.03.2008,0.262364192,0.168551717,0.142440347,0.177930783
,18.03.2008,0.260736643,0.167626943,0.1423722,0.178226543
,19.03.2008,0.260975999,0.167216523,0.142144672,0.178315297
,20.03.2008,0.26267197,0.167481481,0.142083267,0.178345159
,21.03.2008,0.263639301,0.168313008,0.142296035,0.178421844
,22.03.2008,0.262998224,0.168729587,0.142653107,0.178625837
,23.03.2008,0.26131179,0.168562761,0.142867627,0.178855344
,24.03.2008,0.261463428,0.168292514,0.142865058,0.178995233
,25.03.2008,0.263638637,0.168937661,0.142968411,0.17908488
,26.03.2008,0.264895231,0.170096522,0.143380167,0.179236073
,27.03.2008,0.266371191,0.171502866,0.151990013,0.179565764
,28.03.2008,0.262611544,0.171793008,0.144732197,0.180036374
,29.03.2008,0.261109943,0.1711809,0.144919352,0.180427419
,30.03.2008,0.261516875,0.171397615,0.145021661,0.180688805
,31.03.2008,0.258966349,0.171219537,0.145221379,0.180918988
,01.04.2008,0.256022587,0.170292206,0.145142613,0.181074395
,02.04.2008,0.254744075,0.169192963,0.144752187,0.181035736
,03.04.2008,0.256641639,0.169317819,0.144441809,0.18086728
,04.04.2008,0.255334495,0.169743531,0.144516898,0.180755561
,05.04.2008,0.256064841,0.170143035,0.144620906,0.180718975
,06.04.2008,0.255216914,0.170847817,0.144931839,0.180765281
,07.04.2008,0.254259259,0.171388493,0.145343626,0.180962031
,08.04.2008,0.251930569,0.17111584,0.145628443,0.181189513
,09.04.2008,0.25233518,0.171173765,0.145675623,0.181297205
,10.04.2008,0.249650724,0.171357243,0.145932175,0.181468006
,11.04.2008,0.245935498,0.170073151,0.145910261,0.181615837
,12.04.2008,0.245553624,0.169123771,0.145499334,0.181551453
,13.04.2008,0.246808768,0.168891902,0.145179666,0.181370615
,14.04.2008,0.250491688,0.169880263,0.145153568,0.181182978
,15.04.2008,0.253079489,0.171634312,0.145659108,0.181129318
,16.04.2008,0.254256954,0.173609447,0.146568514,0.181390497
,17.04.2008,0.250756054,0.174048832,0.147499671,0.213945946
,18.04.2008,0.249413743,0.173526454,0.147852286,0.18222641
,19.04.2008,0.249246503,0.173511392,0.148039318,0.182282823
,20.04.2008,0.24850914,0.174047052,0.148439048,0.182172169
,21.04.2008,0.246845025,0.174829422,0.149130507,0.182256689
,22.04.2008,0.243171705,0.174646059,0.149807402,0.182457539
,23.04.2008,0.241372126,0.174015121,0.150133161,0.182476436
,24.04.2008,0.240415721,0.174199051,0.150516585,0.182445008
,25.04.2008,0.237403799,0.174318777,0.151101231,0.182527762
,26.04.2008,0.233620865,0.173479913,0.151505224,0.182701259
,27.04.2008,0.229722099,0.171902498,0.151554796,0.182728884
,28.04.2008,0.221751129,0.144230568,0.179684442,0.209529255
,29.04.2008,0.221158173,0.142689255,0.178950555,0.208329189
,30.04.2008,0.220634643,0.141569726,0.178468356,0.207196275
,01.05.2008,0.221293785,0.141376403,0.178356355,0.206831466
,02.05.2008,-9999,-9999,-9999,-9999
,03.05.2008,-9999,-9999,-9999,-9999
,04.05.2008,-9999,-9999,-9999,-9999
,05.05.2008,-9999,-9999,-9999,-9999
,06.05.2008,-9999,-9999,-9999,-9999
,07.05.2008,-9999,-9999,-9999,-9999
,08.05.2008,0.219315921,0.136125319,0.175627742,0.20224246
,09.05.2008,0.216831857,0.135128127,0.175437076,0.202109693
,10.05.2008,0.21655792,0.133965496,0.174703332,0.201722355
,11.05.2008,0.213765521,0.132595203,0.173974156,0.201152446
,12.05.2008,0.215014159,0.131238027,0.172758378,0.200051543
,13.05.2008,0.214974498,0.131246945,0.172331863,0.199699878
,14.05.2008,0.212771265,0.130368477,0.17192933,0.199200632
,15.05.2008,0.212871508,0.12937056,0.171118024,0.198503148
,16.05.2008,0.212850301,0.128672122,0.170329261,0.197539315
,17.05.2008,0.21446803,0.128249513,0.169509857,0.196203025
,18.05.2008,0.21706497,0.128615695,0.168982418,0.194916043
,19.05.2008,0.219081107,0.129300443,0.16886392,0.194003592
,20.05.2008,0.22032524,0.130077849,0.169070605,0.193565015
,21.05.2008,0.221831045,0.130810368,0.169285015,0.193303115
,22.05.2008,0.222154892,0.131755189,0.169929275,0.193892926
,23.05.2008,0.219267802,0.131511513,0.170149414,0.19416908
,24.05.2008,0.21891931,0.130696952,0.169610927,0.194036617
,25.05.2008,0.219532327,0.1303996,0.168818763,0.193518098
,26.05.2008,0.220043674,0.130883129,0.168896736,0.194031021
,27.05.2008,0.215553148,0.130595009,0.169696641,0.195247887
,28.05.2008,0.21339027,0.12902125,0.169562738,0.196107833
,29.05.2008,0.216074653,0.128739426,0.169163893,0.196530334
,30.05.2008,0.217917504,0.129704678,0.169348117,0.196853167
,31.05.2008,0.219798729,0.130603849,0.169901433,0.19735474
,01.06.2008,0.22288915,0.131979168,0.17062313,0.19785146
,02.06.2008,0.225606055,0.133705533,0.171552589,0.19816722
,03.06.2008,0.227345451,0.135359345,0.17256926,0.198404918
,04.06.2008,0.224630518,0.136218321,0.173584343,0.199037725
,05.06.2008,0.213470832,0.135841707,0.174263863,0.20004552
,06.06.2008,-9999,0.134162018,0.174017579,0.200844732
,07.06.2008,-9999,0.133564684,0.173172187,0.201095574
,08.06.2008,-9999,0.134098945,0.172947138,0.201168898
,09.06.2008,-9999,0.134606688,0.173103099,0.201388991
,10.06.2008,-9999,0.13521527,0.173371747,0.201693949
,11.06.2008,-9999,0.136244034,0.173884164,0.202120807
,12.06.2008,-9999,0.136264928,0.174420497,0.202635978
,13.06.2008,-9999,0.136255545,0.17459265,0.202984575
,14.06.2008,-9999,0.136990032,0.174849805,0.202888256
,15.06.2008,-9999,0.138397894,0.175362231,0.202514298
,16.06.2008,-9999,0.13991564,0.176136393,0.202451928
,17.06.2008,-9999,0.140991457,0.176731196,0.202010928
,18.06.2008,-9999,0.142347033,0.177003167,0.201242591
,19.06.2008,-9999,-9999,-9999,-9999
,20.06.2008,-9999,0.14436684,0.177296153,0.200059714
,21.06.2008,-9999,0.145221073,0.177355836,0.199495187
,22.06.2008,-9999,0.145833464,0.177195044,0.198727079
,23.06.2008,-9999,0.146216673,0.176941054,0.197999821
,24.06.2008,-9999,0.146437667,0.176648433,0.19729647
,25.06.2008,-9999,0.146890036,0.176312119,0.19657509
,26.06.2008,-9999,0.147177392,0.176100179,0.196027384
,27.06.2008,-9999,0.147145713,0.175746493,0.195477959
,28.06.2008,-9999,0.147513944,0.175439535,0.195037321
,29.06.2008,-9999,0.14790957,0.175364782,0.194777105
,30.06.2008,-9999,0.148004897,0.175184452,0.194475704
,01.07.2008,-9999,0.148528747,0.175019641,0.19412479
,02.07.2008,-9999,0.149092911,0.175145793,0.194055717
,03.07.2008,-9999,0.149473848,0.175604533,0.194553008
,04.07.2008,-9999,0.149038907,0.175550423,0.194663683
,05.07.2008,-9999,0.149363248,0.175259126,0.194417585
,06.07.2008,-9999,0.150047587,0.175426617,0.194525353
,07.07.2008,-9999,0.150375638,0.175728351,0.194862818
,08.07.2008,-9999,0.150161016,0.175834164,0.195164616
,09.07.2008,-9999,0.150178247,0.175746413,0.195322551
,10.07.2008,-9999,0.150706673,0.175782538,0.195389079
,11.07.2008,-9999,0.151702312,0.176094995,0.195547112
,12.07.2008,-9999,0.152741529,0.176808936,0.196085608
,13.07.2008,-9999,0.153055574,0.177444053,0.196702859
,14.07.2008,-9999,0.153335131,0.177815391,0.19728782
,15.07.2008,-9999,0.154057912,0.1782757,0.197873824
,16.07.2008,-9999,0.155064065,0.178960981,0.19855883
,17.07.2008,-9999,0.156000941,0.179786407,0.199340596
,18.07.2008,-9999,0.156351752,0.180543196,0.200107285
,19.07.2008,-9999,0.15657671,0.180926258,0.200732055
,20.07.2008,-9999,0.157128556,0.181341388,0.201408794
,21.07.2008,-9999,0.157767835,0.181891378,0.202086887
,22.07.2008,-9999,0.158380696,0.18250568,0.202786185
,23.07.2008,-9999,0.159209453,0.183213815,0.203518166
,24.07.2008,-9999,-9999,-9999,-9999
,25.07.2008,-9999,0.159321753,0.184332046,0.204963986
,26.07.2008,-9999,0.158821515,0.184501993,0.205492026
,27.07.2008,-9999,0.158429028,0.184446214,0.205852117
,28.07.2008,-9999,0.158574216,0.18445684,0.20610385
,29.07.2008,-9999,0.158808694,0.184653442,0.206384399
,30.07.2008,-9999,0.159015328,0.184863467,0.206679506
,31.07.2008,-9999,0.15937796,0.185121535,0.207012173
,01.08.2008,-9999,0.159979194,0.185491734,0.207373867
,02.08.2008,-9999,0.160712683,0.186001139,0.207787702
,03.08.2008,-9999,0.161332305,0.186562159,0.208308576
,04.08.2008,-9999,0.161412125,0.187081304,0.208859046
,05.08.2008,-9999,0.160805139,0.187223267,0.209329488
,06.08.2008,-9999,0.160502123,0.187132183,0.20961553
,07.08.2008,-9999,0.160012668,0.187075935,0.209797668
,08.08.2008,-9999,0.158811557,0.186685175,0.209835266
,09.08.2008,-9999,0.15778572,0.186057206,0.209684908
,10.08.2008,-9999,0.157486013,0.185526367,0.209430583
,11.08.2008,-9999,0.157207148,0.185257305,0.20921974
,12.08.2008,-9999,0.1566552,0.184927301,0.20903789
,13.08.2008,-9999,0.156450303,0.184592319,0.208859011
,14.08.2008,-9999,0.156445259,0.184488713,0.208726359
,15.08.2008,-9999,0.1557392,0.184353299,0.208634118
,16.08.2008,-9999,0.152270934,0.183248499,0.20831719
,17.08.2008,-9999,0.149867787,0.181147615,0.207736051
,18.08.2008,-9999,0.156397189,0.179256034,0.206516345
,19.08.2008,-9999,0.194277824,0.178398025,0.205386438
,20.08.2008,-9999,0.237536167,0.178244437,0.204638991
,21.08.2008,-9999,0.262128682,0.178530855,0.204265886
,22.08.2008,-9999,0.272741622,0.17916191,0.204208963
,23.08.2008,-9999,0.276761931,0.179883162,0.20440538
,24.08.2008,-9999,0.278975869,0.180572137,0.204895617
,25.08.2008,-9999,0.280587043,0.181204709,0.205360634
,26.08.2008,-9999,-9999,-9999,-9999
,27.08.2008,-9999,0.281106395,0.181930864,0.205926478
,28.08.2008,-9999,-9999,-9999,-9999
,29.08.2008,-9999,0.279914645,0.182458118,0.206453131
,30.08.2008,-9999,0.279500025,0.182555777,0.206607845
,31.08.2008,-9999,0.279528644,0.182994302,0.20684007
,01.09.2008,-9999,0.278900472,0.183536638,0.207161398
,02.09.2008,-9999,0.277707319,0.183814765,0.207491632
,03.09.2008,-9999,0.275673203,0.183573714,0.207632428
,04.09.2008,-9999,0.273693728,0.183152902,0.208173584
,05.09.2008,-9999,0.272302515,0.182677249,0.208331599
,06.09.2008,-9999,0.269764134,0.181846733,0.207914255
,07.09.2008,-9999,0.268457515,0.180813438,0.207279141
,08.09.2008,-9999,0.268370429,0.180396358,0.206642276
,09.09.2008,-9999,0.26627024,0.179891067,0.20613249
,10.09.2008,-9999,0.265160747,0.179041821,0.205526332
,11.09.2008,-9999,0.26477672,0.178624603,0.20491835
,12.09.2008,-9999,0.263440783,0.178286116,0.204445268
,13.09.2008,-9999,0.261102595,0.177394901,0.2038563
,14.09.2008,-9999,0.260947921,0.176221724,0.203032883
,15.09.2008,-9999,-9999,-9999,-9999
,16.09.2008,0.408554054,0.249179588,0.16600523,0.194385662
,17.09.2008,0.40981733,0.251643228,0.165886668,0.193821189
,18.09.2008,0.410200045,0.254029975,0.166151409,0.193510483
,19.09.2008,0.409804448,0.255975765,0.166569801,0.186500117
,20.09.2008,0.408412389,0.257269567,0.166954736,0.193474131
,21.09.2008,0.407619564,0.258332262,0.167169264,0.193545015
,22.09.2008,0.406823995,0.259407393,0.167377643,0.193582537
,23.09.2008,0.405814113,0.260651308,0.167595083,0.193619048
,24.09.2008,0.404343367,0.261487807,0.167779657,0.193671406
,25.09.2008,0.410518295,0.262879212,0.167925959,0.193727712
,26.09.2008,0.413939677,0.264269958,0.168113446,0.193753742
,27.09.2008,0.411779464,0.264677064,0.16818849,0.193734498
,28.09.2008,0.410237568,0.264828749,0.16811084,0.193676405
,29.09.2008,0.408915116,0.265264698,0.168059376,0.193535356
,30.09.2008,0.40669176,0.265238197,0.168018727,0.193382443
,01.10.2008,0.40568182,0.265305451,0.167900958,0.193191571
,02.10.2008,0.404099722,0.265519047,0.167897698,0.192992856
,03.10.2008,0.401595885,0.265189926,0.167900325,0.192805305
,04.10.2008,0.399957722,0.26475794,0.167769537,0.192578698
,05.10.2008,0.398483041,0.26440673,0.167663828,0.19231002
,06.10.2008,0.396110743,0.264070812,0.167639391,0.192049963
,07.10.2008,0.392496247,0.262692541,0.167496775,0.191772699
,08.10.2008,0.391102748,0.261071344,0.167077693,0.191382297
,09.10.2008,0.388958581,0.260191703,0.166781252,0.190911151
,10.10.2008,0.384576995,0.258335451,0.166496892,0.190450068
,11.10.2008,0.380301947,0.245120915,0.165874319,0.189907425
,12.10.2008,0.375235947,0.253322486,0.164933539,0.189147365
,13.10.2008,0.371720798,0.249920127,0.16361819,0.188176723
,14.10.2008,0.370019584,0.247107983,0.162242307,0.186981232
,15.10.2008,0.369123492,0.244605153,0.161081395,0.185739617
,16.10.2008,0.368737067,0.242618411,0.160186317,0.184563135
,17.10.2008,0.370074252,0.241065731,0.159629131,0.183533607
,18.10.2008,0.370501343,0.240132191,0.159507974,0.182747885
,19.10.2008,0.371041611,0.2391721,0.159708283,0.182250758
,20.10.2008,0.369799993,0.238818628,0.160167113,0.181995538
,21.10.2008,0.366439846,0.237955819,0.160540159,0.181881454
,22.10.2008,0.360042249,0.235480091,0.160452524,0.181738624
,23.10.2008,0.35478307,0.23094439,0.15960668,0.181328178
,24.10.2008,0.353783272,0.227028123,0.158359374,0.180525928
,25.10.2008,0.353338005,0.224635605,0.157454596,0.179577469
,26.10.2008,0.353432476,0.223392008,0.157034915,0.178768737
,27.10.2008,0.348491385,0.222103635,0.156961995,0.178184457
,28.10.2008,0.346620135,0.219455469,0.156535247,0.177703826
,29.10.2008,-9999,-9999,-9999,-9999
,30.10.2008,-9999,-9999,-9999,-9999
,31.10.2008,-9999,-9999,-9999,-9999
,01.11.2008,-9999,-9999,-9999,-9999
,02.11.2008,-9999,-9999,-9999,-9999
,03.11.2008,-9999,-9999,-9999,-9999
,04.11.2008,0.279021423,0.228624338,0.141753458,0.158899332
,05.11.2008,0.27645163,0.228174807,0.142063049,0.159063033
,06.11.2008,0.272509525,0.226679149,0.141985009,0.15913355
,07.11.2008,0.269530901,0.224528044,0.141424128,0.158997627
,08.11.2008,0.268763522,0.22287043,0.140634407,0.158617125
,09.11.2008,0.268306126,0.2220702,0.140024454,0.158111046
,10.11.2008,0.26814325,0.221524613,0.139577934,0.157647073
,11.11.2008,0.26687572,0.220909963,0.139244512,0.157239442
,12.11.2008,0.266388286,0.220198194,0.138868994,0.156854488
,13.11.2008,0.266559322,0.219848731,0.138571452,0.156470039
,14.11.2008,0.266363672,0.219801207,0.138404417,0.156142187
,15.11.2008,0.262440448,0.218659609,0.138197206,0.15586812
,16.11.2008,0.260967423,0.216661792,0.137513778,0.155500451
,17.11.2008,0.262170818,0.216034616,0.13683382,0.154962661
,18.11.2008,0.263007946,0.216193441,0.136527456,0.15446001
,19.11.2008,0.264957025,0.216806785,0.136491407,0.154105858
,20.11.2008,0.264689772,0.217611495,0.136760713,0.153924845
,21.11.2008,0.261121432,0.2167213,0.136869717,0.153860436
,22.11.2008,0.259145082,0.215104624,0.136452939,0.153691641
,23.11.2008,0.258282539,0.213812083,0.135835093,0.153327964
,24.11.2008,0.256612201,0.212815135,0.135275673,0.152883009
,25.11.2008,0.254964893,0.211453227,0.134664516,0.152400066
,26.11.2008,0.253659826,0.210158093,0.133969696,0.151857604
,27.11.2008,0.254657717,0.209525947,0.133335281,0.151281448
,28.11.2008,0.254310678,0.20942856,0.133002434,0.150755584
,29.11.2008,0.253778532,0.209069469,0.132749894,0.150337583
,30.11.2008,0.253051989,0.208453942,0.132450732,0.149964858
,01.12.2008,0.251370702,0.207680799,0.132114036,0.149593781
,02.12.2008,0.251692069,0.206793876,0.131646538,0.149178804
,03.12.2008,0.253326113,0.207238342,0.131385256,0.148762558
,04.12.2008,0.251436864,0.206982578,0.131372098,0.148477138
,05.12.2008,0.250363772,0.206188956,0.131113763,0.148210839
,06.12.2008,0.249649343,0.205438568,0.130749205,0.147888802
,07.12.2008,0.24909588,0.204786597,0.130373766,0.147519643
,08.12.2008,0.248733746,0.204253691,0.130022745,0.147145629
,09.12.2008,0.247796986,0.203692816,0.129708013,0.146785502
,10.12.2008,0.245528145,0.202589451,0.12931043,0.146407197
,11.12.2008,0.244697486,0.201224055,0.12869627,0.145967299
,12.12.2008,0.244416662,0.200499145,0.128116824,0.145456831
,13.12.2008,0.243489314,0.199753952,0.127646729,0.144947748
,14.12.2008,0.242507697,0.199069593,0.127203612,0.144481699
,15.12.2008,0.237578977,0.197583765,0.126695141,0.1440195
,16.12.2008,0.229395361,0.195514295,0.125836481,0.143471258
,17.12.2008,0.221678552,0.193873799,0.124895793,0.142799379
,18.12.2008,0.217658966,0.192763755,0.124054663,0.142099732
,19.12.2008,0.217324583,0.19205462,0.123341325,0.141416612
,20.12.2008,0.21745468,0.191590781,0.122803551,0.140791302
,21.12.2008,0.212328582,0.19092765,0.122370853,0.14024916
,22.12.2008,0.20501098,0.190066979,0.121876301,0.139726843
,23.12.2008,0.201016573,0.189238462,0.121351001,0.139200467
,24.12.2008,0.198092064,0.188385577,0.12084316,0.138678605
,25.12.2008,0.19487073,0.187615448,0.120367108,0.138148826
,26.12.2008,0.197108007,0.187295096,0.119980908,0.137656097
,27.12.2008,0.19736211,0.186738765,0.119693308,0.137229761
,28.12.2008,0.195496758,0.186306769,0.119455576,0.136841484
,29.12.2008,0.19989885,0.18633606,0.119278278,0.136510177
,30.12.2008,0.206913269,0.186614008,0.119226517,0.136215757
,31.12.2008,0.213031734,0.186741465,0.119278423,0.136023121
,01.01.2009,0.213780436,0.186968082,0.119346127,0.135854479
,02.01.2009,0.21777562,0.172747759,0.119454454,0.135747903
,03.01.2009,0.220485786,0.187892992,0.119578965,0.135654482
,04.01.2009,0.218271236,0.187996479,0.119681283,0.135595822
,05.01.2009,0.211459959,0.187621678,0.119680162,0.135533126
,06.01.2009,0.208688893,0.187438748,0.119575038,0.135436008
,07.01.2009,0.211909895,0.187446921,0.119448483,0.135288778
,08.01.2009,0.217557524,0.20711381,0.119402684,0.135140989
,09.01.2009,0.221945576,0.188132402,0.119484924,0.135016416
,10.01.2009,0.223302987,0.188403746,0.119622051,0.134959761
,11.01.2009,0.222181801,0.188376519,0.119706141,0.134920311
,12.01.2009,0.221838195,0.18838405,0.119746861,0.134887704
,13.01.2009,0.220725335,0.18837155,0.119778368,0.134839911
,14.01.2009,0.221079007,0.188359768,0.119791658,0.134795689
,15.01.2009,0.222573144,0.188433078,0.119803357,0.13473848
,16.01.2009,0.222583637,0.188474696,0.119820101,0.134678107
,17.01.2009,0.225133988,0.188608556,0.119852783,0.134624339
,18.01.2009,0.229184025,0.189082619,0.119954021,0.134580907
,19.01.2009,0.235653887,0.189685756,0.120130535,0.13456673
,20.01.2009,0.244208016,0.190892783,0.120483147,0.134608786
,21.01.2009,0.245442024,0.192212907,0.121033202,0.134759408
,22.01.2009,0.246679432,0.193077631,0.121560644,0.134977067
,23.01.2009,0.24853012,0.194428457,0.1221431,0.135254314
,24.01.2009,0.245552778,0.194690066,0.122742173,0.135595306
,25.01.2009,0.243622049,0.193760534,0.122850842,0.135872876
,26.01.2009,0.241636473,0.192749048,0.122663878,0.135961843
,27.01.2009,0.239945854,0.191829858,0.122344204,0.135904726
,28.01.2009,0.237735922,0.191022917,0.121998818,0.135741432
,29.01.2009,0.234930731,0.190355715,0.12166182,0.135552217
,30.01.2009,0.231686235,0.189834383,0.121369899,0.135328198
,31.01.2009,0.231702998,0.18954485,0.121118845,0.135110863
,01.02.2009,0.234417004,0.18954746,0.120974486,0.134918392
,02.02.2009,0.236615397,0.189735069,0.120947407,0.134775055
,03.02.2009,0.237978618,0.189728015,0.120945171,0.13467003
,04.02.2009,0.240256606,0.190055976,0.120983772,0.134588502
,05.02.2009,0.241886768,0.190516476,0.12112903,0.134552228
,06.02.2009,0.243981853,0.191339783,0.121374662,0.134566985
,07.02.2009,0.245548533,0.192392186,0.121788859,0.134670057
,08.02.2009,0.245867373,0.193274457,0.122283055,0.134853255
,09.02.2009,0.245777379,0.193522479,0.122664989,0.135085491
,10.02.2009,0.246146991,0.193895264,0.12295626,0.135305669
,11.02.2009,0.245511332,0.193968535,0.123214047,0.135496591
,12.02.2009,0.244882568,0.193793056,0.123334321,0.135660022
,13.02.2009,0.244735515,0.193526077,0.123353499,0.135745876
,14.02.2009,0.244194675,0.19337495,0.123354688,0.135789011
,15.02.2009,0.243143951,0.19295184,0.123298395,0.135803028
,16.02.2009,0.24252699,0.192437567,0.123152507,0.135766097
,17.02.2009,0.24359331,0.192292823,0.122994015,0.135676121
,18.02.2009,0.245263701,0.192803912,0.123010933,0.135593806
,19.02.2009,0.245810174,0.193498406,0.123256579,0.135603597
,20.02.2009,0.246044612,0.193893547,0.123525544,0.135690212
,21.02.2009,0.244725626,0.193868533,0.123743739,0.135819262
,22.02.2009,0.244132584,0.193349754,0.12374201,0.135902798
,23.02.2009,0.245008275,0.193190729,0.123652595,0.135896865
,24.02.2009,0.248217551,0.194033489,0.123739597,0.135875818
,25.02.2009,0.251305708,0.195839089,0.124260199,0.135975384
,26.02.2009,0.253480496,0.197562839,0.125067137,0.13628392
,27.02.2009,0.253188781,0.198897406,0.125944355,0.136744011
,28.02.2009,0.250447396,0.198596698,0.126517107,0.13724585
,01.03.2009,0.249149709,0.197656078,0.126557608,0.137575663
,02.03.2009,0.251085061,0.197466611,0.12644481,0.137700832
,03.03.2009,0.254121207,0.181249939,0.126657777,0.137777281
,04.03.2009,0.256529361,0.200332491,0.127273901,0.138009738
,05.03.2009,0.258542896,0.201965515,0.128092327,0.138421707
,06.03.2009,0.257973631,0.20298367,0.12893707,0.138943814
,07.03.2009,0.257651919,0.203132404,0.129505944,0.139458277
,08.03.2009,0.256388843,0.203048058,0.129850471,0.139885767
,09.03.2009,0.256236186,0.202713019,0.129991277,0.140189649
,10.03.2009,0.254457721,0.202323358,0.130067415,0.140398577
,11.03.2009,0.250975115,0.200967199,0.129918163,0.140526851
,12.03.2009,0.249571503,0.199334797,0.129389757,0.140469417
,13.03.2009,0.250618258,0.198456395,0.128833628,0.140242718
,14.03.2009,0.253345093,0.19838358,0.128494109,0.139985086
,15.03.2009,0.255492588,0.199068237,0.128468863,0.139802998
,16.03.2009,0.257544383,0.200160447,0.128734055,0.139759674
,17.03.2009,0.260212059,0.201452343,0.129213692,0.139872675
,18.03.2009,0.263085068,0.203279126,0.129948031,0.135142008
,19.03.2009,0.264159157,0.204853882,0.13085971,0.140566594
,20.03.2009,0.265464679,0.206033449,0.131700973,0.14110117
,21.03.2009,0.26652758,0.20707738,0.132493729,0.141663473
,22.03.2009,0.26921973,0.208432788,0.133278703,0.14221441
,23.03.2009,0.27151662,0.210414226,0.134284681,0.142832932
,24.03.2009,0.269239942,0.211182862,0.135326361,0.143557733
,25.03.2009,0.267279606,0.210535236,0.135807842,0.144212276
