@T,climate,,,,,,,
name,rhum.csv,,,,,,,
descr,relative humidity,,,,,,,
,,,,,,,,
missing_val,-9999,,,,,,,
date_start,01.01.1980,,,,,,,
date_end,30.04.2015,,,,,,,
date_format,dd.MM.yyyy,,,,,,,
,,,,,,,,
unit,%,,,,,,,
tres,d,,,,,,,
,,,,,,,,
@H,date,rehum[0],rehum[2],rehum[3],rehum[4],rhum[5],rhum[6],rhum[7]
name,-,IASF901,Cedar Rapids-A131329,WATERLOO MUNICIPAL AIRPORT IA US,MARSHALLTOWN MUNICIPAL AIRPORT IA US,Ames-Airport,ESTHERVILLE MUNICIPAL AIRPORT IA US,MASON CITY MUNICIPAL AIRPORT IA US
ID,-,1,3,4,5,6,7,8
elevation,-,347.81,240,268,296.9,280,401.4,367
,27.04.2000,-9999,49.96,45.83,66.54,75.51,73.82,62.84
,28.04.2000,-9999,50.83,51.23,55.8,52.1,51.51,56.6
,29.04.2000,-9999,65.04,60.05,61.35,56.21,53.52,59.09
,30.04.2000,-9999,56.16,57.05,61.32,65.81,56.03,55.19
,01.05.2000,-9999,53.31,47.72,48.43,43.94,45.86,45.38
,02.05.2000,-9999,48.41,31.84,42.33,40.46,38.25,45
,03.05.2000,-9999,56.12,52.43,58.65,62.14,52,55.28
,04.05.2000,-9999,67.85,60,63.5,62.29,56,56.32
,05.05.2000,-9999,60.43,55.14,58.31,60.98,31.17,52.6
,06.05.2000,-9999,67.98,61.5,65.77,67.31,61,59.78
,07.05.2000,-9999,73.09,64.43,70.11,72.8,68,66.47
,08.05.2000,-9999,83.88,83.56,84.19,87.68,82,87.82
,09.05.2000,-9999,85.89,73.24,80.34,77.05,80,79
,10.05.2000,-9999,77.51,74.19,74.81,80.03,66.06,76.78
,11.05.2000,-9999,79.61,74.24,73.45,68.31,79.98,82.42
,12.05.2000,-9999,73.37,73.21,72,67.1,61.65,65.29
,13.05.2000,-9999,51.86,51.59,53.03,53.81,55.96,53.93
,14.05.2000,-9999,42.25,41.46,44.44,46.32,42.51,45.16
,15.05.2000,-9999,51.26,49,46.09,48.93,60.72,55.04
,16.05.2000,-9999,64.06,66.46,63.75,60.57,84.32,75.75
,17.05.2000,-9999,86.8,82,76.04,74.17,92.99,90.99
,18.05.2000,-9999,93.11,92.89,90.14,90.31,88.89,87.55
,19.05.2000,-9999,70.7,64.33,70.18,69.27,67.68,65.47
,20.05.2000,-9999,72.17,67.61,63.66,72.61,65.55,64.2
,21.05.2000,-9999,87.03,81.31,65.31,60.55,62.87,67.35
,22.05.2000,-9999,62.98,63.77,61.19,50.23,55.02,54.96
,23.05.2000,-9999,63.43,58.2,63.27,51.8,51.38,55.78
,24.05.2000,-9999,39.09,46.55,45.21,39.76,45.61,50.5
,25.05.2000,-9999,39.87,39.12,41.67,41.63,37.71,46.11
,26.05.2000,-9999,83.14,81.45,89.49,89.58,77.33,74.17
,27.05.2000,-9999,96.81,94.4,95.58,93.98,94.39,96.75
,28.05.2000,-9999,92.99,89.02,86.24,83.33,84.55,91.02
,29.05.2000,-9999,87.45,83.18,82.57,87.08,86.46,90.39
,30.05.2000,-9999,84.92,84.21,82.09,85.71,85.25,85.18
,31.05.2000,-9999,93.27,92.61,93.31,91.43,85.79,90.74
,01.06.2000,-9999,81.08,77.23,77.29,78.53,77.68,77.84
,02.06.2000,-9999,71.1,67.93,68.71,69.25,68.63,68.86
,03.06.2000,-9999,68.39,65.4,66.37,66.72,66.16,66.42
,04.06.2000,-9999,85.4,81.26,81.01,82.56,81.61,81.73
,05.06.2000,-9999,82.73,78.78,78.72,80.08,79.19,79.33
,06.06.2000,-9999,67.32,64.41,65.45,65.73,65.19,65.46
,07.06.2000,-9999,60.49,58.03,59.57,59.36,58.99,59.3
,08.06.2000,-9999,59.5,57.11,58.72,58.44,58.09,58.42
,09.06.2000,-9999,58.88,63.42,62.16,57.99,54.35,64.54
,10.06.2000,-9999,74.95,71.05,66.28,63.28,54.4,76.56
,11.06.2000,-9999,82.77,75.92,85.65,89.73,58.34,62.23
,12.06.2000,-9999,96.29,90.29,94.72,89.84,79.45,81.16
,13.06.2000,-9999,98.16,91.62,94.86,90.96,94.39,92.77
,14.06.2000,-9999,89.56,85.84,84.79,84.15,84.32,87.12
,15.06.2000,-9999,67.09,68.82,69.67,67.83,86.68,79.91
,16.06.2000,-9999,73.54,70.18,75.47,72.99,73.45,72.29
,17.06.2000,-9999,66.83,71.25,71.56,74.63,73.62,72.59
,18.06.2000,-9999,65.89,77.12,73.26,67.48,64.9,64.93
,19.06.2000,-9999,71.77,69.8,75.95,78.5,71.94,69.36
,20.06.2000,-9999,81.92,83.21,82.87,83.26,72.6,82.32
,21.06.2000,-9999,54.76,53.37,67.91,59.5,47.58,49.38
,22.06.2000,-9999,55.06,55.99,52.7,56.01,47,55.01
,23.06.2000,-9999,91.77,82.63,85.47,85.56,62.77,77.74
,24.06.2000,-9999,95.89,88.75,82.38,82.62,73.32,80.28
,25.06.2000,-9999,88.19,88.2,89.33,92.55,87.74,86.04
,26.06.2000,-9999,77.68,77.25,81.25,76.94,70.79,74.98
,27.06.2000,-9999,69.08,64.12,66.33,73.03,64.5,66.5
,28.06.2000,-9999,86.16,83.6,88.09,87.07,72.99,75.02
,29.06.2000,-9999,72.03,66.46,73.83,71.27,65.83,65.12
,30.06.2000,-9999,80.36,62.51,69.13,73.1,65.02,62.98
,01.07.2000,-9999,86.09,78.4,89.3,89.37,68.76,73.68
,02.07.2000,-9999,87.64,84.6,85.47,86.46,84.55,89.76
,03.07.2000,-9999,91.4,88.07,93.03,90.93,87.35,89.74
,04.07.2000,-9999,97.95,90.72,95.88,92.02,88.58,91.21
,05.07.2000,-9999,93.84,88.99,94.57,93.69,87.92,92.51
,06.07.2000,-9999,87.79,86.47,89.45,92.75,80.98,78.04
,07.07.2000,-9999,86.11,78.38,86.79,92.38,87.01,81.94
,08.07.2000,-9999,86.4,77.43,83.25,83.01,75.6,80.9
,09.07.2000,-9999,92.44,85.44,87.43,86.58,89.03,87.13
,10.07.2000,-9999,90.18,85.94,91.37,90.03,85.54,79.68
,11.07.2000,-9999,80.52,75.41,87.06,88.67,87.64,77.3
,12.07.2000,-9999,92.9,82.86,90.02,88.04,83.92,84.13
,13.07.2000,-9999,81.2,84.98,81.62,80.42,76.27,76.94
,14.07.2000,-9999,73.52,73.28,77.85,73.7,72.23,73.9
,15.07.2000,-9999,73.23,73.78,78.73,83.17,78.84,74.88
,16.07.2000,-9999,84.62,81.23,87.22,91.25,84.81,84.12
,17.07.2000,-9999,70.67,70.1,78.21,71.78,75.49,72.81
,18.07.2000,-9999,84.56,78.82,81.86,85.57,86.31,80.34
,19.07.2000,-9999,80.93,76.64,80.06,81.22,87.52,84.54
,20.07.2000,-9999,79.16,63.31,84.78,80.48,78.45,75.98
,21.07.2000,-9999,67.55,68.18,70.34,66.68,71.35,70.84
,22.07.2000,-9999,71.94,70.03,70.32,71.95,71.44,71.8
,23.07.2000,-9999,80.1,74.35,70.29,73.38,78.55,74.29
,24.07.2000,-9999,78.42,69,73.9,76.64,78.88,73.18
,25.07.2000,-9999,80.95,71.18,77.46,77,80.73,76.54
,26.07.2000,-9999,91.08,78.52,91.28,90.37,75.92,75.22
,27.07.2000,-9999,80.94,83.55,85.03,81.09,76.36,74.15
,28.07.2000,-9999,81.36,79.57,81.12,77.08,80.24,82.21
,29.07.2000,-9999,88.26,82.09,86,83.46,85.81,86.84
,30.07.2000,-9999,88.81,79.52,82.48,78.82,79.43,78.73
,31.07.2000,-9999,80.74,74.7,84.85,78.44,76.25,73.85
,01.08.2000,-9999,82.5,75.39,81.38,79.98,75.72,73.7
,02.08.2000,-9999,79.69,74.58,75.71,66.52,75.24,71.78
,03.08.2000,-9999,79.3,75.45,82.34,84.1,78.41,78.66
,04.08.2000,-9999,74.96,65.78,76.21,78.02,82.93,74.49
,05.08.2000,-9999,94.56,89.26,87.74,89.02,90.27,91.18
,06.08.2000,-9999,88.03,90.13,91.06,91.35,78.4,81.25
,07.08.2000,-9999,82.13,75.52,79.18,80.08,84.84,75.16
,08.08.2000,-9999,88.08,84.55,84.38,83.57,87.49,84.41
,09.08.2000,-9999,74.33,83.96,77,69.56,76.42,73.08
,10.08.2000,-9999,75.79,77.24,81.2,80.84,80.96,74.65
,11.08.2000,-9999,80.81,87.06,95.22,92.19,85.96,84.47
,12.08.2000,-9999,82.96,73.56,78.29,80.02,82.33,76.72
,13.08.2000,-9999,88.05,79.13,81.53,80.81,83.07,80.47
,14.08.2000,-9999,85.3,78.7,78.77,75.6,77.82,78.22
,15.08.2000,-9999,80.4,77.37,81.46,79.96,77.3,75.23
,16.08.2000,-9999,73.99,73.44,74.15,74.88,82.12,75.95
,17.08.2000,-9999,86.38,86.25,88.08,84.35,85.83,86.87
,18.08.2000,-9999,84.37,79.6,81.25,82.95,77.45,80.29
,19.08.2000,-9999,83.8,79.94,82.86,89.02,95.98,88.7
,20.08.2000,-9999,75.39,63.71,73.02,78.1,78.19,72.58
,21.08.2000,-9999,85.94,80.09,85.81,90.32,90.34,86.81
,22.08.2000,-9999,97.9,95.2,95.86,95.45,95.29,97.03
,23.08.2000,-9999,93.46,90.11,95.37,94.94,93.59,92.81
,24.08.2000,-9999,83.39,88.49,86.48,90.31,90.53,90.32
,25.08.2000,-9999,85.69,81.52,86.58,93.77,92.5,90.23
,26.08.2000,-9999,93.02,84.78,90.71,91.26,89.82,87.41
,27.08.2000,-9999,88.53,89.78,94.23,94.75,97,95.67
,28.08.2000,-9999,91.04,87.44,89.28,90.06,91.48,90.92
,29.08.2000,-9999,89.17,79.32,81.59,71.05,80.95,78.33
,30.08.2000,-9999,93.19,81.67,87.26,84.85,90.4,83.74
,31.08.2000,-9999,77.7,77.98,79.62,78.66,89.95,89.68
,01.09.2000,-9999,86.57,91.06,91.1,85.1,95.04,91.35
,02.09.2000,-9999,70.53,90.69,85.67,86.56,93.75,90.36
,03.09.2000,-9999,79.68,76.53,79.38,73.23,90.73,82.88
,04.09.2000,-9999,81.95,83.08,83.02,86.12,92.21,86.69
,05.09.2000,-9999,65.74,68.63,70.48,64.76,72.88,72.94
,06.09.2000,-9999,64.14,60.46,63.11,64.28,61.28,65.62
,07.09.2000,-9999,77.58,71.08,77.16,78.6,72.7,80.44
,08.09.2000,-9999,75.85,64.7,65.31,66.11,66.45,76.97
,09.09.2000,-9999,75.72,69.29,72.1,70.41,63,72.1
,10.09.2000,-9999,77.68,69,70.89,67.15,57.76,67.75
,11.09.2000,-9999,69.52,54.48,57.44,52.73,76.53,62.07
,12.09.2000,-9999,57.25,47.98,49.62,49.3,57.21,56.39
,13.09.2000,-9999,55.76,42.76,46,45.28,45.29,53.34
,14.09.2000,-9999,66.86,72.31,44.58,63.05,55.99,69.14
,15.09.2000,-9999,62.61,62.25,58.1,55.6,56.05,65.48
,16.09.2000,-9999,61.35,57.27,56.97,56.35,52.31,61.68
,17.09.2000,-9999,55.92,48.58,50.65,46.55,50.94,50.6
,18.09.2000,-9999,48.85,40.02,41.97,38.18,36.72,41.7
,19.09.2000,-9999,61.42,76.83,68.82,60.2,72.8,74.58
,20.09.2000,-9999,87.54,77.3,79.58,76.57,71.07,75.75
,21.09.2000,-9999,60.9,59.85,61.56,61.41,58.38,59.37
,22.09.2000,-9999,88.15,89.4,92.65,87.07,93.04,89.44
,23.09.2000,-9999,90.84,84.56,89.67,84.54,89.98,87.4
,24.09.2000,-9999,86.18,71.1,78.67,71.24,71.19,73.11
,25.09.2000,-9999,64.42,62.69,65.29,60.61,62.46,64.38
,26.09.2000,-9999,61.28,57.35,60.04,58.61,49.15,53.96
,27.09.2000,-9999,65.47,64.28,68.83,62.96,66.09,67.32
,28.09.2000,-9999,77.12,75.54,78.2,70.7,59.03,68.79
,29.09.2000,-9999,58.62,58.91,61.95,58.18,50.19,55.39
,30.09.2000,-9999,55.4,53.92,56.81,49.82,46.75,52.02
,01.10.2000,-9999,51.48,55.85,59.75,56.62,61.63,64.86
,02.10.2000,-9999,65.23,71.59,72.51,66.36,62.03,73.68
,03.10.2000,-9999,70.47,78.9,74.97,68.08,86.67,81.08
,04.10.2000,-9999,67.64,65.74,76.38,72.78,65.66,66.74
,05.10.2000,-9999,82.36,78.36,88.49,84.33,78.54,78.27
,06.10.2000,-9999,59.46,60.64,67.42,58.33,62.69,63.85
,07.10.2000,-9999,62.66,68.6,71.47,63.77,66.33,67.97
,08.10.2000,-9999,58.31,64.06,67.22,64.28,62.08,65.64
,09.10.2000,-9999,54.28,57.08,58.37,60.19,52.26,52.59
,10.10.2000,-9999,51.99,51.9,52.67,54.27,51.55,45.58
,11.10.2000,-9999,45.15,46.78,51.84,51.28,50.13,48.23
,12.10.2000,-9999,46.04,47.84,54.79,52.18,56.32,59.13
,13.10.2000,-9999,57.14,57.88,63.51,61.57,71.7,67.3
,14.10.2000,-9999,61.2,78.21,83.29,79.7,78.59,89.92
,15.10.2000,-9999,69.57,76.13,81.31,71.58,83.91,87.66
,16.10.2000,-9999,77.31,80.32,78.3,77.84,92.24,81.84
,17.10.2000,-9999,77.8,71.69,75.21,83.67,89.78,86.12
,18.10.2000,-9999,65.56,68.76,76.19,82.65,64.89,68.45
,19.10.2000,-9999,60.21,59.09,57.58,57.94,62.08,65.27
,20.10.2000,-9999,59.97,61.71,67.18,61.46,57.81,62.43
,21.10.2000,-9999,67.65,62.01,66.87,62.19,62.19,61.24
,22.10.2000,-9999,91.64,85.43,96.55,91.19,95.55,89.39
,23.10.2000,-9999,99.01,94,98.45,96.34,96.38,97.12
,24.10.2000,-9999,99.02,96.84,95.27,93.52,95.37,97.88
,25.10.2000,-9999,87.41,88.04,88.84,84.42,91.98,91.4
,26.10.2000,-9999,82.49,80.58,83.87,83.93,85.77,86.24
,27.10.2000,-9999,90.6,88.92,89.62,88.3,92.42,90.62
,28.10.2000,-9999,83.8,78.91,84.81,86.28,94.56,85.83
,29.10.2000,-9999,69.19,66.17,72.88,79.73,91.34,76.87
,30.10.2000,-9999,66.29,63.38,76.21,79.11,92.57,80.19
,31.10.2000,-9999,88.16,81.81,90.27,92.47,96.09,89.62
,01.11.2000,-9999,82.59,87.35,91.96,85.46,89.73,92.99
,02.11.2000,-9999,69.91,66,69.61,73.01,63.67,65.16
,03.11.2000,-9999,72.89,65.58,70.88,71.81,64.44,69.71
,04.11.2000,-9999,62.41,59.78,61.88,60.28,67.06,71.32
,05.11.2000,-9999,53.56,62.77,70.19,82.19,93.04,81.53
,06.11.2000,-9999,83.44,96.64,95.75,93.66,97.86,95.96
,07.11.2000,-9999,84.52,81.95,82.26,82.67,91.33,89.06
,08.11.2000,-9999,78.49,73.15,75.34,73.99,81.63,78.07
,09.11.2000,-9999,92.46,82.12,83.49,81.04,85.72,84.21
,10.11.2000,-9999,91.16,75.07,83.26,81.33,86.44,81.77
,11.11.2000,-9999,98.38,87.74,95.59,96.52,91.44,86.65
,12.11.2000,-9999,96.1,82.47,91.87,91.06,96.32,92.7
,13.11.2000,-9999,89.68,86.61,88.45,88.08,92.52,88.68
,14.11.2000,-9999,86.78,78.25,81.44,79.47,83.68,81.83
,15.11.2000,-9999,68.67,68.51,67.82,68.64,90.08,76.88
,16.11.2000,-9999,79.96,82.09,82.78,80.51,89.49,87.51
,17.11.2000,-9999,79.61,76.06,77.58,75.8,79.03,80.59
,18.11.2000,-9999,82.79,77.46,76.86,73.48,82.92,78.4
,19.11.2000,-9999,73.67,79.79,75.29,72.7,87.91,87.2
,20.11.2000,-9999,75.97,75.95,78.49,70.78,79.35,79.6
,21.11.2000,-9999,75.39,75.66,75.63,70.89,81.65,80.4
,22.11.2000,-9999,78.18,82.4,80.82,76.37,89.25,86.3
,23.11.2000,-9999,67.51,73.98,69,72.71,85.57,88.76
,24.11.2000,-9999,66.5,85.64,79.93,79.41,85.33,89.32
,25.11.2000,-9999,63.55,80.3,77.92,76.99,88.24,91.12
,26.11.2000,-9999,87.76,94.66,98.69,93.89,95.38,95.54
,27.11.2000,-9999,86.91,87.06,89.08,82.34,86.02,89.07
,28.11.2000,-9999,90.75,88.59,89.77,87.61,87.01,90.3
,29.11.2000,-9999,92.45,88.05,88.25,83.53,89.68,90.2
,30.11.2000,-9999,93.3,90.09,87.32,81.24,92.58,94.08
,01.12.2000,-9999,94.31,88.77,95.34,93.32,91,85.74
,02.12.2000,-9999,76.89,79.88,85,85.81,87.59,85.02
,03.12.2000,-9999,81.59,79.29,83.28,82.53,84.93,83.47
,04.12.2000,-9999,78.77,73.89,77.96,76.57,80.1,77.69
,05.12.2000,-9999,68.84,67.19,67.45,70.79,66.32,72.44
,06.12.2000,-9999,82.97,79.95,84.1,85.1,85.86,83.84
,07.12.2000,-9999,89.75,84.2,82.97,82.86,84.92,88.82
,08.12.2000,-9999,79.93,75.27,79.11,76.16,78.72,80.69
,09.12.2000,-9999,81.32,83.19,82.13,83.24,85.93,86.37
,10.12.2000,-9999,86.81,77.48,77.87,76.41,75.38,76.63
,11.12.2000,-9999,89.14,81.41,83.22,82.35,77.85,77.77
,12.12.2000,-9999,77.65,72.12,74.69,72.97,76.19,74.33
,13.12.2000,-9999,88.21,83.97,86.25,85.12,85.17,80.98
,14.12.2000,-9999,91.58,86.41,87.93,86.38,81.62,92
,15.12.2000,-9999,96.45,90.6,94.1,84.94,87.17,88.94
,16.12.2000,-9999,90.41,82.38,85.74,59.09,88.99,86
,17.12.2000,-9999,79.01,73.93,53.8,47.08,81.28,77.62
,18.12.2000,-9999,85.66,80.82,55.73,53.34,86.06,82.68
,19.12.2000,-9999,81.84,80.64,53.09,48.36,82.38,79.47
,20.12.2000,-9999,89.57,83.03,47.56,45.01,83.14,83.2
,21.12.2000,-9999,76.43,72.28,49.02,47.43,81.81,78.18
,22.12.2000,-9999,72.92,71.67,74.68,73.75,79.87,75.39
,23.12.2000,-9999,80.94,82.7,83.92,80.22,79.67,81
,24.12.2000,-9999,74.16,74.32,75.73,74.09,76.8,74.73
,25.12.2000,-9999,72.38,74.29,77.97,77.2,78.65,77.28
,26.12.2000,-9999,82.86,78.43,80.66,80.51,79.67,79.58
,27.12.2000,-9999,78.46,76.25,81,84.69,85.73,75.82
,28.12.2000,-9999,86.02,83.99,87.76,87.46,89.41,85.07
,29.12.2000,-9999,91.5,86.67,87.28,84.16,85.02,78.56
,30.12.2000,-9999,89.66,86.75,83.53,78.95,81.47,50.79
,31.12.2000,-9999,89.67,87.32,85.68,81.01,82.72,77.84
,01.01.2001,86.3131605,86.84,83.39,87.8,86.68,82.09,70.99
,02.01.2001,86.2477716,81.96,79.93,84.91,84.71,87.46,84.76
,03.01.2001,90.3701203,92.59,87.39,91.18,90.13,90.85,90.99
,04.01.2001,86.4990177,90.64,83.87,87.43,86.12,85.3,84.95
,05.01.2001,78.9434649,80.56,75.46,77.44,77.19,79.84,77
,06.01.2001,80.5613795,87.28,80.9,83.26,80.98,79.11,82.34
,07.01.2001,88.0459859,86.85,80.2,86.98,85.35,86.6,83.4
,08.01.2001,87.6938119,87.55,84.94,88.13,83.18,83.04,85.45
,09.01.2001,84.6989175,85.41,80,82.83,86.96,83.29,82.78
,10.01.2001,82.3284933,80.76,76.76,78.86,82.39,83.48,83.35
,11.01.2001,95.1530324,92.02,90.92,89.03,95.7,93.59,93.94
,12.01.2001,96.8177641,99.99,98.59,96.55,96.56,95.05,92.66
,13.01.2001,98.7244293,98.59,94.86,96.07,97.77,95.63,95.75
,14.01.2001,99.0961772,99.99,98.93,98.95,97.24,95.63,94.69
,15.01.2001,92.6035545,95.45,86.87,90.14,87.71,90.28,89.78
,16.01.2001,86.0604786,87.33,82.28,84.61,83.96,82.88,82.87
,17.01.2001,86.5753652,86.65,80.63,85.88,85.68,86.57,84.43
,18.01.2001,86.5024688,91.3,83.04,85.25,83.65,85.39,84.53
,19.01.2001,81.6765881,84.61,77.81,80.23,79.2,79.9,79.41
,20.01.2001,74.3815087,79.84,74.84,75.07,74.62,81.31,78.08
,21.01.2001,81.167981,82.87,79.15,82.23,78.56,81.65,79.83
,22.01.2001,81.4705521,81.83,79.85,81.8,81.82,87.22,84.83
,23.01.2001,82.7712732,87.3,82.46,83.89,81.77,82.16,83.31
,24.01.2001,84.176878,79.61,79.03,82.62,79.7,82.69,81.77
,25.01.2001,76.0582157,78.86,75.8,79.06,73.98,77.07,79.55
,26.01.2001,91.2762059,90.57,86.03,88.69,89.4,90.79,87.06
,27.01.2001,79.6747676,80.22,77.12,77.78,80.49,84.09,81.58
,28.01.2001,89.1630091,86.68,87.27,87.72,89.13,88.49,87.11
,29.01.2001,97.6936701,99.2,93.98,95.79,95.58,95.68,94.84
,30.01.2001,91.1728512,95.04,89.73,90.97,87.73,88.18,88.98
,31.01.2001,85.2347694,90.33,81.06,84.7,81.09,82.93,83.88
,01.02.2001,78.8652489,80.41,72.39,74.96,74.91,74.79,72.51
,02.02.2001,77.0806636,76.14,73.4,74.89,74.54,79.82,75.91
,03.02.2001,89.0531995,88.21,86.99,86.33,86.62,89.64,89.36
,04.02.2001,92.9785936,93.82,89.02,91.68,89.65,90.72,90.4
,05.02.2001,89.4454997,92.74,90.86,88.38,89.42,88.61,90.06
,06.02.2001,89.1262391,90.98,87.11,87.53,84.82,90.43,90.17
,07.02.2001,96.0788869,96.65,90.42,93.12,94.05,93.14,89.94
,08.02.2001,98.4545408,99.99,97.61,97.54,96.99,94.02,94.73
,09.02.2001,90.1358243,97.49,85.39,85.74,86.14,81.72,84.09
,10.02.2001,74.4418962,81.47,71.1,74.45,73.26,73.95,71.68
,11.02.2001,82.1272985,83.15,77.43,76.6,77.79,77.54,77.31
,12.02.2001,87.2500703,89.31,82.95,83.7,84.87,86.42,85.42
,13.02.2001,97.427102,97.36,93.6,97.54,95.65,92.12,95.25
,14.02.2001,88.772554,97.74,83.69,88.3,85.92,81.55,81.34
,15.02.2001,79.1724751,89.37,77.94,81.31,78.38,80.35,77.84
,16.02.2001,80.0022669,78.18,74.09,77.25,74.08,76.22,75.3
,17.02.2001,70.8979171,72.77,69.19,70.9,69.4,74.49,73.14
,18.02.2001,73.4099834,68.57,69.34,69.72,70.43,78.21,76.44
,19.02.2001,82.2376655,82.07,76.48,80.66,79.38,79.77,79.54
,20.02.2001,71.5169022,69.64,67.3,68.41,67.58,71.36,70.76
,21.02.2001,65.3250444,62.04,62.99,69.76,65.64,70.71,65.02
,22.02.2001,81.1369307,89.16,79.98,84.08,80.8,77.55,80.01
,23.02.2001,77.20772,69.94,74.15,77.8,76.06,81.88,75.11
,24.02.2001,97.7032729,96.23,96.31,87.48,97.86,97.74,95.76
,25.02.2001,85.4792061,99.99,81.54,81.47,80.51,91.89,87.26
,26.02.2001,84.4014175,93.99,82.26,82.8,83.53,83.35,81.51
,27.02.2001,69.8597703,60.59,65.29,69.93,65.75,71.32,67.65
,28.02.2001,68.9541173,65.63,67.38,67.94,70.38,75.71,72.1
,01.03.2001,81.4704882,83.93,76.08,78.2,80.07,85.95,83.1
,02.03.2001,90.1624481,86.6,83.69,89.86,86.09,86.3,87.96
,03.03.2001,85.9316297,73.29,86.58,86.32,88.11,84.59,85.6
,04.03.2001,82.7273524,65.96,74.64,79.69,79.28,82.01,77.19
,05.03.2001,81.3309224,64.65,74.3,78.97,76.14,82.95,77.33
,06.03.2001,75.8893205,65.61,71.87,75.95,72.95,79.58,73.99
,07.03.2001,86.3815281,77.72,83.67,86.43,83,85.67,85.26
,08.03.2001,80.018153,73.24,74.96,77.4,75.35,79.85,75.46
,09.03.2001,80.5952958,74.04,80.63,81.31,80.16,88.63,85.35
,10.03.2001,84.8383071,73.15,81.22,81.53,85.07,86.17,85.49
,11.03.2001,84.5808589,75.64,80.43,82.68,81.94,82.28,77.7
,12.03.2001,92.8584223,88.68,88.94,89.69,90.3,92.36,90
,13.03.2001,88.3524828,83.84,84.88,86.04,83.42,85.85,86.96
,14.03.2001,84.4440422,87.82,81.76,84.75,85.07,84.19,83.49
,15.03.2001,84.7674301,93.44,82.29,91.73,87.85,83.29,77.29
,16.03.2001,83.3540807,96.54,80.99,87.35,84.23,85.09,79.47
,17.03.2001,85.9335732,85.83,78.95,84.15,77.37,85.46,84.19
,18.03.2001,83.8985242,77,81.67,81.91,87.76,88.42,88.34
,19.03.2001,76.4124631,75.2,74.76,78.3,78.96,93.34,86.53
,20.03.2001,71.4836776,67.88,76.77,76.95,78.9,88.8,86.03
,21.03.2001,73.9565451,72.2,77.32,75.69,79.43,97.84,88.87
,22.03.2001,92.3972475,79.48,87.8,88.1,88.02,96.11,92.46
,23.03.2001,88.441851,80.74,78.76,84.5,84.2,83.17,82.72
,24.03.2001,68.817607,59.98,63.27,64.71,64.41,71.97,70.97
,25.03.2001,71.442575,62.56,68.3,68.05,66.64,74.72,73.24
,26.03.2001,74.2129548,61.35,69.66,70.85,70.15,79.63,76.7
,27.03.2001,53.5163046,57.29,68.03,65.23,65.35,79.2,74.59
,28.03.2001,83.0896934,76.56,79.73,73.45,76.76,84.89,86.58
,29.03.2001,94.1792071,86.68,94.78,94.61,91.19,94.76,97.79
,30.03.2001,87.2805002,76.54,86.46,89.58,86.87,92.81,93.28
,31.03.2001,79.1803515,77.6,80.24,78.65,75.83,81.13,82.74
,01.04.2001,60.3727705,56.27,60.49,65.46,64.42,68.71,66.83
,02.04.2001,75.3120266,63.51,74.44,76.07,76.01,84.06,84.25
,03.04.2001,75.8559638,67.14,74.61,75.33,70.71,81.45,79.99
,04.04.2001,54.5519409,50.25,59.19,60.37,58.91,74.88,70.28
,05.04.2001,79.9333194,76.9,76.66,74.63,72.19,85.66,86.94
,06.04.2001,98.258356,97.21,83.34,96.84,95.49,97.18,94.23
,07.04.2001,67.5864262,55.22,69.46,62.34,63.32,79.87,74.81
,08.04.2001,68.6125517,60.29,67.73,71.44,71.12,79.07,73.8
,09.04.2001,97.0831211,90.92,95.68,98.06,92.09,84.38,89.93
,10.04.2001,97.2764702,94.17,94.63,95.43,95.32,90.85,90.04
,11.04.2001,82.7074614,76.93,83.58,77.83,79.26,89.02,86.44
,12.04.2001,78.6698829,70.94,76.55,76.46,75.41,84.42,82.57
,13.04.2001,65.771304,57.97,69.13,70.01,72.41,84.88,78.39
,14.04.2001,54.6963483,52.94,64.02,65.87,66.96,67.09,66.82
,15.04.2001,73.8954153,68.52,68.36,73.81,67.35,72.27,71.4
,16.04.2001,68.4066942,62.48,65.24,66.98,62.76,66.78,69.99
,17.04.2001,53.8055432,47.14,55.45,56.11,57,65.98,60.95
,18.04.2001,45.1570662,51.14,56.68,62.93,58.24,60.47,64.61
,19.04.2001,55.8649078,51.17,56.96,57.15,57.45,63.46,60.61
,20.04.2001,66.6638701,69.33,74.96,70.5,67.55,67.72,64.77
,21.04.2001,85.9598202,73.48,81.25,76.67,78.59,91.15,86.78
,22.04.2001,79.5216694,75.27,80.94,79.86,81.29,96.41,86
,23.04.2001,80.8840434,74.31,74.04,76.34,74.88,87.41,80.25
,24.04.2001,56.9376961,54.45,61.85,66.19,66.64,71.42,66.2
,25.04.2001,56.3114105,63.35,67.5,72.46,64.97,69.01,71.04
,26.04.2001,38.8151694,48.53,46.89,44.6,44.9,57.19,51.61
,27.04.2001,32.8289224,36.06,45.14,45.1,40.78,52.57,43.1
,28.04.2001,57.1285267,43.96,52.7,64.71,46.82,52.57,54.08
,29.04.2001,41.8832479,42.87,47.01,49,47.75,50.94,49.08
,30.04.2001,74.6025679,55.18,71.93,71.51,71.01,78.36,78.83
,01.05.2001,69.6625642,64.13,73.05,71.47,72.66,77.59,76.16
,02.05.2001,90.974827,71.81,90.59,85.23,87.12,86.61,89.62
,03.05.2001,92.4665639,89.29,91.72,92.92,89.98,89.38,88.35
,04.05.2001,94.7206575,92.98,90.8,94.06,92.85,84.69,56.22
