@T,hrus,,,,,,,,,,,,,,
name,hrus.csv,,,,,,,,,,,,,,
descr,hru input parameters,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
@H,ID,x,y,elevation,area,type,slope,aspect,flowlength,soilID,landuseID,hgeoID,slopelength,subcatch,tiledrainage
min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max,9999,999999,9999999,10000,9999999999,3,90,360,999999,9999,9999,9999,9999,9999,1
unit,n/a,m,m,m,m2,n/a,deg,deg,m,n/a,n/a,n/a,m,n/a,n/a
,2312,471270,4690472,345,252225,2,2.3,104,0,42,7,8,894.41,4,0
,2313,476693,4690669,343,44550,2,1.5,137,0,61,7,13,172.28,4,1
,2314,467205,4690398,345,289350,3,0.8,-1,0,61,7,13,879.41,-9999,1
,2315,472748,4690556,347,85725,2,4,187,0,42,7,11,479.56,4,0
,2316,474930,4690470,346,375300,2,1,-1,0,83,7,14,900.63,4,1
,2317,476910,4690740,343,450,2,3.8,99,0,61,7,13,0,4,0
,2318,477750,4690569,339,93600,2,1.8,107,0,61,7,12,370.92,-9999,0
,2319,472515,4690567,345,71100,2,5.4,266,0,51,7,10,328.49,-9999,0
,2320,473340,4690389,348,446175,2,1.7,-1,0,41,7,12,835.48,4,1
,2321,476288,4690438,345,144000,2,1.4,180,0,61,7,14,566.99,4,1
,2322,473858,4690368,347,357975,2,1.1,-1,0,61,7,13,633.2,-9999,1
,2323,478545,4690578,323,61875,3,7.6,101,0,57,3,6,428.35,4,0
,2324,474285,4690359,347,281475,2,1.2,-1,0,61,7,13,911.54,-9999,1
,2325,475793,4690460,345,184950,2,1.6,123,0,41,7,14,731.54,-9999,1
,2326,479490,4690328,320,622125,3,5.9,99,0,45,7,6,1450.04,4,0
,2327,481020,4690497,307,134550,3,2.9,121,0,40,7,4,663.2,-9999,1
,2328,475433,4690542,345,67050,2,1.2,-1,0,83,7,14,359.56,-9999,1
,2329,482625,4690528,334,62100,2,3.3,189,0,60,7,13,1358.97,-9999,0
,2330,466530,4690358,346,99675,3,1.2,-1,0,70,7,13,624.41,-9999,1
,2331,476430,4690612,345,18000,2,2.3,49,0,42,7,13,147.43,4,1
,2332,477345,4690347,341,260550,2,1.3,-1,0,61,7,13,1143.82,-9999,1
,2333,478703,4690507,327,45450,3,6.6,103,0,55,3,7,395.77,-9999,0
,2334,474368,4690601,349,4500,2,0.9,-1,0,41,7,13,57.43,-9999,1
,2335,480585,4690531,307,150525,3,1,-1,0,40,7,3,503.35,4,1
,2336,460950,4690503,354,70650,2,0.5,-1,0,34,7,12,412.28,-9999,1
,2337,476685,4690503,343,93825,2,1,-1,0,41,7,13,536.99,4,1
,2338,478755,4690299,334,207450,2,3.7,173,0,53,7,10,1450.04,-9999,0
,2339,474435,4690600,349,3825,2,0.1,-1,0,70,7,13,60,-9999,1
,2340,460553,4690478,354,145575,2,1,-1,0,22,7,12,460.92,-9999,1
,2341,478080,4690107,333,369225,3,6.2,177,0,57,7,10,1143.82,4,0
,2342,474488,4690529,349,6975,2,1.3,25,0,61,7,13,96.21,-9999,0
,2343,474540,4690417,348,10125,2,2.1,169,0,41,7,13,90,-9999,0
,2344,483098,4690174,331,392625,2,1.8,191,0,41,7,13,734.56,4,0
,2345,459360,4690214,358,94725,2,0.9,-1,0,22,3,13,318.64,-9999,1
,2346,476813,4690365,344,10575,2,2.2,124,0,41,7,13,199.71,4,0
,2347,480653,4690324,309,76275,3,4.1,107,0,50,7,4,553.49,-9999,0
,2348,458258,4690250,358,247500,2,0.8,-1,0,22,7,13,482.13,-9999,1
,2349,457635,4690058,357,1212525,2,0.6,-1,0,22,3,13,1295.33,4,1
,2350,471000,4690349,350,10575,2,2.2,106,0,41,7,9,894.41,4,0
,2351,465420,4690189,349,310050,2,1,-1,0,61,7,11,710.77,4,1
,2352,474608,4690255,346,49500,2,0.9,-1,0,68,7,13,308.35,4,1
,2353,470250,4690181,343,344925,3,3,285,0,51,7,8,760.48,4,0
,2354,464610,4690192,349,289800,2,1.3,-1,0,61,7,8,1103.97,4,1
,2355,480540,4689991,316,209475,3,4.7,107,0,40,7,5,997.9,-9999,0
,2356,472515,4690137,334,243000,3,2.8,205,0,40,7,7,776.99,4,0
,2357,472935,4690151,347,83700,2,5.7,266,0,72,7,11,301.07,4,0
,2358,475695,4690105,342,415575,2,1.2,-1,0,41,7,14,1045.48,-9999,1
,2359,476483,4690177,343,222300,2,1.1,-1,0,61,7,14,455.77,-9999,1
,2360,460928,4690188,355,93600,2,1.1,-1,0,22,7,12,412.28,4,1
,2361,479790,4690090,318,480150,3,7,145,0,45,7,6,1146.4,-9999,0
,2362,460523,4690173,356,133425,2,1.7,77,0,10,7,13,387.43,4,1
,2363,470880,4690160,348,93150,2,2.1,120,0,41,7,9,605.77,4,0
,2364,478508,4690265,334,5625,2,4,86,0,66,7,10,301.07,-9999,0
,2365,466065,4690117,347,147375,2,1.2,-1,0,61,7,13,497.13,4,1
,2366,477255,4690084,339,318375,2,1.4,-1,0,84,7,13,1245.18,-9999,1
,2367,481095,4690035,316,117900,2,1.5,-1,0,37,7,6,521.99,-9999,1
,2368,483570,4690115,332,91350,2,1.9,192,0,41,7,12,406.07,-9999,0
,2369,475065,4690085,345,117675,2,1.6,112,0,61,7,14,489.85,4,0
,2370,481913,4690118,306,137925,3,3.7,102,0,40,7,6,675.63,-9999,1
,2371,466358,4690215,347,675,2,0.1,300,0,61,7,13,21.21,4,0
,2372,480810,4690116,316,41175,2,1.2,-1,0,37,7,6,253.49,-9999,1
,2373,481335,4690109,312,39150,2,5.9,87,0,56,7,6,362.13,-9999,0
,2374,472133,4690134,341,16650,2,6.9,284,0,73,7,8,123.64,4,0
,2375,481568,4690006,314,75375,2,4,90,0,47,7,7,374.56,-9999,0
,2376,482760,4690081,332,24750,2,3.8,108,0,44,7,13,171.21,-9999,0
,2377,474675,4690047,347,103275,2,1.6,201,0,61,7,13,352.28,4,1
,2378,471233,4690007,344,83925,2,0.6,-1,0,83,7,8,271.07,4,1
,2379,462435,4689878,355,365850,2,1,-1,0,83,7,10,763.05,4,1
,2380,460080,4689876,358,144675,2,1,-1,0,22,7,13,553.49,4,1
,2381,472208,4689850,342,118575,2,4.1,77,0,75,7,8,352.28,4,0
,2382,476715,4689994,342,49725,2,1.3,-1,0,41,7,13,150,-9999,1
,2383,460478,4689907,358,110925,2,1.3,-1,0,10,7,13,367.28,4,1
,2384,478403,4689973,340,44775,2,2.9,167,0,66,7,13,634.26,-9999,0
,2385,465240,4689695,351,316125,2,1.2,-1,0,83,7,10,519.85,4,1
,2386,476235,4689982,342,25425,2,1.2,199,0,61,7,14,368.35,-9999,1
,2387,460868,4689836,357,159075,2,1.2,-1,0,26,7,13,335.77,4,1
,2388,464618,4689803,350,345375,2,1.2,-1,0,61,7,8,565.92,4,1
,2389,478553,4689993,341,3600,2,2.5,300,0,66,7,13,93.64,-9999,0
,2390,459660,4689860,360,137475,2,1.5,104,0,22,7,13,403.49,4,1
,2391,463808,4689840,351,289125,2,1.2,-1,0,83,7,8,738.2,4,1
,2392,478013,4689932,340,38250,2,2.9,141,0,53,7,13,1137.61,-9999,0
,2393,482003,4689998,314,6300,2,0.8,-1,0,47,7,8,129.85,-9999,0
,2394,460695,4689957,358,3600,2,2.7,253,0,26,7,13,81.21,4,1
,2395,461453,4689621,355,656325,2,0.9,-1,0,34,7,11,1225.48,4,1
,2396,481635,4689424,317,653400,2,2.1,57,0,41,7,10,844.26,-9999,0
,2397,482820,4689910,330,19350,2,2.2,102,0,41,7,13,171.21,-9999,0
,2398,463193,4689817,357,139275,2,1.8,98,0,41,7,10,368.35,4,0
,2399,476288,4689758,340,179100,2,1.1,-1,0,83,7,14,653.35,-9999,1
,2400,476693,4689764,340,184950,2,1.1,-1,0,70,7,14,526.07,-9999,1
,2401,468645,4689795,345,329850,2,0.9,-1,0,41,7,13,613.05,4,1
,2402,469440,4689611,346,632700,3,2.1,118,0,61,7,11,1622.76,4,0
,2403,470835,4689609,344,309825,2,1.4,109,0,61,7,8,734.12,4,1
,2404,471878,4689767,343,172575,2,2.1,105,0,75,7,8,624.41,4,0
,2405,473243,4689583,344,508950,3,3.6,270,0,75,7,11,726.84,4,0
,2406,474353,4689603,345,183375,2,1.9,111,0,61,7,13,584.56,4,1
,2407,478215,4689747,341,114750,2,2.1,297,0,53,7,13,1137.61,-9999,0
,2408,481170,4689761,320,220500,2,1.6,107,0,41,7,8,521.99,-9999,1
,2409,465645,4689713,350,174600,2,1.2,-1,0,83,7,12,648.2,4,1
,2410,467745,4689870,345,61200,2,1.3,-1,0,83,7,13,268.49,4,1
,2411,470190,4689739,343,283050,3,2.5,288,0,75,7,9,599.56,4,0
,2412,472598,4689594,337,247275,3,4.3,84,0,40,7,7,658.05,4,0
,2413,474120,4689594,345,182475,2,1.8,284,0,61,7,13,967.9,4,0
,2414,474848,4689607,345,163125,2,1.6,-1,0,61,7,13,725.77,4,1
,2415,480480,4689548,330,688050,2,2.6,86,0,41,7,10,1257.61,-9999,0
,2416,465900,4689763,350,42300,2,1.4,121,0,41,7,13,264.85,4,1
,2417,471203,4689579,343,287325,2,1.2,-1,0,41,7,8,639.41,4,1
,2418,472725,4689836,331,38025,2,1.5,-1,0,40,7,6,314.56,4,0
,2419,483548,4689546,328,372600,2,3.2,277,0,41,7,13,804.41,-9999,0
,2420,473865,4689564,344,283275,2,1.7,-1,0,61,7,12,1080.18,4,0
,2421,474563,4689840,344,19800,2,1.7,116,0,83,3,13,153.64,4,1
,2422,475133,4689543,345,266625,2,1.8,104,0,61,7,13,633.2,4,1
,2423,477518,4689793,337,60975,3,5.7,171,0,43,7,13,658.05,-9999,0
,2424,477585,4689536,341,290025,3,2.7,160,0,61,7,13,860.33,4,0
,2425,475485,4689718,341,127575,2,0.7,-1,0,68,7,14,470.77,-9999,1
,2426,478695,4689613,343,176175,2,1.1,-1,0,61,7,13,554.56,4,0
,2427,482528,4689088,304,255150,3,4.2,93,0,40,7,8,464.56,-9999,1
,2428,482835,4689692,327,118125,2,8.1,99,0,41,7,13,542.13,-9999,0
,2429,471765,4689352,343,414900,2,1.2,-1,0,41,7,8,696.84,4,1
,2430,474608,4689539,344,157950,2,0.8,-1,0,83,7,13,1041.84,4,1
,2431,475890,4689697,341,135675,2,0.1,-1,0,83,7,14,579.41,-9999,1
,2432,476993,4689511,339,175050,3,1.6,106,0,75,7,13,686.99,-9999,1
,2433,477240,4689517,339,149625,3,2.5,298,0,42,7,13,860.33,-9999,0
,2434,477315,4689800,340,12600,2,0.6,-1,0,68,7,13,78.64,-9999,1
,2435,477953,4689537,341,175950,2,0.8,-1,0,61,7,13,505.92,4,1
,2436,478433,4689673,343,76950,2,1.4,102,0,53,7,13,493.49,-9999,1
,2437,479078,4689608,342,189675,2,1.9,95,0,61,7,13,467.13,-9999,1
,2438,483120,4689700,326,73350,2,3.5,110,0,41,7,13,414.85,-9999,0
,2439,479670,4689501,337,488475,2,3.4,117,0,41,7,12,1102.46,-9999,0
,2440,479873,4689796,330,8550,2,6.9,102,0,44,7,8,57.43,-9999,0
,2441,482573,4689545,311,122850,3,6.9,267,0,40,7,10,409.71,-9999,0
,2442,483968,4689467,333,89775,2,2.3,214,0,41,7,13,675.62,-9999,0
,2443,460065,4689550,359,174825,2,1.4,-1,0,22,7,13,578.35,4,1
,2444,460485,4689707,358,58725,2,0.2,-1,0,34,7,13,367.28,4,1
,2445,462240,4689484,357,469575,2,1.4,-1,0,70,7,10,763.05,4,1
,2446,470550,4689653,347,41625,2,0.8,-1,0,83,7,9,268.49,4,1
,2447,459758,4689491,361,100800,2,2.1,103,0,10,7,14,322.28,4,1
,2448,484215,4689239,333,372150,2,1.7,273,0,61,7,12,940.48,-9999,1
,2449,463200,4689421,356,183150,2,2.1,87,0,61,7,9,385.92,4,1
,2450,463808,4689434,351,382725,2,0.8,-1,0,83,7,8,738.2,4,1
,2451,460373,4689452,358,86625,2,0.7,-1,0,34,7,13,580.92,4,1
,2452,460650,4689465,358,130275,2,0.7,-1,0,22,7,13,370.92,4,1
,2453,483015,4689577,326,10575,2,4.6,100,0,42,7,12,102.43,-9999,0
,2454,472290,4689417,345,139725,2,2.2,276,0,75,7,9,464.56,4,0
,2455,460950,4689448,358,90450,2,1.6,96,0,26,7,12,313.49,4,1
,2456,462803,4689420,358,158400,2,1.8,279,0,61,7,10,542.13,4,1
,2457,475500,4689366,341,176850,2,0.6,-1,0,68,7,13,553.49,-9999,1
,2458,482063,4689379,316,185625,2,2,198,0,41,7,10,557.13,-9999,0
,2459,464618,4689397,351,281925,2,1.2,-1,0,61,7,8,592.28,4,1
,2460,468645,4689390,345,268650,2,1,-1,0,41,7,13,519.85,4,1
,2461,483270,4689204,318,263250,2,7.8,264,0,74,7,12,956.54,-9999,0
,2462,475860,4689334,341,133200,2,0.3,-1,0,83,7,14,401.99,-9999,1
,2463,470070,4689352,348,146475,2,1.3,-1,0,61,7,10,509.56,4,0
,2464,470378,4689192,348,178875,2,1.7,105,0,41,7,10,734.12,4,1
,2465,481155,4689135,322,460800,2,1.8,95,0,41,7,10,828.2,-9999,1
,2466,473048,4689324,332,151200,3,3.2,269,0,40,7,7,617.13,4,1
,2467,476258,4689223,340,239400,2,1,-1,0,61,7,14,576.84,4,1
,2468,476693,4689315,339,150300,2,1.4,-1,0,41,7,14,823.05,-9999,1
,2469,478193,4689394,343,41400,2,1.2,-1,0,61,7,13,243.64,-9999,1
,2470,479085,4689065,342,273150,2,1.1,-1,0,41,7,13,814.26,-9999,1
,2471,478680,4689285,344,158625,2,1.3,-1,0,41,7,13,423.2,4,1
,2472,482790,4689316,306,69975,3,3.8,207,0,39,7,9,458.35,-9999,1
,2473,472785,4689216,332,48150,2,3,81,0,58,7,6,226.07,4,0
,2474,468150,4689298,344,52650,2,0.5,-1,0,61,3,13,249.85,4,1
,2475,482933,4689182,314,33525,2,7.8,269,0,74,7,12,226.07,-9999,0
,2476,478223,4689218,343,69750,2,1.3,-1,0,61,7,13,425.77,4,1
,2477,484673,4689223,337,12600,2,2.5,210,0,41,7,12,87.43,-9999,0
,2478,460118,4689156,358,59625,2,0.9,-1,0,22,7,13,470.77,4,1
,2479,460665,4689162,359,263475,2,1,-1,0,22,7,13,580.92,4,1
,2480,483720,4689139,327,21375,2,2.1,185,0,61,7,13,940.48,-9999,0
,2481,473145,4689085,332,63225,2,3,254,0,58,7,7,415.92,4,0
,2482,477660,4689157,343,23175,2,0.4,-1,0,61,7,13,268.49,4,1
,2483,479490,4689164,341,32850,2,1.7,191,0,41,7,13,144.85,-9999,0
,2484,462833,4689024,359,215775,2,1,-1,0,68,7,10,542.13,4,1
,2485,464393,4689011,351,408600,2,0.9,-1,0,83,7,8,849.41,4,1
,2486,478005,4689146,343,9225,2,2,124,0,41,7,13,78.64,4,0
,2487,482145,4688965,313,279000,2,1.1,-1,0,37,7,10,874.26,-9999,1
,2488,461453,4689063,358,339525,2,1.5,-1,0,22,7,10,1122.61,4,1
,2489,462225,4688829,357,403425,2,1.1,-1,0,41,7,10,1122.61,4,1
,2490,472448,4689157,348,675,2,5.4,40,0,75,7,9,0,4,0
,2491,474390,4688915,343,112950,2,2,114,0,41,7,13,758.35,4,0
,2492,474825,4688816,345,207450,2,2.5,275,0,41,7,13,394.71,4,0
,2493,482783,4689132,302,13275,3,2.4,270,0,40,7,9,226.07,-9999,1
,2494,463575,4689018,353,124425,2,1.7,86,0,41,7,8,427.28,4,1
,2495,470843,4688992,344,155250,2,1.7,50,0,41,7,9,607.28,4,1
,2496,471248,4688992,341,143775,2,1.1,-1,0,83,7,8,787.9,4,1
,2497,472275,4688795,342,265500,2,1.9,277,0,83,7,8,636.84,4,1
,2498,473415,4689044,340,39375,2,4,195,0,76,7,9,223.49,4,0
,2499,473955,4688880,340,398475,2,2.6,276,0,41,7,11,924.41,4,0
,2500,477803,4689143,343,2025,2,1.3,270,0,61,7,13,45,4,1
,2501,462503,4689089,359,14400,2,1.4,103,0,41,7,11,256.07,4,1
,2502,463208,4689003,359,61875,2,2.4,103,0,41,7,9,211.07,4,0
,2503,472583,4688957,346,76725,2,3.2,95,0,75,7,9,279.85,4,0
,2504,471563,4688949,340,97875,2,0.9,-1,0,83,7,7,563.35,4,1
,2505,471908,4688936,340,185175,2,1.2,-1,0,83,7,8,563.35,4,1
,2506,474585,4688784,342,172350,2,1.4,279,0,41,7,13,760.92,4,0
,2507,475223,4689071,341,7650,2,1.2,94,0,61,7,13,117.43,-9999,1
,2508,477893,4688765,341,322875,2,1,-1,0,83,7,13,957.61,4,1
,2509,482738,4689034,301,18225,3,1.7,110,0,50,7,8,202.28,-9999,1
,2510,482940,4689014,306,60525,3,4.9,190,0,74,7,10,234.85,-9999,0
,2511,463335,4689019,355,18675,2,2.4,83,0,41,7,8,129.85,4,0
,2512,470475,4688894,350,137700,2,2.1,53,0,61,7,11,459.85,4,1
,2513,472785,4688967,339,60075,2,5.5,92,0,76,7,7,658.05,4,0
,2514,475125,4688782,342,255150,2,1.8,105,0,41,7,13,679.26,4,1
,2515,475868,4688730,340,345150,2,1,-1,0,83,7,14,816.84,4,1
,2516,477090,4688881,340,201150,2,1,-1,0,83,7,14,686.99,-9999,1
,2517,477578,4688782,342,177300,2,1.2,-1,0,41,7,14,523.49,4,1
,2518,475493,4688984,341,86625,2,0.2,-1,0,83,7,13,466.07,4,1
,2519,477375,4688741,341,129825,2,1.7,276,0,41,7,14,319.71,4,0
,2520,479708,4688708,339,669150,2,1.6,194,0,37,7,13,1372.9,-9999,1
,2521,484785,4688556,331,160650,2,2.1,198,0,61,7,12,518.35,-9999,0
,2522,473078,4688785,332,190125,3,3.2,78,0,40,7,6,799.26,4,1
,2523,475725,4689068,341,1800,2,0.1,-1,0,83,7,14,45,-9999,0
,2524,476115,4688996,342,31950,2,1.5,280,0,61,7,14,518.35,4,1
,2525,476925,4688520,341,416250,2,1.2,-1,0,83,7,14,823.05,4,1
,2526,478500,4688739,341,255600,2,1.1,-1,0,41,7,13,1671.4,4,1
,2527,483240,4688634,305,268425,3,3.1,279,0,82,7,12,697.9,-9999,1
,2528,483855,4688489,318,464625,2,3.3,187,0,42,7,13,951.84,-9999,0
,2529,478208,4688557,341,143550,2,1.3,-1,0,41,7,13,363.2,4,0
,2530,478275,4688954,344,33300,2,1.3,97,0,41,7,13,189.85,4,1
,2531,473505,4688542,331,222975,3,2.8,-1,0,40,7,6,853.05,4,1
,2532,480285,4688716,338,274500,2,1.9,106,0,41,7,13,572.13,-9999,0
,2533,480338,4689045,341,1800,2,4.4,33,0,42,7,13,21.21,-9999,1
,2534,480683,4688775,335,201600,2,2.3,94,0,37,7,13,613.05,-9999,1
,2535,484268,4688749,329,422550,2,2.6,192,0,61,7,13,925.48,-9999,0
,2536,470213,4689003,352,11475,2,1.3,50,0,41,7,12,106.07,4,0
,2537,483188,4688843,303,74250,2,1.1,207,0,40,7,10,265.92,4,1
,2538,472643,4688514,344,176400,2,1.7,278,0,61,7,9,636.84,-9999,1
,2539,476288,4688616,341,234000,2,1.3,-1,0,41,7,14,719.56,4,1
,2540,482895,4688719,301,115425,3,1.2,-1,0,82,7,9,510.63,4,1
,2541,476445,4688783,341,22050,2,0.7,-1,0,37,7,14,150,-9999,1
,2542,475478,4688685,340,198675,2,1.2,-1,0,41,7,13,645.63,4,1
,2543,463238,4688766,358,58275,2,1.8,84,0,41,7,9,358.49,4,0
,2544,478988,4688595,339,382500,2,1.3,-1,0,37,7,13,1671.4,-9999,1
,2545,463800,4688679,353,277200,2,1.3,-1,0,41,7,8,849.41,4,1
,2546,460493,4688713,360,62550,2,1.3,-1,0,10,7,13,394.71,4,1
,2547,462773,4688647,362,121725,2,1.7,291,0,41,7,10,886.69,4,0
,2548,471023,4688584,347,353250,2,1.8,77,0,75,7,10,787.9,4,0
,2549,482663,4688709,303,19800,2,6.3,87,0,50,7,9,181.07,-9999,1
,2550,480690,4688401,335,159075,2,1.3,201,0,37,7,13,534.41,-9999,1
,2551,464280,4688718,352,11700,2,1.8,91,0,37,7,8,75,4,0
,2552,471900,4688567,339,166050,2,1.1,-1,0,83,7,7,636.84,4,1
,2553,482445,4688442,310,313200,2,2.6,-1,0,46,7,12,921.84,-9999,0
,2554,473063,4688453,342,144000,2,3.3,93,0,75,7,8,799.26,4,0
,2555,481845,4688519,318,345600,2,1.6,102,0,37,7,11,937.9,-9999,1
,2556,462023,4688662,358,40275,2,2.1,87,0,68,7,9,204.85,4,1
,2557,471608,4688162,342,418950,2,1.7,103,0,41,7,8,558.2,4,0
,2558,481335,4688364,325,179100,2,2,87,0,37,7,12,936.84,-9999,1
,2559,478298,4688646,341,3150,2,1.7,185,0,41,7,13,51.21,4,0
,2560,481073,4688357,331,122175,2,2.5,101,0,37,7,13,355.92,-9999,1
,2561,476543,4688513,342,20025,2,2.6,281,0,41,7,14,156.21,4,0
,2562,485145,4688390,328,137925,2,1.7,103,0,83,7,10,491.99,-9999,1
,2563,474330,4688137,335,274050,2,3.1,186,0,41,7,11,760.92,4,0
,2564,482805,4688412,303,60525,3,6.5,83,0,82,7,10,921.84,-9999,0
,2565,473895,4688290,332,248400,3,2.2,197,0,40,7,8,624.41,4,1
,2566,478373,4688373,340,12375,2,1.6,281,0,41,7,13,87.43,4,0
,2567,463800,4688271,353,334575,2,1.1,-1,0,83,7,8,845.33,4,1
,2568,473063,4688060,342,159075,2,2,201,0,41,7,9,551.99,4,0
,2569,462510,4688371,362,5400,2,1.3,182,0,41,7,10,51.21,4,0
,2570,471128,4688006,346,491850,2,1.7,105,0,61,7,10,1181.54,4,0
,2571,472485,4688138,341,356850,3,1.7,-1,0,75,7,8,790.92,4,1
,2572,474878,4688006,333,550575,3,3.3,183,0,42,7,12,1306.25,4,0
,2573,484260,4688223,318,186075,2,3.8,197,0,42,7,13,373.49,-9999,0
,2574,477488,4687985,341,316350,2,1.5,-1,0,41,7,14,869.56,4,1
,2575,481050,4687971,330,154125,2,2.3,196,0,41,7,13,1012.9,-9999,1
,2576,470700,4687989,350,161325,2,1.8,110,0,61,7,12,860.33,4,1
,2577,476648,4688219,343,89550,2,2.2,120,0,83,7,14,719.56,4,0
,2578,477885,4687956,339,352800,2,1,-1,0,41,7,14,671.99,4,1
,2579,478560,4687656,338,558450,2,1.2,-1,0,41,7,13,955.48,4,1
,2580,478815,4687997,338,216675,2,1.1,-1,0,37,7,13,468.64,4,1
,2581,484845,4688114,322,200700,2,2.9,207,0,61,7,12,644.56,-9999,0
,2582,471968,4687935,338,292275,3,1.3,-1,0,61,7,7,500.77,4,1
,2583,473430,4688099,337,131850,3,3.9,95,0,41,7,8,533.35,4,0
,2584,475463,4688152,337,132075,2,4.3,287,0,41,7,13,573.2,4,0
,2585,483285,4687662,300,192150,3,1.8,-1,0,82,7,13,589.26,-9999,1
,2586,485280,4687946,325,214200,2,2.3,103,0,61,7,9,781.07,-9999,1
,2587,475853,4688109,339,165150,2,1.4,-1,0,41,7,14,816.84,4,1
,2588,477060,4688181,341,78525,2,1.7,85,0,83,7,14,277.28,4,1
,2589,480458,4688102,334,322200,2,1.7,98,0,37,7,13,460.92,-9999,1
,2590,483263,4688050,301,148500,3,2.1,-1,0,82,7,13,527.13,-9999,1
,2591,476303,4688225,341,24975,2,0.8,-1,0,83,7,14,181.07,4,1
,2592,478980,4688196,338,128475,2,1.6,126,0,41,7,13,274.71,4,0
,2593,483690,4687864,301,296550,3,1.7,-1,0,40,7,13,1095.62,4,1
,2594,479483,4688051,336,156600,2,2,109,0,41,7,13,482.13,-9999,1
,2595,479858,4688077,336,133650,2,2.3,274,0,37,7,13,659.56,-9999,0
,2596,480015,4688202,338,9675,2,2.1,68,0,41,7,13,135,-9999,1
,2597,463868,4687936,353,334350,2,1.1,-1,0,83,3,7,845.33,-9999,1
,2598,481838,4688042,320,256725,2,1.9,93,0,37,7,12,990.62,-9999,1
,2599,482865,4688049,308,114300,2,2.4,-1,0,46,7,13,415.92,-9999,0
,2600,476280,4687874,341,291150,2,2.5,186,0,41,7,14,816.84,-9999,0
,2601,470565,4688122,354,9225,2,4.2,104,0,75,7,13,81.21,4,0
,2602,473955,4688008,327,86625,3,2,-1,0,50,7,7,446.99,4,1
,2603,485805,4687869,324,533250,2,1.8,280,0,61,7,8,1135.48,4,1
,2604,477090,4687868,341,234225,2,3.1,267,0,41,7,14,334.71,4,0
,2605,476700,4687825,341,255150,2,2.9,107,0,41,7,14,774.41,4,0
,2606,482520,4687860,310,149175,2,1.3,-1,0,38,7,13,626.99,-9999,1
,2607,473760,4687892,329,85500,3,2.7,79,0,76,7,7,258.64,4,1
,2608,484245,4687956,312,165375,2,2.6,207,0,49,7,13,542.13,-9999,0
,2609,482280,4688020,313,7200,2,1.3,113,0,37,7,13,123.64,-9999,0
,2610,482018,4687854,316,128025,2,1.7,104,0,41,7,13,489.41,-9999,0
,2611,473318,4687703,337,226800,3,3.4,102,0,41,7,8,808.05,4,0
,2612,481350,4687869,327,30375,2,2.4,177,0,41,7,13,226.07,-9999,0
,2613,475470,4687505,329,367650,3,3.1,-1,0,40,7,13,679.26,4,0
,2614,483030,4687841,306,22500,2,6.3,92,0,46,7,13,144.85,-9999,0
,2615,480278,4687688,332,471600,2,2,190,0,41,7,13,832.9,-9999,1
,2616,472703,4687732,337,144450,3,2.5,197,0,51,7,7,602.13,4,0
,2617,475875,4687651,342,177300,2,4,191,0,41,7,14,565.48,4,0
,2618,481500,4687807,325,10350,2,3,192,0,41,7,13,129.85,-9999,0
,2619,484035,4687768,307,91575,2,1.6,-1,0,46,7,13,271.07,-9999,0
,2620,485130,4687689,322,49275,2,2.9,274,0,75,7,11,226.07,-9999,0
,2621,472388,4687739,336,45900,3,1.2,-1,0,83,7,7,497.13,4,1
,2622,474203,4687600,327,96750,3,1.9,-1,0,40,7,8,681.84,4,1
,2623,479138,4687600,336,104850,2,1.1,-1,0,37,7,13,646.69,4,1
,2624,479565,4687799,334,27000,2,0.8,-1,0,37,7,13,493.49,-9999,1
,2625,484793,4687700,315,95625,2,3.6,199,0,76,7,12,424.71,-9999,0
,2626,481365,4687502,323,288225,3,4.1,103,0,42,7,24,1166.54,-9999,0
,2627,481673,4687731,323,66375,2,3.1,111,0,41,7,13,464.56,-9999,0
,2628,484433,4687652,308,183600,2,1,-1,0,46,7,13,620.77,-9999,0
,2629,483000,4687729,305,22500,3,4,180,0,79,7,13,538.05,-9999,0
,2630,479498,4687668,336,108900,2,1.9,-1,0,66,3,13,493.49,-9999,1
,2631,475050,4687686,328,98775,3,3.7,79,0,76,7,11,355.92,4,0
,2632,482625,4687625,307,217575,3,5.2,101,0,50,7,13,1324.89,-9999,0
,2633,484958,4687582,317,47475,2,3,266,0,75,7,12,352.28,-9999,0
,2634,473903,4687584,327,29025,3,1.3,41,0,40,7,7,174.85,4,1
,2635,482093,4687557,312,84600,3,5.3,173,0,50,7,24,510.63,-9999,0
,2636,486488,4687284,327,144450,2,2.2,107,0,61,7,8,286.07,-9999,0
,2637,483923,4687542,302,84600,2,3.2,202,0,46,7,13,349.71,-9999,0
,2638,472988,4687625,336,16875,3,3.1,121,0,75,7,7,705.62,4,0
,2639,473768,4687623,328,6525,3,0.7,122,0,51,7,6,222.43,4,0
,2640,481905,4687577,313,19800,3,5,181,0,42,7,23,464.56,-9999,0
,2641,472433,4687495,338,157500,2,1.1,-1,0,83,7,8,598.49,4,1
,2642,484118,4687574,307,9675,2,0.4,-1,0,47,7,13,148.49,-9999,0
,2643,470895,4687407,346,121275,2,1.3,103,0,61,7,12,353.35,4,1
,2644,473378,4687315,339,373950,3,3.2,112,0,75,7,9,808.05,4,0
,2645,485385,4687515,322,18900,2,3.8,255,0,42,3,9,117.43,-9999,0
