@T,obs,,,,,
descr,observed runoff at Drake,,,,,
unit,m3/s  //  mg/l  //  mg/l ,,,,,
,,,,,,
missing_val,-9999,,,,,
date_start,09.01.2001,,,,,
date_end,31.12.2013,,,,,
date_format,dd.MM.yyyy,,,,,
,,,,,,
@H,date,orun[1],no3_n[1],sedim[1],no3_n[2],no3_n[3]
name,-,SF450,SF450,SF450,SF450,SF450
ID,-,1,2,3,4,5
elevation,-,289,289,289,289,289
,03.06.2010,4.955448155,10.1,25,-9999,-9999
,04.06.2010,4.898814462,10.14,21,10.2,-9999
,05.06.2010,4.955448155,9.84,24,-9999,-9999
,06.06.2010,4.927131308,9.48,28,-9999,-9999
,07.06.2010,4.587329149,9.13,32,-9999,-9999
,08.06.2010,4.955448155,8.96,37,8.8,-9999
,09.06.2010,5.66336932,9.61,44,-9999,-9999
,10.06.2010,5.861587246,10.36,51,-9999,-9999
,11.06.2010,5.946537786,11.11,59,-9999,-9999
,12.06.2010,6.682775798,11.82,65,12,-9999
,13.06.2010,15.91406779,12,245,-9999,-9999
,14.06.2010,22.45525935,12,218,12,-9999
,15.06.2010,18.63248506,12,131,-9999,-9999
,16.06.2010,14.46990861,12.04,97,13.4,-9999
,17.06.2010,11.49663972,12.02,97,-9999,-9999
,18.06.2010,11.18515441,11.93,97,11.9,-9999
,19.06.2010,19.566941,11.9,207,-9999,-9999
,20.06.2010,21.2659518,11.9,170,-9999,-9999
,21.06.2010,15.34773086,12.07,112,11.9,-9999
,22.06.2010,12.26119458,13.23,97,13.7,-9999
,23.06.2010,10.61881748,11.89,98,-9999,-9999
,24.06.2010,15.34773086,10.81,181,10.8,-9999
,25.06.2010,13.62040321,10.77,126,10.8,-9999
,26.06.2010,17.41486066,9.32,229,9.3,-9999
,27.06.2010,35.11288978,9.3,347,-9999,-9999
,28.06.2010,45.02378609,9.3,261,9.3,-9999
,29.06.2010,49.83765002,9.3,189,-9999,-9999
,30.06.2010,40.49309064,9.3,120,-9999,-9999
,01.07.2010,27.32575697,9.66,103,9.8,-9999
,02.07.2010,18.49090083,9.43,97,-9999,-9999
,03.07.2010,13.76198745,8.5,90,-9999,-9999
,04.07.2010,13.3655516,7.61,85,7.4,-9999
,05.07.2010,26.73110319,7.4,205,-9999,-9999
,06.07.2010,22.14377404,7.52,117,11.13333333,-9999
,07.07.2010,17.01842481,9.98,106,9.95,-9999
,08.07.2010,16.56535526,12.35,146,-9999,-9999
,09.07.2010,14.35664123,12.2,119,-9999,-9999
,10.07.2010,11.32673864,12.05,91,-9999,-9999
,11.07.2010,9.372876225,11.9,64,-9999,-9999
,12.07.2010,8.211885514,11.75,32,-9999,-9999
,13.07.2010,7.503964349,11.6,30,-9999,-9999
,14.07.2010,6.796043184,11.45,24,-9999,-9999
,15.07.2010,6.031488326,11.31,21,11.3,-9999
,16.07.2010,5.691686167,11.19,30,-9999,-9999
,17.07.2010,5.351884007,11.08,36,-9999,-9999
,18.07.2010,5.49346824,10.97,35,-9999,-9999
,19.07.2010,4.813863922,10.86,27,-9999,-9999
,20.07.2010,4.360794376,10.75,21,-9999,-9999
,21.07.2010,3.992675371,10.64,16,-9999,-9999
,22.07.2010,35.11288978,3.98,678,3.3,-9999
,23.07.2010,76.45548582,3.99,349,4.2,-9999
,24.07.2010,71.92479036,3.57,168,3.3,-9999
,25.07.2010,61.73072559,4.56,123,-9999,-9999
,26.07.2010,48.13863922,5.91,116,-9999,-9999
,27.07.2010,36.81190058,7.03,118,7.3,-9999
,28.07.2010,26.56120211,6.59,114,-9999,-9999
,29.07.2010,19.36872307,5.86,109,-9999,8.25
,30.07.2010,22.28535827,5.26,187,5.2,7.56
,31.07.2010,37.09506905,5.2,196,-9999,8.3
,01.08.2010,35.67922672,5.2,117,-9999,9.84
,02.08.2010,25.06040924,5.75,89,5.2,9.76
,03.08.2010,20.72793171,8.03,77,8.4,9.61
,04.08.2010,19.51030731,8.64,73,-9999,10.37
,05.08.2010,15.97070148,8.18,71,8.9,10.65
,06.08.2010,12.96911574,2.77,69,0.15,10.34
,07.08.2010,11.15683756,1.4,64,-9999,10
,08.08.2010,9.91089631,3.5,52,-9999,-9999
,09.08.2010,13.93188853,4.48,235,4.7,-9999
,10.08.2010,14.69644339,4.27,105,5.116666667,-9999
,11.08.2010,48.98814462,2.9,686,2.9,-9999
,12.08.2010,40.7762591,5.23,251,5.15,-9999
,13.08.2010,30.29902586,7.28,188,-9999,-9999
,14.08.2010,21.03941702,7.15,138,-9999,-9999
,15.08.2010,15.88575094,7.03,81,-9999,-9999
,16.08.2010,12.77089782,6.91,59,-9999,-9999
,17.08.2010,10.59050063,6.82,48,6.8,8.69
,18.08.2010,9.287925685,6.85,36,-9999,8.73
,19.08.2010,8.126934974,6.89,33,-9999,8.81
,20.08.2010,7.220795883,6.93,28,-9999,8.74
,21.08.2010,6.399607332,6.98,21,-9999,8.56
,22.08.2010,5.606735627,7.02,16,-9999,8.38
,23.08.2010,4.927131308,7.06,17,-9999,8.19
,24.08.2010,4.445744916,6.95,17,7.1,8.01
,25.08.2010,4.020992217,6.24,20,-9999,7.77
,26.08.2010,3.652873211,5.47,24,-9999,7.51
,27.08.2010,3.398021592,4.7,28,-9999,7.21
,28.08.2010,3.114853126,3.92,32,-9999,6.95
,29.08.2010,2.860001507,3.15,36,-9999,6.64
,30.08.2010,2.576833041,2.38,40,-9999,6.25
,31.08.2010,2.576833041,1.63,43,1.3,5.71
,01.09.2010,5.238616621,2.72,140,3.3,4.71
,02.09.2010,3.851091138,1.78,43,1.3,5.59
,03.09.2010,3.539605825,1.49,41,1.3,6.03
,04.09.2010,3.114853126,2.23,38,-9999,6.14
,05.09.2010,2.9166352,3,35,-9999,6.32
,06.09.2010,2.74673412,3.77,32,-9999,6.3
,07.09.2010,2.66178358,4.54,29,-9999,6.16
,08.09.2010,2.406931961,5.18,26,5.3,6.06
,09.09.2010,2.321981421,5.09,23,-9999,5.92
,10.09.2010,2.265347728,4.92,21,4.9,5.72
,11.09.2010,2.152080342,4.92,19,-9999,5.71
,12.09.2010,2.123763495,4.94,17,-9999,5.64
,13.09.2010,2.095446648,4.96,15,-9999,5.6
,14.09.2010,2.038812955,4.98,13,-9999,5.6
,15.09.2010,1.982179262,4.94,12,5,5.54
,16.09.2010,1.925545569,4.58,14,-9999,5.54
,17.09.2010,1.925545569,4.18,16,-9999,5.59
,18.09.2010,2.038812955,3.78,18,3.6,5.38
,19.09.2010,3.964358524,3.6,20,-9999,5.25
,20.09.2010,4.757230229,3.6,22,-9999,7.1
,21.09.2010,4.587329149,3.6,24,-9999,7.93
,22.09.2010,4.530695456,3.6,27,-9999,8.3
,23.09.2010,4.502378609,3.6,29,-9999,8.45
,24.09.2010,4.927131308,6.36,30,5.266666667,8.56
,25.09.2010,6.427924178,6.47,27,6.3,8.89
,26.09.2010,8.976440372,6.3,24,-9999,9.46
,27.09.2010,9.033074065,6.3,21,6.3,10.26
,28.09.2010,7.900400201,6.3,18,-9999,10.46
,29.09.2010,6.937627417,7.11,15,6.3,10.49
,30.09.2010,6.173072559,8.75,12,-9999,10.44
,01.10.2010,5.521785087,10.13,10,10.3,10.31
,02.10.2010,5.040398695,10.22,10,-9999,10.19
,03.10.2010,4.700596536,10.14,10,-9999,10.1
,04.10.2010,4.445744916,10.06,10,-9999,10.02
,05.10.2010,4.24752699,9.98,10,-9999,9.94
,06.10.2010,4.049309064,9.87,10,9.9,9.81
,07.10.2010,3.851091138,9.45,9,-9999,9.68
,08.10.2010,3.681190058,8.96,8,-9999,9.5
,09.10.2010,3.511288978,8.48,7,-9999,9.34
,10.10.2010,3.369704745,7.99,6,-9999,9.15
,11.10.2010,3.228120512,7.5,4,-9999,8.98
,12.10.2010,3.086536279,7.12,3,7,8.84
,13.10.2010,2.9166352,7.49,2,-9999,8.73
,14.10.2010,2.803367813,8,1,-9999,8.67
,15.10.2010,2.74673412,8.44,1,8.5,8.66
,16.10.2010,2.690100427,8.47,7,-9999,8.63
,17.10.2010,2.576833041,8.45,13,-9999,8.61
,18.10.2010,2.491882501,8.42,20,-9999,8.56
,19.10.2010,2.406931961,8.38,25,8.4,8.42
,20.10.2010,2.321981421,8.24,22,-9999,8.36
,21.10.2010,2.265347728,8.09,19,-9999,8.23
,22.10.2010,2.180397188,7.94,16,-9999,8.09
,23.10.2010,2.180397188,7.8,13,-9999,7.89
,24.10.2010,2.180397188,7.65,10,-9999,7.73
,25.10.2010,2.123763495,7.5,6,-9999,7.72
,26.10.2010,2.180397188,7.35,3,-9999,7.56
,27.10.2010,2.123763495,7.22,0,7.2,7.5
,28.10.2010,1.953862415,7.22,0,-9999,7.58
,29.10.2010,1.840595029,7.24,0,-9999,7.58
,30.10.2010,1.783961336,7.27,0,-9999,7.52
,31.10.2010,1.783961336,7.29,0,-9999,7.47
,01.11.2010,1.755644489,7.31,0,-9999,7.39
,02.11.2010,1.727327643,7.33,0,-9999,7.36
,03.11.2010,1.670693949,7.36,0,-9999,7.28
,04.11.2010,1.670693949,7.38,0,7.4,7.21
,05.11.2010,1.642377103,7.37,0,-9999,7.27
,06.11.2010,1.614060256,7.2,3,-9999,7.35
,07.11.2010,1.58574341,7.01,6,-9999,7.32
,08.11.2010,1.58574341,6.82,9,6.8,7.2
,09.11.2010,1.557426563,6.69,13,-9999,7.07
,10.11.2010,1.557426563,6.56,16,-9999,6.88
,11.11.2010,1.50079287,6.44,19,-9999,6.75
,12.11.2010,2.038812955,6.39,21,6.3,6.24
,13.11.2010,7.532281196,7.05,17,-9999,6.89
,14.11.2010,21.91723927,7.88,11,-9999,-9999
,15.11.2010,18.66080191,8.71,5,-9999,-9999
,16.11.2010,13.25228421,9.45,1,9.5,-9999
,17.11.2010,10.64713432,9.74,0,-9999,12.55
,18.11.2010,8.749905599,9.97,0,-9999,12.26
,19.11.2010,7.787132815,10.2,0,-9999,12.03
,20.11.2010,6.965944264,10.43,0,-9999,11.93
,21.11.2010,6.371290485,10.65,0,-9999,11.73
,22.11.2010,6.031488326,10.88,0,-9999,11.64
,23.11.2010,5.351884007,11.05,0,11.1,-9999
,24.11.2010,4.898814462,10.93,0,-9999,-9999
,25.11.2010,4.360794376,10.77,0,-9999,-9999
,26.11.2010,2.576833041,10.61,0,-9999,-9999
,27.11.2010,3.114853126,10.45,0,-9999,-9999
,28.11.2010,3.454655285,10.29,0,-9999,-9999
,29.11.2010,2.944952046,10.13,0,-9999,-9999
,30.11.2010,2.152080342,9.97,0,-9999,-9999
,01.12.2010,0.934455938,9.83,0,9.8,-9999
,02.12.2010,2.321981421,9.87,0,-9999,-9999
,03.12.2010,2.152080342,9.96,0,-9999,-9999
,04.12.2010,2.265347728,10.04,1,-9999,-9999
,05.12.2010,1.840595029,10.12,1,-9999,-9999
,06.12.2010,2.378615114,10.18,1,10.2,-9999
,07.12.2010,3.511288978,10.11,1,-9999,-9999
,08.12.2010,3.228120512,10.01,1,-9999,-9999
,09.12.2010,3.624556365,9.92,2,-9999,-9999
,10.12.2010,3.426338439,9.83,2,-9999,-9999
,11.12.2010,2.860001507,9.74,2,-9999,-9999
,12.12.2010,1.41584233,9.64,2,-9999,-9999
,13.12.2010,0.877822245,9.55,3,-9999,-9999
,14.12.2010,1.41584233,9.46,3,-9999,-9999
,15.12.2010,1.699010796,9.36,3,-9999,-9999
,16.12.2010,1.444159177,9.27,3,-9999,-9999
,17.12.2010,1.160990711,9.18,3,-9999,-9999
,18.12.2010,1.019406478,9.09,4,-9999,-9999
,19.12.2010,0.821188551,8.99,4,-9999,-9999
,20.12.2010,1.642377103,8.9,4,-9999,-9999
,21.12.2010,1.160990711,8.81,4,-9999,-9999
,22.12.2010,1.50079287,8.71,5,-9999,-9999
,23.12.2010,2.038812955,8.62,5,-9999,-9999
,24.12.2010,1.189307557,8.53,5,-9999,-9999
,25.12.2010,1.359208637,8.44,5,-9999,-9999
,26.12.2010,1.444159177,8.34,5,-9999,-9999
,27.12.2010,1.019406478,8.25,6,-9999,-9999
,28.12.2010,1.359208637,8.16,6,-9999,-9999
,29.12.2010,1.812278182,8.07,6,-9999,-9999
,30.12.2010,2.321981421,7.97,6,-9999,-9999
,31.12.2010,1.897228722,7.88,6,-9999,-9999
,01.01.2011,1.444159177,7.79,7,-9999,-9999
,02.01.2011,1.529109716,7.69,7,-9999,-9999
,03.01.2011,1.897228722,7.6,7,-9999,-9999
,04.01.2011,1.699010796,7.51,7,-9999,-9999
,05.01.2011,2.152080342,7.42,8,-9999,-9999
,06.01.2011,2.605149887,7.32,8,-9999,-9999
,07.01.2011,2.095446648,7.23,8,-9999,-9999
,08.01.2011,1.614060256,7.14,8,-9999,-9999
,09.01.2011,1.274258097,7.04,8,-9999,-9999
,10.01.2011,2.265347728,6.95,9,-9999,-9999
,11.01.2011,2.010496109,6.86,9,-9999,-9999
,12.01.2011,1.444159177,6.77,9,-9999,-9999
,13.01.2011,1.33089179,6.67,9,-9999,-9999
,14.01.2011,1.529109716,6.58,9,-9999,-9999
,15.01.2011,1.50079287,6.49,10,-9999,-9999
,16.01.2011,1.444159177,6.39,10,-9999,-9999
,17.01.2011,1.699010796,6.3,10,-9999,-9999
,18.01.2011,1.33089179,6.21,10,-9999,-9999
,19.01.2011,1.076040171,6.12,11,-9999,-9999
,20.01.2011,1.019406478,6.02,11,-9999,-9999
,21.01.2011,1.019406478,5.93,11,-9999,-9999
,22.01.2011,1.33089179,5.84,11,-9999,-9999
,23.01.2011,0.934455938,5.74,11,-9999,-9999
,24.01.2011,1.104357017,5.65,12,-9999,-9999
,25.01.2011,0.849505398,5.56,12,-9999,-9999
,26.01.2011,1.302574944,5.47,12,-9999,-9999
,27.01.2011,1.387525483,5.37,12,-9999,-9999
,28.01.2011,1.472476023,5.28,12,-9999,-9999
,29.01.2011,1.217624404,5.19,13,-9999,-9999
,30.01.2011,1.076040171,5.1,13,-9999,-9999
,31.01.2011,1.160990711,5,13,-9999,-9999
,01.02.2011,1.047723324,4.91,13,-9999,-9999
,02.02.2011,0.821188551,4.82,14,-9999,-9999
,03.02.2011,0.707921165,4.72,14,-9999,-9999
,04.02.2011,1.076040171,4.63,14,-9999,-9999
,05.02.2011,0.877822245,4.54,14,-9999,-9999
,06.02.2011,1.160990711,4.45,14,-9999,-9999
,07.02.2011,1.047723324,4.35,15,-9999,-9999
,08.02.2011,0.877822245,4.26,15,-9999,-9999
,09.02.2011,1.019406478,4.17,15,-9999,-9999
,10.02.2011,0.453069546,4.07,15,-9999,-9999
,11.02.2011,0.707921165,3.98,15,-9999,-9999
,12.02.2011,0.849505398,3.89,16,-9999,-9999
,13.02.2011,0.991089631,3.8,16,-9999,-9999
,14.02.2011,0.877822245,3.73,16,3.7,-9999
,15.02.2011,5.691686167,3.89,16,-9999,-9999
,16.02.2011,12.26119458,4.08,17,-9999,-9999
,17.02.2011,23.47466583,4.28,17,-9999,-9999
,18.02.2011,22.65347728,4.47,17,-9999,-9999
,19.02.2011,16.73525634,4.67,17,-9999,-9999
,20.02.2011,17.9245639,4.86,17,-9999,-9999
,21.02.2011,21.57743711,5.06,18,-9999,-9999
,22.02.2011,15.54594878,5.25,18,-9999,-9999
,23.02.2011,11.86475873,5.45,18,-9999,-9999
,24.02.2011,8.438420287,5.64,18,-9999,-9999
,25.02.2011,5.436834547,5.84,19,-9999,-9999
,26.02.2011,5.465151394,6.04,19,-9999,-9999
,27.02.2011,5.181982928,6.23,19,-9999,-9999
,28.02.2011,4.728913382,6.43,19,-9999,-9999
,01.03.2011,4.360794376,6.62,19,-9999,-9999
,02.03.2011,3.029902586,6.82,20,-9999,-9999
,03.03.2011,3.964358524,7.01,20,-9999,-9999
,04.03.2011,3.766140598,7.21,20,-9999,7.9
,05.03.2011,2.775050967,7.4,20,-9999,7.68
,06.03.2011,2.860001507,7.6,20,-9999,7.42
,07.03.2011,3.284754206,7.74,21,7.8,7.62
,08.03.2011,2.690100427,7.5,21,-9999,7.42
,09.03.2011,2.74673412,7.19,21,-9999,6.78
,10.03.2011,2.690100427,6.67,22,6.9,6.71
,11.03.2011,2.9166352,5.17,22,4.7,6.6
,12.03.2011,4.530695456,4.7,121,-9999,6.56
,13.03.2011,3.936041677,4.7,58,-9999,7.26
,14.03.2011,3.029902586,4.7,39,-9999,7.22
,15.03.2011,3.029902586,4.93,30,4.7,7.14
,16.03.2011,3.058219433,5.86,31,-9999,7.23
,17.03.2011,3.426338439,6.84,33,-9999,7.17
,18.03.2011,4.16257645,7.85,35,7.9,7.71
,19.03.2011,4.24752699,9.18,46,-9999,8.69
,20.03.2011,4.445744916,10.58,88,-9999,9
,21.03.2011,9.486143611,11.3,257,11.3,11.61
,22.03.2011,10.27901532,11.3,207,-9999,14.01
,23.03.2011,10.87366909,11.3,135,-9999,13.24
,24.03.2011,14.04515591,11.3,347,-9999,14.51
,25.03.2011,10.36396586,12.13,133,12.36666667,13.9
,26.03.2011,8.49505398,12.65,121,-9999,13.29
,27.03.2011,7.24911273,12.41,106,-9999,12.97
,28.03.2011,6.229706252,12.17,91,-9999,12.66
,29.03.2011,5.550101934,11.93,76,-9999,12.32
,30.03.2011,5.012081848,11.69,61,-9999,12.03
,31.03.2011,4.728913382,11.45,46,-9999,11.89
,01.04.2011,4.559012303,11.22,33,11.2,11.79
,02.04.2011,4.24752699,11.1,31,-9999,-9999
,03.04.2011,4.049309064,11,32,-9999,-9999
,04.04.2011,4.020992217,10.88,33,10.9,-9999
,05.04.2011,3.482972132,10.6,34,-9999,11.22
,06.04.2011,3.284754206,10.3,35,-9999,11.15
,07.04.2011,3.058219433,9.99,35,-9999,10.97
,08.04.2011,2.944952046,9.69,35,9.7,10.44
,09.04.2011,2.775050967,9.46,28,-9999,10.23
,10.04.2011,2.74673412,9.24,21,-9999,9.94
,11.04.2011,2.548516194,9.02,14,-9999,-9999
,12.04.2011,2.265347728,8.8,7,-9999,9.21
,13.04.2011,2.123763495,8.37,2,8.6,9.06
,14.04.2011,2.095446648,7.83,7,-9999,8.89
,15.04.2011,2.180397188,7.48,14,-9999,8.75
,16.04.2011,2.690100427,7.12,21,-9999,8.52
,17.04.2011,3.652873211,1.6,27,0.5,9.55
,18.04.2011,4.219210143,2.69,34,0.5,10.55
,19.04.2011,5.521785087,9.3,41,10.6,10.32
,20.04.2011,16.33882049,9.76,49,-9999,-9999
,21.04.2011,20.67129802,10.32,56,-9999,-9999
,22.04.2011,15.54594878,10.87,64,-9999,-9999
,23.04.2011,12.68594728,11.54,72,11.3,14.01
,24.04.2011,10.42059955,12.52,80,-9999,13.72
,25.04.2011,9.146341452,13.51,88,14,13.25
,26.04.2011,20.61466432,14,95,-9999,12.28
,27.04.2011,33.41387899,14,103,-9999,16.24
,28.04.2011,27.0992222,14,111,-9999,16.43
,29.04.2011,19.05723776,13.96,116,14.03333333,15.41
,30.04.2011,15.03624554,13.37,105,-9999,14.89
,01.05.2011,12.20456088,12.64,91,-9999,14.61
,02.05.2011,10.0241637,12.04,77,11.9,14.26
,03.05.2011,8.66495506,12.25,62,-9999,14
,04.05.2011,7.758815968,12.61,48,-9999,13.84
,05.05.2011,7.220795883,12.97,34,-9999,13.67
,06.05.2011,6.796043184,13.23,22,13.3,13.52
,07.05.2011,6.314656792,13.04,18,-9999,13.32
,08.05.2011,5.8332704,12.81,15,-9999,13.12
,09.05.2011,5.465151394,12.57,12,-9999,12.82
,10.05.2011,5.295250314,12.34,10,-9999,12.6
,11.05.2011,4.927131308,11.95,8,12.1,12.37
,12.05.2011,4.672279689,10.67,13,-9999,11.96
,13.05.2011,4.530695456,9.23,19,-9999,11.88
,14.05.2011,5.436834547,7.98,25,7.8,12.17
,15.05.2011,6.144755712,7.8,31,-9999,12.79
,16.05.2011,7.815449662,7.8,37,-9999,14.12
,17.05.2011,7.900400201,8.4,42,11.3,15.19
,18.05.2011,7.07921165,8.74,40,-9999,14.8
,19.05.2011,6.399607332,9.68,37,-9999,14.42
,20.05.2011,6.229706252,10.61,34,-9999,13.63
,21.05.2011,6.880993724,11.54,31,-9999,12.92
,22.05.2011,7.645548582,12.48,28,-9999,13.38
,23.05.2011,7.702182275,13.5,28,13.4,14.12
,24.05.2011,7.220795883,14.98,37,-9999,14.1
,25.05.2011,9.429509918,16.27,61,16.4,12.95
,26.05.2011,25.65506302,16.4,296,-9999,17.21
,27.05.2011,32.28120512,16.4,315,-9999,20.29
,28.05.2011,24.09763646,16.4,187,-9999,19.18
,29.05.2011,17.4998112,16.36,239,16.4,18.2
,30.05.2011,14.21505699,16.14,159,15.9,17.54
,31.05.2011,11.58159026,15.91,117,-9999,17.23
,01.06.2011,9.882579463,15.72,103,-9999,17
,02.06.2011,9.174658298,15.53,92,-9999,16.39
,03.06.2011,8.3251529,15.35,89,-9999,16.4
,04.06.2011,7.475647502,15.17,82,-9999,16.31
,05.06.2011,6.711092644,14.98,73,-9999,16.07
,06.06.2011,6.286339945,14.74,60,14.8,15.9
,07.06.2011,5.8332704,13.94,71,14.2,15.81
,08.06.2011,5.323567161,12.55,80,-9999,15.6
,09.06.2011,5.040398695,11.26,79,-9999,15.06
,10.06.2011,10.50555009,8.1,212,8.1,14.16
,11.06.2011,12.34614512,8.1,111,-9999,16.92
,12.06.2011,10.50555009,8.1,76,-9999,17.82
,13.06.2011,8.919806679,8.67,66,8.1,17.45
,14.06.2011,7.900400201,12.71,62,-9999,17.04
,15.06.2011,17.9245639,16.12,382,16.3,16.43
,16.06.2011,30.86536279,16.3,369,-9999,20.58
,17.06.2011,21.94555612,17.42,204,17.7,20.72
,18.06.2011,14.69644339,17.53,150,-9999,20.03
,19.06.2011,11.15683756,16.92,124,-9999,19.36
,20.06.2011,9.174658298,16.36,93,-9999,18.76
,21.06.2011,22.71011097,12.1,611,12.1,15.44
,22.06.2011,27.83546021,12.1,247,-9999,18.62
,23.06.2011,19.96337685,12.67,144,12.1,19.29
,24.06.2011,15.09287924,17.56,101,18.5,19.21
,25.06.2011,12.43109566,18.38,79,-9999,19.06
,26.06.2011,10.70376801,18.26,56,-9999,18.67
,27.06.2011,11.97802611,18.13,75,-9999,17.55
,28.06.2011,12.62931358,17.97,50,18,18.36
,29.06.2011,10.64713432,17.47,48,-9999,18.78
,30.06.2011,8.834856139,16.88,45,-9999,18.51
,01.07.2011,7.532281196,16.29,42,-9999,18.1
,02.07.2011,6.399607332,15.7,39,-9999,17.61
,03.07.2011,5.550101934,15.11,36,-9999,17.05
,04.07.2011,4.955448155,14.52,33,-9999,16.6
,05.07.2011,4.474061763,13.95,31,13.9,16.34
,06.07.2011,4.049309064,13.6,28,-9999,15.93
,07.07.2011,3.681190058,13.28,25,13.3,15.49
,08.07.2011,3.313071052,12.93,23,-9999,-9999
,09.07.2011,3.00158574,12.59,22,-9999,-9999
,10.07.2011,2.775050967,12.24,20,-9999,-9999
,11.07.2011,2.83168466,11.89,19,-9999,11.98
,12.07.2011,2.548516194,11.55,17,-9999,12.06
,13.07.2011,2.265347728,11.2,15,-9999,12
,14.07.2011,2.038812955,10.79,15,10.9,11.67
,15.07.2011,1.868911876,10.11,17,-9999,11.25
,16.07.2011,1.699010796,9.41,19,-9999,10.77
,17.07.2011,1.557426563,8.71,22,-9999,10.07
,18.07.2011,1.387525483,8.01,24,-9999,9.36
,19.07.2011,1.274258097,7.31,26,-9999,8.47
,20.07.2011,1.189307557,6.62,29,-9999,7.47
,21.07.2011,1.189307557,5.88,31,5.9,6.44
,22.07.2011,1.444159177,1.34,31,-9999,5.69
,23.07.2011,1.783961336,0,31,-9999,5.17
,24.07.2011,1.557426563,0,31,-9999,5.45
,25.07.2011,1.274258097,2.91,30,5.1,5.41
,26.07.2011,1.132673864,4.91,30,-9999,5.07
,27.07.2011,1.019406478,4.72,27,-9999,4.62
,28.07.2011,1.444159177,4.53,126,-9999,4.25
,29.07.2011,1.387525483,4.34,66,-9999,4.65
,30.07.2011,1.189307557,4.16,37,-9999,4.72
,31.07.2011,1.076040171,3.97,27,-9999,4.44
,01.08.2011,0.962772784,3.68,28,3.733333333,3.91
,02.08.2011,0.877822245,3.35,33,-9999,3.36
,03.08.2011,0.792871705,3.1,38,-9999,2.87
,04.08.2011,0.736238012,2.84,43,-9999,2.51
,05.08.2011,0.736238012,2.59,48,-9999,2.43
,06.08.2011,0.736238012,2.33,53,-9999,2.28
,07.08.2011,0.707921165,2.08,59,-9999,2.03
,08.08.2011,0.707921165,1.82,64,-9999,1.85
,09.08.2011,0.679604318,1.57,69,-9999,1.7
,10.08.2011,0.622970625,1.33,72,1.3,1.55
,11.08.2011,0.566336932,1.16,62,-9999,1.34
,12.08.2011,0.538020085,1.02,50,-9999,1.21
,13.08.2011,0.509703239,0.87,37,-9999,1.03
,14.08.2011,0.481386392,0.73,24,-9999,0.92
,15.08.2011,0.453069546,0.6,14,0.6,0.87
,16.08.2011,0.424752699,0.57,14,-9999,0.81
,17.08.2011,0.424752699,0.54,14,-9999,0.78
,18.08.2011,0.396435852,0.51,14,-9999,0.76
,19.08.2011,0.396435852,0.48,15,-9999,0.74
,20.08.2011,0.396435852,0.45,15,-9999,0.7
,21.08.2011,0.368119006,0.42,15,-9999,0.67
,22.08.2011,0.368119006,0.39,16,-9999,0.63
,23.08.2011,0.396435852,0.36,16,-9999,0.62
,24.08.2011,0.396435852,0.33,16,-9999,0.62
,25.08.2011,0.368119006,0.31,17,0.3,0.62
,26.08.2011,0.368119006,0.33,17,-9999,0.62
,27.08.2011,0.396435852,0.35,17,-9999,0.6
,28.08.2011,0.368119006,0.37,17,-9999,0.64
,29.08.2011,0.368119006,0.4,17,0.4,0.7
,30.08.2011,0.424752699,0.4,16,-9999,0.72
,31.08.2011,0.453069546,0.4,16,-9999,0.76
,01.09.2011,0.396435852,0.4,16,-9999,0.74
,02.09.2011,0.396435852,0.41,16,0.4,0.69
,03.09.2011,0.679604318,0.87,16,1.3,0.83
,04.09.2011,0.538020085,1.3,15,-9999,0.91
,05.09.2011,0.283168466,1.3,15,-9999,0.92
,06.09.2011,0.226534773,1.01,15,0.966666667,0.96
,07.09.2011,0.201049611,0.7,16,-9999,0.77
,08.09.2011,0.186891188,0.6,17,-9999,0.58
,09.09.2011,0.175564449,0.5,17,-9999,0.52
,10.09.2011,0.167069395,0.4,18,-9999,0.48
,11.09.2011,0.158574341,0.32,19,-9999,0.44
,12.09.2011,0.152910972,0.26,20,-9999,0.4
,13.09.2011,0.141584233,0.21,21,-9999,0.38
,14.09.2011,0.135920864,0.16,22,0.15,0.37
,15.09.2011,0.130257494,0.18,20,-9999,0.37
,16.09.2011,0.133089179,0.21,18,-9999,0.37
,17.09.2011,0.12742581,0.24,17,-9999,0.37
,18.09.2011,0.135920864,0.27,15,-9999,0.41
,19.09.2011,0.150079287,0.29,13,0.3,0.4
,20.09.2011,0.130257494,0.29,12,-9999,0.36
,21.09.2011,0.113267386,0.27,11,-9999,0.29
,22.09.2011,0.113267386,0.26,10,-9999,0.24
,23.09.2011,0.107604017,0.25,9,-9999,0.21
,24.09.2011,0.101940648,0.23,8,-9999,0.21
,25.09.2011,0.107604017,0.22,7,-9999,0.23
,26.09.2011,0.116099071,0.2,6,-9999,0.25
,27.09.2011,0.124594125,0.19,5,-9999,0.26
,28.09.2011,0.12742581,0.18,4,-9999,0.22
,29.09.2011,0.110435702,0.16,3,-9999,0.22
,30.09.2011,0.087782224,0.15,3,0.15,0.21
,01.10.2011,0.07928717,0.15,3,-9999,0.23
,02.10.2011,0.07928717,0.15,5,-9999,0.24
,03.10.2011,0.07928717,0.15,6,0.15,0.24
,04.10.2011,0.07928717,0.15,7,-9999,0.22
,05.10.2011,0.076455486,0.15,8,-9999,0.2
,06.10.2011,0.073623801,0.15,9,-9999,0.2
,07.10.2011,0.073623801,0.15,11,0.15,0.19
